"YA_L1";"YA_L2";"YA_L3";"YA_L4";"YA_L5";"YA_L6";"YA_L7";"YA_L8";"YA_L9";"YA_L10";"YA_L11"
2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678;-3,841082032;-4,277285944;-4,457201286;-3,394909615;-2,364673986;-1,790307631
2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678;-3,841082032;-4,277285944;-4,457201286;-3,394909615;-2,364673986
2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678;-3,841082032;-4,277285944;-4,457201286;-3,394909615
-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678;-3,841082032;-4,277285944;-4,457201286
-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678;-3,841082032;-4,277285944
-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678;-3,841082032
-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766;-2,644037678
-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487;-2,861122766
-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065;-1,992529487
-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188;-0,240327065
0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755;2,197854188
1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746;2,961032755
0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522;2,272214746
0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012;-0,299743522
0,415310841;0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905;-1,992375012
1,742675222;0,415310841;0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009;-3,393405905
2,497422397;1,742675222;0,415310841;0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567;-3,974017009
3,920352205;2,497422397;1,742675222;0,415310841;0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994;-4,150600567
4,394218335;3,920352205;2,497422397;1,742675222;0,415310841;0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313;-3,066858994
5,193569539;4,394218335;3,920352205;2,497422397;1,742675222;0,415310841;0,780155445;0,726491783;1,542577228;0,716213222;-0,89660313
5,641889963;5,193569539;4,394218335;3,920352205;2,497422397;1,742675222;0,415310841;0,780155445;0,726491783;1,542577228;0,716213222
5,765329613;5,641889963;5,193569539;4,394218335;3,920352205;2,497422397;1,742675222;0,415310841;0,780155445;0,726491783;1,542577228
5,466479685;5,765329613;5,641889963;5,193569539;4,394218335;3,920352205;2,497422397;1,742675222;0,415310841;0,780155445;0,726491783
4,185542957;5,466479685;5,765329613;5,641889963;5,193569539;4,394218335;3,920352205;2,497422397;1,742675222;0,415310841;0,780155445
3,598485124;4,185542957;5,466479685;5,765329613;5,641889963;5,193569539;4,394218335;3,920352205;2,497422397;1,742675222;0,415310841
1,990171028;3,598485124;4,185542957;5,466479685;5,765329613;5,641889963;5,193569539;4,394218335;3,920352205;2,497422397;1,742675222
1,373134068;1,990171028;3,598485124;4,185542957;5,466479685;5,765329613;5,641889963;5,193569539;4,394218335;3,920352205;2,497422397
1,394431033;1,373134068;1,990171028;3,598485124;4,185542957;5,466479685;5,765329613;5,641889963;5,193569539;4,394218335;3,920352205
2,858416784;1,394431033;1,373134068;1,990171028;3,598485124;4,185542957;5,466479685;5,765329613;5,641889963;5,193569539;4,394218335
4,612676324;2,858416784;1,394431033;1,373134068;1,990171028;3,598485124;4,185542957;5,466479685;5,765329613;5,641889963;5,193569539
4,897276176;4,612676324;2,858416784;1,394431033;1,373134068;1,990171028;3,598485124;4,185542957;5,466479685;5,765329613;5,641889963
4,082110807;4,897276176;4,612676324;2,858416784;1,394431033;1,373134068;1,990171028;3,598485124;4,185542957;5,466479685;5,765329613
2,118632682;4,082110807;4,897276176;4,612676324;2,858416784;1,394431033;1,373134068;1,990171028;3,598485124;4,185542957;5,466479685
1,814500115;2,118632682;4,082110807;4,897276176;4,612676324;2,858416784;1,394431033;1,373134068;1,990171028;3,598485124;4,185542957
2,564622167;1,814500115;2,118632682;4,082110807;4,897276176;4,612676324;2,858416784;1,394431033;1,373134068;1,990171028;3,598485124
2,639565143;2,564622167;1,814500115;2,118632682;4,082110807;4,897276176;4,612676324;2,858416784;1,394431033;1,373134068;1,990171028
2,105570266;2,639565143;2,564622167;1,814500115;2,118632682;4,082110807;4,897276176;4,612676324;2,858416784;1,394431033;1,373134068
-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115;2,118632682;4,082110807;4,897276176;4,612676324;2,858416784;1,394431033
-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115;2,118632682;4,082110807;4,897276176;4,612676324;2,858416784
-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115;2,118632682;4,082110807;4,897276176;4,612676324
-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115;2,118632682;4,082110807;4,897276176
-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115;2,118632682;4,082110807
-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115;2,118632682
-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167;1,814500115
-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143;2,564622167
-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266;2,639565143
-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883;2,105570266
-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092;-0,625476883
-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663;-2,994683092
-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445;-5,432652663
-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895;-5,102277445
-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593;-3,382843895
-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043;-2,422106593
-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689;-3,014486043
-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615;-3,510284689
-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244;-3,237109615
-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758;-3,037360244
-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816;-4,060520758
-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207;-5,807606816
-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797;-8,175221207
-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979;-7,127911797
-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821;-7,05521979
-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436;-4,935367821
-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459;-5,279778436
-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543;-4,345746459
-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082;-4,662119543
-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581;-4,804274082
-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745;-5,477522581
-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037;-5,314043745
-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454;-6,996124037
-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811;-8,653242454
-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849;-9,79418811
-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419;-8,435986849
-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909;-6,811333419
-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431;-6,232367909
-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844;-7,515697431
-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582;-8,964451844
-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517;-10,284617582
-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421;-9,801201517
-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246;-8,980493421
-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416;-6,682301246
0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543;-6,200297416
2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251;-4,435142543
4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152;-4,372284251
5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653;-2,683609152
5,29755104;5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424;-4,691618653
4,180306247;5,29755104;5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805;-7,155767424
3,101028603;4,180306247;5,29755104;5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801;-9,316462805
2,305655725;3,101028603;4,180306247;5,29755104;5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381;-7,46120801
2,574194716;2,305655725;3,101028603;4,180306247;5,29755104;5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339;-4,077822381
2,30155182;2,574194716;2,305655725;3,101028603;4,180306247;5,29755104;5,989408655;4,857880714;2,857950162;0,157227052;-2,064531339
2,305658035;2,30155182;2,574194716;2,305655725;3,101028603;4,180306247;5,29755104;5,989408655;4,857880714;2,857950162;0,157227052
3,313879296;2,305658035;2,30155182;2,574194716;2,305655725;3,101028603;4,180306247;5,29755104;5,989408655;4,857880714;2,857950162
3,829048262;3,313879296;2,305658035;2,30155182;2,574194716;2,305655725;3,101028603;4,180306247;5,29755104;5,989408655;4,857880714
4,554064038;3,829048262;3,313879296;2,305658035;2,30155182;2,574194716;2,305655725;3,101028603;4,180306247;5,29755104;5,989408655
2,833059093;4,554064038;3,829048262;3,313879296;2,305658035;2,30155182;2,574194716;2,305655725;3,101028603;4,180306247;5,29755104
-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296;2,305658035;2,30155182;2,574194716;2,305655725;3,101028603;4,180306247
-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296;2,305658035;2,30155182;2,574194716;2,305655725;3,101028603
-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296;2,305658035;2,30155182;2,574194716;2,305655725
-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296;2,305658035;2,30155182;2,574194716
-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296;2,305658035;2,30155182
-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296;2,305658035
-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262;3,313879296
-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038;3,829048262
-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093;4,554064038
0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114;2,833059093
0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026;-0,257884114
0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485;-2,541804026
-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957;-3,068318485
-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205;-0,981779957
0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175;-0,317631205
1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836;-0,012977175
1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017;-0,830360836
1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571;-0,798982017
1,525481171;1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118;-0,621493571
1,880115693;1,525481171;1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478;0,135236118
2,052445959;1,880115693;1,525481171;1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406;0,231941478
2,379454081;2,052445959;1,880115693;1,525481171;1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411;0,178675406
2,311949073;2,379454081;2,052445959;1,880115693;1,525481171;1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325;-0,302914411
1,693531699;2,311949073;2,379454081;2,052445959;1,880115693;1,525481171;1,857051119;1,863264258;1,133192507;0,35798813;-0,748494325
3,289036076;1,693531699;2,311949073;2,379454081;2,052445959;1,880115693;1,525481171;1,857051119;1,863264258;1,133192507;0,35798813
5,475998753;3,289036076;1,693531699;2,311949073;2,379454081;2,052445959;1,880115693;1,525481171;1,857051119;1,863264258;1,133192507
8,048294703;5,475998753;3,289036076;1,693531699;2,311949073;2,379454081;2,052445959;1,880115693;1,525481171;1,857051119;1,863264258
7,161825232;8,048294703;5,475998753;3,289036076;1,693531699;2,311949073;2,379454081;2,052445959;1,880115693;1,525481171;1,857051119
4,589515369;7,161825232;8,048294703;5,475998753;3,289036076;1,693531699;2,311949073;2,379454081;2,052445959;1,880115693;1,525481171
3,639207386;4,589515369;7,161825232;8,048294703;5,475998753;3,289036076;1,693531699;2,311949073;2,379454081;2,052445959;1,880115693
3,485176136;3,639207386;4,589515369;7,161825232;8,048294703;5,475998753;3,289036076;1,693531699;2,311949073;2,379454081;2,052445959
3,403246848;3,485176136;3,639207386;4,589515369;7,161825232;8,048294703;5,475998753;3,289036076;1,693531699;2,311949073;2,379454081
2,929125945;3,403246848;3,485176136;3,639207386;4,589515369;7,161825232;8,048294703;5,475998753;3,289036076;1,693531699;2,311949073
3,501450748;2,929125945;3,403246848;3,485176136;3,639207386;4,589515369;7,161825232;8,048294703;5,475998753;3,289036076;1,693531699
5,191842523;3,501450748;2,929125945;3,403246848;3,485176136;3,639207386;4,589515369;7,161825232;8,048294703;5,475998753;3,289036076
4,139956904;5,191842523;3,501450748;2,929125945;3,403246848;3,485176136;3,639207386;4,589515369;7,161825232;8,048294703;5,475998753
3,099045263;4,139956904;5,191842523;3,501450748;2,929125945;3,403246848;3,485176136;3,639207386;4,589515369;7,161825232;8,048294703
1,885934764;3,099045263;4,139956904;5,191842523;3,501450748;2,929125945;3,403246848;3,485176136;3,639207386;4,589515369;7,161825232
1,749350271;1,885934764;3,099045263;4,139956904;5,191842523;3,501450748;2,929125945;3,403246848;3,485176136;3,639207386;4,589515369
1,740337818;1,749350271;1,885934764;3,099045263;4,139956904;5,191842523;3,501450748;2,929125945;3,403246848;3,485176136;3,639207386
0,592528279;1,740337818;1,749350271;1,885934764;3,099045263;4,139956904;5,191842523;3,501450748;2,929125945;3,403246848;3,485176136
0,250920807;0,592528279;1,740337818;1,749350271;1,885934764;3,099045263;4,139956904;5,191842523;3,501450748;2,929125945;3,403246848
-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271;1,885934764;3,099045263;4,139956904;5,191842523;3,501450748;2,929125945
-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271;1,885934764;3,099045263;4,139956904;5,191842523;3,501450748
-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271;1,885934764;3,099045263;4,139956904;5,191842523
-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271;1,885934764;3,099045263;4,139956904
0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271;1,885934764;3,099045263
0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271;1,885934764
1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818;1,749350271
0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279;1,740337818
0,728461023;0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807;0,592528279
-0,228514098;0,728461023;0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241;0,250920807
-1,388030438;-0,228514098;0,728461023;0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369;-1,42358241
-2,370436176;-1,388030438;-0,228514098;0,728461023;0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306;-1,612130369
-3,36522245;-2,370436176;-1,388030438;-0,228514098;0,728461023;0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998;-1,811451306
-3,920711815;-3,36522245;-2,370436176;-1,388030438;-0,228514098;0,728461023;0,972609348;1,309737596;0,659953825;0,627729698;-0,466334998
-2,8000141;-3,920711815;-3,36522245;-2,370436176;-1,388030438;-0,228514098;0,728461023;0,972609348;1,309737596;0,659953825;0,627729698
