"YM"
3,922289832
15,398548814
17,815364714
4,06076901
-10,683494638
-10,321196952
-1,015910733
2,890509076
2,159905222
2,88324144
1,24006234
-3,817837597
0,946701822000001
17,506103211
20,43074495
-1,48187179
-19,576010041
-8,937701447
11,484488775
12,898963258
1,477639707
-3,70750513
-3,39600953
-3,583569164
3,774621451
19,503340989
21,328845303
0,429097143
-18,119414288
-11,870433195
5,303815367
8,681726916
-0,10627115
-6,930480877
-8,321093058
-5,583704823
3,51952183
14,880735747
14,447169447
-0,267230464
-13,226002701
-11,163736072
-0,455744343
5,085183398
3,105824555
-1,505703621
-6,155922966
-8,050786883
-1,633836101
10,845808188
13,955137844
-0,787104888
-18,999794137
-20,457898069
-7,715860219
1,276760019
0,791866573
-1,817505728
-2,935564009
-4,050091594
-4,01097718
-1,284351548
0,792657893
-0,94530933
-3,631256498
-2,922211638
-0,475010811
-0,179649856
-1,958464298
-2,691182281
-1,599244596
-0,449252608
-0,771252788
-2,772797558
-5,549199974
-6,155796936
-2,557172156
2,582234529
3,68568719
-0,19206039
-4,595050769
-5,839258766
-4,065587628
-1,664733467
-0,320119013
0,153454203
0,332625679
-0,477921777
-2,54715417
-3,69631663
-2,702896559
-1,694904883
-2,400145538
-3,279082671
-3,597856176
-4,233280392
-4,283112519
-1,309101755
3,341143163
4,469296694
0,636603716
-2,818599291
-1,902039674
0,760983667
0,925177199
-0,931219593
-2,058910927
-1,842533628
-0,758012614
-0,286791505
-4,26709823
-12,015473113
-13,596451166
-2,774778317
10,181833778
11,195581425
1,922143424
-4,617339519
-4,16426104
-3,198509134
-5,06077289
-5,910353924
-2,356826288
3,754591676
6,552481773
2,212145313
-4,762349716
-5,974913085
-0,959868844
2,120258419
-0,288676866
-2,19257338
-0,0841835460000001
2,204300654
1,413240714
-0,801761395
-1,879991607
-1,582115437
-0,749480362
0,263087814
0,845815841
0,511331869
-0,69291759
-2,07076301
-2,253011369
-0,720556214
0,754914431
0,181635705
-1,100624136
-0,357965526
1,535768323
1,557884987
-0,796946809
-2,581279422
-2,317940629
-0,572264107
1,350484222
2,487959556
2,776329081
2,351340356
1,514760948
1,291966675
1,818474741
2,135144902
1,79263274
1,35592262
0,372081526
-1,046821511
-0,73133052
1,988339916
3,335660372
1,059107521
-1,190578476
-0,119358376
1,709906519
1,806082168
0,761815995
0,687695635
1,582106024
2,804044493
3,862085416
3,343165288
0,967446436
-0,895907149
-0,255484732
1,585836592
1,760476693
1,198948146
1,375096102
1,71204279
0,600800768
-0,906718992
-0,574927804
1,163623193
2,6765412
2,973423277
2,160421493
1,287578723
1,130293924
1,525292711
1,615385201
2,050044542
3,002189908
2,63246478
0,738963471
-0,098335193
1,969913605
4,610112996
4,617248179
3,199482755
2,399648709
0,87973924
-0,924750645
0,445629665
4,696044246
5,902385635
2,128844922
-1,450038115
-1,383477547
0,460920067
1,043157866
0,268793468
0,197218819
1,47867825
2,630500315
1,950845358
0,617807054
0,569213507
1,337887122
1,956880847
2,056902722
1,760632983
1,610595493
2,288225492
3,019246998
2,295518351
1,246860318
0,666008542
0,221779027
0,166428674
1,668822153
3,681205867
2,935931085
-0,108103759
-1,773379558
-0,840502496
0,593425186
1,183324817
1,496801057
1,966076988
1,972270005
1,116111088
0,291398259
0,462391336
1,30167573
1,957285268
2,148591681
1,735293728
0,40971262
-1,077814339
-1,174670423
0,557346823
1,967272248
1,222889994
-1,16862418
-1,858594506
0,865186824
3,751525172
2,940776612
0,354277415
-0,126245883
1,620319095
2,194644022
1,116983087
0,828274868
1,67064891
1,282099393
-0,716018038
-1,329925646
0,707393205
2,29306174
1,181912702
-0,628741137
-0,60806063
0,599222713
1,212724544
0,491914997
-0,581933373
-0,091449624
1,928229256
2,277992378
0,0643777310000001
-1,096135572
0,38701878
1,313784433
0,1408787
-0,661807307
-0,084021415
-0,405413519
-1,461503457
-1,101276622
0,646103085
1,496970873
0,523326666
-1,051925243
-1,074190507
0,826417292
1,853944718
0,541169418
-0,938948041
-0,0629253729999999
1,510984306
0,630731674
-2,116295088
-3,449914704
-2,098295126
-0,033432212
0,158082454
-1,251979049
-1,775070355
-0,39712606
1,127145375
0,614601894
-1,401758077
-2,219346768
-0,773852225
0,588785461
-0,14710175
-1,514258742
-1,660173435
-0,980050075
-0,805020503
-1,341815728
-1,931877
-2,12249827
-1,257287487
-0,144701477
-0,400941428
-1,768832182
-2,670522843
-2,531213167
-2,60623965
-3,366544576
-3,503461735
-2,18905201
-0,585259416
-0,788292181
-2,330626014
-3,01325317
-2,504358076
-2,197093036
-2,520204138
-2,434889945
-2,628690516
-3,662862777
-3,467970826
-1,100789828
1,166194836
1,126453022
0,1380836
-0,474119231
-1,240177667
-1,545131515
-1,003267235
-0,663150044
-1,29489835
-1,02602823
0,561010447
0,84997314
-0,588308335
-1,136872702
-0,00662967899999994
0,567928459
-0,869908175
-2,574077036
-2,704944083
-1,366952467
-0,362390671
-1,166608225
-2,67989736
-2,774996202
-1,576675541
-1,801567638
-3,313309336
-3,168056853
-1,07414544
-0,39486625
-2,19200082
-2,595440145
-1,088276297
-1,048023661
-2,366048102
-2,181458722
-0,810738276
-1,619837852
-3,496064325
-3,034597141
-1,037644448
-0,04574954
-0,533156386
-0,495491296
-0,111758535
-0,094577418
-0,49651232
-0,166455903
0,520964793
-0,381847494
-1,831696705
-0,980583223
2,497401904
3,729064271
-1,319096435
-7,979096174
-9,129372228
-4,760202784
-1,772968663
-2,843797722
-3,66634879
-2,230188213
-1,050296607
-2,338375119
-4,48672902
-4,922642833
-2,382536216
1,544103219
2,502878392
-0,51750739
-3,473943669
-2,653013203
0,123261836
0,32855947
-2,116848577
-3,854646189
-1,761984765
2,55089451
4,161335498
1,576789281
-1,92552955
-2,326184625
-0,234656619
1,215751505
0,961238246
-0,041218842
-0,276446995
0,98364589
2,62255308
2,924683521
2,052785118
2,25048858
3,547580642
3,275629076
1,117744476
-0,078082975
0,531501125
0,710262364
0,00441699100000001
0,508382456
1,522285041
0,735888978
-0,828199669
-0,410166346
1,129075725
1,384975146
0,950091483
1,548490568
2,656177982
1,741131087
-0,919707325
-1,373988029
0,884976466
2,65443901
1,447229779
-0,516650851
-0,126925569
1,78767762
2,167883831
0,597119117
0,347605334
3,232408729
5,216332065
2,451745271
-1,675812465
-1,868589557
0,846137041
2,499324964
2,070290259
1,308680579
1,319390051
1,84739125
1,501141234
-0,116219537
-0,857268829
0,644176421
2,133923134
1,764791003
0,523204588
0,394664314
0,518623688
0,170915394
0,144994308
0,619054145
1,145403641
1,465613946
1,906142938
1,745314506
-0,00100628299999991
-1,412013062
-0,705010658
1,237527757
2,058570397
1,312555729
0,416776449
0,245072663
0,599267068
1,181294288
1,146342303
0,30849925
-0,2471774
0,362686642
0,594084185
-0,4715229
-0,96794511
0,881834864
2,758325371
2,404345458
0,912320448
0,083275116
0,128324178
1,799487174
3,310067586
1,486022437
-1,865882505
-1,163760619
3,356702167
5,011825159
1,383119994
-1,858728235
-1,466627329
1,007759193
2,268771073
2,297724172
2,32144892
1,851255454
