"YS_L1";"YS_L2";"YS_L3";"YS_L4";"YS_L5";"YS_L6";"YS_L7";"YS_L8";"YS_L9";"YS_L10";"YS_L11"
4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998;2,247705497;15,129021779;17,036186232;-4,48658338;-15,195155232;-2,341988472
3,983996507;4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998;2,247705497;15,129021779;17,036186232;-4,48658338;-15,195155232
-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998;2,247705497;15,129021779;17,036186232;-4,48658338
-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998;2,247705497;15,129021779;17,036186232
-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998;2,247705497;15,129021779
8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998;2,247705497
6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482;3,02794792;0,0666818959999998
-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482;3,02794792
-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681;1,58929482
1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745;0,747442681
0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507;4,584735745
1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496;3,983996507
9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537;-5,808561496
11,210205225;9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761;-10,555418537
-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634;-1,713452761
-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977;8,480117634
-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387;6,335199977
9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471;-1,528422387
11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537;1,254398051;-1,929638471
1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537;1,254398051
-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274;0,530486537
-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422;1,464212274
-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225;9,763313422
-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422;11,210205225
-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607;-4,776311422
0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535;-17,591520607
-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803;-7,857983535
-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705;9,8746803
0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887;11,70413705
4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612;1,686957887
0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783;-1,614417612
-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845;-0,320961783
-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089;-2,31154845
-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726;-3,822344089
-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799;-1,017210726
-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919;0,602819799
-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306;-3,212668919
-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999;-4,39352306
-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097;0,855871130999999
-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812;4,526020097
-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784;0,644729812
3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495;-4,001670784
-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746;-2,338138495
-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243;-0,365185746
-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056;-2,496275243
0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834;-3,852526056
0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377;-1,257827834
-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305;-0,457400377
2,699511091;-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042;-5,434604305
3,966577309;2,699511091;-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451;-7,309166042
-2,229938883;3,966577309;2,699511091;-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587;-1,618175451
-6,055651327;-2,229938883;3,966577309;2,699511091;-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493;3,24342587
-0,981838509;-6,055651327;-2,229938883;3,966577309;2,699511091;-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007;-0,50814493
5,025379101;-0,981838509;-6,055651327;-2,229938883;3,966577309;2,699511091;-0,636835505;0,256897018;0,263641999;-4,32490718;-6,214211007
