"YW_L1";"YW_L2";"YW_L3";"YW_L4";"YW_L5";"YW_L6";"YW_L7";"YW_L8";"YW_L9";"YW_L10";"YW_L11"
-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238;-12,631766572;-12,686436844;-16,98918406;-19,297777218;-14,050427987;-9,924170593
-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238;-12,631766572;-12,686436844;-16,98918406;-19,297777218;-14,050427987
3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238;-12,631766572;-12,686436844;-16,98918406;-19,297777218
-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238;-12,631766572;-12,686436844;-16,98918406
-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238;-12,631766572;-12,686436844
-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238;-12,631766572
-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909;-13,122686238
-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866;-6,676623909
-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093;-1,693213866
-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066;-4,872523093
-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305;-5,838629066
-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328;-0,442351305
-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079;3,527448328
-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559;-3,759004079
-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339;-12,017682559
