"YM_L1";"YM_L2";"YM_L3";"YM_L4";"YM_L5";"YM_L6";"YM_L7";"YM_L8";"YM_L9";"YM_L10";"YM_L11"
-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445;-5,329969714;-6,927049724;-5,998452582;-4,372042154;-3,462435069;-2,407716906
-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445;-5,329969714;-6,927049724;-5,998452582;-4,372042154;-3,462435069
-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445;-5,329969714;-6,927049724;-5,998452582;-4,372042154
-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445;-5,329969714;-6,927049724;-5,998452582
-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445;-5,329969714;-6,927049724
-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445;-5,329969714
-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746;-2,966965445
-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546;-2,470109746
-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624;-2,749232546
-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576;-2,01281624
-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018;-2,153571576
-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236;-4,257648018
