"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
-0,137;-0,525;-0,226;-0,53;-0,32;-0,417;-0,111;-0,088;0,248;0,243;0,448;-0,101
-0,315;-0,137;-0,525;-0,226;-0,53;-0,32;-0,417;-0,111;-0,088;0,248;0,243;0,448
0,077;-0,315;-0,137;-0,525;-0,226;-0,53;-0,32;-0,417;-0,111;-0,088;0,248;0,243
-0,461;0,077;-0,315;-0,137;-0,525;-0,226;-0,53;-0,32;-0,417;-0,111;-0,088;0,248
-0,73;-0,461;0,077;-0,315;-0,137;-0,525;-0,226;-0,53;-0,32;-0,417;-0,111;-0,088
-0,617;-0,73;-0,461;0,077;-0,315;-0,137;-0,525;-0,226;-0,53;-0,32;-0,417;-0,111
-0,354;-0,617;-0,73;-0,461;0,077;-0,315;-0,137;-0,525;-0,226;-0,53;-0,32;-0,417
-0,242;-0,354;-0,617;-0,73;-0,461;0,077;-0,315;-0,137;-0,525;-0,226;-0,53;-0,32
-0,563;-0,242;-0,354;-0,617;-0,73;-0,461;0,077;-0,315;-0,137;-0,525;-0,226;-0,53
-0,293;-0,563;-0,242;-0,354;-0,617;-0,73;-0,461;0,077;-0,315;-0,137;-0,525;-0,226
0,018;-0,293;-0,563;-0,242;-0,354;-0,617;-0,73;-0,461;0,077;-0,315;-0,137;-0,525
-0,131;0,018;-0,293;-0,563;-0,242;-0,354;-0,617;-0,73;-0,461;0,077;-0,315;-0,137
0,35;-0,131;0,018;-0,293;-0,563;-0,242;-0,354;-0,617;-0,73;-0,461;0,077;-0,315
0,286;0,35;-0,131;0,018;-0,293;-0,563;-0,242;-0,354;-0,617;-0,73;-0,461;0,077
0,059;0,286;0,35;-0,131;0,018;-0,293;-0,563;-0,242;-0,354;-0,617;-0,73;-0,461
0,218;0,059;0,286;0,35;-0,131;0,018;-0,293;-0,563;-0,242;-0,354;-0,617;-0,73
0,117;0,218;0,059;0,286;0,35;-0,131;0,018;-0,293;-0,563;-0,242;-0,354;-0,617
0,009;0,117;0,218;0,059;0,286;0,35;-0,131;0,018;-0,293;-0,563;-0,242;-0,354
0,013;0,009;0,117;0,218;0,059;0,286;0,35;-0,131;0,018;-0,293;-0,563;-0,242
-0,081;0,013;0,009;0,117;0,218;0,059;0,286;0,35;-0,131;0,018;-0,293;-0,563
0,018;-0,081;0,013;0,009;0,117;0,218;0,059;0,286;0,35;-0,131;0,018;-0,293
-0,003;0,018;-0,081;0,013;0,009;0,117;0,218;0,059;0,286;0,35;-0,131;0,018
0,205;-0,003;0,018;-0,081;0,013;0,009;0,117;0,218;0,059;0,286;0,35;-0,131
-0,141;0,205;-0,003;0,018;-0,081;0,013;0,009;0,117;0,218;0,059;0,286;0,35
-0,348;-0,141;0,205;-0,003;0,018;-0,081;0,013;0,009;0,117;0,218;0,059;0,286
0,124;-0,348;-0,141;0,205;-0,003;0,018;-0,081;0,013;0,009;0,117;0,218;0,059
0,18;0,124;-0,348;-0,141;0,205;-0,003;0,018;-0,081;0,013;0,009;0,117;0,218
0,504;0,18;0,124;-0,348;-0,141;0,205;-0,003;0,018;-0,081;0,013;0,009;0,117
0,397;0,504;0,18;0,124;-0,348;-0,141;0,205;-0,003;0,018;-0,081;0,013;0,009
0,194;0,397;0,504;0,18;0,124;-0,348;-0,141;0,205;-0,003;0,018;-0,081;0,013
0,171;0,194;0,397;0,504;0,18;0,124;-0,348;-0,141;0,205;-0,003;0,018;-0,081
0,158;0,171;0,194;0,397;0,504;0,18;0,124;-0,348;-0,141;0,205;-0,003;0,018
-0,052;0,158;0,171;0,194;0,397;0,504;0,18;0,124;-0,348;-0,141;0,205;-0,003
-0,124;-0,052;0,158;0,171;0,194;0,397;0,504;0,18;0,124;-0,348;-0,141;0,205
-0,064;-0,124;-0,052;0,158;0,171;0,194;0,397;0,504;0,18;0,124;-0,348;-0,141
-0,154;-0,064;-0,124;-0,052;0,158;0,171;0,194;0,397;0,504;0,18;0,124;-0,348
-0,01;-0,154;-0,064;-0,124;-0,052;0,158;0,171;0,194;0,397;0,504;0,18;0,124
0,178;-0,01;-0,154;-0,064;-0,124;-0,052;0,158;0,171;0,194;0,397;0,504;0,18
0,528;0,178;-0,01;-0,154;-0,064;-0,124;-0,052;0,158;0,171;0,194;0,397;0,504
0,523;0,528;0,178;-0,01;-0,154;-0,064;-0,124;-0,052;0,158;0,171;0,194;0,397
0,448;0,523;0,528;0,178;-0,01;-0,154;-0,064;-0,124;-0,052;0,158;0,171;0,194
0,468;0,448;0,523;0,528;0,178;-0,01;-0,154;-0,064;-0,124;-0,052;0,158;0,171
0,358;0,468;0,448;0,523;0,528;0,178;-0,01;-0,154;-0,064;-0,124;-0,052;0,158
0,475;0,358;0,468;0,448;0,523;0,528;0,178;-0,01;-0,154;-0,064;-0,124;-0,052
0,396;0,475;0,358;0,468;0,448;0,523;0,528;0,178;-0,01;-0,154;-0,064;-0,124
0,255;0,396;0,475;0,358;0,468;0,448;0,523;0,528;0,178;-0,01;-0,154;-0,064
0,195;0,255;0,396;0,475;0,358;0,468;0,448;0,523;0,528;0,178;-0,01;-0,154
0,142;0,195;0,255;0,396;0,475;0,358;0,468;0,448;0,523;0,528;0,178;-0,01
0,59;0,142;0,195;0,255;0,396;0,475;0,358;0,468;0,448;0,523;0,528;0,178
0,97;0,59;0,142;0,195;0,255;0,396;0,475;0,358;0,468;0,448;0,523;0,528
1,123;0,97;0,59;0,142;0,195;0,255;0,396;0,475;0,358;0,468;0,448;0,523
0,762;1,123;0,97;0,59;0,142;0,195;0,255;0,396;0,475;0,358;0,468;0,448
0,621;0,762;1,123;0,97;0,59;0,142;0,195;0,255;0,396;0,475;0,358;0,468
0,963;0,621;0,762;1,123;0,97;0,59;0,142;0,195;0,255;0,396;0,475;0,358
0,738;0,963;0,621;0,762;1,123;0,97;0,59;0,142;0,195;0,255;0,396;0,475
0,414;0,738;0,963;0,621;0,762;1,123;0,97;0,59;0,142;0,195;0,255;0,396
0,379;0,414;0,738;0,963;0,621;0,762;1,123;0,97;0,59;0,142;0,195;0,255
0,319;0,379;0,414;0,738;0,963;0,621;0,762;1,123;0,97;0,59;0,142;0,195
0,599;0,319;0,379;0,414;0,738;0,963;0,621;0,762;1,123;0,97;0,59;0,142
0,11;0,599;0,319;0,379;0,414;0,738;0,963;0,621;0,762;1,123;0,97;0,59
0,275;0,11;0,599;0,319;0,379;0,414;0,738;0,963;0,621;0,762;1,123;0,97
0,26;0,275;0,11;0,599;0,319;0,379;0,414;0,738;0,963;0,621;0,762;1,123
0,408;0,26;0,275;0,11;0,599;0,319;0,379;0,414;0,738;0,963;0,621;0,762
0,627;0,408;0,26;0,275;0,11;0,599;0,319;0,379;0,414;0,738;0,963;0,621
0,638;0,627;0,408;0,26;0,275;0,11;0,599;0,319;0,379;0,414;0,738;0,963
0,62;0,638;0,627;0,408;0,26;0,275;0,11;0,599;0,319;0,379;0,414;0,738
0,325;0,62;0,638;0,627;0,408;0,26;0,275;0,11;0,599;0,319;0,379;0,414
0,189;0,325;0,62;0,638;0,627;0,408;0,26;0,275;0,11;0,599;0,319;0,379
0,094;0,189;0,325;0,62;0,638;0,627;0,408;0,26;0,275;0,11;0,599;0,319
0,088;0,094;0,189;0,325;0,62;0,638;0,627;0,408;0,26;0,275;0,11;0,599
0,187;0,088;0,094;0,189;0,325;0,62;0,638;0,627;0,408;0,26;0,275;0,11
-0,04;0,187;0,088;0,094;0,189;0,325;0,62;0,638;0,627;0,408;0,26;0,275
0,339;-0,04;0,187;0,088;0,094;0,189;0,325;0,62;0,638;0,627;0,408;0,26
0,245;0,339;-0,04;0,187;0,088;0,094;0,189;0,325;0,62;0,638;0,627;0,408
0,182;0,245;0,339;-0,04;0,187;0,088;0,094;0,189;0,325;0,62;0,638;0,627
0,594;0,182;0,245;0,339;-0,04;0,187;0,088;0,094;0,189;0,325;0,62;0,638
0,506;0,594;0,182;0,245;0,339;-0,04;0,187;0,088;0,094;0,189;0,325;0,62
0,382;0,506;0,594;0,182;0,245;0,339;-0,04;0,187;0,088;0,094;0,189;0,325
0,398;0,382;0,506;0,594;0,182;0,245;0,339;-0,04;0,187;0,088;0,094;0,189
0,053;0,398;0,382;0,506;0,594;0,182;0,245;0,339;-0,04;0,187;0,088;0,094
0,017;0,053;0,398;0,382;0,506;0,594;0,182;0,245;0,339;-0,04;0,187;0,088
0,099;0,017;0,053;0,398;0,382;0,506;0,594;0,182;0,245;0,339;-0,04;0,187
-0,019;0,099;0,017;0,053;0,398;0,382;0,506;0,594;0,182;0,245;0,339;-0,04
-0,051;-0,019;0,099;0,017;0,053;0,398;0,382;0,506;0,594;0,182;0,245;0,339
0,143;-0,051;-0,019;0,099;0,017;0,053;0,398;0,382;0,506;0,594;0,182;0,245
0,226;0,143;-0,051;-0,019;0,099;0,017;0,053;0,398;0,382;0,506;0,594;0,182
-0,05;0,226;0,143;-0,051;-0,019;0,099;0,017;0,053;0,398;0,382;0,506;0,594
0,207;-0,05;0,226;0,143;-0,051;-0,019;0,099;0,017;0,053;0,398;0,382;0,506
0,309;0,207;-0,05;0,226;0,143;-0,051;-0,019;0,099;0,017;0,053;0,398;0,382
0,216;0,309;0,207;-0,05;0,226;0,143;-0,051;-0,019;0,099;0,017;0,053;0,398
0,29;0,216;0,309;0,207;-0,05;0,226;0,143;-0,051;-0,019;0,099;0,017;0,053
-0,025;0,29;0,216;0,309;0,207;-0,05;0,226;0,143;-0,051;-0,019;0,099;0,017
-0,301;-0,025;0,29;0,216;0,309;0,207;-0,05;0,226;0,143;-0,051;-0,019;0,099
-0,176;-0,301;-0,025;0,29;0,216;0,309;0,207;-0,05;0,226;0,143;-0,051;-0,019
-0,32;-0,176;-0,301;-0,025;0,29;0,216;0,309;0,207;-0,05;0,226;0,143;-0,051
-0,719;-0,32;-0,176;-0,301;-0,025;0,29;0,216;0,309;0,207;-0,05;0,226;0,143
-0,361;-0,719;-0,32;-0,176;-0,301;-0,025;0,29;0,216;0,309;0,207;-0,05;0,226
-0,111;-0,361;-0,719;-0,32;-0,176;-0,301;-0,025;0,29;0,216;0,309;0,207;-0,05
0,114;-0,111;-0,361;-0,719;-0,32;-0,176;-0,301;-0,025;0,29;0,216;0,309;0,207
0,108;0,114;-0,111;-0,361;-0,719;-0,32;-0,176;-0,301;-0,025;0,29;0,216;0,309
-0,172;0,108;0,114;-0,111;-0,361;-0,719;-0,32;-0,176;-0,301;-0,025;0,29;0,216
-0,178;-0,172;0,108;0,114;-0,111;-0,361;-0,719;-0,32;-0,176;-0,301;-0,025;0,29
-0,767;-0,178;-0,172;0,108;0,114;-0,111;-0,361;-0,719;-0,32;-0,176;-0,301;-0,025
-0,936;-0,767;-0,178;-0,172;0,108;0,114;-0,111;-0,361;-0,719;-0,32;-0,176;-0,301
-0,981;-0,936;-0,767;-0,178;-0,172;0,108;0,114;-0,111;-0,361;-0,719;-0,32;-0,176
-0,82;-0,981;-0,936;-0,767;-0,178;-0,172;0,108;0,114;-0,111;-0,361;-0,719;-0,32
-0,63;-0,82;-0,981;-0,936;-0,767;-0,178;-0,172;0,108;0,114;-0,111;-0,361;-0,719
-0,958;-0,63;-0,82;-0,981;-0,936;-0,767;-0,178;-0,172;0,108;0,114;-0,111;-0,361
-0,428;-0,958;-0,63;-0,82;-0,981;-0,936;-0,767;-0,178;-0,172;0,108;0,114;-0,111
-0,166;-0,428;-0,958;-0,63;-0,82;-0,981;-0,936;-0,767;-0,178;-0,172;0,108;0,114
0,056;-0,166;-0,428;-0,958;-0,63;-0,82;-0,981;-0,936;-0,767;-0,178;-0,172;0,108
0,185;0,056;-0,166;-0,428;-0,958;-0,63;-0,82;-0,981;-0,936;-0,767;-0,178;-0,172
0,468;0,185;0,056;-0,166;-0,428;-0,958;-0,63;-0,82;-0,981;-0,936;-0,767;-0,178
0,185;0,468;0,185;0,056;-0,166;-0,428;-0,958;-0,63;-0,82;-0,981;-0,936;-0,767
-0,129;0,185;0,468;0,185;0,056;-0,166;-0,428;-0,958;-0,63;-0,82;-0,981;-0,936
-0,368;-0,129;0,185;0,468;0,185;0,056;-0,166;-0,428;-0,958;-0,63;-0,82;-0,981
-0,565;-0,368;-0,129;0,185;0,468;0,185;0,056;-0,166;-0,428;-0,958;-0,63;-0,82
-0,556;-0,565;-0,368;-0,129;0,185;0,468;0,185;0,056;-0,166;-0,428;-0,958;-0,63
-0,495;-0,556;-0,565;-0,368;-0,129;0,185;0,468;0,185;0,056;-0,166;-0,428;-0,958
-0,325;-0,495;-0,556;-0,565;-0,368;-0,129;0,185;0,468;0,185;0,056;-0,166;-0,428
-0,311;-0,325;-0,495;-0,556;-0,565;-0,368;-0,129;0,185;0,468;0,185;0,056;-0,166
-0,032;-0,311;-0,325;-0,495;-0,556;-0,565;-0,368;-0,129;0,185;0,468;0,185;0,056
0,08;-0,032;-0,311;-0,325;-0,495;-0,556;-0,565;-0,368;-0,129;0,185;0,468;0,185
0,285;0,08;-0,032;-0,311;-0,325;-0,495;-0,556;-0,565;-0,368;-0,129;0,185;0,468
0,089;0,285;0,08;-0,032;-0,311;-0,325;-0,495;-0,556;-0,565;-0,368;-0,129;0,185
-0,187;0,089;0,285;0,08;-0,032;-0,311;-0,325;-0,495;-0,556;-0,565;-0,368;-0,129
-0,108;-0,187;0,089;0,285;0,08;-0,032;-0,311;-0,325;-0,495;-0,556;-0,565;-0,368
-0,299;-0,108;-0,187;0,089;0,285;0,08;-0,032;-0,311;-0,325;-0,495;-0,556;-0,565
-0,392;-0,299;-0,108;-0,187;0,089;0,285;0,08;-0,032;-0,311;-0,325;-0,495;-0,556
-0,221;-0,392;-0,299;-0,108;-0,187;0,089;0,285;0,08;-0,032;-0,311;-0,325;-0,495
-0,324;-0,221;-0,392;-0,299;-0,108;-0,187;0,089;0,285;0,08;-0,032;-0,311;-0,325
-0,333;-0,324;-0,221;-0,392;-0,299;-0,108;-0,187;0,089;0,285;0,08;-0,032;-0,311
-0,239;-0,333;-0,324;-0,221;-0,392;-0,299;-0,108;-0,187;0,089;0,285;0,08;-0,032
-0,132;-0,239;-0,333;-0,324;-0,221;-0,392;-0,299;-0,108;-0,187;0,089;0,285;0,08
0,099;-0,132;-0,239;-0,333;-0,324;-0,221;-0,392;-0,299;-0,108;-0,187;0,089;0,285
0,172;0,099;-0,132;-0,239;-0,333;-0,324;-0,221;-0,392;-0,299;-0,108;-0,187;0,089
0,594;0,172;0,099;-0,132;-0,239;-0,333;-0,324;-0,221;-0,392;-0,299;-0,108;-0,187
0,315;0,594;0,172;0,099;-0,132;-0,239;-0,333;-0,324;-0,221;-0,392;-0,299;-0,108
0,143;0,315;0,594;0,172;0,099;-0,132;-0,239;-0,333;-0,324;-0,221;-0,392;-0,299
-0,019;0,143;0,315;0,594;0,172;0,099;-0,132;-0,239;-0,333;-0,324;-0,221;-0,392
-0,347;-0,019;0,143;0,315;0,594;0,172;0,099;-0,132;-0,239;-0,333;-0,324;-0,221
-0,19;-0,347;-0,019;0,143;0,315;0,594;0,172;0,099;-0,132;-0,239;-0,333;-0,324
-0,096;-0,19;-0,347;-0,019;0,143;0,315;0,594;0,172;0,099;-0,132;-0,239;-0,333
0,076;-0,096;-0,19;-0,347;-0,019;0,143;0,315;0,594;0,172;0,099;-0,132;-0,239
-0,223;0,076;-0,096;-0,19;-0,347;-0,019;0,143;0,315;0,594;0,172;0,099;-0,132
-0,09;-0,223;0,076;-0,096;-0,19;-0,347;-0,019;0,143;0,315;0,594;0,172;0,099
0,331;-0,09;-0,223;0,076;-0,096;-0,19;-0,347;-0,019;0,143;0,315;0,594;0,172
0,499;0,331;-0,09;-0,223;0,076;-0,096;-0,19;-0,347;-0,019;0,143;0,315;0,594
0,375;0,499;0,331;-0,09;-0,223;0,076;-0,096;-0,19;-0,347;-0,019;0,143;0,315
0,137;0,375;0,499;0,331;-0,09;-0,223;0,076;-0,096;-0,19;-0,347;-0,019;0,143
0,088;0,137;0,375;0,499;0,331;-0,09;-0,223;0,076;-0,096;-0,19;-0,347;-0,019
-0,083;0,088;0,137;0,375;0,499;0,331;-0,09;-0,223;0,076;-0,096;-0,19;-0,347
-0,213;-0,083;0,088;0,137;0,375;0,499;0,331;-0,09;-0,223;0,076;-0,096;-0,19
-0,359;-0,213;-0,083;0,088;0,137;0,375;0,499;0,331;-0,09;-0,223;0,076;-0,096
-0,179;-0,359;-0,213;-0,083;0,088;0,137;0,375;0,499;0,331;-0,09;-0,223;0,076
-0,265;-0,179;-0,359;-0,213;-0,083;0,088;0,137;0,375;0,499;0,331;-0,09;-0,223
-0,22;-0,265;-0,179;-0,359;-0,213;-0,083;0,088;0,137;0,375;0,499;0,331;-0,09
-0,077;-0,22;-0,265;-0,179;-0,359;-0,213;-0,083;0,088;0,137;0,375;0,499;0,331
0,101;-0,077;-0,22;-0,265;-0,179;-0,359;-0,213;-0,083;0,088;0,137;0,375;0,499
0,246;0,101;-0,077;-0,22;-0,265;-0,179;-0,359;-0,213;-0,083;0,088;0,137;0,375
0,368;0,246;0,101;-0,077;-0,22;-0,265;-0,179;-0,359;-0,213;-0,083;0,088;0,137
0,298;0,368;0,246;0,101;-0,077;-0,22;-0,265;-0,179;-0,359;-0,213;-0,083;0,088
0,081;0,298;0,368;0,246;0,101;-0,077;-0,22;-0,265;-0,179;-0,359;-0,213;-0,083
0,035;0,081;0,298;0,368;0,246;0,101;-0,077;-0,22;-0,265;-0,179;-0,359;-0,213
-0,273;0,035;0,081;0,298;0,368;0,246;0,101;-0,077;-0,22;-0,265;-0,179;-0,359
-0,115;-0,273;0,035;0,081;0,298;0,368;0,246;0,101;-0,077;-0,22;-0,265;-0,179
-0,335;-0,115;-0,273;0,035;0,081;0,298;0,368;0,246;0,101;-0,077;-0,22;-0,265
-0,329;-0,335;-0,115;-0,273;0,035;0,081;0,298;0,368;0,246;0,101;-0,077;-0,22
-0,192;-0,329;-0,335;-0,115;-0,273;0,035;0,081;0,298;0,368;0,246;0,101;-0,077
0,025;-0,192;-0,329;-0,335;-0,115;-0,273;0,035;0,081;0,298;0,368;0,246;0,101
0,262;0,025;-0,192;-0,329;-0,335;-0,115;-0,273;0,035;0,081;0,298;0,368;0,246
0,407;0,262;0,025;-0,192;-0,329;-0,335;-0,115;-0,273;0,035;0,081;0,298;0,368
0,541;0,407;0,262;0,025;-0,192;-0,329;-0,335;-0,115;-0,273;0,035;0,081;0,298
0,233;0,541;0,407;0,262;0,025;-0,192;-0,329;-0,335;-0,115;-0,273;0,035;0,081
0,176;0,233;0,541;0,407;0,262;0,025;-0,192;-0,329;-0,335;-0,115;-0,273;0,035
-0,214;0,176;0,233;0,541;0,407;0,262;0,025;-0,192;-0,329;-0,335;-0,115;-0,273
-0,389;-0,214;0,176;0,233;0,541;0,407;0,262;0,025;-0,192;-0,329;-0,335;-0,115
-0,265;-0,389;-0,214;0,176;0,233;0,541;0,407;0,262;0,025;-0,192;-0,329;-0,335
-0,194;-0,265;-0,389;-0,214;0,176;0,233;0,541;0,407;0,262;0,025;-0,192;-0,329
-0,082;-0,194;-0,265;-0,389;-0,214;0,176;0,233;0,541;0,407;0,262;0,025;-0,192
-0,131;-0,082;-0,194;-0,265;-0,389;-0,214;0,176;0,233;0,541;0,407;0,262;0,025
0,27;-0,131;-0,082;-0,194;-0,265;-0,389;-0,214;0,176;0,233;0,541;0,407;0,262
0,389;0,27;-0,131;-0,082;-0,194;-0,265;-0,389;-0,214;0,176;0,233;0,541;0,407
0,689;0,389;0,27;-0,131;-0,082;-0,194;-0,265;-0,389;-0,214;0,176;0,233;0,541
0,498;0,689;0,389;0,27;-0,131;-0,082;-0,194;-0,265;-0,389;-0,214;0,176;0,233
0,457;0,498;0,689;0,389;0,27;-0,131;-0,082;-0,194;-0,265;-0,389;-0,214;0,176
0,28;0,457;0,498;0,689;0,389;0,27;-0,131;-0,082;-0,194;-0,265;-0,389;-0,214
-0,056;0,28;0,457;0,498;0,689;0,389;0,27;-0,131;-0,082;-0,194;-0,265;-0,389
-0,017;-0,056;0,28;0,457;0,498;0,689;0,389;0,27;-0,131;-0,082;-0,194;-0,265
0,255;-0,017;-0,056;0,28;0,457;0,498;0,689;0,389;0,27;-0,131;-0,082;-0,194
0,272;0,255;-0,017;-0,056;0,28;0,457;0,498;0,689;0,389;0,27;-0,131;-0,082
0,313;0,272;0,255;-0,017;-0,056;0,28;0,457;0,498;0,689;0,389;0,27;-0,131
0,293;0,313;0,272;0,255;-0,017;-0,056;0,28;0,457;0,498;0,689;0,389;0,27
0,558;0,293;0,313;0,272;0,255;-0,017;-0,056;0,28;0,457;0,498;0,689;0,389
0,649;0,558;0,293;0,313;0,272;0,255;-0,017;-0,056;0,28;0,457;0,498;0,689
0,78;0,649;0,558;0,293;0,313;0,272;0,255;-0,017;-0,056;0,28;0,457;0,498
0,997;0,78;0,649;0,558;0,293;0,313;0,272;0,255;-0,017;-0,056;0,28;0,457
0,488;0,997;0,78;0,649;0,558;0,293;0,313;0,272;0,255;-0,017;-0,056;0,28
0,462;0,488;0,997;0,78;0,649;0,558;0,293;0,313;0,272;0,255;-0,017;-0,056
0,436;0,462;0,488;0,997;0,78;0,649;0,558;0,293;0,313;0,272;0,255;-0,017
0,051;0,436;0,462;0,488;0,997;0,78;0,649;0,558;0,293;0,313;0,272;0,255
0,21;0,051;0,436;0,462;0,488;0,997;0,78;0,649;0,558;0,293;0,313;0,272
0,167;0,21;0,051;0,436;0,462;0,488;0,997;0,78;0,649;0,558;0,293;0,313
0,15;0,167;0,21;0,051;0,436;0,462;0,488;0,997;0,78;0,649;0,558;0,293
0,343;0,15;0,167;0,21;0,051;0,436;0,462;0,488;0,997;0,78;0,649;0,558
0,6;0,343;0,15;0,167;0,21;0,051;0,436;0,462;0,488;0,997;0,78;0,649
0,396;0,6;0,343;0,15;0,167;0,21;0,051;0,436;0,462;0,488;0,997;0,78
0,91;0,396;0,6;0,343;0,15;0,167;0,21;0,051;0,436;0,462;0,488;0,997
1,015;0,91;0,396;0,6;0,343;0,15;0,167;0,21;0,051;0,436;0,462;0,488
0,591;1,015;0,91;0,396;0,6;0,343;0,15;0,167;0,21;0,051;0,436;0,462
0,542;0,591;1,015;0,91;0,396;0,6;0,343;0,15;0,167;0,21;0,051;0,436
0,154;0,542;0,591;1,015;0,91;0,396;0,6;0,343;0,15;0,167;0,21;0,051
0,269;0,154;0,542;0,591;1,015;0,91;0,396;0,6;0,343;0,15;0,167;0,21
0,231;0,269;0,154;0,542;0,591;1,015;0,91;0,396;0,6;0,343;0,15;0,167
0,165;0,231;0,269;0,154;0,542;0,591;1,015;0,91;0,396;0,6;0,343;0,15
0,18;0,165;0,231;0,269;0,154;0,542;0,591;1,015;0,91;0,396;0,6;0,343
0,256;0,18;0,165;0,231;0,269;0,154;0,542;0,591;1,015;0,91;0,396;0,6
0,457;0,256;0,18;0,165;0,231;0,269;0,154;0,542;0,591;1,015;0,91;0,396
1,137;0,457;0,256;0,18;0,165;0,231;0,269;0,154;0,542;0,591;1,015;0,91
1,042;1,137;0,457;0,256;0,18;0,165;0,231;0,269;0,154;0,542;0,591;1,015
0,768;1,042;1,137;0,457;0,256;0,18;0,165;0,231;0,269;0,154;0,542;0,591
0,573;0,768;1,042;1,137;0,457;0,256;0,18;0,165;0,231;0,269;0,154;0,542
0,76;0,573;0,768;1,042;1,137;0,457;0,256;0,18;0,165;0,231;0,269;0,154
0,145;0,76;0,573;0,768;1,042;1,137;0,457;0,256;0,18;0,165;0,231;0,269
0,416;0,145;0,76;0,573;0,768;1,042;1,137;0,457;0,256;0,18;0,165;0,231
0,381;0,416;0,145;0,76;0,573;0,768;1,042;1,137;0,457;0,256;0,18;0,165
0,308;0,381;0,416;0,145;0,76;0,573;0,768;1,042;1,137;0,457;0,256;0,18
-0,096;0,308;0,381;0,416;0,145;0,76;0,573;0,768;1,042;1,137;0,457;0,256
0,236;-0,096;0,308;0,381;0,416;0,145;0,76;0,573;0,768;1,042;1,137;0,457
0,675;0,236;-0,096;0,308;0,381;0,416;0,145;0,76;0,573;0,768;1,042;1,137
0,596;0,675;0,236;-0,096;0,308;0,381;0,416;0,145;0,76;0,573;0,768;1,042
0,592;0,596;0,675;0,236;-0,096;0,308;0,381;0,416;0,145;0,76;0,573;0,768
0,771;0,592;0,596;0,675;0,236;-0,096;0,308;0,381;0,416;0,145;0,76;0,573
0,873;0,771;0,592;0,596;0,675;0,236;-0,096;0,308;0,381;0,416;0,145;0,76
0,677;0,873;0,771;0,592;0,596;0,675;0,236;-0,096;0,308;0,381;0,416;0,145
0,754;0,677;0,873;0,771;0,592;0,596;0,675;0,236;-0,096;0,308;0,381;0,416
-0,165;0,754;0,677;0,873;0,771;0,592;0,596;0,675;0,236;-0,096;0,308;0,381
0,203;-0,165;0,754;0,677;0,873;0,771;0,592;0,596;0,675;0,236;-0,096;0,308
0,291;0,203;-0,165;0,754;0,677;0,873;0,771;0,592;0,596;0,675;0,236;-0,096
0,238;0,291;0,203;-0,165;0,754;0,677;0,873;0,771;0,592;0,596;0,675;0,236
0,246;0,238;0,291;0,203;-0,165;0,754;0,677;0,873;0,771;0,592;0,596;0,675
0,59;0,246;0,238;0,291;0,203;-0,165;0,754;0,677;0,873;0,771;0,592;0,596
0,662;0,59;0,246;0,238;0,291;0,203;-0,165;0,754;0,677;0,873;0,771;0,592
1,251;0,662;0,59;0,246;0,238;0,291;0,203;-0,165;0,754;0,677;0,873;0,771
1,145;1,251;0,662;0,59;0,246;0,238;0,291;0,203;-0,165;0,754;0,677;0,873
0,879;1,145;1,251;0,662;0,59;0,246;0,238;0,291;0,203;-0,165;0,754;0,677
0,643;0,879;1,145;1,251;0,662;0,59;0,246;0,238;0,291;0,203;-0,165;0,754
0,431;0,643;0,879;1,145;1,251;0,662;0,59;0,246;0,238;0,291;0,203;-0,165
0,33;0,431;0,643;0,879;1,145;1,251;0,662;0,59;0,246;0,238;0,291;0,203
0,301;0,33;0,431;0,643;0,879;1,145;1,251;0,662;0,59;0,246;0,238;0,291
0,305;0,301;0,33;0,431;0,643;0,879;1,145;1,251;0,662;0,59;0,246;0,238
0,095;0,305;0,301;0,33;0,431;0,643;0,879;1,145;1,251;0,662;0,59;0,246
0,106;0,095;0,305;0,301;0,33;0,431;0,643;0,879;1,145;1,251;0,662;0,59
0,507;0,106;0,095;0,305;0,301;0,33;0,431;0,643;0,879;1,145;1,251;0,662
1,078;0,507;0,106;0,095;0,305;0,301;0,33;0,431;0,643;0,879;1,145;1,251
1,144;1,078;0,507;0,106;0,095;0,305;0,301;0,33;0,431;0,643;0,879;1,145
0,939;1,144;1,078;0,507;0,106;0,095;0,305;0,301;0,33;0,431;0,643;0,879
0,768;0,939;1,144;1,078;0,507;0,106;0,095;0,305;0,301;0,33;0,431;0,643
0,637;0,768;0,939;1,144;1,078;0,507;0,106;0,095;0,305;0,301;0,33;0,431
0,501;0,637;0,768;0,939;1,144;1,078;0,507;0,106;0,095;0,305;0,301;0,33
0,642;0,501;0,637;0,768;0,939;1,144;1,078;0,507;0,106;0,095;0,305;0,301
0,444;0,642;0,501;0,637;0,768;0,939;1,144;1,078;0,507;0,106;0,095;0,305
0,4;0,444;0,642;0,501;0,637;0,768;0,939;1,144;1,078;0,507;0,106;0,095
0,384;0,4;0,444;0,642;0,501;0,637;0,768;0,939;1,144;1,078;0,507;0,106
0,724;0,384;0,4;0,444;0,642;0,501;0,637;0,768;0,939;1,144;1,078;0,507
1,28;0,724;0,384;0,4;0,444;0,642;0,501;0,637;0,768;0,939;1,144;1,078
1,26;1,28;0,724;0,384;0,4;0,444;0,642;0,501;0,637;0,768;0,939;1,144
