"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
1,139;1,26;1,28;0,724;0,384;0,4;0,444;0,642;0,501;0,637;0,768;0,939
1,176;1,139;1,26;1,28;0,724;0,384;0,4;0,444;0,642;0,501;0,637;0,768
1,109;1,176;1,139;1,26;1,28;0,724;0,384;0,4;0,444;0,642;0,501;0,637
0,913;1,109;1,176;1,139;1,26;1,28;0,724;0,384;0,4;0,444;0,642;0,501
0,642;0,913;1,109;1,176;1,139;1,26;1,28;0,724;0,384;0,4;0,444;0,642
0,337;0,642;0,913;1,109;1,176;1,139;1,26;1,28;0,724;0,384;0,4;0,444
0,379;0,337;0,642;0,913;1,109;1,176;1,139;1,26;1,28;0,724;0,384;0,4
0,689;0,379;0,337;0,642;0,913;1,109;1,176;1,139;1,26;1,28;0,724;0,384
0,785;0,689;0,379;0,337;0,642;0,913;1,109;1,176;1,139;1,26;1,28;0,724
0,836;0,785;0,689;0,379;0,337;0,642;0,913;1,109;1,176;1,139;1,26;1,28
1,326;0,836;0,785;0,689;0,379;0,337;0,642;0,913;1,109;1,176;1,139;1,26
1,182;1,326;0,836;0,785;0,689;0,379;0,337;0,642;0,913;1,109;1,176;1,139
1,456;1,182;1,326;0,836;0,785;0,689;0,379;0,337;0,642;0,913;1,109;1,176
1,385;1,456;1,182;1,326;0,836;0,785;0,689;0,379;0,337;0,642;0,913;1,109
0,779;1,385;1,456;1,182;1,326;0,836;0,785;0,689;0,379;0,337;0,642;0,913
0,64;0,779;1,385;1,456;1,182;1,326;0,836;0,785;0,689;0,379;0,337;0,642
-0,006;0,64;0,779;1,385;1,456;1,182;1,326;0,836;0,785;0,689;0,379;0,337
0,482;-0,006;0,64;0,779;1,385;1,456;1,182;1,326;0,836;0,785;0,689;0,379
0,723;0,482;-0,006;0,64;0,779;1,385;1,456;1,182;1,326;0,836;0,785;0,689
0,241;0,723;0,482;-0,006;0,64;0,779;1,385;1,456;1,182;1,326;0,836;0,785
-0,084;0,241;0,723;0,482;-0,006;0,64;0,779;1,385;1,456;1,182;1,326;0,836
0,311;-0,084;0,241;0,723;0,482;-0,006;0,64;0,779;1,385;1,456;1,182;1,326
0,493;0,311;-0,084;0,241;0,723;0,482;-0,006;0,64;0,779;1,385;1,456;1,182
0,028;0,493;0,311;-0,084;0,241;0,723;0,482;-0,006;0,64;0,779;1,385;1,456
0,128;0,028;0,493;0,311;-0,084;0,241;0,723;0,482;-0,006;0,64;0,779;1,385
-0,156;0,128;0,028;0,493;0,311;-0,084;0,241;0,723;0,482;-0,006;0,64;0,779
-0,309;-0,156;0,128;0,028;0,493;0,311;-0,084;0,241;0,723;0,482;-0,006;0,64
-0,424;-0,309;-0,156;0,128;0,028;0,493;0,311;-0,084;0,241;0,723;0,482;-0,006
0,15;-0,424;-0,309;-0,156;0,128;0,028;0,493;0,311;-0,084;0,241;0,723;0,482
0,16;0,15;-0,424;-0,309;-0,156;0,128;0,028;0,493;0,311;-0,084;0,241;0,723
-0,264;0,16;0,15;-0,424;-0,309;-0,156;0,128;0,028;0,493;0,311;-0,084;0,241
-0,574;-0,264;0,16;0,15;-0,424;-0,309;-0,156;0,128;0,028;0,493;0,311;-0,084
-0,613;-0,574;-0,264;0,16;0,15;-0,424;-0,309;-0,156;0,128;0,028;0,493;0,311
-0,446;-0,613;-0,574;-0,264;0,16;0,15;-0,424;-0,309;-0,156;0,128;0,028;0,493
-0,519;-0,446;-0,613;-0,574;-0,264;0,16;0,15;-0,424;-0,309;-0,156;0,128;0,028
-0,268;-0,519;-0,446;-0,613;-0,574;-0,264;0,16;0,15;-0,424;-0,309;-0,156;0,128
-0,426;-0,268;-0,519;-0,446;-0,613;-0,574;-0,264;0,16;0,15;-0,424;-0,309;-0,156
-0,4;-0,426;-0,268;-0,519;-0,446;-0,613;-0,574;-0,264;0,16;0,15;-0,424;-0,309
-0,455;-0,4;-0,426;-0,268;-0,519;-0,446;-0,613;-0,574;-0,264;0,16;0,15;-0,424
-0,487;-0,455;-0,4;-0,426;-0,268;-0,519;-0,446;-0,613;-0,574;-0,264;0,16;0,15
-1,005;-0,487;-0,455;-0,4;-0,426;-0,268;-0,519;-0,446;-0,613;-0,574;-0,264;0,16
-1,196;-1,005;-0,487;-0,455;-0,4;-0,426;-0,268;-0,519;-0,446;-0,613;-0,574;-0,264
-1,871;-1,196;-1,005;-0,487;-0,455;-0,4;-0,426;-0,268;-0,519;-0,446;-0,613;-0,574
-1,279;-1,871;-1,196;-1,005;-0,487;-0,455;-0,4;-0,426;-0,268;-0,519;-0,446;-0,613
-1,565;-1,279;-1,871;-1,196;-1,005;-0,487;-0,455;-0,4;-0,426;-0,268;-0,519;-0,446
-1,307;-1,565;-1,279;-1,871;-1,196;-1,005;-0,487;-0,455;-0,4;-0,426;-0,268;-0,519
-1,05;-1,307;-1,565;-1,279;-1,871;-1,196;-1,005;-0,487;-0,455;-0,4;-0,426;-0,268
-0,533;-1,05;-1,307;-1,565;-1,279;-1,871;-1,196;-1,005;-0,487;-0,455;-0,4;-0,426
-0,609;-0,533;-1,05;-1,307;-1,565;-1,279;-1,871;-1,196;-1,005;-0,487;-0,455;-0,4
-1,012;-0,609;-0,533;-1,05;-1,307;-1,565;-1,279;-1,871;-1,196;-1,005;-0,487;-0,455
-0,959;-1,012;-0,609;-0,533;-1,05;-1,307;-1,565;-1,279;-1,871;-1,196;-1,005;-0,487
-0,79;-0,959;-1,012;-0,609;-0,533;-1,05;-1,307;-1,565;-1,279;-1,871;-1,196;-1,005
-1,533;-0,79;-0,959;-1,012;-0,609;-0,533;-1,05;-1,307;-1,565;-1,279;-1,871;-1,196
-1,051;-1,533;-0,79;-0,959;-1,012;-0,609;-0,533;-1,05;-1,307;-1,565;-1,279;-1,871
-0,775;-1,051;-1,533;-0,79;-0,959;-1,012;-0,609;-0,533;-1,05;-1,307;-1,565;-1,279
-1,726;-0,775;-1,051;-1,533;-0,79;-0,959;-1,012;-0,609;-0,533;-1,05;-1,307;-1,565
-2,12;-1,726;-0,775;-1,051;-1,533;-0,79;-0,959;-1,012;-0,609;-0,533;-1,05;-1,307
-1,353;-2,12;-1,726;-0,775;-1,051;-1,533;-0,79;-0,959;-1,012;-0,609;-0,533;-1,05
-0,641;-1,353;-2,12;-1,726;-0,775;-1,051;-1,533;-0,79;-0,959;-1,012;-0,609;-0,533
0,149;-0,641;-1,353;-2,12;-1,726;-0,775;-1,051;-1,533;-0,79;-0,959;-1,012;-0,609
0,728;0,149;-0,641;-1,353;-2,12;-1,726;-0,775;-1,051;-1,533;-0,79;-0,959;-1,012
0,5;0,728;0,149;-0,641;-1,353;-2,12;-1,726;-0,775;-1,051;-1,533;-0,79;-0,959
0,622;0,5;0,728;0,149;-0,641;-1,353;-2,12;-1,726;-0,775;-1,051;-1,533;-0,79
-0,344;0,622;0,5;0,728;0,149;-0,641;-1,353;-2,12;-1,726;-0,775;-1,051;-1,533
-0,855;-0,344;0,622;0,5;0,728;0,149;-0,641;-1,353;-2,12;-1,726;-0,775;-1,051
-1,077;-0,855;-0,344;0,622;0,5;0,728;0,149;-0,641;-1,353;-2,12;-1,726;-0,775
-0,685;-1,077;-0,855;-0,344;0,622;0,5;0,728;0,149;-0,641;-1,353;-2,12;-1,726
-0,923;-0,685;-1,077;-0,855;-0,344;0,622;0,5;0,728;0,149;-0,641;-1,353;-2,12
-1,358;-0,923;-0,685;-1,077;-0,855;-0,344;0,622;0,5;0,728;0,149;-0,641;-1,353
-1,349;-1,358;-0,923;-0,685;-1,077;-0,855;-0,344;0,622;0,5;0,728;0,149;-0,641
0,236;-1,349;-1,358;-0,923;-0,685;-1,077;-0,855;-0,344;0,622;0,5;0,728;0,149
1,195;0,236;-1,349;-1,358;-0,923;-0,685;-1,077;-0,855;-0,344;0,622;0,5;0,728
1,087;1,195;0,236;-1,349;-1,358;-0,923;-0,685;-1,077;-0,855;-0,344;0,622;0,5
0,493;1,087;1,195;0,236;-1,349;-1,358;-0,923;-0,685;-1,077;-0,855;-0,344;0,622
-0,18;0,493;1,087;1,195;0,236;-1,349;-1,358;-0,923;-0,685;-1,077;-0,855;-0,344
-0,91;-0,18;0,493;1,087;1,195;0,236;-1,349;-1,358;-0,923;-0,685;-1,077;-0,855
-1,349;-0,91;-0,18;0,493;1,087;1,195;0,236;-1,349;-1,358;-0,923;-0,685;-1,077
-1,345;-1,349;-0,91;-0,18;0,493;1,087;1,195;0,236;-1,349;-1,358;-0,923;-0,685
-1,118;-1,345;-1,349;-0,91;-0,18;0,493;1,087;1,195;0,236;-1,349;-1,358;-0,923
-1,066;-1,118;-1,345;-1,349;-0,91;-0,18;0,493;1,087;1,195;0,236;-1,349;-1,358
-1,436;-1,066;-1,118;-1,345;-1,349;-0,91;-0,18;0,493;1,087;1,195;0,236;-1,349
-1,22;-1,436;-1,066;-1,118;-1,345;-1,349;-0,91;-0,18;0,493;1,087;1,195;0,236
-0,365;-1,22;-1,436;-1,066;-1,118;-1,345;-1,349;-0,91;-0,18;0,493;1,087;1,195
0,566;-0,365;-1,22;-1,436;-1,066;-1,118;-1,345;-1,349;-0,91;-0,18;0,493;1,087
0,791;0,566;-0,365;-1,22;-1,436;-1,066;-1,118;-1,345;-1,349;-0,91;-0,18;0,493
0,906;0,791;0,566;-0,365;-1,22;-1,436;-1,066;-1,118;-1,345;-1,349;-0,91;-0,18
0,109;0,906;0,791;0,566;-0,365;-1,22;-1,436;-1,066;-1,118;-1,345;-1,349;-0,91
-0,627;0,109;0,906;0,791;0,566;-0,365;-1,22;-1,436;-1,066;-1,118;-1,345;-1,349
-1,289;-0,627;0,109;0,906;0,791;0,566;-0,365;-1,22;-1,436;-1,066;-1,118;-1,345
-1,265;-1,289;-0,627;0,109;0,906;0,791;0,566;-0,365;-1,22;-1,436;-1,066;-1,118
-1,474;-1,265;-1,289;-0,627;0,109;0,906;0,791;0,566;-0,365;-1,22;-1,436;-1,066
-1,159;-1,474;-1,265;-1,289;-0,627;0,109;0,906;0,791;0,566;-0,365;-1,22;-1,436
-1,083;-1,159;-1,474;-1,265;-1,289;-0,627;0,109;0,906;0,791;0,566;-0,365;-1,22
-0,349;-1,083;-1,159;-1,474;-1,265;-1,289;-0,627;0,109;0,906;0,791;0,566;-0,365
1,196;-0,349;-1,083;-1,159;-1,474;-1,265;-1,289;-0,627;0,109;0,906;0,791;0,566
1,77;1,196;-0,349;-1,083;-1,159;-1,474;-1,265;-1,289;-0,627;0,109;0,906;0,791
1,955;1,77;1,196;-0,349;-1,083;-1,159;-1,474;-1,265;-1,289;-0,627;0,109;0,906
1,541;1,955;1,77;1,196;-0,349;-1,083;-1,159;-1,474;-1,265;-1,289;-0,627;0,109
0,736;1,541;1,955;1,77;1,196;-0,349;-1,083;-1,159;-1,474;-1,265;-1,289;-0,627
-0,043;0,736;1,541;1,955;1,77;1,196;-0,349;-1,083;-1,159;-1,474;-1,265;-1,289
-0,543;-0,043;0,736;1,541;1,955;1,77;1,196;-0,349;-1,083;-1,159;-1,474;-1,265
-0,566;-0,543;-0,043;0,736;1,541;1,955;1,77;1,196;-0,349;-1,083;-1,159;-1,474
0,063;-0,566;-0,543;-0,043;0,736;1,541;1,955;1,77;1,196;-0,349;-1,083;-1,159
-0,048;0,063;-0,566;-0,543;-0,043;0,736;1,541;1,955;1,77;1,196;-0,349;-1,083
0,115;-0,048;0,063;-0,566;-0,543;-0,043;0,736;1,541;1,955;1,77;1,196;-0,349
0,221;0,115;-0,048;0,063;-0,566;-0,543;-0,043;0,736;1,541;1,955;1,77;1,196
2,042;0,221;0,115;-0,048;0,063;-0,566;-0,543;-0,043;0,736;1,541;1,955;1,77
2,092;2,042;0,221;0,115;-0,048;0,063;-0,566;-0,543;-0,043;0,736;1,541;1,955
1,833;2,092;2,042;0,221;0,115;-0,048;0,063;-0,566;-0,543;-0,043;0,736;1,541
1,44;1,833;2,092;2,042;0,221;0,115;-0,048;0,063;-0,566;-0,543;-0,043;0,736
1,058;1,44;1,833;2,092;2,042;0,221;0,115;-0,048;0,063;-0,566;-0,543;-0,043
0,544;1,058;1,44;1,833;2,092;2,042;0,221;0,115;-0,048;0,063;-0,566;-0,543
0,134;0,544;1,058;1,44;1,833;2,092;2,042;0,221;0,115;-0,048;0,063;-0,566
-0,244;0,134;0,544;1,058;1,44;1,833;2,092;2,042;0,221;0,115;-0,048;0,063
-0,278;-0,244;0,134;0,544;1,058;1,44;1,833;2,092;2,042;0,221;0,115;-0,048
-0,251;-0,278;-0,244;0,134;0,544;1,058;1,44;1,833;2,092;2,042;0,221;0,115
-0,132;-0,251;-0,278;-0,244;0,134;0,544;1,058;1,44;1,833;2,092;2,042;0,221
0,258;-0,132;-0,251;-0,278;-0,244;0,134;0,544;1,058;1,44;1,833;2,092;2,042
0,62;0,258;-0,132;-0,251;-0,278;-0,244;0,134;0,544;1,058;1,44;1,833;2,092
0,904;0,62;0,258;-0,132;-0,251;-0,278;-0,244;0,134;0,544;1,058;1,44;1,833
0,873;0,904;0,62;0,258;-0,132;-0,251;-0,278;-0,244;0,134;0,544;1,058;1,44
0,81;0,873;0,904;0,62;0,258;-0,132;-0,251;-0,278;-0,244;0,134;0,544;1,058
0,403;0,81;0,873;0,904;0,62;0,258;-0,132;-0,251;-0,278;-0,244;0,134;0,544
0,2;0,403;0,81;0,873;0,904;0,62;0,258;-0,132;-0,251;-0,278;-0,244;0,134
-0,149;0,2;0,403;0,81;0,873;0,904;0,62;0,258;-0,132;-0,251;-0,278;-0,244
-0,173;-0,149;0,2;0,403;0,81;0,873;0,904;0,62;0,258;-0,132;-0,251;-0,278
-0,074;-0,173;-0,149;0,2;0,403;0,81;0,873;0,904;0,62;0,258;-0,132;-0,251
0,037;-0,074;-0,173;-0,149;0,2;0,403;0,81;0,873;0,904;0,62;0,258;-0,132
0,34;0,037;-0,074;-0,173;-0,149;0,2;0,403;0,81;0,873;0,904;0,62;0,258
0,068;0,34;0,037;-0,074;-0,173;-0,149;0,2;0,403;0,81;0,873;0,904;0,62
0,678;0,068;0,34;0,037;-0,074;-0,173;-0,149;0,2;0,403;0,81;0,873;0,904
1,032;0,678;0,068;0,34;0,037;-0,074;-0,173;-0,149;0,2;0,403;0,81;0,873
0,859;1,032;0,678;0,068;0,34;0,037;-0,074;-0,173;-0,149;0,2;0,403;0,81
0,732;0,859;1,032;0,678;0,068;0,34;0,037;-0,074;-0,173;-0,149;0,2;0,403
0,518;0,732;0,859;1,032;0,678;0,068;0,34;0,037;-0,074;-0,173;-0,149;0,2
0,253;0,518;0,732;0,859;1,032;0,678;0,068;0,34;0,037;-0,074;-0,173;-0,149
0,211;0,253;0,518;0,732;0,859;1,032;0,678;0,068;0,34;0,037;-0,074;-0,173
0,02;0,211;0,253;0,518;0,732;0,859;1,032;0,678;0,068;0,34;0,037;-0,074
-0,006;0,02;0,211;0,253;0,518;0,732;0,859;1,032;0,678;0,068;0,34;0,037
0,068;-0,006;0,02;0,211;0,253;0,518;0,732;0,859;1,032;0,678;0,068;0,34
-0,097;0,068;-0,006;0,02;0,211;0,253;0,518;0,732;0,859;1,032;0,678;0,068
0,201;-0,097;0,068;-0,006;0,02;0,211;0,253;0,518;0,732;0,859;1,032;0,678
0,519;0,201;-0,097;0,068;-0,006;0,02;0,211;0,253;0,518;0,732;0,859;1,032
0,736;0,519;0,201;-0,097;0,068;-0,006;0,02;0,211;0,253;0,518;0,732;0,859
0,881;0,736;0,519;0,201;-0,097;0,068;-0,006;0,02;0,211;0,253;0,518;0,732
0,678;0,881;0,736;0,519;0,201;-0,097;0,068;-0,006;0,02;0,211;0,253;0,518
0,563;0,678;0,881;0,736;0,519;0,201;-0,097;0,068;-0,006;0,02;0,211;0,253
0,198;0,563;0,678;0,881;0,736;0,519;0,201;-0,097;0,068;-0,006;0,02;0,211
-0,014;0,198;0,563;0,678;0,881;0,736;0,519;0,201;-0,097;0,068;-0,006;0,02
-0,178;-0,014;0,198;0,563;0,678;0,881;0,736;0,519;0,201;-0,097;0,068;-0,006
0,079;-0,178;-0,014;0,198;0,563;0,678;0,881;0,736;0,519;0,201;-0,097;0,068
-0,088;0,079;-0,178;-0,014;0,198;0,563;0,678;0,881;0,736;0,519;0,201;-0,097
-0,235;-0,088;0,079;-0,178;-0,014;0,198;0,563;0,678;0,881;0,736;0,519;0,201
0,113;-0,235;-0,088;0,079;-0,178;-0,014;0,198;0,563;0,678;0,881;0,736;0,519
0,859;0,113;-0,235;-0,088;0,079;-0,178;-0,014;0,198;0,563;0,678;0,881;0,736
0,798;0,859;0,113;-0,235;-0,088;0,079;-0,178;-0,014;0,198;0,563;0,678;0,881
1,08;0,798;0,859;0,113;-0,235;-0,088;0,079;-0,178;-0,014;0,198;0,563;0,678
0,799;1,08;0,798;0,859;0,113;-0,235;-0,088;0,079;-0,178;-0,014;0,198;0,563
0,625;0,799;1,08;0,798;0,859;0,113;-0,235;-0,088;0,079;-0,178;-0,014;0,198
0,216;0,625;0,799;1,08;0,798;0,859;0,113;-0,235;-0,088;0,079;-0,178;-0,014
-0,176;0,216;0,625;0,799;1,08;0,798;0,859;0,113;-0,235;-0,088;0,079;-0,178
-0,024;-0,176;0,216;0,625;0,799;1,08;0,798;0,859;0,113;-0,235;-0,088;0,079
0,012;-0,024;-0,176;0,216;0,625;0,799;1,08;0,798;0,859;0,113;-0,235;-0,088
0,095;0,012;-0,024;-0,176;0,216;0,625;0,799;1,08;0,798;0,859;0,113;-0,235
-0,2;0,095;0,012;-0,024;-0,176;0,216;0,625;0,799;1,08;0,798;0,859;0,113
0,195;-0,2;0,095;0,012;-0,024;-0,176;0,216;0,625;0,799;1,08;0,798;0,859
0,684;0,195;-0,2;0,095;0,012;-0,024;-0,176;0,216;0,625;0,799;1,08;0,798
0,777;0,684;0,195;-0,2;0,095;0,012;-0,024;-0,176;0,216;0,625;0,799;1,08
0,731;0,777;0,684;0,195;-0,2;0,095;0,012;-0,024;-0,176;0,216;0,625;0,799
0,655;0,731;0,777;0,684;0,195;-0,2;0,095;0,012;-0,024;-0,176;0,216;0,625
0,364;0,655;0,731;0,777;0,684;0,195;-0,2;0,095;0,012;-0,024;-0,176;0,216
0,125;0,364;0,655;0,731;0,777;0,684;0,195;-0,2;0,095;0,012;-0,024;-0,176
-0,187;0,125;0,364;0,655;0,731;0,777;0,684;0,195;-0,2;0,095;0,012;-0,024
-0,209;-0,187;0,125;0,364;0,655;0,731;0,777;0,684;0,195;-0,2;0,095;0,012
-0,196;-0,209;-0,187;0,125;0,364;0,655;0,731;0,777;0,684;0,195;-0,2;0,095
-0,166;-0,196;-0,209;-0,187;0,125;0,364;0,655;0,731;0,777;0,684;0,195;-0,2
-0,182;-0,166;-0,196;-0,209;-0,187;0,125;0,364;0,655;0,731;0,777;0,684;0,195
0,019;-0,182;-0,166;-0,196;-0,209;-0,187;0,125;0,364;0,655;0,731;0,777;0,684
0,382;0,019;-0,182;-0,166;-0,196;-0,209;-0,187;0,125;0,364;0,655;0,731;0,777
0,53;0,382;0,019;-0,182;-0,166;-0,196;-0,209;-0,187;0,125;0,364;0,655;0,731
0,734;0,53;0,382;0,019;-0,182;-0,166;-0,196;-0,209;-0,187;0,125;0,364;0,655
0,508;0,734;0,53;0,382;0,019;-0,182;-0,166;-0,196;-0,209;-0,187;0,125;0,364
0,22;0,508;0,734;0,53;0,382;0,019;-0,182;-0,166;-0,196;-0,209;-0,187;0,125
0,119;0,22;0,508;0,734;0,53;0,382;0,019;-0,182;-0,166;-0,196;-0,209;-0,187
0,011;0,119;0,22;0,508;0,734;0,53;0,382;0,019;-0,182;-0,166;-0,196;-0,209
-0,194;0,011;0,119;0,22;0,508;0,734;0,53;0,382;0,019;-0,182;-0,166;-0,196
-0,014;-0,194;0,011;0,119;0,22;0,508;0,734;0,53;0,382;0,019;-0,182;-0,166
-0,138;-0,014;-0,194;0,011;0,119;0,22;0,508;0,734;0,53;0,382;0,019;-0,182
-0,123;-0,138;-0,014;-0,194;0,011;0,119;0,22;0,508;0,734;0,53;0,382;0,019
0,321;-0,123;-0,138;-0,014;-0,194;0,011;0,119;0,22;0,508;0,734;0,53;0,382
1,167;0,321;-0,123;-0,138;-0,014;-0,194;0,011;0,119;0,22;0,508;0,734;0,53
1,486;1,167;0,321;-0,123;-0,138;-0,014;-0,194;0,011;0,119;0,22;0,508;0,734
0,422;1,486;1,167;0,321;-0,123;-0,138;-0,014;-0,194;0,011;0,119;0,22;0,508
0,123;0,422;1,486;1,167;0,321;-0,123;-0,138;-0,014;-0,194;0,011;0,119;0,22
0,524;0,123;0,422;1,486;1,167;0,321;-0,123;-0,138;-0,014;-0,194;0,011;0,119
0,805;0,524;0,123;0,422;1,486;1,167;0,321;-0,123;-0,138;-0,014;-0,194;0,011
1,066;0,805;0,524;0,123;0,422;1,486;1,167;0,321;-0,123;-0,138;-0,014;-0,194
1,284;1,066;0,805;0,524;0,123;0,422;1,486;1,167;0,321;-0,123;-0,138;-0,014
1,069;1,284;1,066;0,805;0,524;0,123;0,422;1,486;1,167;0,321;-0,123;-0,138
0,498;1,069;1,284;1,066;0,805;0,524;0,123;0,422;1,486;1,167;0,321;-0,123
0,529;0,498;1,069;1,284;1,066;0,805;0,524;0,123;0,422;1,486;1,167;0,321
0,887;0,529;0,498;1,069;1,284;1,066;0,805;0,524;0,123;0,422;1,486;1,167
1,498;0,887;0,529;0,498;1,069;1,284;1,066;0,805;0,524;0,123;0,422;1,486
1,728;1,498;0,887;0,529;0,498;1,069;1,284;1,066;0,805;0,524;0,123;0,422
1,711;1,728;1,498;0,887;0,529;0,498;1,069;1,284;1,066;0,805;0,524;0,123
1,621;1,711;1,728;1,498;0,887;0,529;0,498;1,069;1,284;1,066;0,805;0,524
