"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11";"MEU1";"MEU1_L1";"MEU1_L2";"MEU1_L3";"MEU1_L4";"MEU1_L5";"MEU1_L6";"MEU1_L7";"MEU1_L8";"MEU1_L9";"MEU1_L10";"MEU1_L11";"MEU3";"MEU3_L1";"MEU3_L2";"MEU3_L3";"MEU3_L4";"MEU3_L5";"MEU3_L6";"MEU3_L7";"MEU3_L8";"MEU3_L9";"MEU3_L10";"MEU3_L11";"MEU12";"MEU12_L1";"MEU12_L2";"MEU12_L3";"MEU12_L4";"MEU12_L5";"MEU12_L6";"MEU12_L7";"MEU12_L8";"MEU12_L9";"MEU12_L10";"MEU12_L11";"FEU1";"FEU1_L1";"FEU1_L2";"FEU1_L3";"FEU1_L4";"FEU1_L5";"FEU1_L6";"FEU1_L7";"FEU1_L8";"FEU1_L9";"FEU1_L10";"FEU1_L11";"FEU3";"FEU3_L1";"FEU3_L2";"FEU3_L3";"FEU3_L4";"FEU3_L5";"FEU3_L6";"FEU3_L7";"FEU3_L8";"FEU3_L9";"FEU3_L10";"FEU3_L11";"FEU12";"FEU12_L1";"FEU12_L2";"FEU12_L3";"FEU12_L4";"FEU12_L5";"FEU12_L6";"FEU12_L7";"FEU12_L8";"FEU12_L9";"FEU12_L10";"FEU12_L11"
1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;0,335;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;-3,464357839;-3,222720217;-3,250439844;-3,300701832;-3,120211556;-3,047466497;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;-0,143121113;-0,035238163;-0,222573237;-0,10024745;0,105750362;0,561087992;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;0,300306568;0,407418423;0,547315452;0,519866502;0,652822769;0,405377075;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,734275518;-0,42907349;-0,05280212;0,055111535;-0,253283583;-0,186836925;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;-0,57174252;-0,543266171;-0,741795993;-0,489514692;-0,206395003;0,027899694;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-1,000432746;-0,698610449;-0,475737427;-0,040028303;0,125841734;0,463158736;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-0,017808046;-0,051358226;0,084375694;0,139098405;0,225163819;0,138807298;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;-0,252858901;-0,164370038;-0,07029442;-0,140818108;0,048050048;-0,039047253;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;3,845634209;3,869476472;3,90120528;3,960265787;4,031818397;4,115107576;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;4,647625193;4,674714817;4,710742108;4,771129283;4,843327823;4,927797852;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,457311311;5,475665034;5,500174063;5,537499379;5,580723506;5,63128959;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;4,978138093;4,95131558;4,952426501;4,969004783;4,996571786;5,038725886;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,353482596;5,33221327;5,332006866;5,344142428;5,365032806;5,398003549;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628;5,818050063;5,812395855;5,812302145;5,816017503;5,822414213;5,832474546
1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;-3,464357839;-3,222720217;-3,250439844;-3,300701832;-3,120211556;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;-0,143121113;-0,035238163;-0,222573237;-0,10024745;0,105750362;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;0,300306568;0,407418423;0,547315452;0,519866502;0,652822769;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,734275518;-0,42907349;-0,05280212;0,055111535;-0,253283583;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;-0,57174252;-0,543266171;-0,741795993;-0,489514692;-0,206395003;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-1,000432746;-0,698610449;-0,475737427;-0,040028303;0,125841734;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-0,017808046;-0,051358226;0,084375694;0,139098405;0,225163819;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;-0,252858901;-0,164370038;-0,07029442;-0,140818108;0,048050048;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;3,845634209;3,869476472;3,90120528;3,960265787;4,031818397;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;4,647625193;4,674714817;4,710742108;4,771129283;4,843327823;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,457311311;5,475665034;5,500174063;5,537499379;5,580723506;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;4,978138093;4,95131558;4,952426501;4,969004783;4,996571786;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,353482596;5,33221327;5,332006866;5,344142428;5,365032806;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628;5,818050063;5,812395855;5,812302145;5,816017503;5,822414213
1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;-3,464357839;-3,222720217;-3,250439844;-3,300701832;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;-0,143121113;-0,035238163;-0,222573237;-0,10024745;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;0,300306568;0,407418423;0,547315452;0,519866502;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,734275518;-0,42907349;-0,05280212;0,055111535;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;-0,57174252;-0,543266171;-0,741795993;-0,489514692;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-1,000432746;-0,698610449;-0,475737427;-0,040028303;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-0,017808046;-0,051358226;0,084375694;0,139098405;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;-0,252858901;-0,164370038;-0,07029442;-0,140818108;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;3,845634209;3,869476472;3,90120528;3,960265787;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;4,647625193;4,674714817;4,710742108;4,771129283;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,457311311;5,475665034;5,500174063;5,537499379;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;4,978138093;4,95131558;4,952426501;4,969004783;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,353482596;5,33221327;5,332006866;5,344142428;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628;5,818050063;5,812395855;5,812302145;5,816017503
0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;-3,464357839;-3,222720217;-3,250439844;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;-0,143121113;-0,035238163;-0,222573237;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;0,300306568;0,407418423;0,547315452;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,734275518;-0,42907349;-0,05280212;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;-0,57174252;-0,543266171;-0,741795993;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-1,000432746;-0,698610449;-0,475737427;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-0,017808046;-0,051358226;0,084375694;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;-0,252858901;-0,164370038;-0,07029442;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;3,845634209;3,869476472;3,90120528;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;4,647625193;4,674714817;4,710742108;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,457311311;5,475665034;5,500174063;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;4,978138093;4,95131558;4,952426501;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,353482596;5,33221327;5,332006866;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628;5,818050063;5,812395855;5,812302145
0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;-3,464357839;-3,222720217;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;-0,143121113;-0,035238163;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;0,300306568;0,407418423;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,734275518;-0,42907349;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;-0,57174252;-0,543266171;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-1,000432746;-0,698610449;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-0,017808046;-0,051358226;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;-0,252858901;-0,164370038;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;3,845634209;3,869476472;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;4,647625193;4,674714817;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,457311311;5,475665034;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;4,978138093;4,95131558;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,353482596;5,33221327;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628;5,818050063;5,812395855
-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,190524973;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;-3,464357839;-0,015557261;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;-0,143121113;0,210312385;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;0,300306568;-2,18362603;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,734275518;-0,237749341;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;-0,57174252;-0,392411518;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-1,000432746;-0,086673585;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-0,017808046;-1,168963813;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;-0,252858901;3,776883875;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;3,845634209;4,619958547;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;4,647625193;5,545249198;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,457311311;5,186619888;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;4,978138093;5,515194235;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,353482596;5,86055137;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628;5,818050063
-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;0,156768569;0,190524973;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;-3,053589217;0,200548593;-0,015557261;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;-0,46454122;0,229570361;0,210312385;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;0,197597107;-1,798661808;-2,18362603;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,244830373;-0,387431593;-0,237749341;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;-0,928270487;0,11233969;-0,392411518;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,661227843;-0,309612325;-0,086673585;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-0,024731268;-1,437731571;-1,168963813;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;0,036733193;3,787886873;3,776883875;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;3,806120467;4,632940494;4,619958547;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;4,61190879;5,558849561;5,545249198;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;5,440449367;5,055707118;5,186619888;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;4,994314279;5,415982272;5,515194235;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,36743777;5,83201302;5,86055137;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559;5,822021628
-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,116982837;0,156768569;0,190524973;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;-3,04480334;0,311004061;0,200548593;-0,015557261;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;-0,574478136;0,365888699;0,229570361;0,210312385;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;0,046790983;-1,502782407;-1,798661808;-2,18362603;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;0,074401123;-0,54084098;-0,387431593;-0,237749341;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;-0,99018929;0,518256824;0,11233969;-0,392411518;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,334143302;-0,416398266;-0,309612325;-0,086673585;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,081108779;-1,310996212;-1,437731571;-1,168963813;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;-0,203489914;3,797733094;3,787886873;3,776883875;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;3,776906958;4,647141636;4,632940494;4,619958547;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;4,586270857;5,573950826;5,558849561;5,545249198;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;5,431044941;4,956217048;5,055707118;5,186619888;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,00903945;5,339303391;5,415982272;5,515194235;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,380124823;5,808903575;5,83201302;5,86055137;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372;5,825356559
0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,076856223;-0,116982837;0,156768569;0,190524973;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;-2,962991871;0,259988933;0,311004061;0,200548593;-0,015557261;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;-0,616719061;0,373522242;0,365888699;0,229570361;0,210312385;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;0,081082069;-1,688889689;-1,502782407;-1,798661808;-2,18362603;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;0,29441284;-0,706817584;-0,54084098;-0,387431593;-0,237749341;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;-1,065227023;0,614723485;0,518256824;0,11233969;-0,392411518;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,00230527699999998;-0,20078531;-0,416398266;-0,309612325;-0,086673585;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,00766942999999998;-0,931207376;-1,310996212;-1,437731571;-1,168963813;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;-0,294990097;3,810168483;3,797733094;3,787886873;3,776883875;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;3,767851125;4,662637288;4,647141636;4,632940494;4,619958547;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;4,579006368;5,586859906;5,573950826;5,558849561;5,545249198;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;5,433225489;4,875855805;4,956217048;5,055707118;5,186619888;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,058786195;5,277432789;5,339303391;5,415982272;5,515194235;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,418568728;5,789936293;5,808903575;5,83201302;5,86055137;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962;5,835355372
1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,166348562;0,076856223;-0,116982837;0,156768569;0,190524973;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;-2,863910947;0,307112267;0,259988933;0,311004061;0,200548593;-0,015557261;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;-0,706973061;0,386965202;0,373522242;0,365888699;0,229570361;0,210312385;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-0,009262622;-1,53998563;-1,688889689;-1,502782407;-1,798661808;-2,18362603;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;0,280613861;-0,804951205;-0,706817584;-0,54084098;-0,387431593;-0,237749341;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;-1,042687847;0,830486536;0,614723485;0,518256824;0,11233969;-0,392411518;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;0,124665993;-0,131797115;-0,20078531;-0,416398266;-0,309612325;-0,086673585;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,169781549;-0,957296153;-0,931207376;-1,310996212;-1,437731571;-1,168963813;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;-0,335625122;3,808415122;3,810168483;3,797733094;3,787886873;3,776883875;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;3,754060735;4,663840543;4,662637288;4,647141636;4,632940494;4,619958547;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;4,569948534;5,589298343;5,586859906;5,573950826;5,558849561;5,545249198;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;5,438155401;4,809272789;4,875855805;4,956217048;5,055707118;5,186619888;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,120218277;5,226001988;5,277432789;5,339303391;5,415982272;5,515194235;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,466312955;5,773886987;5,789936293;5,808903575;5,83201302;5,86055137;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056;5,848514962
1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,32338172;0,166348562;0,076856223;-0,116982837;0,156768569;0,190524973;-0,047506473;-0,530917521;-0,891684254;-1,36554221;-1,777553529;-2,353961649;0,355171723;0,307112267;0,259988933;0,311004061;0,200548593;-0,015557261;-0,206068568;-0,403716784;-0,585946421;-0,798037549;-0,8756969;-1,08091038;0,270211756;0,386965202;0,373522242;0,365888699;0,229570361;0,210312385;0,159789191;-0,0176086;-0,064499677;-0,153744113;-0,05091651;-0,040405922;-1,887847883;-1,53998563;-1,688889689;-1,502782407;-1,798661808;-2,18362603;-1,85036564;-1,530837171;-0,555382926;-0,078450994;0,324994097;0,576938401;-0,750109009;-0,804951205;-0,706817584;-0,54084098;-0,387431593;-0,237749341;-0,154855656;-0,278731448;-0,620398158;-0,766354703;-0,920609313;-1,238011995;0,699155896;0,830486536;0,614723485;0,518256824;0,11233969;-0,392411518;-0,490370362;-0,48189287;-0,018625789;0,146075352;0,267634608;0,209663178;-0,027147869;-0,131797115;-0,20078531;-0,416398266;-0,309612325;-0,086673585;-0,284474974;-0,122876849;0,11028287;0,371693556;0,354190072;-0,10228679;-0,67233299;-0,957296153;-0,931207376;-1,310996212;-1,437731571;-1,168963813;-1,115846343;-1,027787365;-1,078379341;-0,925297239;-0,424851318;-0,487044802;3,800765341;3,808415122;3,810168483;3,797733094;3,787886873;3,776883875;3,764777146;3,753722312;3,740081798;3,719453316;3,713912881;3,729723649;4,657857035;4,663840543;4,662637288;4,647141636;4,632940494;4,619958547;4,605392905;4,590988284;4,575170962;4,554784674;4,546691639;4,553885826;5,586086199;5,589298343;5,586859906;5,573950826;5,558849561;5,545249198;5,529841546;5,511865744;5,492365027;5,47059883;5,455090538;5,443458623;4,733970942;4,809272789;4,875855805;4,956217048;5,055707118;5,186619888;5,241081561;5,292906983;5,335067846;5,333745589;5,288410333;5,198279984;5,166974221;5,226001988;5,277432789;5,339303391;5,415982272;5,515194235;5,55708297;5,597027981;5,629293261;5,628510601;5,593823378;5,525604421;5,755622937;5,773886987;5,789936293;5,808903575;5,83201302;5,86055137;5,87348595;5,885395336;5,893977728;5,893306465;5,883180046;5,864351056
