"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11";"MEU1";"MEU1_L1";"MEU1_L2";"MEU1_L3";"MEU1_L4";"MEU1_L5";"MEU1_L6";"MEU1_L7";"MEU1_L8";"MEU1_L9";"MEU1_L10";"MEU1_L11";"MEU3";"MEU3_L1";"MEU3_L2";"MEU3_L3";"MEU3_L4";"MEU3_L5";"MEU3_L6";"MEU3_L7";"MEU3_L8";"MEU3_L9";"MEU3_L10";"MEU3_L11";"MEU12";"MEU12_L1";"MEU12_L2";"MEU12_L3";"MEU12_L4";"MEU12_L5";"MEU12_L6";"MEU12_L7";"MEU12_L8";"MEU12_L9";"MEU12_L10";"MEU12_L11";"FEU1";"FEU1_L1";"FEU1_L2";"FEU1_L3";"FEU1_L4";"FEU1_L5";"FEU1_L6";"FEU1_L7";"FEU1_L8";"FEU1_L9";"FEU1_L10";"FEU1_L11";"FEU3";"FEU3_L1";"FEU3_L2";"FEU3_L3";"FEU3_L4";"FEU3_L5";"FEU3_L6";"FEU3_L7";"FEU3_L8";"FEU3_L9";"FEU3_L10";"FEU3_L11";"FEU12";"FEU12_L1";"FEU12_L2";"FEU12_L3";"FEU12_L4";"FEU12_L5";"FEU12_L6";"FEU12_L7";"FEU12_L8";"FEU12_L9";"FEU12_L10";"FEU12_L11"
3,65;3,423;3,685;4,06;4,037;3,887;3,646;3,733;3,141;1,767;1,009;0,726;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-2,627405254;-2,542877935;-2,458634026;-1,877584724;-1,432808802;-0,991373383;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,433157072;-0,180342276;0,052170945;-0,017615189;0,199716543;0,058323389;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;0,171673047;0,279509633;0,426924246;0,461629193;0,119802003;0,340008887;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,464662101;-0,626290481;-0,827333057;-0,800285298;-0,793790766;-0,904504055;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;-0,707749401;-0,569025638;-0,245367528;-0,229600704;-0,279423738;-0,331073842;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,126341598;0,144572353;0,1107533;0,268629937;0,159860076;0,065943736;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,572319121;-0,547940287;-0,93552501;-1,015463157;-0,939713278;-0,786800383;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;-0,31054078;-0,348217393;-0,290105609;-0,465299393;-0,466518059;-0,295304279;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;3,602846622;3,669695847;3,733175625;3,77652073;3,776822091;3,743145573;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;4,378802086;4,438201595;4,492709751;4,530051854;4,52960435;4,500647832;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,209011866;5,233749995;5,256046319;5,274455147;5,279521284;5,273099318;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;4,42048944;4,470000426;4,525224115;4,573906783;4,607766027;4,627261967;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;4,898522634;4,935926602;4,976553695;5,013429232;5,039243284;5,053679305;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806;5,654417689;5,664236656;5,674867724;5,685158251;5,692842136;5,697679543
3,554;3,65;3,423;3,685;4,06;4,037;3,887;3,646;3,733;3,141;1,767;1,009;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-2,627405254;-2,542877935;-2,458634026;-1,877584724;-1,432808802;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,433157072;-0,180342276;0,052170945;-0,017615189;0,199716543;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;0,171673047;0,279509633;0,426924246;0,461629193;0,119802003;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,464662101;-0,626290481;-0,827333057;-0,800285298;-0,793790766;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;-0,707749401;-0,569025638;-0,245367528;-0,229600704;-0,279423738;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,126341598;0,144572353;0,1107533;0,268629937;0,159860076;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,572319121;-0,547940287;-0,93552501;-1,015463157;-0,939713278;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;-0,31054078;-0,348217393;-0,290105609;-0,465299393;-0,466518059;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;3,602846622;3,669695847;3,733175625;3,77652073;3,776822091;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;4,378802086;4,438201595;4,492709751;4,530051854;4,52960435;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,209011866;5,233749995;5,256046319;5,274455147;5,279521284;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;4,42048944;4,470000426;4,525224115;4,573906783;4,607766027;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;4,898522634;4,935926602;4,976553695;5,013429232;5,039243284;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806;5,654417689;5,664236656;5,674867724;5,685158251;5,692842136
3,659;3,554;3,65;3,423;3,685;4,06;4,037;3,887;3,646;3,733;3,141;1,767;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-2,627405254;-2,542877935;-2,458634026;-1,877584724;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,433157072;-0,180342276;0,052170945;-0,017615189;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;0,171673047;0,279509633;0,426924246;0,461629193;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,464662101;-0,626290481;-0,827333057;-0,800285298;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;-0,707749401;-0,569025638;-0,245367528;-0,229600704;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,126341598;0,144572353;0,1107533;0,268629937;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,572319121;-0,547940287;-0,93552501;-1,015463157;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;-0,31054078;-0,348217393;-0,290105609;-0,465299393;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;3,602846622;3,669695847;3,733175625;3,77652073;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;4,378802086;4,438201595;4,492709751;4,530051854;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,209011866;5,233749995;5,256046319;5,274455147;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;4,42048944;4,470000426;4,525224115;4,573906783;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;4,898522634;4,935926602;4,976553695;5,013429232;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806;5,654417689;5,664236656;5,674867724;5,685158251
3,461;3,659;3,554;3,65;3,423;3,685;4,06;4,037;3,887;3,646;3,733;3,141;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-2,627405254;-2,542877935;-2,458634026;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,433157072;-0,180342276;0,052170945;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;0,171673047;0,279509633;0,426924246;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,464662101;-0,626290481;-0,827333057;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;-0,707749401;-0,569025638;-0,245367528;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,126341598;0,144572353;0,1107533;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,572319121;-0,547940287;-0,93552501;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;-0,31054078;-0,348217393;-0,290105609;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;3,602846622;3,669695847;3,733175625;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;4,378802086;4,438201595;4,492709751;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,209011866;5,233749995;5,256046319;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;4,42048944;4,470000426;4,525224115;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;4,898522634;4,935926602;4,976553695;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806;5,654417689;5,664236656;5,674867724
3,207;3,461;3,659;3,554;3,65;3,423;3,685;4,06;4,037;3,887;3,646;3,733;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-2,627405254;-2,542877935;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,433157072;-0,180342276;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;0,171673047;0,279509633;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,464662101;-0,626290481;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;-0,707749401;-0,569025638;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,126341598;0,144572353;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,572319121;-0,547940287;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;-0,31054078;-0,348217393;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;3,602846622;3,669695847;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;4,378802086;4,438201595;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,209011866;5,233749995;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;4,42048944;4,470000426;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;4,898522634;4,935926602;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806;5,654417689;5,664236656
3,408;3,207;3,461;3,659;3,554;3,65;3,423;3,685;4,06;4,037;3,887;3,646;-2,779574079;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-2,627405254;-0,794781418;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,433157072;-0,675918729;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;0,171673047;-0,690730706;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,464662101;-0,500871551;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;-0,707749401;0,144436979;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,126341598;0,040668395;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,572319121;-0,201859998;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;-0,31054078;3,865525409;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;3,602846622;4,630344665;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;4,378802086;5,334171094;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,209011866;5,106389144;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;4,42048944;5,451465126;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;4,898522634;5,836468709;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806;5,654417689
3,836;3,408;3,207;3,461;3,659;3,554;3,65;3,423;3,685;4,06;4,037;3,887;-2,88771709;-2,779574079;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-2,800460122;-0,774842775;-0,794781418;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,447680646;-0,902041944;-0,675918729;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;0,190398802;-0,608514764;-0,690730706;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,735348967;-0,538903952;-0,500871551;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;-0,61921692;0,166916376;0,144436979;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,146016049;0,02234107;0,040668395;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,616827587;-0,324704541;-0,201859998;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;-0,356872236;3,844664884;3,865525409;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;3,534316367;4,627452852;4,630344665;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;4,318001018;5,351554187;5,334171094;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,184591575;5,197512197;5,106389144;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;4,394228529;5,523417966;5,451465126;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;4,878078297;5,859356254;5,836468709;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183;5,648510806
4,28;3,836;3,408;3,207;3,461;3,659;3,554;3,65;3,423;3,685;4,06;4,037;-3,237355985;-2,88771709;-2,779574079;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-2,542248248;-0,787892932;-0,774842775;-0,794781418;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,840476436;-0,706693486;-0,902041944;-0,675918729;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;0,193641257;-0,799646227;-0,608514764;-0,690730706;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,74554136;-0,187300576;-0,538903952;-0,500871551;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,780593794;0,168469957;0,166916376;0,144436979;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,200489479;0,07599775;0,02234107;0,040668395;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;-0,312460198;-0,067724189;-0,324704541;-0,201859998;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;-0,260819404;3,789969141;3,844664884;3,865525409;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;3,470908325;4,598385296;4,627452852;4,630344665;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;4,261217756;5,360572581;5,351554187;5,334171094;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,163748783;5,313041627;5,197512197;5,106389144;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;4,40032844;5,612573188;5,523417966;5,451465126;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;4,883466566;5,885818338;5,859356254;5,836468709;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762;5,650870183
4,439;4,28;3,836;3,408;3,207;3,461;3,659;3,554;3,65;3,423;3,685;4,06;-3,193327834;-3,237355985;-2,88771709;-2,779574079;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-2,271020707;-0,847263309;-0,787892932;-0,774842775;-0,794781418;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-0,837321113;-0,770605281;-0,706693486;-0,902041944;-0,675918729;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,20254763;-1,075652119;-0,799646227;-0,608514764;-0,690730706;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,66799008;-0,288024226;-0,187300576;-0,538903952;-0,500871551;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,750473115;-0,0764427;0,168469957;0,166916376;0,144436979;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,194369382;0,383335908;0,07599775;0,02234107;0,040668395;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;-0,306448069;0,23361391;-0,067724189;-0,324704541;-0,201859998;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;-0,283702508;3,73963109;3,789969141;3,844664884;3,865525409;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;3,44073077;4,569601105;4,598385296;4,627452852;4,630344665;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;4,231227258;5,369560495;5,360572581;5,351554187;5,334171094;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,151210908;5,470252597;5,313041627;5,197512197;5,106389144;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;4,436598798;5,731726029;5,612573188;5,523417966;5,451465126;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;4,913171764;5,91991138;5,885818338;5,859356254;5,836468709;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305;5,660791762
4,183;4,439;4,28;3,836;3,408;3,207;3,461;3,659;3,554;3,65;3,423;3,685;-2,869684784;-3,193327834;-3,237355985;-2,88771709;-2,779574079;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-2,197937916;-0,997896906;-0,847263309;-0,787892932;-0,774842775;-0,794781418;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-0,937417932;-1,024721974;-0,770605281;-0,706693486;-0,902041944;-0,675918729;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,329127586;-0,809933696;-1,075652119;-0,799646227;-0,608514764;-0,690730706;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,518630452;-0,564362607;-0,288024226;-0,187300576;-0,538903952;-0,500871551;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,746916368;-0,030260348;-0,0764427;0,168469957;0,166916376;0,144436979;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,465646375;0,641103725;0,383335908;0,07599775;0,02234107;0,040668395;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;-0,225724417;0,48810161;0,23361391;-0,067724189;-0,324704541;-0,201859998;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;-0,352734046;3,695332888;3,73963109;3,789969141;3,844664884;3,865525409;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;3,452321047;4,54578779;4,569601105;4,598385296;4,627452852;4,630344665;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;4,237739854;5,381360297;5,369560495;5,360572581;5,351554187;5,334171094;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,151862322;5,664729916;5,470252597;5,313041627;5,197512197;5,106389144;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;4,506686057;5,876700381;5,731726029;5,612573188;5,523417966;5,451465126;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;4,969649648;5,960261328;5,91991138;5,885818338;5,859356254;5,836468709;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058;5,67884305
3,818;4,183;4,439;4,28;3,836;3,408;3,207;3,461;3,659;3,554;3,65;3,423;-2,611229966;-2,869684784;-3,193327834;-3,237355985;-2,88771709;-2,779574079;-2,703716525;-2,246409277;-1,87491387;-1,683635077;-2,137876882;-2,064988955;-1,28252661;-0,997896906;-0,847263309;-0,787892932;-0,774842775;-0,794781418;-0,618620435;-0,801554183;-1,043323432;-1,183161405;-0,895764393;-0,774178489;-1,244040258;-1,024721974;-0,770605281;-0,706693486;-0,902041944;-0,675918729;-0,748678756;-0,798552775;-0,837746504;-0,906575625;-0,580951437;-0,644450923;-0,44487527;-0,809933696;-1,075652119;-0,799646227;-0,608514764;-0,690730706;-0,869600264;-0,616816105;-0,510913648;-0,428592691;-0,745853506;-0,757072353;-0,644760103;-0,564362607;-0,288024226;-0,187300576;-0,538903952;-0,500871551;-0,510825836;-0,709399293;-0,945646032;-1,211752093;-0,825246565;-0,780813534;-0,08034158;-0,030260348;-0,0764427;0,168469957;0,166916376;0,144436979;0,080177863;0,209550244;0,218448635;0,276775058;0,348162153;0,355972781;0,548282559;0,641103725;0,383335908;0,07599775;0,02234107;0,040668395;-0,269381943;-0,452042421;-0,180021143;-0,190440055;-0,156904464;-0,317111195;0,743883551;0,48810161;0,23361391;-0,067724189;-0,324704541;-0,201859998;-0,138878311;-0,120321457;-0,1275834;-0,122592052;-0,169557977;-0,373688908;3,669132755;3,695332888;3,73963109;3,789969141;3,844664884;3,865525409;3,849235188;3,803835826;3,732887207;3,646507527;3,54917468;3,484782286;4,538883593;4,54578779;4,569601105;4,598385296;4,627452852;4,630344665;4,604339186;4,554384941;4,483331686;4,402790869;4,31882757;4,264371654;5,398595774;5,381360297;5,369560495;5,360572581;5,351554187;5,334171094;5,309502428;5,279347887;5,24511621;5,21122248;5,178707602;5,159609564;5,944532519;5,664729916;5,470252597;5,313041627;5,197512197;5,106389144;5,038245257;4,941854229;4,838484722;4,748029543;4,660554509;4,596326721;6,077283885;5,876700381;5,731726029;5,612573188;5,523417966;5,451465126;5,395757557;5,319534275;5,237843924;5,164985584;5,093858091;5,040901028;6,011771874;5,960261328;5,91991138;5,885818338;5,859356254;5,836468709;5,816914347;5,792343289;5,766584153;5,742772536;5,71896556;5,70077058
