"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
5,197;4,352;3,668;3,745;4,069;4,556;5,316;6,239;6,877;6,688;5,963;5,187
6,274;5,197;4,352;3,668;3,745;4,069;4,556;5,316;6,239;6,877;6,688;5,963
6,97;6,274;5,197;4,352;3,668;3,745;4,069;4,556;5,316;6,239;6,877;6,688
6,964;6,97;6,274;5,197;4,352;3,668;3,745;4,069;4,556;5,316;6,239;6,877
6,768;6,964;6,97;6,274;5,197;4,352;3,668;3,745;4,069;4,556;5,316;6,239
5,436;6,768;6,964;6,97;6,274;5,197;4,352;3,668;3,745;4,069;4,556;5,316
4,736;5,436;6,768;6,964;6,97;6,274;5,197;4,352;3,668;3,745;4,069;4,556
4,003;4,736;5,436;6,768;6,964;6,97;6,274;5,197;4,352;3,668;3,745;4,069
2,859;4,003;4,736;5,436;6,768;6,964;6,97;6,274;5,197;4,352;3,668;3,745
1,996;2,859;4,003;4,736;5,436;6,768;6,964;6,97;6,274;5,197;4,352;3,668
1,667;1,996;2,859;4,003;4,736;5,436;6,768;6,964;6,97;6,274;5,197;4,352
2,166;1,667;1,996;2,859;4,003;4,736;5,436;6,768;6,964;6,97;6,274;5,197
1,712;2,166;1,667;1,996;2,859;4,003;4,736;5,436;6,768;6,964;6,97;6,274
1,117;1,712;2,166;1,667;1,996;2,859;4,003;4,736;5,436;6,768;6,964;6,97
0,72;1,117;1,712;2,166;1,667;1,996;2,859;4,003;4,736;5,436;6,768;6,964
0,495;0,72;1,117;1,712;2,166;1,667;1,996;2,859;4,003;4,736;5,436;6,768
-0,24;0,495;0,72;1,117;1,712;2,166;1,667;1,996;2,859;4,003;4,736;5,436
-0,583;-0,24;0,495;0,72;1,117;1,712;2,166;1,667;1,996;2,859;4,003;4,736
-0,451;-0,583;-0,24;0,495;0,72;1,117;1,712;2,166;1,667;1,996;2,859;4,003
-0,843;-0,451;-0,583;-0,24;0,495;0,72;1,117;1,712;2,166;1,667;1,996;2,859
-1,261;-0,843;-0,451;-0,583;-0,24;0,495;0,72;1,117;1,712;2,166;1,667;1,996
-1,565;-1,261;-0,843;-0,451;-0,583;-0,24;0,495;0,72;1,117;1,712;2,166;1,667
-1,587;-1,565;-1,261;-0,843;-0,451;-0,583;-0,24;0,495;0,72;1,117;1,712;2,166
-2,256;-1,587;-1,565;-1,261;-0,843;-0,451;-0,583;-0,24;0,495;0,72;1,117;1,712
-2,684;-2,256;-1,587;-1,565;-1,261;-0,843;-0,451;-0,583;-0,24;0,495;0,72;1,117
-2,846;-2,684;-2,256;-1,587;-1,565;-1,261;-0,843;-0,451;-0,583;-0,24;0,495;0,72
-2,672;-2,846;-2,684;-2,256;-1,587;-1,565;-1,261;-0,843;-0,451;-0,583;-0,24;0,495
-2,514;-2,672;-2,846;-2,684;-2,256;-1,587;-1,565;-1,261;-0,843;-0,451;-0,583;-0,24
-2,555;-2,514;-2,672;-2,846;-2,684;-2,256;-1,587;-1,565;-1,261;-0,843;-0,451;-0,583
-3,041;-2,555;-2,514;-2,672;-2,846;-2,684;-2,256;-1,587;-1,565;-1,261;-0,843;-0,451
-3,969;-3,041;-2,555;-2,514;-2,672;-2,846;-2,684;-2,256;-1,587;-1,565;-1,261;-0,843
-5,414;-3,969;-3,041;-2,555;-2,514;-2,672;-2,846;-2,684;-2,256;-1,587;-1,565;-1,261
-6,293;-5,414;-3,969;-3,041;-2,555;-2,514;-2,672;-2,846;-2,684;-2,256;-1,587;-1,565
-7,403;-6,293;-5,414;-3,969;-3,041;-2,555;-2,514;-2,672;-2,846;-2,684;-2,256;-1,587
-8,223;-7,403;-6,293;-5,414;-3,969;-3,041;-2,555;-2,514;-2,672;-2,846;-2,684;-2,256
-8,268;-8,223;-7,403;-6,293;-5,414;-3,969;-3,041;-2,555;-2,514;-2,672;-2,846;-2,684
-7,605;-8,268;-8,223;-7,403;-6,293;-5,414;-3,969;-3,041;-2,555;-2,514;-2,672;-2,846
-6,343;-7,605;-8,268;-8,223;-7,403;-6,293;-5,414;-3,969;-3,041;-2,555;-2,514;-2,672
-6,076;-6,343;-7,605;-8,268;-8,223;-7,403;-6,293;-5,414;-3,969;-3,041;-2,555;-2,514
-5,47;-6,076;-6,343;-7,605;-8,268;-8,223;-7,403;-6,293;-5,414;-3,969;-3,041;-2,555
-4,953;-5,47;-6,076;-6,343;-7,605;-8,268;-8,223;-7,403;-6,293;-5,414;-3,969;-3,041
-5,436;-4,953;-5,47;-6,076;-6,343;-7,605;-8,268;-8,223;-7,403;-6,293;-5,414;-3,969
-5,954;-5,436;-4,953;-5,47;-6,076;-6,343;-7,605;-8,268;-8,223;-7,403;-6,293;-5,414
-6,12;-5,954;-5,436;-4,953;-5,47;-6,076;-6,343;-7,605;-8,268;-8,223;-7,403;-6,293
-6,834;-6,12;-5,954;-5,436;-4,953;-5,47;-6,076;-6,343;-7,605;-8,268;-8,223;-7,403
-7,995;-6,834;-6,12;-5,954;-5,436;-4,953;-5,47;-6,076;-6,343;-7,605;-8,268;-8,223
-8,558;-7,995;-6,834;-6,12;-5,954;-5,436;-4,953;-5,47;-6,076;-6,343;-7,605;-8,268
-7,666;-8,558;-7,995;-6,834;-6,12;-5,954;-5,436;-4,953;-5,47;-6,076;-6,343;-7,605
-6,466;-7,666;-8,558;-7,995;-6,834;-6,12;-5,954;-5,436;-4,953;-5,47;-6,076;-6,343
-4,963;-6,466;-7,666;-8,558;-7,995;-6,834;-6,12;-5,954;-5,436;-4,953;-5,47;-6,076
-2,737;-4,963;-6,466;-7,666;-8,558;-7,995;-6,834;-6,12;-5,954;-5,436;-4,953;-5,47
0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558;-7,995;-6,834;-6,12;-5,954;-5,436;-4,953
1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558;-7,995;-6,834;-6,12;-5,954;-5,436
0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558;-7,995;-6,834;-6,12;-5,954
-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558;-7,995;-6,834;-6,12
-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558;-7,995;-6,834
-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558;-7,995
-5,242;-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666;-8,558
-6,247;-5,242;-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466;-7,666
-5,156;-6,247;-5,242;-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963;-6,466
-2,884;-5,156;-6,247;-5,242;-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737;-4,963
-1,112;-2,884;-5,156;-6,247;-5,242;-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998;-2,737
0,304;-1,112;-2,884;-5,156;-6,247;-5,242;-3,262;-1,839;-0,426;0,8;1,014;0,00499999999999998
1,482;0,304;-1,112;-2,884;-5,156;-6,247;-5,242;-3,262;-1,839;-0,426;0,8;1,014
1,921;1,482;0,304;-1,112;-2,884;-5,156;-6,247;-5,242;-3,262;-1,839;-0,426;0,8
0,336;1,921;1,482;0,304;-1,112;-2,884;-5,156;-6,247;-5,242;-3,262;-1,839;-0,426
-2,204;0,336;1,921;1,482;0,304;-1,112;-2,884;-5,156;-6,247;-5,242;-3,262;-1,839
-4,409;-2,204;0,336;1,921;1,482;0,304;-1,112;-2,884;-5,156;-6,247;-5,242;-3,262
-5,968;-4,409;-2,204;0,336;1,921;1,482;0,304;-1,112;-2,884;-5,156;-6,247;-5,242
-7,224;-5,968;-4,409;-2,204;0,336;1,921;1,482;0,304;-1,112;-2,884;-5,156;-6,247
-7,534;-7,224;-5,968;-4,409;-2,204;0,336;1,921;1,482;0,304;-1,112;-2,884;-5,156
-6,55;-7,534;-7,224;-5,968;-4,409;-2,204;0,336;1,921;1,482;0,304;-1,112;-2,884
-4,639;-6,55;-7,534;-7,224;-5,968;-4,409;-2,204;0,336;1,921;1,482;0,304;-1,112
-2,73;-4,639;-6,55;-7,534;-7,224;-5,968;-4,409;-2,204;0,336;1,921;1,482;0,304
-0,758;-2,73;-4,639;-6,55;-7,534;-7,224;-5,968;-4,409;-2,204;0,336;1,921;1,482
0,787;-0,758;-2,73;-4,639;-6,55;-7,534;-7,224;-5,968;-4,409;-2,204;0,336;1,921
1,38;0,787;-0,758;-2,73;-4,639;-6,55;-7,534;-7,224;-5,968;-4,409;-2,204;0,336
0,456;1,38;0,787;-0,758;-2,73;-4,639;-6,55;-7,534;-7,224;-5,968;-4,409;-2,204
-1,375;0,456;1,38;0,787;-0,758;-2,73;-4,639;-6,55;-7,534;-7,224;-5,968;-4,409
-3,64;-1,375;0,456;1,38;0,787;-0,758;-2,73;-4,639;-6,55;-7,534;-7,224;-5,968
-5,705;-3,64;-1,375;0,456;1,38;0,787;-0,758;-2,73;-4,639;-6,55;-7,534;-7,224
-6,897;-5,705;-3,64;-1,375;0,456;1,38;0,787;-0,758;-2,73;-4,639;-6,55;-7,534
-6,619;-6,897;-5,705;-3,64;-1,375;0,456;1,38;0,787;-0,758;-2,73;-4,639;-6,55
-4,134;-6,619;-6,897;-5,705;-3,64;-1,375;0,456;1,38;0,787;-0,758;-2,73;-4,639
-1,099;-4,134;-6,619;-6,897;-5,705;-3,64;-1,375;0,456;1,38;0,787;-0,758;-2,73
2,33;-1,099;-4,134;-6,619;-6,897;-5,705;-3,64;-1,375;0,456;1,38;0,787;-0,758
5,03;2,33;-1,099;-4,134;-6,619;-6,897;-5,705;-3,64;-1,375;0,456;1,38;0,787
6,849;5,03;2,33;-1,099;-4,134;-6,619;-6,897;-5,705;-3,64;-1,375;0,456;1,38
7,155;6,849;5,03;2,33;-1,099;-4,134;-6,619;-6,897;-5,705;-3,64;-1,375;0,456
5,416;7,155;6,849;5,03;2,33;-1,099;-4,134;-6,619;-6,897;-5,705;-3,64;-1,375
3,08;5,416;7,155;6,849;5,03;2,33;-1,099;-4,134;-6,619;-6,897;-5,705;-3,64
1,188;3,08;5,416;7,155;6,849;5,03;2,33;-1,099;-4,134;-6,619;-6,897;-5,705
-0,401;1,188;3,08;5,416;7,155;6,849;5,03;2,33;-1,099;-4,134;-6,619;-6,897
-1,022;-0,401;1,188;3,08;5,416;7,155;6,849;5,03;2,33;-1,099;-4,134;-6,619
-0,758;-1,022;-0,401;1,188;3,08;5,416;7,155;6,849;5,03;2,33;-1,099;-4,134
1,827;-0,758;-1,022;-0,401;1,188;3,08;5,416;7,155;6,849;5,03;2,33;-1,099
4,485;1,827;-0,758;-1,022;-0,401;1,188;3,08;5,416;7,155;6,849;5,03;2,33
6,255;4,485;1,827;-0,758;-1,022;-0,401;1,188;3,08;5,416;7,155;6,849;5,03
7,743;6,255;4,485;1,827;-0,758;-1,022;-0,401;1,188;3,08;5,416;7,155;6,849
8,686;7,743;6,255;4,485;1,827;-0,758;-1,022;-0,401;1,188;3,08;5,416;7,155
9,009;8,686;7,743;6,255;4,485;1,827;-0,758;-1,022;-0,401;1,188;3,08;5,416
7,101;9,009;8,686;7,743;6,255;4,485;1,827;-0,758;-1,022;-0,401;1,188;3,08
4,765;7,101;9,009;8,686;7,743;6,255;4,485;1,827;-0,758;-1,022;-0,401;1,188
2,654;4,765;7,101;9,009;8,686;7,743;6,255;4,485;1,827;-0,758;-1,022;-0,401
0,963;2,654;4,765;7,101;9,009;8,686;7,743;6,255;4,485;1,827;-0,758;-1,022
-0,227;0,963;2,654;4,765;7,101;9,009;8,686;7,743;6,255;4,485;1,827;-0,758
-0,513;-0,227;0,963;2,654;4,765;7,101;9,009;8,686;7,743;6,255;4,485;1,827
-0,027;-0,513;-0,227;0,963;2,654;4,765;7,101;9,009;8,686;7,743;6,255;4,485
1,121;-0,027;-0,513;-0,227;0,963;2,654;4,765;7,101;9,009;8,686;7,743;6,255
2,272;1,121;-0,027;-0,513;-0,227;0,963;2,654;4,765;7,101;9,009;8,686;7,743
3,333;2,272;1,121;-0,027;-0,513;-0,227;0,963;2,654;4,765;7,101;9,009;8,686
3,868;3,333;2,272;1,121;-0,027;-0,513;-0,227;0,963;2,654;4,765;7,101;9,009
3,81;3,868;3,333;2,272;1,121;-0,027;-0,513;-0,227;0,963;2,654;4,765;7,101
3,041;3,81;3,868;3,333;2,272;1,121;-0,027;-0,513;-0,227;0,963;2,654;4,765
1,964;3,041;3,81;3,868;3,333;2,272;1,121;-0,027;-0,513;-0,227;0,963;2,654
1,017;1,964;3,041;3,81;3,868;3,333;2,272;1,121;-0,027;-0,513;-0,227;0,963
0,244;1,017;1,964;3,041;3,81;3,868;3,333;2,272;1,121;-0,027;-0,513;-0,227
0,181;0,244;1,017;1,964;3,041;3,81;3,868;3,333;2,272;1,121;-0,027;-0,513
0,0490000000000001;0,181;0,244;1,017;1,964;3,041;3,81;3,868;3,333;2,272;1,121;-0,027
0,876;0,0490000000000001;0,181;0,244;1,017;1,964;3,041;3,81;3,868;3,333;2,272;1,121
2,081;0,876;0,0490000000000001;0,181;0,244;1,017;1,964;3,041;3,81;3,868;3,333;2,272
3,014;2,081;0,876;0,0490000000000001;0,181;0,244;1,017;1,964;3,041;3,81;3,868;3,333
3,709;3,014;2,081;0,876;0,0490000000000001;0,181;0,244;1,017;1,964;3,041;3,81;3,868
3,887;3,709;3,014;2,081;0,876;0,0490000000000001;0,181;0,244;1,017;1,964;3,041;3,81
4,072;3,887;3,709;3,014;2,081;0,876;0,0490000000000001;0,181;0,244;1,017;1,964;3,041
3,605;4,072;3,887;3,709;3,014;2,081;0,876;0,0490000000000001;0,181;0,244;1,017;1,964
2,593;3,605;4,072;3,887;3,709;3,014;2,081;0,876;0,0490000000000001;0,181;0,244;1,017
1,728;2,593;3,605;4,072;3,887;3,709;3,014;2,081;0,876;0,0490000000000001;0,181;0,244
1,064;1,728;2,593;3,605;4,072;3,887;3,709;3,014;2,081;0,876;0,0490000000000001;0,181
0,449;1,064;1,728;2,593;3,605;4,072;3,887;3,709;3,014;2,081;0,876;0,0490000000000001
0,397;0,449;1,064;1,728;2,593;3,605;4,072;3,887;3,709;3,014;2,081;0,876
0,705;0,397;0,449;1,064;1,728;2,593;3,605;4,072;3,887;3,709;3,014;2,081
1,421;0,705;0,397;0,449;1,064;1,728;2,593;3,605;4,072;3,887;3,709;3,014
2,308;1,421;0,705;0,397;0,449;1,064;1,728;2,593;3,605;4,072;3,887;3,709
2,918;2,308;1,421;0,705;0,397;0,449;1,064;1,728;2,593;3,605;4,072;3,887
3,578;2,918;2,308;1,421;0,705;0,397;0,449;1,064;1,728;2,593;3,605;4,072
3,575;3,578;2,918;2,308;1,421;0,705;0,397;0,449;1,064;1,728;2,593;3,605
3,042;3,575;3,578;2,918;2,308;1,421;0,705;0,397;0,449;1,064;1,728;2,593
2,128;3,042;3,575;3,578;2,918;2,308;1,421;0,705;0,397;0,449;1,064;1,728
1,326;2,128;3,042;3,575;3,578;2,918;2,308;1,421;0,705;0,397;0,449;1,064
0,56;1,326;2,128;3,042;3,575;3,578;2,918;2,308;1,421;0,705;0,397;0,449
-0,238;0,56;1,326;2,128;3,042;3,575;3,578;2,918;2,308;1,421;0,705;0,397
-0,323;-0,238;0,56;1,326;2,128;3,042;3,575;3,578;2,918;2,308;1,421;0,705
0,55;-0,323;-0,238;0,56;1,326;2,128;3,042;3,575;3,578;2,918;2,308;1,421
1,526;0,55;-0,323;-0,238;0,56;1,326;2,128;3,042;3,575;3,578;2,918;2,308
2,527;1,526;0,55;-0,323;-0,238;0,56;1,326;2,128;3,042;3,575;3,578;2,918
3,414;2,527;1,526;0,55;-0,323;-0,238;0,56;1,326;2,128;3,042;3,575;3,578
4,274;3,414;2,527;1,526;0,55;-0,323;-0,238;0,56;1,326;2,128;3,042;3,575
4,377;4,274;3,414;2,527;1,526;0,55;-0,323;-0,238;0,56;1,326;2,128;3,042
3,342;4,377;4,274;3,414;2,527;1,526;0,55;-0,323;-0,238;0,56;1,326;2,128
2,52;3,342;4,377;4,274;3,414;2,527;1,526;0,55;-0,323;-0,238;0,56;1,326
1,452;2,52;3,342;4,377;4,274;3,414;2,527;1,526;0,55;-0,323;-0,238;0,56
0,748;1,452;2,52;3,342;4,377;4,274;3,414;2,527;1,526;0,55;-0,323;-0,238
-0,077;0,748;1,452;2,52;3,342;4,377;4,274;3,414;2,527;1,526;0,55;-0,323
-0,098;-0,077;0,748;1,452;2,52;3,342;4,377;4,274;3,414;2,527;1,526;0,55
0,762;-0,098;-0,077;0,748;1,452;2,52;3,342;4,377;4,274;3,414;2,527;1,526
1,563;0,762;-0,098;-0,077;0,748;1,452;2,52;3,342;4,377;4,274;3,414;2,527
2,282;1,563;0,762;-0,098;-0,077;0,748;1,452;2,52;3,342;4,377;4,274;3,414
2,842;2,282;1,563;0,762;-0,098;-0,077;0,748;1,452;2,52;3,342;4,377;4,274
3,406;2,842;2,282;1,563;0,762;-0,098;-0,077;0,748;1,452;2,52;3,342;4,377
3,336;3,406;2,842;2,282;1,563;0,762;-0,098;-0,077;0,748;1,452;2,52;3,342
2,465;3,336;3,406;2,842;2,282;1,563;0,762;-0,098;-0,077;0,748;1,452;2,52
1,479;2,465;3,336;3,406;2,842;2,282;1,563;0,762;-0,098;-0,077;0,748;1,452
0,552;1,479;2,465;3,336;3,406;2,842;2,282;1,563;0,762;-0,098;-0,077;0,748
-0,269;0,552;1,479;2,465;3,336;3,406;2,842;2,282;1,563;0,762;-0,098;-0,077
-0,815;-0,269;0,552;1,479;2,465;3,336;3,406;2,842;2,282;1,563;0,762;-0,098
-0,921;-0,815;-0,269;0,552;1,479;2,465;3,336;3,406;2,842;2,282;1,563;0,762
-0,352;-0,921;-0,815;-0,269;0,552;1,479;2,465;3,336;3,406;2,842;2,282;1,563
0,387;-0,352;-0,921;-0,815;-0,269;0,552;1,479;2,465;3,336;3,406;2,842;2,282
1,317;0,387;-0,352;-0,921;-0,815;-0,269;0,552;1,479;2,465;3,336;3,406;2,842
1,991;1,317;0,387;-0,352;-0,921;-0,815;-0,269;0,552;1,479;2,465;3,336;3,406
2,393;1,991;1,317;0,387;-0,352;-0,921;-0,815;-0,269;0,552;1,479;2,465;3,336
2,493;2,393;1,991;1,317;0,387;-0,352;-0,921;-0,815;-0,269;0,552;1,479;2,465
2,122;2,493;2,393;1,991;1,317;0,387;-0,352;-0,921;-0,815;-0,269;0,552;1,479
1,398;2,122;2,493;2,393;1,991;1,317;0,387;-0,352;-0,921;-0,815;-0,269;0,552
0,65;1,398;2,122;2,493;2,393;1,991;1,317;0,387;-0,352;-0,921;-0,815;-0,269
0,00399999999999998;0,65;1,398;2,122;2,493;2,393;1,991;1,317;0,387;-0,352;-0,921;-0,815
-0,339;0,00399999999999998;0,65;1,398;2,122;2,493;2,393;1,991;1,317;0,387;-0,352;-0,921
-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122;2,493;2,393;1,991;1,317;0,387;-0,352
1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122;2,493;2,393;1,991;1,317;0,387
2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122;2,493;2,393;1,991;1,317
3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122;2,493;2,393;1,991
3,396;3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122;2,493;2,393
4,043;3,396;3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122;2,493
4,527;4,043;3,396;3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398;2,122
4,426;4,527;4,043;3,396;3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65;1,398
4,224;4,426;4,527;4,043;3,396;3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998;0,65
4,871;4,224;4,426;4,527;4,043;3,396;3,135;2,699;1,019;-0,137;-0,339;0,00399999999999998
5,246;4,871;4,224;4,426;4,527;4,043;3,396;3,135;2,699;1,019;-0,137;-0,339
5,251;5,246;4,871;4,224;4,426;4,527;4,043;3,396;3,135;2,699;1,019;-0,137
5,333;5,251;5,246;4,871;4,224;4,426;4,527;4,043;3,396;3,135;2,699;1,019
5,765;5,333;5,251;5,246;4,871;4,224;4,426;4,527;4,043;3,396;3,135;2,699
6,209;5,765;5,333;5,251;5,246;4,871;4,224;4,426;4,527;4,043;3,396;3,135
6,851;6,209;5,765;5,333;5,251;5,246;4,871;4,224;4,426;4,527;4,043;3,396
7,974;6,851;6,209;5,765;5,333;5,251;5,246;4,871;4,224;4,426;4,527;4,043
