"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
-2,967;-2,327;-2,4;-2,183;-2,091;-1,587;-1,656;-2,053;-2,155;-2,129;-1,692;-1,218
-2,799;-2,967;-2,327;-2,4;-2,183;-2,091;-1,587;-1,656;-2,053;-2,155;-2,129;-1,692
-2,051;-2,799;-2,967;-2,327;-2,4;-2,183;-2,091;-1,587;-1,656;-2,053;-2,155;-2,129
-1,565;-2,051;-2,799;-2,967;-2,327;-2,4;-2,183;-2,091;-1,587;-1,656;-2,053;-2,155
-0,861;-1,565;-2,051;-2,799;-2,967;-2,327;-2,4;-2,183;-2,091;-1,587;-1,656;-2,053
-0,333;-0,861;-1,565;-2,051;-2,799;-2,967;-2,327;-2,4;-2,183;-2,091;-1,587;-1,656
0,289;-0,333;-0,861;-1,565;-2,051;-2,799;-2,967;-2,327;-2,4;-2,183;-2,091;-1,587
0,8;0,289;-0,333;-0,861;-1,565;-2,051;-2,799;-2,967;-2,327;-2,4;-2,183;-2,091
0,899;0,8;0,289;-0,333;-0,861;-1,565;-2,051;-2,799;-2,967;-2,327;-2,4;-2,183
1,039;0,899;0,8;0,289;-0,333;-0,861;-1,565;-2,051;-2,799;-2,967;-2,327;-2,4
0,702;1,039;0,899;0,8;0,289;-0,333;-0,861;-1,565;-2,051;-2,799;-2,967;-2,327
0,335;0,702;1,039;0,899;0,8;0,289;-0,333;-0,861;-1,565;-2,051;-2,799;-2,967
0,294;0,335;0,702;1,039;0,899;0,8;0,289;-0,333;-0,861;-1,565;-2,051;-2,799
0,073;0,294;0,335;0,702;1,039;0,899;0,8;0,289;-0,333;-0,861;-1,565;-2,051
0,161;0,073;0,294;0,335;0,702;1,039;0,899;0,8;0,289;-0,333;-0,861;-1,565
0,011;0,161;0,073;0,294;0,335;0,702;1,039;0,899;0,8;0,289;-0,333;-0,861
-0,35;0,011;0,161;0,073;0,294;0,335;0,702;1,039;0,899;0,8;0,289;-0,333
-0,145;-0,35;0,011;0,161;0,073;0,294;0,335;0,702;1,039;0,899;0,8;0,289
0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;0,335;0,702;1,039;0,899;0,8
0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;0,335;0,702;1,039;0,899
0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;0,335;0,702;1,039
1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;0,335;0,702
1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294;0,335
1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073;0,294
1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161;0,073
0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011;0,161
0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35;0,011
-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145;-0,35
-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017;-0,145
-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524;0,017
0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716;0,524
1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051;0,716
1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57;1,051
2,135;1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604;1,57
2,503;2,135;1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372;1,604
2,8;2,503;2,135;1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744;1,372
2,668;2,8;2,503;2,135;1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283;0,744
2,4;2,668;2,8;2,503;2,135;1,513;1,001;0,354;-0,226;-0,246;-0,065;0,283
2,147;2,4;2,668;2,8;2,503;2,135;1,513;1,001;0,354;-0,226;-0,246;-0,065
1,821;2,147;2,4;2,668;2,8;2,503;2,135;1,513;1,001;0,354;-0,226;-0,246
2,053;1,821;2,147;2,4;2,668;2,8;2,503;2,135;1,513;1,001;0,354;-0,226
2,548;2,053;1,821;2,147;2,4;2,668;2,8;2,503;2,135;1,513;1,001;0,354
3,275;2,548;2,053;1,821;2,147;2,4;2,668;2,8;2,503;2,135;1,513;1,001
3,782;3,275;2,548;2,053;1,821;2,147;2,4;2,668;2,8;2,503;2,135;1,513
4,208;3,782;3,275;2,548;2,053;1,821;2,147;2,4;2,668;2,8;2,503;2,135
5,029;4,208;3,782;3,275;2,548;2,053;1,821;2,147;2,4;2,668;2,8;2,503
5,177;5,029;4,208;3,782;3,275;2,548;2,053;1,821;2,147;2,4;2,668;2,8
4,621;5,177;5,029;4,208;3,782;3,275;2,548;2,053;1,821;2,147;2,4;2,668
3,877;4,621;5,177;5,029;4,208;3,782;3,275;2,548;2,053;1,821;2,147;2,4
3,434;3,877;4,621;5,177;5,029;4,208;3,782;3,275;2,548;2,053;1,821;2,147
3,412;3,434;3,877;4,621;5,177;5,029;4,208;3,782;3,275;2,548;2,053;1,821
2,559;3,412;3,434;3,877;4,621;5,177;5,029;4,208;3,782;3,275;2,548;2,053
2,096;2,559;3,412;3,434;3,877;4,621;5,177;5,029;4,208;3,782;3,275;2,548
1,942;2,096;2,559;3,412;3,434;3,877;4,621;5,177;5,029;4,208;3,782;3,275
1,971;1,942;2,096;2,559;3,412;3,434;3,877;4,621;5,177;5,029;4,208;3,782
2,279;1,971;1,942;2,096;2,559;3,412;3,434;3,877;4,621;5,177;5,029;4,208
2,318;2,279;1,971;1,942;2,096;2,559;3,412;3,434;3,877;4,621;5,177;5,029
2,828;2,318;2,279;1,971;1,942;2,096;2,559;3,412;3,434;3,877;4,621;5,177
2,878;2,828;2,318;2,279;1,971;1,942;2,096;2,559;3,412;3,434;3,877;4,621
2,807;2,878;2,828;2,318;2,279;1,971;1,942;2,096;2,559;3,412;3,434;3,877
2,493;2,807;2,878;2,828;2,318;2,279;1,971;1,942;2,096;2,559;3,412;3,434
1,954;2,493;2,807;2,878;2,828;2,318;2,279;1,971;1,942;2,096;2,559;3,412
1,503;1,954;2,493;2,807;2,878;2,828;2,318;2,279;1,971;1,942;2,096;2,559
0,843;1,503;1,954;2,493;2,807;2,878;2,828;2,318;2,279;1,971;1,942;2,096
0,857;0,843;1,503;1,954;2,493;2,807;2,878;2,828;2,318;2,279;1,971;1,942
0,913;0,857;0,843;1,503;1,954;2,493;2,807;2,878;2,828;2,318;2,279;1,971
1,001;0,913;0,857;0,843;1,503;1,954;2,493;2,807;2,878;2,828;2,318;2,279
1,507;1,001;0,913;0,857;0,843;1,503;1,954;2,493;2,807;2,878;2,828;2,318
1,826;1,507;1,001;0,913;0,857;0,843;1,503;1,954;2,493;2,807;2,878;2,828
2,248;1,826;1,507;1,001;0,913;0,857;0,843;1,503;1,954;2,493;2,807;2,878
2,307;2,248;1,826;1,507;1,001;0,913;0,857;0,843;1,503;1,954;2,493;2,807
2,115;2,307;2,248;1,826;1,507;1,001;0,913;0,857;0,843;1,503;1,954;2,493
1,95;2,115;2,307;2,248;1,826;1,507;1,001;0,913;0,857;0,843;1,503;1,954
1,455;1,95;2,115;2,307;2,248;1,826;1,507;1,001;0,913;0,857;0,843;1,503
0,93;1,455;1,95;2,115;2,307;2,248;1,826;1,507;1,001;0,913;0,857;0,843
0,497;0,93;1,455;1,95;2,115;2,307;2,248;1,826;1,507;1,001;0,913;0,857
0,242;0,497;0,93;1,455;1,95;2,115;2,307;2,248;1,826;1,507;1,001;0,913
0,415;0,242;0,497;0,93;1,455;1,95;2,115;2,307;2,248;1,826;1,507;1,001
0,348;0,415;0,242;0,497;0,93;1,455;1,95;2,115;2,307;2,248;1,826;1,507
0,456;0,348;0,415;0,242;0,497;0,93;1,455;1,95;2,115;2,307;2,248;1,826
0,784;0,456;0,348;0,415;0,242;0,497;0,93;1,455;1,95;2,115;2,307;2,248
1,051;0,784;0,456;0,348;0,415;0,242;0,497;0,93;1,455;1,95;2,115;2,307
1,198;1,051;0,784;0,456;0,348;0,415;0,242;0,497;0,93;1,455;1,95;2,115
0,947;1,198;1,051;0,784;0,456;0,348;0,415;0,242;0,497;0,93;1,455;1,95
0,696;0,947;1,198;1,051;0,784;0,456;0,348;0,415;0,242;0,497;0,93;1,455
0,313;0,696;0,947;1,198;1,051;0,784;0,456;0,348;0,415;0,242;0,497;0,93
-0,316;0,313;0,696;0,947;1,198;1,051;0,784;0,456;0,348;0,415;0,242;0,497
-1,251;-0,316;0,313;0,696;0,947;1,198;1,051;0,784;0,456;0,348;0,415;0,242
-1,902;-1,251;-0,316;0,313;0,696;0,947;1,198;1,051;0,784;0,456;0,348;0,415
-1,988;-1,902;-1,251;-0,316;0,313;0,696;0,947;1,198;1,051;0,784;0,456;0,348
-1,573;-1,988;-1,902;-1,251;-0,316;0,313;0,696;0,947;1,198;1,051;0,784;0,456
-1,289;-1,573;-1,988;-1,902;-1,251;-0,316;0,313;0,696;0,947;1,198;1,051;0,784
-1,141;-1,289;-1,573;-1,988;-1,902;-1,251;-0,316;0,313;0,696;0,947;1,198;1,051
-0,6;-1,141;-1,289;-1,573;-1,988;-1,902;-1,251;-0,316;0,313;0,696;0,947;1,198
-1,006;-0,6;-1,141;-1,289;-1,573;-1,988;-1,902;-1,251;-0,316;0,313;0,696;0,947
-1,831;-1,006;-0,6;-1,141;-1,289;-1,573;-1,988;-1,902;-1,251;-0,316;0,313;0,696
-2,926;-1,831;-1,006;-0,6;-1,141;-1,289;-1,573;-1,988;-1,902;-1,251;-0,316;0,313
-3,854;-2,926;-1,831;-1,006;-0,6;-1,141;-1,289;-1,573;-1,988;-1,902;-1,251;-0,316
-4,312;-3,854;-2,926;-1,831;-1,006;-0,6;-1,141;-1,289;-1,573;-1,988;-1,902;-1,251
-5,092;-4,312;-3,854;-2,926;-1,831;-1,006;-0,6;-1,141;-1,289;-1,573;-1,988;-1,902
-4,753;-5,092;-4,312;-3,854;-2,926;-1,831;-1,006;-0,6;-1,141;-1,289;-1,573;-1,988
-3,983;-4,753;-5,092;-4,312;-3,854;-2,926;-1,831;-1,006;-0,6;-1,141;-1,289;-1,573
-2,946;-3,983;-4,753;-5,092;-4,312;-3,854;-2,926;-1,831;-1,006;-0,6;-1,141;-1,289
-1,941;-2,946;-3,983;-4,753;-5,092;-4,312;-3,854;-2,926;-1,831;-1,006;-0,6;-1,141
-0,843;-1,941;-2,946;-3,983;-4,753;-5,092;-4,312;-3,854;-2,926;-1,831;-1,006;-0,6
0,3;-0,843;-1,941;-2,946;-3,983;-4,753;-5,092;-4,312;-3,854;-2,926;-1,831;-1,006
0,599;0,3;-0,843;-1,941;-2,946;-3,983;-4,753;-5,092;-4,312;-3,854;-2,926;-1,831
0,397;0,599;0,3;-0,843;-1,941;-2,946;-3,983;-4,753;-5,092;-4,312;-3,854;-2,926
-0,224;0,397;0,599;0,3;-0,843;-1,941;-2,946;-3,983;-4,753;-5,092;-4,312;-3,854
-0,965;-0,224;0,397;0,599;0,3;-0,843;-1,941;-2,946;-3,983;-4,753;-5,092;-4,312
-1,928;-0,965;-0,224;0,397;0,599;0,3;-0,843;-1,941;-2,946;-3,983;-4,753;-5,092
-2,438;-1,928;-0,965;-0,224;0,397;0,599;0,3;-0,843;-1,941;-2,946;-3,983;-4,753
-2,62;-2,438;-1,928;-0,965;-0,224;0,397;0,599;0,3;-0,843;-1,941;-2,946;-3,983
-2,284;-2,62;-2,438;-1,928;-0,965;-0,224;0,397;0,599;0,3;-0,843;-1,941;-2,946
-1,639;-2,284;-2,62;-2,438;-1,928;-0,965;-0,224;0,397;0,599;0,3;-0,843;-1,941
-0,798;-1,639;-2,284;-2,62;-2,438;-1,928;-0,965;-0,224;0,397;0,599;0,3;-0,843
-0,214;-0,798;-1,639;-2,284;-2,62;-2,438;-1,928;-0,965;-0,224;0,397;0,599;0,3
-0,076;-0,214;-0,798;-1,639;-2,284;-2,62;-2,438;-1,928;-0,965;-0,224;0,397;0,599
0,127;-0,076;-0,214;-0,798;-1,639;-2,284;-2,62;-2,438;-1,928;-0,965;-0,224;0,397
-0,14;0,127;-0,076;-0,214;-0,798;-1,639;-2,284;-2,62;-2,438;-1,928;-0,965;-0,224
-0,612;-0,14;0,127;-0,076;-0,214;-0,798;-1,639;-2,284;-2,62;-2,438;-1,928;-0,965
-1,118;-0,612;-0,14;0,127;-0,076;-0,214;-0,798;-1,639;-2,284;-2,62;-2,438;-1,928
-1,531;-1,118;-0,612;-0,14;0,127;-0,076;-0,214;-0,798;-1,639;-2,284;-2,62;-2,438
-1,677;-1,531;-1,118;-0,612;-0,14;0,127;-0,076;-0,214;-0,798;-1,639;-2,284;-2,62
-1,808;-1,677;-1,531;-1,118;-0,612;-0,14;0,127;-0,076;-0,214;-0,798;-1,639;-2,284
-1,641;-1,808;-1,677;-1,531;-1,118;-0,612;-0,14;0,127;-0,076;-0,214;-0,798;-1,639
-1,15;-1,641;-1,808;-1,677;-1,531;-1,118;-0,612;-0,14;0,127;-0,076;-0,214;-0,798
-0,757;-1,15;-1,641;-1,808;-1,677;-1,531;-1,118;-0,612;-0,14;0,127;-0,076;-0,214
0,161;-0,757;-1,15;-1,641;-1,808;-1,677;-1,531;-1,118;-0,612;-0,14;0,127;-0,076
0,809;0,161;-0,757;-1,15;-1,641;-1,808;-1,677;-1,531;-1,118;-0,612;-0,14;0,127
1,191;0,809;0,161;-0,757;-1,15;-1,641;-1,808;-1,677;-1,531;-1,118;-0,612;-0,14
1,304;1,191;0,809;0,161;-0,757;-1,15;-1,641;-1,808;-1,677;-1,531;-1,118;-0,612
0,858;1,304;1,191;0,809;0,161;-0,757;-1,15;-1,641;-1,808;-1,677;-1,531;-1,118
0,496;0,858;1,304;1,191;0,809;0,161;-0,757;-1,15;-1,641;-1,808;-1,677;-1,531
-0,194;0,496;0,858;1,304;1,191;0,809;0,161;-0,757;-1,15;-1,641;-1,808;-1,677
-0,433;-0,194;0,496;0,858;1,304;1,191;0,809;0,161;-0,757;-1,15;-1,641;-1,808
-0,799;-0,433;-0,194;0,496;0,858;1,304;1,191;0,809;0,161;-0,757;-1,15;-1,641
-0,87;-0,799;-0,433;-0,194;0,496;0,858;1,304;1,191;0,809;0,161;-0,757;-1,15
-0,192;-0,87;-0,799;-0,433;-0,194;0,496;0,858;1,304;1,191;0,809;0,161;-0,757
0,497;-0,192;-0,87;-0,799;-0,433;-0,194;0,496;0,858;1,304;1,191;0,809;0,161
0,968;0,497;-0,192;-0,87;-0,799;-0,433;-0,194;0,496;0,858;1,304;1,191;0,809
1,029;0,968;0,497;-0,192;-0,87;-0,799;-0,433;-0,194;0,496;0,858;1,304;1,191
1,34;1,029;0,968;0,497;-0,192;-0,87;-0,799;-0,433;-0,194;0,496;0,858;1,304
1,347;1,34;1,029;0,968;0,497;-0,192;-0,87;-0,799;-0,433;-0,194;0,496;0,858
0,803;1,347;1,34;1,029;0,968;0,497;-0,192;-0,87;-0,799;-0,433;-0,194;0,496
-0,055;0,803;1,347;1,34;1,029;0,968;0,497;-0,192;-0,87;-0,799;-0,433;-0,194
-0,609;-0,055;0,803;1,347;1,34;1,029;0,968;0,497;-0,192;-0,87;-0,799;-0,433
-1,011;-0,609;-0,055;0,803;1,347;1,34;1,029;0,968;0,497;-0,192;-0,87;-0,799
-1,319;-1,011;-0,609;-0,055;0,803;1,347;1,34;1,029;0,968;0,497;-0,192;-0,87
-1,313;-1,319;-1,011;-0,609;-0,055;0,803;1,347;1,34;1,029;0,968;0,497;-0,192
-0,999;-1,313;-1,319;-1,011;-0,609;-0,055;0,803;1,347;1,34;1,029;0,968;0,497
-0,394;-0,999;-1,313;-1,319;-1,011;-0,609;-0,055;0,803;1,347;1,34;1,029;0,968
0,153;-0,394;-0,999;-1,313;-1,319;-1,011;-0,609;-0,055;0,803;1,347;1,34;1,029
0,716;0,153;-0,394;-0,999;-1,313;-1,319;-1,011;-0,609;-0,055;0,803;1,347;1,34
1,017;0,716;0,153;-0,394;-0,999;-1,313;-1,319;-1,011;-0,609;-0,055;0,803;1,347
1,129;1,017;0,716;0,153;-0,394;-0,999;-1,313;-1,319;-1,011;-0,609;-0,055;0,803
0,755;1,129;1,017;0,716;0,153;-0,394;-0,999;-1,313;-1,319;-1,011;-0,609;-0,055
0,394;0,755;1,129;1,017;0,716;0,153;-0,394;-0,999;-1,313;-1,319;-1,011;-0,609
-0,309;0,394;0,755;1,129;1,017;0,716;0,153;-0,394;-0,999;-1,313;-1,319;-1,011
-0,936;-0,309;0,394;0,755;1,129;1,017;0,716;0,153;-0,394;-0,999;-1,313;-1,319
-1,209;-0,936;-0,309;0,394;0,755;1,129;1,017;0,716;0,153;-0,394;-0,999;-1,313
-1,219;-1,209;-0,936;-0,309;0,394;0,755;1,129;1,017;0,716;0,153;-0,394;-0,999
-0,684;-1,219;-1,209;-0,936;-0,309;0,394;0,755;1,129;1,017;0,716;0,153;-0,394
-0,162;-0,684;-1,219;-1,209;-0,936;-0,309;0,394;0,755;1,129;1,017;0,716;0,153
0,714;-0,162;-0,684;-1,219;-1,209;-0,936;-0,309;0,394;0,755;1,129;1,017;0,716
1,276;0,714;-0,162;-0,684;-1,219;-1,209;-0,936;-0,309;0,394;0,755;1,129;1,017
1,644;1,276;0,714;-0,162;-0,684;-1,219;-1,209;-0,936;-0,309;0,394;0,755;1,129
1,405;1,644;1,276;0,714;-0,162;-0,684;-1,219;-1,209;-0,936;-0,309;0,394;0,755
0,754;1,405;1,644;1,276;0,714;-0,162;-0,684;-1,219;-1,209;-0,936;-0,309;0,394
0,082;0,754;1,405;1,644;1,276;0,714;-0,162;-0,684;-1,219;-1,209;-0,936;-0,309
-0,653;0,082;0,754;1,405;1,644;1,276;0,714;-0,162;-0,684;-1,219;-1,209;-0,936
-0,968;-0,653;0,082;0,754;1,405;1,644;1,276;0,714;-0,162;-0,684;-1,219;-1,209
-1,275;-0,968;-0,653;0,082;0,754;1,405;1,644;1,276;0,714;-0,162;-0,684;-1,219
-0,791;-1,275;-0,968;-0,653;0,082;0,754;1,405;1,644;1,276;0,714;-0,162;-0,684
-0,013;-0,791;-1,275;-0,968;-0,653;0,082;0,754;1,405;1,644;1,276;0,714;-0,162
0,941;-0,013;-0,791;-1,275;-0,968;-0,653;0,082;0,754;1,405;1,644;1,276;0,714
1,633;0,941;-0,013;-0,791;-1,275;-0,968;-0,653;0,082;0,754;1,405;1,644;1,276
2,172;1,633;0,941;-0,013;-0,791;-1,275;-0,968;-0,653;0,082;0,754;1,405;1,644
2,583;2,172;1,633;0,941;-0,013;-0,791;-1,275;-0,968;-0,653;0,082;0,754;1,405
2,257;2,583;2,172;1,633;0,941;-0,013;-0,791;-1,275;-0,968;-0,653;0,082;0,754
1,851;2,257;2,583;2,172;1,633;0,941;-0,013;-0,791;-1,275;-0,968;-0,653;0,082
1,417;1,851;2,257;2,583;2,172;1,633;0,941;-0,013;-0,791;-1,275;-0,968;-0,653
1,191;1,417;1,851;2,257;2,583;2,172;1,633;0,941;-0,013;-0,791;-1,275;-0,968
1,047;1,191;1,417;1,851;2,257;2,583;2,172;1,633;0,941;-0,013;-0,791;-1,275
1,06;1,047;1,191;1,417;1,851;2,257;2,583;2,172;1,633;0,941;-0,013;-0,791
1,674;1,06;1,047;1,191;1,417;1,851;2,257;2,583;2,172;1,633;0,941;-0,013
2,34;1,674;1,06;1,047;1,191;1,417;1,851;2,257;2,583;2,172;1,633;0,941
2,865;2,34;1,674;1,06;1,047;1,191;1,417;1,851;2,257;2,583;2,172;1,633
3,59;2,865;2,34;1,674;1,06;1,047;1,191;1,417;1,851;2,257;2,583;2,172
3,765;3,59;2,865;2,34;1,674;1,06;1,047;1,191;1,417;1,851;2,257;2,583
3,934;3,765;3,59;2,865;2,34;1,674;1,06;1,047;1,191;1,417;1,851;2,257
3,812;3,934;3,765;3,59;2,865;2,34;1,674;1,06;1,047;1,191;1,417;1,851
3,214;3,812;3,934;3,765;3,59;2,865;2,34;1,674;1,06;1,047;1,191;1,417
2,644;3,214;3,812;3,934;3,765;3,59;2,865;2,34;1,674;1,06;1,047;1,191
1,814;2,644;3,214;3,812;3,934;3,765;3,59;2,865;2,34;1,674;1,06;1,047
1,476;1,814;2,644;3,214;3,812;3,934;3,765;3,59;2,865;2,34;1,674;1,06
1,357;1,476;1,814;2,644;3,214;3,812;3,934;3,765;3,59;2,865;2,34;1,674
1,521;1,357;1,476;1,814;2,644;3,214;3,812;3,934;3,765;3,59;2,865;2,34
1,866;1,521;1,357;1,476;1,814;2,644;3,214;3,812;3,934;3,765;3,59;2,865
2,566;1,866;1,521;1,357;1,476;1,814;2,644;3,214;3,812;3,934;3,765;3,59
3,414;2,566;1,866;1,521;1,357;1,476;1,814;2,644;3,214;3,812;3,934;3,765
3,855;3,414;2,566;1,866;1,521;1,357;1,476;1,814;2,644;3,214;3,812;3,934
4,054;3,855;3,414;2,566;1,866;1,521;1,357;1,476;1,814;2,644;3,214;3,812
3,608;4,054;3,855;3,414;2,566;1,866;1,521;1,357;1,476;1,814;2,644;3,214
3,481;3,608;4,054;3,855;3,414;2,566;1,866;1,521;1,357;1,476;1,814;2,644
2,802;3,481;3,608;4,054;3,855;3,414;2,566;1,866;1,521;1,357;1,476;1,814
1,952;2,802;3,481;3,608;4,054;3,855;3,414;2,566;1,866;1,521;1,357;1,476
1,541;1,952;2,802;3,481;3,608;4,054;3,855;3,414;2,566;1,866;1,521;1,357
1,255;1,541;1,952;2,802;3,481;3,608;4,054;3,855;3,414;2,566;1,866;1,521
1,558;1,255;1,541;1,952;2,802;3,481;3,608;4,054;3,855;3,414;2,566;1,866
2,426;1,558;1,255;1,541;1,952;2,802;3,481;3,608;4,054;3,855;3,414;2,566
3,237;2,426;1,558;1,255;1,541;1,952;2,802;3,481;3,608;4,054;3,855;3,414
3,84;3,237;2,426;1,558;1,255;1,541;1,952;2,802;3,481;3,608;4,054;3,855
4,233;3,84;3,237;2,426;1,558;1,255;1,541;1,952;2,802;3,481;3,608;4,054
4,737;4,233;3,84;3,237;2,426;1,558;1,255;1,541;1,952;2,802;3,481;3,608
4,425;4,737;4,233;3,84;3,237;2,426;1,558;1,255;1,541;1,952;2,802;3,481
3,704;4,425;4,737;4,233;3,84;3,237;2,426;1,558;1,255;1,541;1,952;2,802
3,043;3,704;4,425;4,737;4,233;3,84;3,237;2,426;1,558;1,255;1,541;1,952
2,583;3,043;3,704;4,425;4,737;4,233;3,84;3,237;2,426;1,558;1,255;1,541
1,914;2,583;3,043;3,704;4,425;4,737;4,233;3,84;3,237;2,426;1,558;1,255
1,39;1,914;2,583;3,043;3,704;4,425;4,737;4,233;3,84;3,237;2,426;1,558
1,92;1,39;1,914;2,583;3,043;3,704;4,425;4,737;4,233;3,84;3,237;2,426
2,1;1,92;1,39;1,914;2,583;3,043;3,704;4,425;4,737;4,233;3,84;3,237
2,311;2,1;1,92;1,39;1,914;2,583;3,043;3,704;4,425;4,737;4,233;3,84
2,774;2,311;2,1;1,92;1,39;1,914;2,583;3,043;3,704;4,425;4,737;4,233
3,743;2,774;2,311;2,1;1,92;1,39;1,914;2,583;3,043;3,704;4,425;4,737
4,184;3,743;2,774;2,311;2,1;1,92;1,39;1,914;2,583;3,043;3,704;4,425
4,263;4,184;3,743;2,774;2,311;2,1;1,92;1,39;1,914;2,583;3,043;3,704
3,502;4,263;4,184;3,743;2,774;2,311;2,1;1,92;1,39;1,914;2,583;3,043
3,113;3,502;4,263;4,184;3,743;2,774;2,311;2,1;1,92;1,39;1,914;2,583
2,633;3,113;3,502;4,263;4,184;3,743;2,774;2,311;2,1;1,92;1,39;1,914
1,998;2,633;3,113;3,502;4,263;4,184;3,743;2,774;2,311;2,1;1,92;1,39
1,567;1,998;2,633;3,113;3,502;4,263;4,184;3,743;2,774;2,311;2,1;1,92
1,403;1,567;1,998;2,633;3,113;3,502;4,263;4,184;3,743;2,774;2,311;2,1
2,23;1,403;1,567;1,998;2,633;3,113;3,502;4,263;4,184;3,743;2,774;2,311
3,278;2,23;1,403;1,567;1,998;2,633;3,113;3,502;4,263;4,184;3,743;2,774
4,132;3,278;2,23;1,403;1,567;1,998;2,633;3,113;3,502;4,263;4,184;3,743
4,773;4,132;3,278;2,23;1,403;1,567;1,998;2,633;3,113;3,502;4,263;4,184
5,17;4,773;4,132;3,278;2,23;1,403;1,567;1,998;2,633;3,113;3,502;4,263
5,011;5,17;4,773;4,132;3,278;2,23;1,403;1,567;1,998;2,633;3,113;3,502
4,679;5,011;5,17;4,773;4,132;3,278;2,23;1,403;1,567;1,998;2,633;3,113
3,729;4,679;5,011;5,17;4,773;4,132;3,278;2,23;1,403;1,567;1,998;2,633
2,889;3,729;4,679;5,011;5,17;4,773;4,132;3,278;2,23;1,403;1,567;1,998
2,105;2,889;3,729;4,679;5,011;5,17;4,773;4,132;3,278;2,23;1,403;1,567
1,568;2,105;2,889;3,729;4,679;5,011;5,17;4,773;4,132;3,278;2,23;1,403
1,644;1,568;2,105;2,889;3,729;4,679;5,011;5,17;4,773;4,132;3,278;2,23
2,392;1,644;1,568;2,105;2,889;3,729;4,679;5,011;5,17;4,773;4,132;3,278
3,235;2,392;1,644;1,568;2,105;2,889;3,729;4,679;5,011;5,17;4,773;4,132
3,869;3,235;2,392;1,644;1,568;2,105;2,889;3,729;4,679;5,011;5,17;4,773
4,542;3,869;3,235;2,392;1,644;1,568;2,105;2,889;3,729;4,679;5,011;5,17
5,073;4,542;3,869;3,235;2,392;1,644;1,568;2,105;2,889;3,729;4,679;5,011
5,067;5,073;4,542;3,869;3,235;2,392;1,644;1,568;2,105;2,889;3,729;4,679
4,631;5,067;5,073;4,542;3,869;3,235;2,392;1,644;1,568;2,105;2,889;3,729
3,931;4,631;5,067;5,073;4,542;3,869;3,235;2,392;1,644;1,568;2,105;2,889
3,392;3,931;4,631;5,067;5,073;4,542;3,869;3,235;2,392;1,644;1,568;2,105
3,008;3,392;3,931;4,631;5,067;5,073;4,542;3,869;3,235;2,392;1,644;1,568
3,095;3,008;3,392;3,931;4,631;5,067;5,073;4,542;3,869;3,235;2,392;1,644
3,874;3,095;3,008;3,392;3,931;4,631;5,067;5,073;4,542;3,869;3,235;2,392
4,492;3,874;3,095;3,008;3,392;3,931;4,631;5,067;5,073;4,542;3,869;3,235
5,187;4,492;3,874;3,095;3,008;3,392;3,931;4,631;5,067;5,073;4,542;3,869
5,963;5,187;4,492;3,874;3,095;3,008;3,392;3,931;4,631;5,067;5,073;4,542
6,688;5,963;5,187;4,492;3,874;3,095;3,008;3,392;3,931;4,631;5,067;5,073
6,877;6,688;5,963;5,187;4,492;3,874;3,095;3,008;3,392;3,931;4,631;5,067
6,239;6,877;6,688;5,963;5,187;4,492;3,874;3,095;3,008;3,392;3,931;4,631
5,316;6,239;6,877;6,688;5,963;5,187;4,492;3,874;3,095;3,008;3,392;3,931
4,556;5,316;6,239;6,877;6,688;5,963;5,187;4,492;3,874;3,095;3,008;3,392
4,069;4,556;5,316;6,239;6,877;6,688;5,963;5,187;4,492;3,874;3,095;3,008
3,745;4,069;4,556;5,316;6,239;6,877;6,688;5,963;5,187;4,492;3,874;3,095
3,668;3,745;4,069;4,556;5,316;6,239;6,877;6,688;5,963;5,187;4,492;3,874
4,352;3,668;3,745;4,069;4,556;5,316;6,239;6,877;6,688;5,963;5,187;4,492
