"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11";"MEU1";"MEU1_L1";"MEU1_L2";"MEU1_L3";"MEU1_L4";"MEU1_L5";"MEU1_L6";"MEU1_L7";"MEU1_L8";"MEU1_L9";"MEU1_L10";"MEU1_L11";"MEU3";"MEU3_L1";"MEU3_L2";"MEU3_L3";"MEU3_L4";"MEU3_L5";"MEU3_L6";"MEU3_L7";"MEU3_L8";"MEU3_L9";"MEU3_L10";"MEU3_L11";"MEU12";"MEU12_L1";"MEU12_L2";"MEU12_L3";"MEU12_L4";"MEU12_L5";"MEU12_L6";"MEU12_L7";"MEU12_L8";"MEU12_L9";"MEU12_L10";"MEU12_L11";"FEU1";"FEU1_L1";"FEU1_L2";"FEU1_L3";"FEU1_L4";"FEU1_L5";"FEU1_L6";"FEU1_L7";"FEU1_L8";"FEU1_L9";"FEU1_L10";"FEU1_L11";"FEU3";"FEU3_L1";"FEU3_L2";"FEU3_L3";"FEU3_L4";"FEU3_L5";"FEU3_L6";"FEU3_L7";"FEU3_L8";"FEU3_L9";"FEU3_L10";"FEU3_L11";"FEU12";"FEU12_L1";"FEU12_L2";"FEU12_L3";"FEU12_L4";"FEU12_L5";"FEU12_L6";"FEU12_L7";"FEU12_L8";"FEU12_L9";"FEU12_L10";"FEU12_L11";"NMEU1";"NMEU1_L1";"NMEU1_L2";"NMEU1_L3";"NMEU1_L4";"NMEU1_L5";"NMEU1_L6";"NMEU1_L7";"NMEU1_L8";"NMEU1_L9";"NMEU1_L10";"NMEU1_L11";"NMEU3";"NMEU3_L1";"NMEU3_L2";"NMEU3_L3";"NMEU3_L4";"NMEU3_L5";"NMEU3_L6";"NMEU3_L7";"NMEU3_L8";"NMEU3_L9";"NMEU3_L10";"NMEU3_L11";"NMEU12";"NMEU12_L1";"NMEU12_L2";"NMEU12_L3";"NMEU12_L4";"NMEU12_L5";"NMEU12_L6";"NMEU12_L7";"NMEU12_L8";"NMEU12_L9";"NMEU12_L10";"NMEU12_L11";"NFEU1";"NFEU1_L1";"NFEU1_L2";"NFEU1_L3";"NFEU1_L4";"NFEU1_L5";"NFEU1_L6";"NFEU1_L7";"NFEU1_L8";"NFEU1_L9";"NFEU1_L10";"NFEU1_L11";"NFEU3";"NFEU3_L1";"NFEU3_L2";"NFEU3_L3";"NFEU3_L4";"NFEU3_L5";"NFEU3_L6";"NFEU3_L7";"NFEU3_L8";"NFEU3_L9";"NFEU3_L10";"NFEU3_L11";"NFEU12";"NFEU12_L1";"NFEU12_L2";"NFEU12_L3";"NFEU12_L4";"NFEU12_L5";"NFEU12_L6";"NFEU12_L7";"NFEU12_L8";"NFEU12_L9";"NFEU12_L10";"NFEU12_L11"
0,408;0,146;-0,241;0,145;-0,193;-0,314;-0,181;-1,111;-0,526;-0,423;0,158;-0,00600000000000001;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,373443972;-0,092072882;-0,018718544;0,427105378;0,377563188;0,913138555;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,313807813;0,317068339;0,193997597;0,218418713;0,237579369;0,061292073;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,169321039;0,424865912;0,322200321;-0,035557933;0,294604027;0,010068525;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;0,008570276;0,064099945;-0,126967839;0,01888915;-0,072204704;-0,028150665;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,133531857;0,136942893;0,104912062;0,095044263;-0,024571354;-0,256578361;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;0,031345903;0,168427974;0,256971892;0,315185492;0,312389203;0,302069227;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,164896833;-0,324577092;0,066444998;0,022188003;0,074348915;-0,017441582;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;-0,086542732;0,517866021;-0,267776798;0,08015534;-0,05127211;-0,117845144;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,65135705;0,667390659;0,661808281;0,662712053;0,668833074;0,680753899;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,774503685;0,786180089;0,786473899;0,787464458;0,790252961;0,793573904;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;0,877054712;0,881469833;0,886154229;0,887825887;0,886547763;0,883527143;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;0,82727906;0,832065853;0,850354114;0,870196122;0,88832746;0,87720308;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;0,8852945;0,889136445;0,903161377;0,91822691;0,932279711;0,925056352;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;0,961802296;0,962873912;0,966760039;0,971176365;0,975692767;0,974824351;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,010607403;-0,008613279;-0,007769381;-0,008110185;-0,006903385;-0,007661241;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,012673946;-0,01175376;-0,010733229;-0,010289573;-0,008567866;-0,008315137;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,008294417;-0,008132334;-0,007865551;-0,007752642;-0,007019776;-0,006659521;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,003612007;-0,003245146;-0,003129135;-0,00356812;-0,00387176;-0,003650552;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;-0,005495049;-0,00520583;-0,004916308;-0,004965161;-0,004968364;-0,00514254;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656;-0,003029211;-0,002945615;-0,002682886;-0,002383998;-0,002164605;-0,00233191
0,75;0,408;0,146;-0,241;0,145;-0,193;-0,314;-0,181;-1,111;-0,526;-0,423;0,158;-0,317089135;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,373443972;-0,092072882;-0,018718544;0,427105378;0,377563188;0,107575898;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,313807813;0,317068339;0,193997597;0,218418713;0,237579369;0,157807734;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,169321039;0,424865912;0,322200321;-0,035557933;0,294604027;0,06749507;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;0,008570276;0,064099945;-0,126967839;0,01888915;-0,072204704;-0,145463817;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,133531857;0,136942893;0,104912062;0,095044263;-0,024571354;-0,026316358;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;0,031345903;0,168427974;0,256971892;0,315185492;0,312389203;-0,086284269;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,164896833;-0,324577092;0,066444998;0,022188003;0,074348915;0,01947232;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;-0,086542732;0,517866021;-0,267776798;0,08015534;-0,05127211;0,600084148;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,65135705;0,667390659;0,661808281;0,662712053;0,668833074;0,730906483;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,774503685;0,786180089;0,786473899;0,787464458;0,790252961;0,849552212;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;0,877054712;0,881469833;0,886154229;0,887825887;0,886547763;0,841708516;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;0,82727906;0,832065853;0,850354114;0,870196122;0,88832746;0,898852634;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;0,8852945;0,889136445;0,903161377;0,91822691;0,932279711;0,969533581;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;0,961802296;0,962873912;0,966760039;0,971176365;0,975692767;-0,008588336;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,010607403;-0,008613279;-0,007769381;-0,008110185;-0,006903385;-0,010591266;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,012673946;-0,01175376;-0,010733229;-0,010289573;-0,008567866;-0,007294514;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,008294417;-0,008132334;-0,007865551;-0,007752642;-0,007019776;-0,002584119;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,003612007;-0,003245146;-0,003129135;-0,00356812;-0,00387176;-0,004881954;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;-0,005495049;-0,00520583;-0,004916308;-0,004965161;-0,004968364;-0,002746762;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656;-0,003029211;-0,002945615;-0,002682886;-0,002383998;-0,002164605
0,563;0,75;0,408;0,146;-0,241;0,145;-0,193;-0,314;-0,181;-1,111;-0,526;-0,423;0,058452911;-0,317089135;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,373443972;-0,092072882;-0,018718544;0,427105378;-0,044701587;0,107575898;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,313807813;0,317068339;0,193997597;0,218418713;-0,049130109;0,157807734;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,169321039;0,424865912;0,322200321;-0,035557933;0,101231205;0,06749507;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;0,008570276;0,064099945;-0,126967839;0,01888915;-0,412903753;-0,145463817;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,133531857;0,136942893;0,104912062;0,095044263;-0,131423579;-0,026316358;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;0,031345903;0,168427974;0,256971892;0,315185492;0,043639495;-0,086284269;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,164896833;-0,324577092;0,066444998;0,022188003;-0,0386;0,01947232;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;-0,086542732;0,517866021;-0,267776798;0,08015534;0,605543031;0,600084148;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,65135705;0,667390659;0,661808281;0,662712053;0,734845264;0,730906483;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,774503685;0,786180089;0,786473899;0,787464458;0,849014783;0,849552212;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;0,877054712;0,881469833;0,886154229;0,887825887;0,859374416;0,841708516;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;0,82727906;0,832065853;0,850354114;0,870196122;0,913737362;0,898852634;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;0,8852945;0,889136445;0,903161377;0,91822691;0,974992143;0,969533581;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;0,961802296;0,962873912;0,966760039;0,971176365;-0,006489653;-0,008588336;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,010607403;-0,008613279;-0,007769381;-0,008110185;-0,009094584;-0,010591266;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,012673946;-0,01175376;-0,010733229;-0,010289573;-0,006962409;-0,007294514;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,008294417;-0,008132334;-0,007865551;-0,007752642;-0,002580675;-0,002584119;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,003612007;-0,003245146;-0,003129135;-0,00356812;-0,004664634;-0,004881954;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;-0,005495049;-0,00520583;-0,004916308;-0,004965161;-0,002420058;-0,002746762;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656;-0,003029211;-0,002945615;-0,002682886;-0,002383998
0,055;0,563;0,75;0,408;0,146;-0,241;0,145;-0,193;-0,314;-0,181;-1,111;-0,526;-0,530713754;0,058452911;-0,317089135;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,373443972;-0,092072882;-0,018718544;0,160880785;-0,044701587;0,107575898;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,313807813;0,317068339;0,193997597;0,126835072;-0,049130109;0,157807734;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,169321039;0,424865912;0,322200321;-0,008758405;0,101231205;0,06749507;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;0,008570276;0,064099945;-0,126967839;-0,008558601;-0,412903753;-0,145463817;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,133531857;0,136942893;0,104912062;-0,141065585;-0,131423579;-0,026316358;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;0,031345903;0,168427974;0,256971892;-0,048183333;0,043639495;-0,086284269;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,164896833;-0,324577092;0,066444998;-0,216041234;-0,0386;0,01947232;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;-0,086542732;0,517866021;-0,267776798;0,604202237;0,605543031;0,600084148;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,65135705;0,667390659;0,661808281;0,734707158;0,734845264;0,730906483;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,774503685;0,786180089;0,786473899;0,847194807;0,849014783;0,849552212;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;0,877054712;0,881469833;0,886154229;0,884112437;0,859374416;0,841708516;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;0,82727906;0,832065853;0,850354114;0,933425907;0,913737362;0,898852634;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;0,8852945;0,889136445;0,903161377;0,981211165;0,974992143;0,969533581;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;0,961802296;0,962873912;0,966760039;-0,006989523;-0,006489653;-0,008588336;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,010607403;-0,008613279;-0,007769381;-0,009099156;-0,009094584;-0,010591266;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,012673946;-0,01175376;-0,010733229;-0,006671294;-0,006962409;-0,007294514;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,008294417;-0,008132334;-0,007865551;-0,002293301;-0,002580675;-0,002584119;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,003612007;-0,003245146;-0,003129135;-0,0042709;-0,004664634;-0,004881954;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;-0,005495049;-0,00520583;-0,004916308;-0,002055414;-0,002420058;-0,002746762;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656;-0,003029211;-0,002945615;-0,002682886
0,038;0,055;0,563;0,75;0,408;0,146;-0,241;0,145;-0,193;-0,314;-0,181;-1,111;-0,198078809;-0,530713754;0,058452911;-0,317089135;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,373443972;-0,092072882;-0,105199432;0,160880785;-0,044701587;0,107575898;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,313807813;0,317068339;0,14693647;0,126835072;-0,049130109;0,157807734;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,169321039;0,424865912;-0,03738238;-0,008758405;0,101231205;0,06749507;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;0,008570276;0,064099945;-0,031322141;-0,008558601;-0,412903753;-0,145463817;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,133531857;0,136942893;-0,110416847;-0,141065585;-0,131423579;-0,026316358;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;0,031345903;0,168427974;-0,062494936;-0,048183333;0,043639495;-0,086284269;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,164896833;-0,324577092;0,0198;-0,216041234;-0,0386;0,01947232;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;-0,086542732;0,517866021;0,590566838;0,604202237;0,605543031;0,600084148;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,65135705;0,667390659;0,723081383;0,734707158;0,734845264;0,730906483;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,774503685;0,786180089;0,842245035;0,847194807;0,849014783;0,849552212;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;0,877054712;0,881469833;0,936371723;0,884112437;0,859374416;0,841708516;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;0,82727906;0,832065853;0,972707347;0,933425907;0,913737362;0,898852634;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;0,8852945;0,889136445;0,992244277;0,981211165;0,974992143;0,969533581;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;0,961802296;0,962873912;-0,008056091;-0,006989523;-0,006489653;-0,008588336;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,010607403;-0,008613279;-0,009345761;-0,009099156;-0,009094584;-0,010591266;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,012673946;-0,01175376;-0,006596789;-0,006671294;-0,006962409;-0,007294514;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,008294417;-0,008132334;-0,001642066;-0,002293301;-0,002580675;-0,002584119;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,003612007;-0,003245146;-0,003368919;-0,0042709;-0,004664634;-0,004881954;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;-0,005495049;-0,00520583;-0,001309107;-0,002055414;-0,002420058;-0,002746762;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656;-0,003029211;-0,002945615
-0,087;0,038;0,055;0,563;0,75;0,408;0,146;-0,241;0,145;-0,193;-0,314;-0,181;-0,245365707;-0,198078809;-0,530713754;0,058452911;-0,317089135;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,373443972;-0,081268845;-0,105199432;0,160880785;-0,044701587;0,107575898;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,313807813;0,073025263;0,14693647;0,126835072;-0,049130109;0,157807734;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,169321039;-0,057531029;-0,03738238;-0,008758405;0,101231205;0,06749507;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;0,008570276;-0,066362622;-0,031322141;-0,008558601;-0,412903753;-0,145463817;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,133531857;-0,093986008;-0,110416847;-0,141065585;-0,131423579;-0,026316358;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;0,031345903;-0,172141072;-0,062494936;-0,048183333;0,043639495;-0,086284269;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,164896833;-0,370515337;0,0198;-0,216041234;-0,0386;0,01947232;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;-0,086542732;0,59008627;0,590566838;0,604202237;0,605543031;0,600084148;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,65135705;0,721109216;0,723081383;0,734707158;0,734845264;0,730906483;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,774503685;0,838842685;0,842245035;0,847194807;0,849014783;0,849552212;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;0,877054712;1,013855522;0,936371723;0,884112437;0,859374416;0,841708516;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;0,82727906;1,030077801;0,972707347;0,933425907;0,913737362;0,898852634;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;0,8852945;1,007757162;0,992244277;0,981211165;0,974992143;0,969533581;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;0,961802296;-0,008189214;-0,008056091;-0,006989523;-0,006489653;-0,008588336;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,010607403;-0,009226159;-0,009345761;-0,009099156;-0,009094584;-0,010591266;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,012673946;-0,006444413;-0,006596789;-0,006671294;-0,006962409;-0,007294514;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,008294417;-0,001807583;-0,001642066;-0,002293301;-0,002580675;-0,002584119;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,003612007;-0,00274978;-0,003368919;-0,0042709;-0,004664634;-0,004881954;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;-0,005495049;-0,000374404;-0,001309107;-0,002055414;-0,002420058;-0,002746762;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656;-0,003029211
-0,15;-0,087;0,038;0,055;0,563;0,75;0,408;0,146;-0,241;0,145;-0,193;-0,314;0,08243465;-0,245365707;-0,198078809;-0,530713754;0,058452911;-0,317089135;-0,566431408;-0,538910268;0,058509873;-0,484757509;-0,153662679;-0,414881394;-0,069919869;-0,081268845;-0,105199432;0,160880785;-0,044701587;0,107575898;0,170868055;0,154197598;-0,042308362;0,099744273;0,276836988;0,18616161;0,072633512;0,073025263;0,14693647;0,126835072;-0,049130109;0,157807734;0,214404336;0,312828053;0,089987186;0,284611236;0,188942948;0,309303528;0,07670317;-0,057531029;-0,03738238;-0,008758405;0,101231205;0,06749507;-0,052898537;-0,022141146;0,014481235;0,016852105;0,065331454;0,053804501;-0,105902939;-0,066362622;-0,031322141;-0,008558601;-0,412903753;-0,145463817;0,124933741;0,141710998;-0,395652839;-0,068312768;-0,119615867;-0,013019314;0,07251363;-0,093986008;-0,110416847;-0,141065585;-0,131423579;-0,026316358;-0,09630314;-0,005303057;-0,069743966;-0,013375605;0,056753826;0,107159146;-0,325776234;-0,172141072;-0,062494936;-0,048183333;0,043639495;-0,086284269;0,046013119;-0,179947339;0,028809066;0,132694521;-0,300706349;-0,179225532;-0,174511405;-0,370515337;0,0198;-0,216041234;-0,0386;0,01947232;-0,091374929;0,094612624;-0,093615469;0,0223;-0,04648057;-0,162876438;0,588072574;0,59008627;0,590566838;0,604202237;0,605543031;0,600084148;0,612107982;0,62239024;0,623672482;0,621218204;0,626784379;0,639277165;0,718616042;0,721109216;0,723081383;0,734707158;0,734845264;0,730906483;0,739592845;0,748633922;0,751534466;0,752070425;0,756635421;0,765806105;0,837435286;0,838842685;0,842245035;0,847194807;0,849014783;0,849552212;0,853830528;0,859844037;0,864216727;0,868138621;0,870732006;0,873719226;1,070980023;1,013855522;0,936371723;0,884112437;0,859374416;0,841708516;0,833230339;0,82154501;0,820859749;0,809479205;0,80924503;0,828582288;1,071372477;1,030077801;0,972707347;0,933425907;0,913737362;0,898852634;0,891179999;0,882408139;0,881190533;0,87257496;0,872626558;0,88635529;1,01883751;1,007757162;0,992244277;0,981211165;0,974992143;0,969533581;0,966186654;0,963247744;0,962003319;0,959493618;0,95923188;0,96212035;-0,008707886;-0,008189214;-0,008056091;-0,006989523;-0,006489653;-0,008588336;-0,009983962;-0,010311766;-0,010158644;-0,01027336;-0,011119638;-0,011788613;-0,009361548;-0,009226159;-0,009345761;-0,009099156;-0,009094584;-0,010591266;-0,01187588;-0,012749657;-0,012825542;-0,012598083;-0,013154509;-0,013694398;-0,006601045;-0,006444413;-0,006596789;-0,006671294;-0,006962409;-0,007294514;-0,007810558;-0,008080876;-0,008203205;-0,008389333;-0,008651304;-0,008692643;-0,001667742;-0,001807583;-0,001642066;-0,002293301;-0,002580675;-0,002584119;-0,003278509;-0,003636171;-0,004080772;-0,004000834;-0,003729068;-0,003802621;-0,002055399;-0,00274978;-0,003368919;-0,0042709;-0,004664634;-0,004881954;-0,00536799;-0,00575054;-0,00605526;-0,006057904;-0,005829255;-0,005610759;0,00027239;-0,000374404;-0,001309107;-0,002055414;-0,002420058;-0,002746762;-0,002936514;-0,003119955;-0,003163167;-0,003299454;-0,003239763;-0,002977656
