"YS_L1";"YS_L2";"YS_L3";"YS_L4";"YS_L5";"YS_L6";"YS_L7";"YS_L8";"YS_L9";"YS_L10";"YS_L11"
-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038;-1,499696074;0,208338531;1,548254561;-1,492951093;-4,380210648;-0,341049266
4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038;-1,499696074;0,208338531;1,548254561;-1,492951093;-4,380210648
0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038;-1,499696074;0,208338531;1,548254561;-1,492951093
-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038;-1,499696074;0,208338531;1,548254561
-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038;-1,499696074;0,208338531
0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038;-1,499696074
0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127;0,654522038
-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856;3,544685127
1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154;-0,232629856
1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317;-5,541994154
-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962;-0,281027317
-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456;4,841182962
-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206;0,465223456
2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797;-3,865229206
1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377;-2,766493797
-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962;0,314859377
-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126;0,963561962
-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187;-0,168924126
-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181;1,061211187
-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599;1,873410181
-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443;-1,454965599
-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783;-3,852366443
-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416;-0,460051783
-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057;2,633903416
0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492;1,510304057
1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315;-0,412482492
-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024;-0,98899315
-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294;-0,244167024
-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186;-0,050009294
2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588;-1,042283186
1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688;-0,932213588
0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425;-0,813184688
1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093;-1,988137425
0,060216204;1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798;-2,417365093
-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455;0,32008798
0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896;1,776535455
1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699;-0,635068896
1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047;-2,517858699
0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026;2,767016092;-0,327436047
0,079928077;0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026;2,767016092
0,284868592;0,079928077;0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573;1,7264026
1,049086606;0,284868592;0,079928077;0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257;0,294392573
0,637110313;1,049086606;0,284868592;0,079928077;0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204;1,019153257
-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077;0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518;0,060216204
1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077;0,900359076;1,789255991;1,880384711;0,458944183;-0,996406518
2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077;0,900359076;1,789255991;1,880384711;0,458944183
1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077;0,900359076;1,789255991;1,880384711
0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077;0,900359076;1,789255991
1,22578738;0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077;0,900359076
2,086973707;1,22578738;0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592;0,079928077
0,288160477;2,086973707;1,22578738;0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606;0,284868592
-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313;1,049086606
0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728;0,637110313
3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189;1,14862768;2,389462707;1,229030621;-0,160186728
1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189;1,14862768;2,389462707;1,229030621
-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189;1,14862768;2,389462707
-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189;1,14862768
1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738;0,207265189
1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707;1,22578738
0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477;2,086973707
0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501;0,288160477
1,445263135;0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379;-1,471136501
1,250268675;1,445263135;0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374;0,574809379
-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089;3,295692374
-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741;1,112062089
2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515;-1,854679741
3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587;1,469395093;1,114561157;-0,763431515
2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587;1,469395093;1,114561157
1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587;1,469395093
0,357320649;1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965;0,976898587
-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135;0,918782965
-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675;1,445263135
0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418;1,250268675
2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696;-0,399969418
0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511;2,407227771;-0,394822696
0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511;2,407227771
2,224673974;0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927;3,486213511
3,188055722;2,224673974;0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989;2,069240927
1,703784557;3,188055722;2,224673974;0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649;1,030035989
0,136745768;1,703784557;3,188055722;2,224673974;0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863;0,357320649
1,069736345;0,136745768;1,703784557;3,188055722;2,224673974;0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291;-0,725054863
2,189928207;1,069736345;0,136745768;1,703784557;3,188055722;2,224673974;0,200293012;0,564999637;2,25726525;0,913081106;-1,098066291
0,684086981;2,189928207;1,069736345;0,136745768;1,703784557;3,188055722;2,224673974;0,200293012;0,564999637;2,25726525;0,913081106
0,745157528;0,684086981;2,189928207;1,069736345;0,136745768;1,703784557;3,188055722;2,224673974;0,200293012;0,564999637;2,25726525
4,176988422;0,745157528;0,684086981;2,189928207;1,069736345;0,136745768;1,703784557;3,188055722;2,224673974;0,200293012;0,564999637
3,029822047;4,176988422;0,745157528;0,684086981;2,189928207;1,069736345;0,136745768;1,703784557;3,188055722;2,224673974;0,200293012
-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981;2,189928207;1,069736345;0,136745768;1,703784557;3,188055722;2,224673974
-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981;2,189928207;1,069736345;0,136745768;1,703784557;3,188055722
2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981;2,189928207;1,069736345;0,136745768;1,703784557
2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981;2,189928207;1,069736345;0,136745768
0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981;2,189928207;1,069736345
-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981;2,189928207
0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528;0,684086981
0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422;0,745157528
1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047;4,176988422
0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079;3,029822047
0,046607735;0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201;-1,468112079
0,846564819;0,046607735;0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399;-0,708164201
1,321966056;0,846564819;0,046607735;0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405;2,411262399
1,015682732;1,321966056;0,846564819;0,046607735;0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945;2,763425405
1,555474251;1,015682732;1,321966056;0,846564819;0,046607735;0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393;0,792249945
1,381697691;1,555474251;1,015682732;1,321966056;0,846564819;0,046607735;0,86842096;1,456294452;0,961657523;0,506988217;-0,160972393
-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056;0,846564819;0,046607735;0,86842096;1,456294452;0,961657523;0,506988217
0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056;0,846564819;0,046607735;0,86842096;1,456294452;0,961657523
1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056;0,846564819;0,046607735;0,86842096;1,456294452
-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056;0,846564819;0,046607735;0,86842096
-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056;0,846564819;0,046607735
0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056;0,846564819
0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732;1,321966056
-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251;1,015682732
-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691;1,555474251
-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033;1,381697691
0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361;-0,160966033
2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469;0,117345361
0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649;1,173262469
-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835;-0,098783649
0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634;-0,836083835
1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314;0,020506634
-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242;0,108424314
-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676;-0,647563242
0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198;-1,622716676
1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766;-1,772971198
-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114;0,488806766
-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754;2,403376114
1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519;0,649491754
1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239;-0,818626519
-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558;0,733822239
-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947;1,231749558
0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281;-0,062210947
-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726;-1,06496281
-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747;0,078308726
-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238;1,022095747
0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265;-0,138907238
0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183;-0,398495265
0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433;1,129314183
0,624225771;0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934;1,958344433
0,048690937;0,624225771;0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233;-0,451891934
-0,403120383;0,048690937;0,624225771;0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715;-1,625574233
-0,088633739;-0,403120383;0,048690937;0,624225771;0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041;0,037936715
-0,573370313;-0,088633739;-0,403120383;0,048690937;0,624225771;0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952;-0,133211041
-1,125314915;-0,573370313;-0,088633739;-0,403120383;0,048690937;0,624225771;0,07826047;0,130752216;0,329021905;-1,039728432;-1,537123952
