"YS"
1,745113522
4,036215615
-1,79733263
-8,047444481
-0,710641426
7,044633146
2,146125914
-2,855559083
-0,818989218
1,74490983
0,328477439
-1,542900732
2,678635567
8,627578587
-0,096008929
-13,30788108
-4,187630598
9,637528143
4,424782755
-2,358173848
-0,37965102
1,123407256
-1,064718019
-2,370237687
-0,387388383
1,740415344
-0,750207162
-4,202877101
0,559561203
4,499187029
-0,532728135
-3,321729082
-0,147213567
1,130804154
-1,348776333
-2,278303064
-0,225446659
1,245921889
-1,477875607
-5,202650587
-0,628639848
4,213114984
-0,341049266
-4,380210648
-1,492951093
1,548254561
0,208338531
-1,499696074
0,654522038
3,544685127
-0,232629856
-5,541994154
-0,281027317
4,841182962
0,465223456
-3,865229206
-2,766493797
0,314859377
0,963561962
-0,168924126
1,061211187
1,873410181
-1,454965599
-3,852366443
-0,460051783
2,633903416
1,510304057
-0,412482492
-0,98899315
-0,244167024
-0,050009294
-1,042283186
-0,932213588
-0,813184688
-1,988137425
-2,417365093
0,32008798
1,776535455
-0,635068896
-2,517858699
-0,327436047
2,767016092
1,7264026
0,294392573
1,019153257
0,060216204
-0,996406518
0,458944183
1,880384711
1,789255991
0,900359076
0,079928077
0,284868592
1,049086606
0,637110313
-0,160186728
1,229030621
2,389462707
1,14862768
0,207265189
1,22578738
2,086973707
0,288160477
-1,471136501
0,574809379
3,295692374
1,112062089
-1,854679741
-0,763431515
1,114561157
1,469395093
0,976898587
0,918782965
1,445263135
1,250268675
-0,399969418
-0,394822696
2,407227771
3,486213511
2,069240927
1,030035989
0,357320649
-0,725054863
-1,098066291
0,913081106
2,25726525
0,564999637
0,200293012
2,224673974
3,188055722
1,703784557
0,136745768
1,069736345
2,189928207
0,684086981
0,745157528
4,176988422
3,029822047
-1,468112079
-0,708164201
2,411262399
2,763425405
0,792249945
-0,160972393
0,506988217
0,961657523
1,456294452
0,86842096
0,046607735
0,846564819
1,321966056
1,015682732
1,555474251
1,381697691
-0,160966033
0,117345361
1,173262469
-0,098783649
-0,836083835
0,020506634
0,108424314
-0,647563242
-1,622716676
-1,772971198
0,488806766
2,403376114
0,649491754
-0,818626519
0,733822239
1,231749558
-0,062210947
-1,06496281
0,078308726
1,022095747
-0,138907238
-0,398495265
1,129314183
1,958344433
-0,451891934
-1,625574233
0,037936715
-0,133211041
-1,537123952
-1,039728432
0,329021905
0,130752216
0,07826047
0,624225771
0,048690937
-0,403120383
-0,088633739
-0,573370313
-1,125314915
0,061096546
1,09071252
0,509564588
0,064431851
0,414551355
-0,377603489
-1,296929035
-0,405073519
0,134224484
-0,420419819
0,580554154
1,204103479
-0,295656808
-1,042342683
-0,089540367
0,075417268
-1,144144245
-0,562135287
0,072545422
-0,371451809
0,718116134
0,588671358
-0,793262527
-0,839052906
-0,417689933
-0,306451493
-0,563683002
-0,735381189
-0,093732524
0,675760368
0,159732026
-0,565165916
-0,584515759
-0,674283809
-0,494125362
-0,038780605
0,121007356
0,375661357
0,243443513
-0,285968733
-0,57364274
-0,613313457
-0,971787496
-0,533479283
0,240200501
-0,511250978
-0,533315534
0,202821622
-0,041185525
-0,413283265
-0,20152605
-0,056032476
-0,48884386
-0,279728891
0,118001489
0,056824635
-0,193842001
-0,248566128
-0,172649261
-0,335897386
-0,449580406
-0,509354527
-0,491349567
-0,030499792
0,439855222
-0,289340252
-0,927083482
-0,16571775
0,065420255
-0,567235384
-0,347976034
0,117666324
-0,237689993
-0,257330998
-0,059141945
-0,514628783
-0,511143958
-0,06108411
-0,733987837
-0,222298072
0,649305156
-0,416608605
-0,245854856
0,097790248
-1,292019922
-0,511998715
1,28017466
-0,091565486
-0,912841805
0,159168194
0,09468691
0,385350293
0,570052804
-0,236439366
-0,788291259
-0,389007114
0,824276568
0,819226587
-1,162655887
-0,759749764
1,3014768
0,705640624
-0,46755743
0,46346691
0,053817988
-0,868491432
0,053226093
1,146071313
0,205149453
-0,554226282
0,211422437
0,325448042
0,284597667
0,702712927
-0,612710637
-1,349181732
0,273458443
0,912760726
0,27735046
-0,503964585
-0,398365481
1,085066281
1,411833445
-0,243965113
-0,150184908
1,0822453
0,436437436
-0,483092516
-0,271726044
0,241234128
0,312966156
0,421335848
0,877349579
0,20717138
-0,794237858
-0,218075483
0,634357667
0,365984649
0,064930716
0,871055422
0,767514675
-0,423172407
-0,56116509
0,209766193
-0,088820078
-0,749049079
-0,364637668
0,026021247
-0,239267073
-0,613639987
-1,002774034
-0,173284571
0,853756306
-0,157285204
-1,459466099
-1,062263519
-0,380877783
-0,565145374
-0,806149163
-1,252509679
-1,852602239
-1,83445195
-0,388944812
1,069240386
-1,627007907
-3,644370665
-0,886865788
0,926861323
-1,00740242
-1,604153724
-0,278130331
0,003894221
-0,511520464
-0,228665889
-0,105268958
-1,004810519
-1,584437514
-1,224116063
-0,442383516
0,11772175
0,359554147
-0,286302609
-0,507900454
0,905819235
1,366312296
0,692393352
0,228585417
0,234438291
0,614260208
1,213119654
0,748521093
0,834091675
1,64029668
1,529064368
0,961262172
1,472425532
2,389341516
1,537560904
0,487964196
1,816179394
1,717782127
0,314143307
0,742222816
1,42567766
0,527860052
0,199025847
1,099860633
1,137139693
0,615016595
-0,043640056
0,098522168
0,462338711
0,849300666
0,324016504
-0,08343423
0,749207923
1,189181348
0,847981835
0,563553069
0,829002136
0,828824441
0,552866098
0,954164655
2,071090218
1,688673842
-0,018760524
0,526292114
1,570119976
0,812455223
0,445082607
0,983599324
-0,033634742
-0,823667809
0,647383993
1,026074805
-0,484236131
-0,82331065
-0,106451987
0,157125162
0,498217917
0,011346788
-1,133099316
-0,981792529
-0,001617265
0,344333759
-0,66721128
-0,989465321
0,083992166
0,468534748
-0,798219087
-1,411288287
-0,495964165
-0,271183042
-1,563471895
-1,805554384
-0,830695928
-0,14952571
-0,736808517
-0,969122071
-0,027784962
-0,030821076
-1,47143718
-1,039027648
0,544575847
0,21033933
-0,752626299
-0,438558798
-0,418925774
-0,780082395
-0,632184017
-0,392794309
-1,028256268
-1,227544044
-0,403446434
-1,167717293
-2,140838381
-0,583727984
0,456817374
0,20662298
-0,454528294
-1,30522331
-1,289907231
-0,537986468
-0,772778545
-1,0954695
-0,781252866
-0,486095415
-0,483242926
-0,861839739
-0,322755591
-0,090898663
-0,949434892
-0,63361149
-0,061210659
-0,641182058
-0,778578761
-0,146574203
-0,407124756
-0,343050315
-0,247837813
-1,244733843
-1,001265775
0,025204662
-0,031259169
-0,444926575
-1,034527414
-0,609058486
0,361259334
-0,026714413
-1,107596438
-0,568247953
0,871392073
-0,130791638
-1,348766725
-0,718424449
0,151075246
0,204038898
-0,427775681
-0,666339562
0,009891015
-0,094350051
-0,602722322
-0,289523706
-0,442474591
-0,515401447
0,666241977
0,616400687
-0,957217851
-0,779479278
0,734034388
0,0446065
-1,132273762
-0,330536126
0,195415018
-0,246194671
-0,560291567
-0,79109301
-1,054653924
-0,030434202
1,189454214
-0,890933219
-2,170002912
-0,078104009
0,715320155
-1,08491165
-1,568916445
0,260574033
0,076579376
-0,790412419
-1,270271014
-3,328607138
-0,679010426
