"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
-1,701;-1,808;-1,114;-0,699;-0,375;-0,977;-0,888;-1,281;-1,076;-1,267;-0,848;-0,616
-1,213;-1,701;-1,808;-1,114;-0,699;-0,375;-0,977;-0,888;-1,281;-1,076;-1,267;-0,848
-1,159;-1,213;-1,701;-1,808;-1,114;-0,699;-0,375;-0,977;-0,888;-1,281;-1,076;-1,267
-1,098;-1,159;-1,213;-1,701;-1,808;-1,114;-0,699;-0,375;-0,977;-0,888;-1,281;-1,076
-0,838;-1,098;-1,159;-1,213;-1,701;-1,808;-1,114;-0,699;-0,375;-0,977;-0,888;-1,281
-0,406;-0,838;-1,098;-1,159;-1,213;-1,701;-1,808;-1,114;-0,699;-0,375;-0,977;-0,888
0,237;-0,406;-0,838;-1,098;-1,159;-1,213;-1,701;-1,808;-1,114;-0,699;-0,375;-0,977
0,505;0,237;-0,406;-0,838;-1,098;-1,159;-1,213;-1,701;-1,808;-1,114;-0,699;-0,375
0,695;0,505;0,237;-0,406;-0,838;-1,098;-1,159;-1,213;-1,701;-1,808;-1,114;-0,699
0,563;0,695;0,505;0,237;-0,406;-0,838;-1,098;-1,159;-1,213;-1,701;-1,808;-1,114
0,394;0,563;0,695;0,505;0,237;-0,406;-0,838;-1,098;-1,159;-1,213;-1,701;-1,808
0,344;0,394;0,563;0,695;0,505;0,237;-0,406;-0,838;-1,098;-1,159;-1,213;-1,701
0,139;0,344;0,394;0,563;0,695;0,505;0,237;-0,406;-0,838;-1,098;-1,159;-1,213
-0,059;0,139;0,344;0,394;0,563;0,695;0,505;0,237;-0,406;-0,838;-1,098;-1,159
-0,05;-0,059;0,139;0,344;0,394;0,563;0,695;0,505;0,237;-0,406;-0,838;-1,098
-0,066;-0,05;-0,059;0,139;0,344;0,394;0,563;0,695;0,505;0,237;-0,406;-0,838
0,22;-0,066;-0,05;-0,059;0,139;0,344;0,394;0,563;0,695;0,505;0,237;-0,406
0,061;0,22;-0,066;-0,05;-0,059;0,139;0,344;0,394;0,563;0,695;0,505;0,237
-0,284;0,061;0,22;-0,066;-0,05;-0,059;0,139;0,344;0,394;0,563;0,695;0,505
-0,365;-0,284;0,061;0,22;-0,066;-0,05;-0,059;0,139;0,344;0,394;0,563;0,695
-0,044;-0,365;-0,284;0,061;0,22;-0,066;-0,05;-0,059;0,139;0,344;0,394;0,563
0,808;-0,044;-0,365;-0,284;0,061;0,22;-0,066;-0,05;-0,059;0,139;0,344;0,394
1,081;0,808;-0,044;-0,365;-0,284;0,061;0,22;-0,066;-0,05;-0,059;0,139;0,344
1,095;1,081;0,808;-0,044;-0,365;-0,284;0,061;0,22;-0,066;-0,05;-0,059;0,139
0,762;1,095;1,081;0,808;-0,044;-0,365;-0,284;0,061;0,22;-0,066;-0,05;-0,059
0,523;0,762;1,095;1,081;0,808;-0,044;-0,365;-0,284;0,061;0,22;-0,066;-0,05
0,277;0,523;0,762;1,095;1,081;0,808;-0,044;-0,365;-0,284;0,061;0,22;-0,066
-0,018;0,277;0,523;0,762;1,095;1,081;0,808;-0,044;-0,365;-0,284;0,061;0,22
-0,24;-0,018;0,277;0,523;0,762;1,095;1,081;0,808;-0,044;-0,365;-0,284;0,061
-0,342;-0,24;-0,018;0,277;0,523;0,762;1,095;1,081;0,808;-0,044;-0,365;-0,284
-0,228;-0,342;-0,24;-0,018;0,277;0,523;0,762;1,095;1,081;0,808;-0,044;-0,365
0,014;-0,228;-0,342;-0,24;-0,018;0,277;0,523;0,762;1,095;1,081;0,808;-0,044
0,696;0,014;-0,228;-0,342;-0,24;-0,018;0,277;0,523;0,762;1,095;1,081;0,808
1,229;0,696;0,014;-0,228;-0,342;-0,24;-0,018;0,277;0,523;0,762;1,095;1,081
1,499;1,229;0,696;0,014;-0,228;-0,342;-0,24;-0,018;0,277;0,523;0,762;1,095
1,439;1,499;1,229;0,696;0,014;-0,228;-0,342;-0,24;-0,018;0,277;0,523;0,762
1,274;1,439;1,499;1,229;0,696;0,014;-0,228;-0,342;-0,24;-0,018;0,277;0,523
1,301;1,274;1,439;1,499;1,229;0,696;0,014;-0,228;-0,342;-0,24;-0,018;0,277
1,229;1,301;1,274;1,439;1,499;1,229;0,696;0,014;-0,228;-0,342;-0,24;-0,018
1,126;1,229;1,301;1,274;1,439;1,499;1,229;0,696;0,014;-0,228;-0,342;-0,24
0,846;1,126;1,229;1,301;1,274;1,439;1,499;1,229;0,696;0,014;-0,228;-0,342
0,592;0,846;1,126;1,229;1,301;1,274;1,439;1,499;1,229;0,696;0,014;-0,228
0,927;0,592;0,846;1,126;1,229;1,301;1,274;1,439;1,499;1,229;0,696;0,014
1,702;0,927;0,592;0,846;1,126;1,229;1,301;1,274;1,439;1,499;1,229;0,696
2,683;1,702;0,927;0,592;0,846;1,126;1,229;1,301;1,274;1,439;1,499;1,229
2,855;2,683;1,702;0,927;0,592;0,846;1,126;1,229;1,301;1,274;1,439;1,499
2,506;2,855;2,683;1,702;0,927;0,592;0,846;1,126;1,229;1,301;1,274;1,439
2,346;2,506;2,855;2,683;1,702;0,927;0,592;0,846;1,126;1,229;1,301;1,274
2,322;2,346;2,506;2,855;2,683;1,702;0,927;0,592;0,846;1,126;1,229;1,301
2,115;2,322;2,346;2,506;2,855;2,683;1,702;0,927;0,592;0,846;1,126;1,229
1,531;2,115;2,322;2,346;2,506;2,855;2,683;1,702;0,927;0,592;0,846;1,126
1,112;1,531;2,115;2,322;2,346;2,506;2,855;2,683;1,702;0,927;0,592;0,846
1,297;1,112;1,531;2,115;2,322;2,346;2,506;2,855;2,683;1,702;0,927;0,592
1,028;1,297;1,112;1,531;2,115;2,322;2,346;2,506;2,855;2,683;1,702;0,927
0,984;1,028;1,297;1,112;1,531;2,115;2,322;2,346;2,506;2,855;2,683;1,702
0,645;0,984;1,028;1,297;1,112;1,531;2,115;2,322;2,346;2,506;2,855;2,683
0,943;0,645;0,984;1,028;1,297;1,112;1,531;2,115;2,322;2,346;2,506;2,855
1,295;0,943;0,645;0,984;1,028;1,297;1,112;1,531;2,115;2,322;2,346;2,506
1,673;1,295;0,943;0,645;0,984;1,028;1,297;1,112;1,531;2,115;2,322;2,346
1,885;1,673;1,295;0,943;0,645;0,984;1,028;1,297;1,112;1,531;2,115;2,322
1,583;1,885;1,673;1,295;0,943;0,645;0,984;1,028;1,297;1,112;1,531;2,115
1,134;1,583;1,885;1,673;1,295;0,943;0,645;0,984;1,028;1,297;1,112;1,531
0,608;1,134;1,583;1,885;1,673;1,295;0,943;0,645;0,984;1,028;1,297;1,112
0,371;0,608;1,134;1,583;1,885;1,673;1,295;0,943;0,645;0,984;1,028;1,297
0,369;0,371;0,608;1,134;1,583;1,885;1,673;1,295;0,943;0,645;0,984;1,028
0,235;0,369;0,371;0,608;1,134;1,583;1,885;1,673;1,295;0,943;0,645;0,984
0,486;0,235;0,369;0,371;0,608;1,134;1,583;1,885;1,673;1,295;0,943;0,645
0,544;0,486;0,235;0,369;0,371;0,608;1,134;1,583;1,885;1,673;1,295;0,943
0,766;0,544;0,486;0,235;0,369;0,371;0,608;1,134;1,583;1,885;1,673;1,295
1,021;0,766;0,544;0,486;0,235;0,369;0,371;0,608;1,134;1,583;1,885;1,673
1,282;1,021;0,766;0,544;0,486;0,235;0,369;0,371;0,608;1,134;1,583;1,885
1,482;1,282;1,021;0,766;0,544;0,486;0,235;0,369;0,371;0,608;1,134;1,583
1,286;1,482;1,282;1,021;0,766;0,544;0,486;0,235;0,369;0,371;0,608;1,134
0,833;1,286;1,482;1,282;1,021;0,766;0,544;0,486;0,235;0,369;0,371;0,608
0,468;0,833;1,286;1,482;1,282;1,021;0,766;0,544;0,486;0,235;0,369;0,371
0,169;0,468;0,833;1,286;1,482;1,282;1,021;0,766;0,544;0,486;0,235;0,369
0,097;0,169;0,468;0,833;1,286;1,482;1,282;1,021;0,766;0,544;0,486;0,235
0,029;0,097;0,169;0,468;0,833;1,286;1,482;1,282;1,021;0,766;0,544;0,486
0,073;0,029;0,097;0,169;0,468;0,833;1,286;1,482;1,282;1,021;0,766;0,544
0,318;0,073;0,029;0,097;0,169;0,468;0,833;1,286;1,482;1,282;1,021;0,766
0,319;0,318;0,073;0,029;0,097;0,169;0,468;0,833;1,286;1,482;1,282;1,021
0,383;0,319;0,318;0,073;0,029;0,097;0,169;0,468;0,833;1,286;1,482;1,282
0,466;0,383;0,319;0,318;0,073;0,029;0,097;0,169;0,468;0,833;1,286;1,482
0,732;0,466;0,383;0,319;0,318;0,073;0,029;0,097;0,169;0,468;0,833;1,286
0,815;0,732;0,466;0,383;0,319;0,318;0,073;0,029;0,097;0,169;0,468;0,833
0,481;0,815;0,732;0,466;0,383;0,319;0,318;0,073;0,029;0,097;0,169;0,468
-0,036;0,481;0,815;0,732;0,466;0,383;0,319;0,318;0,073;0,029;0,097;0,169
-0,502;-0,036;0,481;0,815;0,732;0,466;0,383;0,319;0,318;0,073;0,029;0,097
-0,797;-0,502;-0,036;0,481;0,815;0,732;0,466;0,383;0,319;0,318;0,073;0,029
-1,215;-0,797;-0,502;-0,036;0,481;0,815;0,732;0,466;0,383;0,319;0,318;0,073
-1,4;-1,215;-0,797;-0,502;-0,036;0,481;0,815;0,732;0,466;0,383;0,319;0,318
-1,191;-1,4;-1,215;-0,797;-0,502;-0,036;0,481;0,815;0,732;0,466;0,383;0,319
-0,358;-1,191;-1,4;-1,215;-0,797;-0,502;-0,036;0,481;0,815;0,732;0,466;0,383
0,111;-0,358;-1,191;-1,4;-1,215;-0,797;-0,502;-0,036;0,481;0,815;0,732;0,466
0,05;0,111;-0,358;-1,191;-1,4;-1,215;-0,797;-0,502;-0,036;0,481;0,815;0,732
-0,242;0,05;0,111;-0,358;-1,191;-1,4;-1,215;-0,797;-0,502;-0,036;0,481;0,815
-1,117;-0,242;0,05;0,111;-0,358;-1,191;-1,4;-1,215;-0,797;-0,502;-0,036;0,481
-1,881;-1,117;-0,242;0,05;0,111;-0,358;-1,191;-1,4;-1,215;-0,797;-0,502;-0,036
-2,684;-1,881;-1,117;-0,242;0,05;0,111;-0,358;-1,191;-1,4;-1,215;-0,797;-0,502
-2,737;-2,684;-1,881;-1,117;-0,242;0,05;0,111;-0,358;-1,191;-1,4;-1,215;-0,797
-2,431;-2,737;-2,684;-1,881;-1,117;-0,242;0,05;0,111;-0,358;-1,191;-1,4;-1,215
-2,408;-2,431;-2,737;-2,684;-1,881;-1,117;-0,242;0,05;0,111;-0,358;-1,191;-1,4
-2,016;-2,408;-2,431;-2,737;-2,684;-1,881;-1,117;-0,242;0,05;0,111;-0,358;-1,191
-1,552;-2,016;-2,408;-2,431;-2,737;-2,684;-1,881;-1,117;-0,242;0,05;0,111;-0,358
-0,538;-1,552;-2,016;-2,408;-2,431;-2,737;-2,684;-1,881;-1,117;-0,242;0,05;0,111
0,075;-0,538;-1,552;-2,016;-2,408;-2,431;-2,737;-2,684;-1,881;-1,117;-0,242;0,05
0,709;0,075;-0,538;-1,552;-2,016;-2,408;-2,431;-2,737;-2,684;-1,881;-1,117;-0,242
0,838;0,709;0,075;-0,538;-1,552;-2,016;-2,408;-2,431;-2,737;-2,684;-1,881;-1,117
0,524;0,838;0,709;0,075;-0,538;-1,552;-2,016;-2,408;-2,431;-2,737;-2,684;-1,881
-0,312;0,524;0,838;0,709;0,075;-0,538;-1,552;-2,016;-2,408;-2,431;-2,737;-2,684
-1,062;-0,312;0,524;0,838;0,709;0,075;-0,538;-1,552;-2,016;-2,408;-2,431;-2,737
-1,489;-1,062;-0,312;0,524;0,838;0,709;0,075;-0,538;-1,552;-2,016;-2,408;-2,431
-1,616;-1,489;-1,062;-0,312;0,524;0,838;0,709;0,075;-0,538;-1,552;-2,016;-2,408
-1,376;-1,616;-1,489;-1,062;-0,312;0,524;0,838;0,709;0,075;-0,538;-1,552;-2,016
-1,131;-1,376;-1,616;-1,489;-1,062;-0,312;0,524;0,838;0,709;0,075;-0,538;-1,552
-0,668;-1,131;-1,376;-1,616;-1,489;-1,062;-0,312;0,524;0,838;0,709;0,075;-0,538
-0,263;-0,668;-1,131;-1,376;-1,616;-1,489;-1,062;-0,312;0,524;0,838;0,709;0,075
0,333;-0,263;-0,668;-1,131;-1,376;-1,616;-1,489;-1,062;-0,312;0,524;0,838;0,709
0,454;0,333;-0,263;-0,668;-1,131;-1,376;-1,616;-1,489;-1,062;-0,312;0,524;0,838
0,187;0,454;0,333;-0,263;-0,668;-1,131;-1,376;-1,616;-1,489;-1,062;-0,312;0,524
-0,206;0,187;0,454;0,333;-0,263;-0,668;-1,131;-1,376;-1,616;-1,489;-1,062;-0,312
-0,594;-0,206;0,187;0,454;0,333;-0,263;-0,668;-1,131;-1,376;-1,616;-1,489;-1,062
-0,799;-0,594;-0,206;0,187;0,454;0,333;-0,263;-0,668;-1,131;-1,376;-1,616;-1,489
-0,912;-0,799;-0,594;-0,206;0,187;0,454;0,333;-0,263;-0,668;-1,131;-1,376;-1,616
-0,937;-0,912;-0,799;-0,594;-0,206;0,187;0,454;0,333;-0,263;-0,668;-1,131;-1,376
-0,878;-0,937;-0,912;-0,799;-0,594;-0,206;0,187;0,454;0,333;-0,263;-0,668;-1,131
-0,896;-0,878;-0,937;-0,912;-0,799;-0,594;-0,206;0,187;0,454;0,333;-0,263;-0,668
-0,704;-0,896;-0,878;-0,937;-0,912;-0,799;-0,594;-0,206;0,187;0,454;0,333;-0,263
-0,272;-0,704;-0,896;-0,878;-0,937;-0,912;-0,799;-0,594;-0,206;0,187;0,454;0,333
0,139;-0,272;-0,704;-0,896;-0,878;-0,937;-0,912;-0,799;-0,594;-0,206;0,187;0,454
0,865;0,139;-0,272;-0,704;-0,896;-0,878;-0,937;-0,912;-0,799;-0,594;-0,206;0,187
1,081;0,865;0,139;-0,272;-0,704;-0,896;-0,878;-0,937;-0,912;-0,799;-0,594;-0,206
1,052;1,081;0,865;0,139;-0,272;-0,704;-0,896;-0,878;-0,937;-0,912;-0,799;-0,594
0,439;1,052;1,081;0,865;0,139;-0,272;-0,704;-0,896;-0,878;-0,937;-0,912;-0,799
-0,223;0,439;1,052;1,081;0,865;0,139;-0,272;-0,704;-0,896;-0,878;-0,937;-0,912
-0,556;-0,223;0,439;1,052;1,081;0,865;0,139;-0,272;-0,704;-0,896;-0,878;-0,937
-0,633;-0,556;-0,223;0,439;1,052;1,081;0,865;0,139;-0,272;-0,704;-0,896;-0,878
-0,21;-0,633;-0,556;-0,223;0,439;1,052;1,081;0,865;0,139;-0,272;-0,704;-0,896
-0,243;-0,21;-0,633;-0,556;-0,223;0,439;1,052;1,081;0,865;0,139;-0,272;-0,704
-0,237;-0,243;-0,21;-0,633;-0,556;-0,223;0,439;1,052;1,081;0,865;0,139;-0,272
0,018;-0,237;-0,243;-0,21;-0,633;-0,556;-0,223;0,439;1,052;1,081;0,865;0,139
0,74;0,018;-0,237;-0,243;-0,21;-0,633;-0,556;-0,223;0,439;1,052;1,081;0,865
1,205;0,74;0,018;-0,237;-0,243;-0,21;-0,633;-0,556;-0,223;0,439;1,052;1,081
1,011;1,205;0,74;0,018;-0,237;-0,243;-0,21;-0,633;-0,556;-0,223;0,439;1,052
0,6;1,011;1,205;0,74;0,018;-0,237;-0,243;-0,21;-0,633;-0,556;-0,223;0,439
0,142;0,6;1,011;1,205;0,74;0,018;-0,237;-0,243;-0,21;-0,633;-0,556;-0,223
-0,208;0,142;0,6;1,011;1,205;0,74;0,018;-0,237;-0,243;-0,21;-0,633;-0,556
-0,655;-0,208;0,142;0,6;1,011;1,205;0,74;0,018;-0,237;-0,243;-0,21;-0,633
-0,751;-0,655;-0,208;0,142;0,6;1,011;1,205;0,74;0,018;-0,237;-0,243;-0,21
-0,803;-0,751;-0,655;-0,208;0,142;0,6;1,011;1,205;0,74;0,018;-0,237;-0,243
-0,664;-0,803;-0,751;-0,655;-0,208;0,142;0,6;1,011;1,205;0,74;0,018;-0,237
-0,562;-0,664;-0,803;-0,751;-0,655;-0,208;0,142;0,6;1,011;1,205;0,74;0,018
-0,196;-0,562;-0,664;-0,803;-0,751;-0,655;-0,208;0,142;0,6;1,011;1,205;0,74
0,27;-0,196;-0,562;-0,664;-0,803;-0,751;-0,655;-0,208;0,142;0,6;1,011;1,205
0,715;0,27;-0,196;-0,562;-0,664;-0,803;-0,751;-0,655;-0,208;0,142;0,6;1,011
0,912;0,715;0,27;-0,196;-0,562;-0,664;-0,803;-0,751;-0,655;-0,208;0,142;0,6
0,747;0,912;0,715;0,27;-0,196;-0,562;-0,664;-0,803;-0,751;-0,655;-0,208;0,142
0,414;0,747;0,912;0,715;0,27;-0,196;-0,562;-0,664;-0,803;-0,751;-0,655;-0,208
-0,157;0,414;0,747;0,912;0,715;0,27;-0,196;-0,562;-0,664;-0,803;-0,751;-0,655
-0,353;-0,157;0,414;0,747;0,912;0,715;0,27;-0,196;-0,562;-0,664;-0,803;-0,751
-0,723;-0,353;-0,157;0,414;0,747;0,912;0,715;0,27;-0,196;-0,562;-0,664;-0,803
-0,779;-0,723;-0,353;-0,157;0,414;0,747;0,912;0,715;0,27;-0,196;-0,562;-0,664
-0,856;-0,779;-0,723;-0,353;-0,157;0,414;0,747;0,912;0,715;0,27;-0,196;-0,562
-0,496;-0,856;-0,779;-0,723;-0,353;-0,157;0,414;0,747;0,912;0,715;0,27;-0,196
0,095;-0,496;-0,856;-0,779;-0,723;-0,353;-0,157;0,414;0,747;0,912;0,715;0,27
0,694;0,095;-0,496;-0,856;-0,779;-0,723;-0,353;-0,157;0,414;0,747;0,912;0,715
1,21;0,694;0,095;-0,496;-0,856;-0,779;-0,723;-0,353;-0,157;0,414;0,747;0,912
1,181;1,21;0,694;0,095;-0,496;-0,856;-0,779;-0,723;-0,353;-0,157;0,414;0,747
0,95;1,181;1,21;0,694;0,095;-0,496;-0,856;-0,779;-0,723;-0,353;-0,157;0,414
0,195;0,95;1,181;1,21;0,694;0,095;-0,496;-0,856;-0,779;-0,723;-0,353;-0,157
-0,427;0,195;0,95;1,181;1,21;0,694;0,095;-0,496;-0,856;-0,779;-0,723;-0,353
-0,868;-0,427;0,195;0,95;1,181;1,21;0,694;0,095;-0,496;-0,856;-0,779;-0,723
-0,848;-0,868;-0,427;0,195;0,95;1,181;1,21;0,694;0,095;-0,496;-0,856;-0,779
-0,541;-0,848;-0,868;-0,427;0,195;0,95;1,181;1,21;0,694;0,095;-0,496;-0,856
-0,407;-0,541;-0,848;-0,868;-0,427;0,195;0,95;1,181;1,21;0,694;0,095;-0,496
0,057;-0,407;-0,541;-0,848;-0,868;-0,427;0,195;0,95;1,181;1,21;0,694;0,095
0,528;0,057;-0,407;-0,541;-0,848;-0,868;-0,427;0,195;0,95;1,181;1,21;0,694
1,348;0,528;0,057;-0,407;-0,541;-0,848;-0,868;-0,427;0,195;0,95;1,181;1,21
1,576;1,348;0,528;0,057;-0,407;-0,541;-0,848;-0,868;-0,427;0,195;0,95;1,181
1,644;1,576;1,348;0,528;0,057;-0,407;-0,541;-0,848;-0,868;-0,427;0,195;0,95
1,235;1,644;1,576;1,348;0,528;0,057;-0,407;-0,541;-0,848;-0,868;-0,427;0,195
0,681;1,235;1,644;1,576;1,348;0,528;0,057;-0,407;-0,541;-0,848;-0,868;-0,427
0,207;0,681;1,235;1,644;1,576;1,348;0,528;0,057;-0,407;-0,541;-0,848;-0,868
0,182;0,207;0,681;1,235;1,644;1,576;1,348;0,528;0,057;-0,407;-0,541;-0,848
0,51;0,182;0,207;0,681;1,235;1,644;1,576;1,348;0,528;0,057;-0,407;-0,541
0,84;0,51;0,182;0,207;0,681;1,235;1,644;1,576;1,348;0,528;0,057;-0,407
0,878;0,84;0,51;0,182;0,207;0,681;1,235;1,644;1,576;1,348;0,528;0,057
1,164;0,878;0,84;0,51;0,182;0,207;0,681;1,235;1,644;1,576;1,348;0,528
1,5;1,164;0,878;0,84;0,51;0,182;0,207;0,681;1,235;1,644;1,576;1,348
1,987;1,5;1,164;0,878;0,84;0,51;0,182;0,207;0,681;1,235;1,644;1,576
2,426;1,987;1,5;1,164;0,878;0,84;0,51;0,182;0,207;0,681;1,235;1,644
2,265;2,426;1,987;1,5;1,164;0,878;0,84;0,51;0,182;0,207;0,681;1,235
1,947;2,265;2,426;1,987;1,5;1,164;0,878;0,84;0,51;0,182;0,207;0,681
1,386;1,947;2,265;2,426;1,987;1,5;1,164;0,878;0,84;0,51;0,182;0,207
0,949;1,386;1,947;2,265;2,426;1,987;1,5;1,164;0,878;0,84;0,51;0,182
0,697;0,949;1,386;1,947;2,265;2,426;1,987;1,5;1,164;0,878;0,84;0,51
0,428;0,697;0,949;1,386;1,947;2,265;2,426;1,987;1,5;1,164;0,878;0,84
0,527;0,428;0,697;0,949;1,386;1,947;2,265;2,426;1,987;1,5;1,164;0,878
0,66;0,527;0,428;0,697;0,949;1,386;1,947;2,265;2,426;1,987;1,5;1,164
1,093;0,66;0,527;0,428;0,697;0,949;1,386;1,947;2,265;2,426;1,987;1,5
1,339;1,093;0,66;0,527;0,428;0,697;0,949;1,386;1,947;2,265;2,426;1,987
1,906;1,339;1,093;0,66;0,527;0,428;0,697;0,949;1,386;1,947;2,265;2,426
2,321;1,906;1,339;1,093;0,66;0,527;0,428;0,697;0,949;1,386;1,947;2,265
2,516;2,321;1,906;1,339;1,093;0,66;0,527;0,428;0,697;0,949;1,386;1,947
2,148;2,516;2,321;1,906;1,339;1,093;0,66;0,527;0,428;0,697;0,949;1,386
1,287;2,148;2,516;2,321;1,906;1,339;1,093;0,66;0,527;0,428;0,697;0,949
0,965;1,287;2,148;2,516;2,321;1,906;1,339;1,093;0,66;0,527;0,428;0,697
0,654;0,965;1,287;2,148;2,516;2,321;1,906;1,339;1,093;0,66;0,527;0,428
0,665;0,654;0,965;1,287;2,148;2,516;2,321;1,906;1,339;1,093;0,66;0,527
0,576;0,665;0,654;0,965;1,287;2,148;2,516;2,321;1,906;1,339;1,093;0,66
0,601;0,576;0,665;0,654;0,965;1,287;2,148;2,516;2,321;1,906;1,339;1,093
0,893;0,601;0,576;0,665;0,654;0,965;1,287;2,148;2,516;2,321;1,906;1,339
1,85;0,893;0,601;0,576;0,665;0,654;0,965;1,287;2,148;2,516;2,321;1,906
2,636;1,85;0,893;0,601;0,576;0,665;0,654;0,965;1,287;2,148;2,516;2,321
2,947;2,636;1,85;0,893;0,601;0,576;0,665;0,654;0,965;1,287;2,148;2,516
2,383;2,947;2,636;1,85;0,893;0,601;0,576;0,665;0,654;0,965;1,287;2,148
2,101;2,383;2,947;2,636;1,85;0,893;0,601;0,576;0,665;0,654;0,965;1,287
1,478;2,101;2,383;2,947;2,636;1,85;0,893;0,601;0,576;0,665;0,654;0,965
1,321;1,478;2,101;2,383;2,947;2,636;1,85;0,893;0,601;0,576;0,665;0,654
0,942;1,321;1,478;2,101;2,383;2,947;2,636;1,85;0,893;0,601;0,576;0,665
1,105;0,942;1,321;1,478;2,101;2,383;2,947;2,636;1,85;0,893;0,601;0,576
0,593;1,105;0,942;1,321;1,478;2,101;2,383;2,947;2,636;1,85;0,893;0,601
0,448;0,593;1,105;0,942;1,321;1,478;2,101;2,383;2,947;2,636;1,85;0,893
0,815;0,448;0,593;1,105;0,942;1,321;1,478;2,101;2,383;2,947;2,636;1,85
1,507;0,815;0,448;0,593;1,105;0,942;1,321;1,478;2,101;2,383;2,947;2,636
1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321;1,478;2,101;2,383;2,947
1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321;1,478;2,101;2,383
2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321;1,478;2,101
2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321;1,478
2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321
1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942
0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105
0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593
0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448
0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815
1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507
1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863
2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959
3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236
3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321
2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304
1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266
1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792
1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329
0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732
0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775
0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074
0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498
1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503
2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058
3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275
2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667
2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953
1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404
1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062
1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936
1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701
1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506
1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708
2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691
3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729
3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161
3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851
3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344
3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906
2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78
1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587
1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486
1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228
1,853;1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508
