"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11";"MEU1";"MEU1_L1";"MEU1_L2";"MEU1_L3";"MEU1_L4";"MEU1_L5";"MEU1_L6";"MEU1_L7";"MEU1_L8";"MEU1_L9";"MEU1_L10";"MEU1_L11";"MEU3";"MEU3_L1";"MEU3_L2";"MEU3_L3";"MEU3_L4";"MEU3_L5";"MEU3_L6";"MEU3_L7";"MEU3_L8";"MEU3_L9";"MEU3_L10";"MEU3_L11";"MEU12";"MEU12_L1";"MEU12_L2";"MEU12_L3";"MEU12_L4";"MEU12_L5";"MEU12_L6";"MEU12_L7";"MEU12_L8";"MEU12_L9";"MEU12_L10";"MEU12_L11";"FEU1";"FEU1_L1";"FEU1_L2";"FEU1_L3";"FEU1_L4";"FEU1_L5";"FEU1_L6";"FEU1_L7";"FEU1_L8";"FEU1_L9";"FEU1_L10";"FEU1_L11";"FEU3";"FEU3_L1";"FEU3_L2";"FEU3_L3";"FEU3_L4";"FEU3_L5";"FEU3_L6";"FEU3_L7";"FEU3_L8";"FEU3_L9";"FEU3_L10";"FEU3_L11";"FEU12";"FEU12_L1";"FEU12_L2";"FEU12_L3";"FEU12_L4";"FEU12_L5";"FEU12_L6";"FEU12_L7";"FEU12_L8";"FEU12_L9";"FEU12_L10";"FEU12_L11"
-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;-2,898;-2,463;-1,994;-1,59;-1,108;-0,676;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;2,842159959;3,532303945;3,84990792;4,162592142;4,683998807;4,159143715;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-1,733117909;-1,851425492;-2,381687996;-2,683715649;-3,228808658;-3,601990558;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;-3,682993543;-3,737591958;-4,119792379;-4,460484225;-4,720387756;-5,0836001;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;1,781611032;1,34222198;1,725131437;1,549510206;0,959766785;0,815644249;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;4,098816507;3,904019207;3,826579777;3,773728065;3,91574772;3,719183276;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;2,214908748;2,002902911;2,111378444;1,896784716;1,588800884;0,869712777;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;1,551944088;1,291717673;1,136708283;1,180172836;1,367948095;1,125539201;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;1,41160815;1,042350792;0,871883936;0,708662553;0,626527588;0,742828009;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;10,88618716;10,801365463;10,690161585;10,54760135;10,367668715;10,157862715;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;12,947367628;12,849787127;12,724378439;12,55947915;12,351856536;12,114351232;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;13,598501064;13,529582908;13,444252727;13,331501261;13,190303925;13,029692061;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;12,141515624;12,300602393;12,470201582;12,570195504;12,613800349;12,571447613;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;12,402048526;12,516673604;12,637434117;12,708615135;12,737915838;12,7039535;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272;12,168116734;12,194450329;12,221369086;12,236089194;12,239778564;12,22686632
-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;-2,898;-2,463;-1,994;-1,59;-1,108;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;2,842159959;3,532303945;3,84990792;4,162592142;4,683998807;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-1,733117909;-1,851425492;-2,381687996;-2,683715649;-3,228808658;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;-3,682993543;-3,737591958;-4,119792379;-4,460484225;-4,720387756;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;1,781611032;1,34222198;1,725131437;1,549510206;0,959766785;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;4,098816507;3,904019207;3,826579777;3,773728065;3,91574772;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;2,214908748;2,002902911;2,111378444;1,896784716;1,588800884;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;1,551944088;1,291717673;1,136708283;1,180172836;1,367948095;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;1,41160815;1,042350792;0,871883936;0,708662553;0,626527588;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;10,88618716;10,801365463;10,690161585;10,54760135;10,367668715;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;12,947367628;12,849787127;12,724378439;12,55947915;12,351856536;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;13,598501064;13,529582908;13,444252727;13,331501261;13,190303925;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;12,141515624;12,300602393;12,470201582;12,570195504;12,613800349;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;12,402048526;12,516673604;12,637434117;12,708615135;12,737915838;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272;12,168116734;12,194450329;12,221369086;12,236089194;12,239778564
-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;-2,898;-2,463;-1,994;-1,59;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;2,842159959;3,532303945;3,84990792;4,162592142;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-1,733117909;-1,851425492;-2,381687996;-2,683715649;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;-3,682993543;-3,737591958;-4,119792379;-4,460484225;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;1,781611032;1,34222198;1,725131437;1,549510206;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;4,098816507;3,904019207;3,826579777;3,773728065;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;2,214908748;2,002902911;2,111378444;1,896784716;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;1,551944088;1,291717673;1,136708283;1,180172836;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;1,41160815;1,042350792;0,871883936;0,708662553;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;10,88618716;10,801365463;10,690161585;10,54760135;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;12,947367628;12,849787127;12,724378439;12,55947915;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;13,598501064;13,529582908;13,444252727;13,331501261;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;12,141515624;12,300602393;12,470201582;12,570195504;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;12,402048526;12,516673604;12,637434117;12,708615135;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272;12,168116734;12,194450329;12,221369086;12,236089194
-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;-2,898;-2,463;-1,994;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;2,842159959;3,532303945;3,84990792;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-1,733117909;-1,851425492;-2,381687996;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;-3,682993543;-3,737591958;-4,119792379;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;1,781611032;1,34222198;1,725131437;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;4,098816507;3,904019207;3,826579777;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;2,214908748;2,002902911;2,111378444;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;1,551944088;1,291717673;1,136708283;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;1,41160815;1,042350792;0,871883936;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;10,88618716;10,801365463;10,690161585;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;12,947367628;12,849787127;12,724378439;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;13,598501064;13,529582908;13,444252727;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;12,141515624;12,300602393;12,470201582;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;12,402048526;12,516673604;12,637434117;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272;12,168116734;12,194450329;12,221369086
-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;-2,898;-2,463;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;2,842159959;3,532303945;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-1,733117909;-1,851425492;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;-3,682993543;-3,737591958;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;1,781611032;1,34222198;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;4,098816507;3,904019207;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;2,214908748;2,002902911;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;1,551944088;1,291717673;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;1,41160815;1,042350792;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;10,88618716;10,801365463;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;12,947367628;12,849787127;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;13,598501064;13,529582908;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;12,141515624;12,300602393;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;12,402048526;12,516673604;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272;12,168116734;12,194450329
-2;-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;-2,898;1,620880702;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;2,842159959;-3,612358655;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-1,733117909;-4,163045209;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;-3,682993543;3,066730052;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;1,781611032;5,630197777;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;4,098816507;-0,474390953;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;2,214908748;0,731243375;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;1,551944088;0,079980762;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;1,41160815;10,255318169;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;10,88618716;12,392492152;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;12,947367628;13,445603736;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;13,598501064;10,530884539;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;12,141515624;11,214626993;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;12,402048526;11,847391113;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272;12,168116734
-2,115;-2;-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;-2,909;3,426278083;1,620880702;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;2,415363863;-3,261676883;-3,612358655;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-2,219647583;-3,932448357;-4,163045209;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;-3,874390922;1,502263811;3,066730052;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;2,502844728;5,768753948;5,630197777;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;4,306202276;-1,564192399;-0,474390953;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;2,296192611;0,24562544;0,731243375;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;1,647428819;-0,103463362;0,079980762;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;1,334430089;10,241682132;10,255318169;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;10,954190019;12,378237012;12,392492152;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,025556068;13,43217982;13,445603736;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;13,655348904;10,496264697;10,530884539;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,972457691;11,187614188;11,214626993;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;12,27849862;11,837115883;11,847391113;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648;12,13772272
-2,094;-2,115;-2;-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;-3,017;4,664848822;3,426278083;1,620880702;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;2,745897596;-2,606141244;-3,261676883;-3,612358655;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,585431843;-3,302696116;-3,932448357;-4,163045209;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;-4,105751891;1,108321079;1,502263811;3,066730052;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;2,145969706;5,14977798;5,768753948;5,630197777;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;4,691798917;-1,410728275;-1,564192399;-0,474390953;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;1,898234608;0,143301874;0,24562544;0,731243375;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;1,623065251;-0,290790672;-0,103463362;0,079980762;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;1,409186751;10,237908397;10,241682132;10,255318169;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;10,981462765;12,362610416;12,378237012;12,392492152;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,065949571;13,406959122;13,43217982;13,445603736;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;13,69417523;10,46511958;10,496264697;10,530884539;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,760412797;11,163033289;11,187614188;11,214626993;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;12,123316179;11,828115471;11,837115883;11,847391113;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628;12,098508648
-1,979;-2,094;-2,115;-2;-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;-3,119;5,210879486;4,664848822;3,426278083;1,620880702;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;3,059715463;-2,284143269;-2,606141244;-3,261676883;-3,612358655;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,569702274;-2,684629455;-3,302696116;-3,932448357;-4,163045209;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;-4,14651078;2,346533899;1,108321079;1,502263811;3,066730052;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;1,665562249;4,06175554;5,14977798;5,768753948;5,630197777;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;4,791549355;-0,493148107;-1,410728275;-1,564192399;-0,474390953;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;1,385567341;0,204033748;0,143301874;0,24562544;0,731243375;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;1,240565971;-0,219126076;-0,290790672;-0,103463362;0,079980762;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;0,854046449;10,263575782;10,237908397;10,241682132;10,255318169;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;10,955848433;12,360349674;12,362610416;12,378237012;12,392492152;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,052753127;13,375773266;13,406959122;13,43217982;13,445603736;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;13,704796739;10,447168121;10,46511958;10,496264697;10,530884539;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,506080349;11,148046595;11,163033289;11,187614188;11,214626993;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,937730446;11,821902152;11,828115471;11,837115883;11,847391113;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609;12,050657628
-1,516;-1,979;-2,094;-2,115;-2;-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;-2,851;4,880144289;5,210879486;4,664848822;3,426278083;1,620880702;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;3,006919586;-1,759203294;-2,284143269;-2,606141244;-3,261676883;-3,612358655;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,219270278;-2,059702062;-2,684629455;-3,302696116;-3,932448357;-4,163045209;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;-3,503700126;2,592805012;2,346533899;1,108321079;1,502263811;3,066730052;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;0,263084473;4,763839525;4,06175554;5,14977798;5,768753948;5,630197777;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;4,914693472;-0,02373395;-0,493148107;-1,410728275;-1,564192399;-0,474390953;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;0,823409572;0,059495877;0,204033748;0,143301874;0,24562544;0,731243375;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;1,490155622;-0,227975909;-0,219126076;-0,290790672;-0,103463362;0,079980762;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;0,910288238;10,300469395;10,263575782;10,237908397;10,241682132;10,255318169;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;10,865552914;12,36675588;12,360349674;12,362610416;12,378237012;12,392492152;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;12,973144882;13,343165433;13,375773266;13,406959122;13,43217982;13,445603736;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;13,677767992;10,436387818;10,447168121;10,46511958;10,496264697;10,530884539;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,200010437;11,139640893;11,148046595;11,163033289;11,187614188;11,214626993;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,71787908;11,819204429;11,821902152;11,828115471;11,837115883;11,847391113;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812;11,994584609
-1,73;-1,516;-1,979;-2,094;-2,115;-2;-2,081;-2,106;-2,24;-2,233;-2,505;-2,817;5,543301512;4,880144289;5,210879486;4,664848822;3,426278083;1,620880702;0,157066931;-1,016459313;-1,584137995;-1,022683488;-0,383552348;1,502533185;-1,672577543;-1,759203294;-2,284143269;-2,606141244;-3,261676883;-3,612358655;-3,497162099;-3,302471935;-2,840659874;-2,438966682;-1,989610138;-1,651820022;-2,104350099;-2,059702062;-2,684629455;-3,302696116;-3,932448357;-4,163045209;-4,41260317;-4,214084212;-4,200904576;-3,664743268;-3,276836112;-3,224228092;2,764393323;2,592805012;2,346533899;1,108321079;1,502263811;3,066730052;3,684768956;3,869156586;3,924927098;3,418408014;2,951409946;1,00471072;4,824611392;4,763839525;4,06175554;5,14977798;5,768753948;5,630197777;5,612267004;5,723295007;5,268265326;4,833116127;4,392944296;4,262054291;0,127600156;-0,02373395;-0,493148107;-1,410728275;-1,564192399;-0,474390953;0,080774663;0,776625936;1,183720538;1,820732541;2,355168245;1,378450521;-0,178415317;0,059495877;0,204033748;0,143301874;0,24562544;0,731243375;1,033112501;1,595120669;1,58756161;1,818481396;1,90499443;1,763208932;-0,229439957;-0,227975909;-0,219126076;-0,290790672;-0,103463362;0,079980762;0,281237608;0,58031816;0,613763157;0,776669184;0,887781242;0,938085617;10,302744907;10,300469395;10,263575782;10,237908397;10,241682132;10,255318169;10,28330559;10,325615002;10,40592791;10,493014964;10,58980234;10,72358636;12,352008526;12,36675588;12,360349674;12,362610416;12,378237012;12,392492152;12,41706214;12,456438218;12,530507072;12,613544198;12,705685502;12,837833974;13,307496297;13,343165433;13,375773266;13,406959122;13,43217982;13,445603736;13,459121835;13,475042417;13,502596753;13,531826882;13,564926755;13,621443728;10,412373123;10,436387818;10,447168121;10,46511958;10,496264697;10,530884539;10,52026092;10,502605636;10,514564248;10,610020148;10,746507884;10,943913386;11,122210683;11,139640893;11,148046595;11,163033289;11,187614188;11,214626993;11,208152142;11,196658164;11,207746837;11,279849352;11,382901667;11,530110194;11,815205394;11,819204429;11,821902152;11,828115471;11,837115883;11,847391113;11,848568552;11,848511304;11,854294103;11,875526409;11,904711;11,944928812
