"date";"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11";"MEU1";"MEU1_L1";"MEU1_L2";"MEU1_L3";"MEU1_L4";"MEU1_L5";"MEU1_L6";"MEU1_L7";"MEU1_L8";"MEU1_L9";"MEU1_L10";"MEU1_L11";"MEU3";"MEU3_L1";"MEU3_L2";"MEU3_L3";"MEU3_L4";"MEU3_L5";"MEU3_L6";"MEU3_L7";"MEU3_L8";"MEU3_L9";"MEU3_L10";"MEU3_L11";"MEU12";"MEU12_L1";"MEU12_L2";"MEU12_L3";"MEU12_L4";"MEU12_L5";"MEU12_L6";"MEU12_L7";"MEU12_L8";"MEU12_L9";"MEU12_L10";"MEU12_L11";"FEU1";"FEU1_L1";"FEU1_L2";"FEU1_L3";"FEU1_L4";"FEU1_L5";"FEU1_L6";"FEU1_L7";"FEU1_L8";"FEU1_L9";"FEU1_L10";"FEU1_L11";"FEU3";"FEU3_L1";"FEU3_L2";"FEU3_L3";"FEU3_L4";"FEU3_L5";"FEU3_L6";"FEU3_L7";"FEU3_L8";"FEU3_L9";"FEU3_L10";"FEU3_L11";"FEU12";"FEU12_L1";"FEU12_L2";"FEU12_L3";"FEU12_L4";"FEU12_L5";"FEU12_L6";"FEU12_L7";"FEU12_L8";"FEU12_L9";"FEU12_L10";"FEU12_L11";"NMEU1";"NMEU1_L1";"NMEU1_L2";"NMEU1_L3";"NMEU1_L4";"NMEU1_L5";"NMEU1_L6";"NMEU1_L7";"NMEU1_L8";"NMEU1_L9";"NMEU1_L10";"NMEU1_L11";"NMEU3";"NMEU3_L1";"NMEU3_L2";"NMEU3_L3";"NMEU3_L4";"NMEU3_L5";"NMEU3_L6";"NMEU3_L7";"NMEU3_L8";"NMEU3_L9";"NMEU3_L10";"NMEU3_L11";"NMEU12";"NMEU12_L1";"NMEU12_L2";"NMEU12_L3";"NMEU12_L4";"NMEU12_L5";"NMEU12_L6";"NMEU12_L7";"NMEU12_L8";"NMEU12_L9";"NMEU12_L10";"NMEU12_L11";"NFEU1";"NFEU1_L1";"NFEU1_L2";"NFEU1_L3";"NFEU1_L4";"NFEU1_L5";"NFEU1_L6";"NFEU1_L7";"NFEU1_L8";"NFEU1_L9";"NFEU1_L10";"NFEU1_L11";"NFEU3";"NFEU3_L1";"NFEU3_L2";"NFEU3_L3";"NFEU3_L4";"NFEU3_L5";"NFEU3_L6";"NFEU3_L7";"NFEU3_L8";"NFEU3_L9";"NFEU3_L10";"NFEU3_L11";"NFEU12";"NFEU12_L1";"NFEU12_L2";"NFEU12_L3";"NFEU12_L4";"NFEU12_L5";"NFEU12_L6";"NFEU12_L7";"NFEU12_L8";"NFEU12_L9";"NFEU12_L10";"NFEU12_L11";"CC1";"CC1_L1";"CC1_L2";"CC1_L3";"CC1_L4";"CC1_L5";"CC1_L6";"CC1_L7";"CC1_L8";"CC1_L9";"CC1_L10";"CC1_L11";"CC2";"CC2_L1";"CC2_L2";"CC2_L3";"CC2_L4";"CC2_L5";"CC2_L6";"CC2_L7";"CC2_L8";"CC2_L9";"CC2_L10";"CC2_L11";"CC3";"CC3_L1";"CC3_L2";"CC3_L3";"CC3_L4";"CC3_L5";"CC3_L6";"CC3_L7";"CC3_L8";"CC3_L9";"CC3_L10";"CC3_L11";"CC4";"CC4_L1";"CC4_L2";"CC4_L3";"CC4_L4";"CC4_L5";"CC4_L6";"CC4_L7";"CC4_L8";"CC4_L9";"CC4_L10";"CC4_L11";"CC5";"CC5_L1";"CC5_L2";"CC5_L3";"CC5_L4";"CC5_L5";"CC5_L6";"CC5_L7";"CC5_L8";"CC5_L9";"CC5_L10";"CC5_L11";"CC6";"CC6_L1";"CC6_L2";"CC6_L3";"CC6_L4";"CC6_L5";"CC6_L6";"CC6_L7";"CC6_L8";"CC6_L9";"CC6_L10";"CC6_L11";"CC7";"CC7_L1";"CC7_L2";"CC7_L3";"CC7_L4";"CC7_L5";"CC7_L6";"CC7_L7";"CC7_L8";"CC7_L9";"CC7_L10";"CC7_L11";"CC8";"CC8_L1";"CC8_L2";"CC8_L3";"CC8_L4";"CC8_L5";"CC8_L6";"CC8_L7";"CC8_L8";"CC8_L9";"CC8_L10";"CC8_L11";"CC9";"CC9_L1";"CC9_L2";"CC9_L3";"CC9_L4";"CC9_L5";"CC9_L6";"CC9_L7";"CC9_L8";"CC9_L9";"CC9_L10";"CC9_L11";"CC10";"CC10_L1";"CC10_L2";"CC10_L3";"CC10_L4";"CC10_L5";"CC10_L6";"CC10_L7";"CC10_L8";"CC10_L9";"CC10_L10";"CC10_L11";"CCV1";"CCV1_L1";"CCV1_L2";"CCV1_L3";"CCV1_L4";"CCV1_L5";"CCV1_L6";"CCV1_L7";"CCV1_L8";"CCV1_L9";"CCV1_L10";"CCV1_L11";"CCV2";"CCV2_L1";"CCV2_L2";"CCV2_L3";"CCV2_L4";"CCV2_L5";"CCV2_L6";"CCV2_L7";"CCV2_L8";"CCV2_L9";"CCV2_L10";"CCV2_L11";"CCV3";"CCV3_L1";"CCV3_L2";"CCV3_L3";"CCV3_L4";"CCV3_L5";"CCV3_L6";"CCV3_L7";"CCV3_L8";"CCV3_L9";"CCV3_L10";"CCV3_L11";"CCV4";"CCV4_L1";"CCV4_L2";"CCV4_L3";"CCV4_L4";"CCV4_L5";"CCV4_L6";"CCV4_L7";"CCV4_L8";"CCV4_L9";"CCV4_L10";"CCV4_L11";"CCV5";"CCV5_L1";"CCV5_L2";"CCV5_L3";"CCV5_L4";"CCV5_L5";"CCV5_L6";"CCV5_L7";"CCV5_L8";"CCV5_L9";"CCV5_L10";"CCV5_L11";"CCV6";"CCV6_L1";"CCV6_L2";"CCV6_L3";"CCV6_L4";"CCV6_L5";"CCV6_L6";"CCV6_L7";"CCV6_L8";"CCV6_L9";"CCV6_L10";"CCV6_L11";"CCV7";"CCV7_L1";"CCV7_L2";"CCV7_L3";"CCV7_L4";"CCV7_L5";"CCV7_L6";"CCV7_L7";"CCV7_L8";"CCV7_L9";"CCV7_L10";"CCV7_L11";"CCV8";"CCV8_L1";"CCV8_L2";"CCV8_L3";"CCV8_L4";"CCV8_L5";"CCV8_L6";"CCV8_L7";"CCV8_L8";"CCV8_L9";"CCV8_L10";"CCV8_L11";"CCV9";"CCV9_L1";"CCV9_L2";"CCV9_L3";"CCV9_L4";"CCV9_L5";"CCV9_L6";"CCV9_L7";"CCV9_L8";"CCV9_L9";"CCV9_L10";"CCV9_L11";"CCV10";"CCV10_L1";"CCV10_L2";"CCV10_L3";"CCV10_L4";"CCV10_L5";"CCV10_L6";"CCV10_L7";"CCV10_L8";"CCV10_L9";"CCV10_L10";"CCV10_L11"
"5/1962";0,258;0,0590000000000001;-0,203;0,2;0,37;0,436;0,227;-0,965;-0,767;-0,278;-0,035;-0,32;-3,250493229;-3,706371851;-3,553079026;-3,373718761;-2,415899629;-2,096789352;-0,866561662;0,428026582;1,449821742;1,801368788;2,58978682;3,221601653;0,812867112;1,196594794;1,594931978;1,894129007;1,951666935;2,233947891;2,187664066;1,972744631;2,041069165;2,113317364;2,021366578;1,749473053;1,928185229;2,024872756;2,376713405;2,551977256;2,389584251;2,733318387;2,585579178;2,343948678;1,94908055;1,938742116;1,559765253;1,312186401;0,217187243;0,149054349;0,270685323;0,181099864;0,208747419;0,03531151;-0,060334225;-0,032846195;0,10536493;0,185030698;0,071792059;-0,049470336;-1,100469922;-0,861035126;-0,657729611;-0,521495408;-0,417892544;-0,0295601449999999;-0,140674689;-0,458700646;-0,536874635;-0,132122856;-0,027585985;0,158780329;-0,451507543;-0,49267527;-0,230261288;0,137127451;0,593378528;1,03719131;1,365576895;1,749837083;2,071003192;2,393813505;2,457035767;2,487852722;-1,103602863;-0,942723462;-1,095159482;-0,966219548;-0,895848212;-0,865138792;-0,796296105;-0,596138891;-0,778721936;-0,82642573;-0,981150365;-0,868332254;-1,037830438;-0,949861765;-0,061480407;-0,349057205;-0,052860631;-0,065532741;-0,202850205;-0,295655534;-0,43160085;-0,530026552;-0,602405759;-0,576858655;7,32400555;7,387290026;7,464594415;7,535835858;7,594345674;7,657635717;7,738305468;7,789508371;7,803348357;7,804420683;7,798858727;7,779240888;8,87753873;8,933426373;8,998497246;9,061889762;9,114647062;9,170054759;9,23272218;9,271342533;9,279714413;9,274514162;9,260023869;9,235363691;10,254765953;10,294385379;10,337012527;10,380921721;10,421552801;10,459085781;10,493060712;10,514217855;10,520687706;10,517279942;10,504866465;10,488581644;10,529344258;10,285643295;10,103853626;10,017836017;10,003919702;10,032872746;10,06836731;10,117765961;10,186415639;10,283483175;10,372462278;10,444393676;11,106509007;10,92043103;10,779489674;10,709943704;10,694744707;10,713287056;10,739490774;10,778083628;10,830552684;10,903189368;10,969836839;11,025234664;11,716859403;11,659824189;11,614940939;11,589456701;11,579421901;11,580122525;11,585413295;11,595745166;11,610083493;11,629984053;11,648693623;11,665418426;-0,110656686;-0,112556203;-0,112980268;-0,112693558;-0,11381422;-0,114227952;-0,113300857;-0,111427158;-0,108129736;-0,10629419;-0,103954406;-0,101003682;-0,133616543;-0,136928941;-0,139456542;-0,14084401;-0,142034427;-0,141507709;-0,13923158;-0,136168648;-0,131928956;-0,128291926;-0,1245989;-0,121005624;-0,090398383;-0,092091755;-0,093779676;-0,095048438;-0,096129786;-0,096187153;-0,09555216;-0,094541979;-0,093519379;-0,092519758;-0,091166444;-0,089920575;-0,035103461;-0,037047726;-0,038485289;-0,039972358;-0,041247177;-0,042538262;-0,043604695;-0,04447363;-0,044180586;-0,043736908;-0,043118819;-0,042451687;-0,056663294;-0,060102944;-0,062558994;-0,064106383;-0,064800644;-0,065104374;-0,06536496;-0,065501207;-0,064733107;-0,063738959;-0,062852455;-0,062083394;-0,027369864;-0,030671465;-0,033242676;-0,034616455;-0,034945039;-0,034689586;-0,034274734;-0,03370314;-0,032879469;-0,031845331;-0,030908415;-0,030107268;-9,54;-13,35;-20,44;-7,31;2,09;5,09;-1,13;5,17;7,53;12,28;10,83;11,79;-12,55;-16,49;-24,79;-12,08;-1,2;4,72;-0,519999999999999;6,03;8,77;15,67;14,7;16,31;-6,45;-10,14;-16;-2,47;5,41;5,52;-1,78;4,24;6,28;8,92;7,02;7,27;0,99;1,19;1,54;3,59;4,01;2,5;1,39;1,18;0,7;-0,64;-0,36;-1,05;22;-46;-68;-40;-42;-48;-53;-46;-36;-33;-56;-79;-41;73;279;-105;-288;-200;75;-43;-26;-29;-20;-14;15,4;18,5;21,18;22,87;18,55;10,58;4,74;0,18;-3,74;-7,31;-9,26;-11,66;17,21;16,61;15,18;9,34;1,74;-6,23;-12,07;-16,63;-18,29;-18,06;-15,78;-13,45;17,28;18,7;18,8;15,83;9,49;1,52;-4,32;-8,88;-12,03;-15,26;-15,03;-15,03;7,81;9,86;13,34;16,32;14,99;6,75;1,52;-1,62;-3,76;-9,23;-8,66;-10,96;88,652418961;91,042654085;98,166354825;107,490193981;106,745225983;114,271173098;116,840455481;116,859560596;115,319216864;115,519636864;115,60279084;116,870927801;116,558316623;117,759710733;121,597969573;128,568981983;128,46771072;132,00811677;132,055749566;132,50338771;131,214902595;131,266162984;131,159664862;131,565945932;76,337510019;80,193414564;92,706950854;103,088465401;104,359044103;117,320685066;125,12443214;124,145949016;122,939568462;123,321817573;123,579794175;125,872811335;4,937525044;4,93197242;4,940809279;4,933745754;4,945779492;4,931635469;4,881705975;4,954826934;4,930067297;4,954947146;4,899290917;4,993281936;3544,2362487;3757,8880766;3867,3813967;3840,4848743;3828,1779621;3813,9926431;3817,4686303;3653,3821962;3808,5301603;5103,14468;5540,9631855;5525,2671594;56291,422623;65113,648859;93237,701619;98861,696469;104527,821581;121243,015739;125084,016364;125020,75744;125024,940296;125053,028854;125283,935568;127639,932261;53,283025451;52,198047498;51,334603055;53,954400738;58,115078468;60,670953465;63,377661512;66,743090093;64,407465886;63,468085738;62,082275666;63,784715397;53,029639514;53,561949756;57,496653021;62,230661341;66,563568351;69,093542963;71,969261479;73,513943417;73,503228285;77,414714479;81,988462269;86,299547801;49,326909595;49,074040927;51,552374435;55,815067167;60,585392627;63,551031403;66,468803313;70,84212407;68,369970486;68,666719224;68,473877304;71,263359652;61,269592983;61,45586635;61,273336006;61,369889289;61,752973927;61,072503395;60,474587351;62,921298233;61,662786894;61,693855594;61,087839523;61,807926474
"6/1962";0,462;0,258;0,0590000000000001;-0,203;0,2;0,37;0,436;0,227;-0,965;-0,767;-0,278;-0,035;-2,665205675;-3,250493229;-3,706371851;-3,553079026;-3,373718761;-2,415899629;-2,096789352;-0,866561662;0,428026582;1,449821742;1,801368788;2,58978682;0,329250748;0,812867112;1,196594794;1,594931978;1,894129007;1,951666935;2,233947891;2,187664066;1,972744631;2,041069165;2,113317364;2,021366578;1,656060436;1,928185229;2,024872756;2,376713405;2,551977256;2,389584251;2,733318387;2,585579178;2,343948678;1,94908055;1,938742116;1,559765253;0,366876277;0,217187243;0,149054349;0,270685323;0,181099864;0,208747419;0,03531151;-0,060334225;-0,032846195;0,10536493;0,185030698;0,071792059;-1,307552801;-1,100469922;-0,861035126;-0,657729611;-0,521495408;-0,417892544;-0,0295601449999999;-0,140674689;-0,458700646;-0,536874635;-0,132122856;-0,027585985;-0,593695045;-0,451507543;-0,49267527;-0,230261288;0,137127451;0,593378528;1,03719131;1,365576895;1,749837083;2,071003192;2,393813505;2,457035767;-1,342272384;-1,103602863;-0,942723462;-1,095159482;-0,966219548;-0,895848212;-0,865138792;-0,796296105;-0,596138891;-0,778721936;-0,82642573;-0,981150365;-1,027121825;-1,037830438;-0,949861765;-0,061480407;-0,349057205;-0,052860631;-0,065532741;-0,202850205;-0,295655534;-0,43160085;-0,530026552;-0,602405759;7,266461872;7,32400555;7,387290026;7,464594415;7,535835858;7,594345674;7,657635717;7,738305468;7,789508371;7,803348357;7,804420683;7,798858727;8,824669569;8,87753873;8,933426373;8,998497246;9,061889762;9,114647062;9,170054759;9,23272218;9,271342533;9,279714413;9,274514162;9,260023869;10,215688877;10,254765953;10,294385379;10,337012527;10,380921721;10,421552801;10,459085781;10,493060712;10,514217855;10,520687706;10,517279942;10,504866465;10,77066961;10,529344258;10,285643295;10,103853626;10,017836017;10,003919702;10,032872746;10,06836731;10,117765961;10,186415639;10,283483175;10,372462278;11,292463973;11,106509007;10,92043103;10,779489674;10,709943704;10,694744707;10,713287056;10,739490774;10,778083628;10,830552684;10,903189368;10,969836839;11,774997944;11,716859403;11,659824189;11,614940939;11,589456701;11,579421901;11,580122525;11,585413295;11,595745166;11,610083493;11,629984053;11,648693623;-0,107137404;-0,110656686;-0,112556203;-0,112980268;-0,112693558;-0,11381422;-0,114227952;-0,113300857;-0,111427158;-0,108129736;-0,10629419;-0,103954406;-0,12909745;-0,133616543;-0,136928941;-0,139456542;-0,14084401;-0,142034427;-0,141507709;-0,13923158;-0,136168648;-0,131928956;-0,128291926;-0,1245989;-0,088465669;-0,090398383;-0,092091755;-0,093779676;-0,095048438;-0,096129786;-0,096187153;-0,09555216;-0,094541979;-0,093519379;-0,092519758;-0,091166444;-0,032765277;-0,035103461;-0,037047726;-0,038485289;-0,039972358;-0,041247177;-0,042538262;-0,043604695;-0,04447363;-0,044180586;-0,043736908;-0,043118819;-0,05319646;-0,056663294;-0,060102944;-0,062558994;-0,064106383;-0,064800644;-0,065104374;-0,06536496;-0,065501207;-0,064733107;-0,063738959;-0,062852455;-0,024173958;-0,027369864;-0,030671465;-0,033242676;-0,034616455;-0,034945039;-0,034689586;-0,034274734;-0,03370314;-0,032879469;-0,031845331;-0,030908415;-11,53;-9,54;-13,35;-20,44;-7,31;2,09;5,09;-1,13;5,17;7,53;12,28;10,83;-15,59;-12,55;-16,49;-24,79;-12,08;-1,2;4,72;-0,519999999999999;6,03;8,77;15,67;14,7;-7,42;-6,45;-10,14;-16;-2,47;5,41;5,52;-1,78;4,24;6,28;8,92;7,02;1,05;0,99;1,19;1,54;3,59;4,01;2,5;1,39;1,18;0,7;-0,64;-0,36;52;22;-46;-68;-40;-42;-48;-53;-46;-36;-33;-56;-28;-41;73;279;-105;-288;-200;75;-43;-26;-29;-20;12,84;15,4;18,5;21,18;22,87;18,55;10,58;4,74;0,18;-3,74;-7,31;-9,26;17,96;17,21;16,61;15,18;9,34;1,74;-6,23;-12,07;-16,63;-18,29;-18,06;-15,78;16,21;17,28;18,7;18,8;15,83;9,49;1,52;-4,32;-8,88;-12,03;-15,26;-15,03;8,49;7,81;9,86;13,34;16,32;14,99;6,75;1,52;-1,62;-3,76;-9,23;-8,66;90,833489797;88,652418961;91,042654085;98,166354825;107,490193981;106,745225983;114,271173098;116,840455481;116,859560596;115,319216864;115,519636864;115,60279084;117,513663192;116,558316623;117,759710733;121,597969573;128,568981983;128,46771072;132,00811677;132,055749566;132,50338771;131,214902595;131,266162984;131,159664862;80,44814408;76,337510019;80,193414564;92,706950854;103,088465401;104,359044103;117,320685066;125,12443214;124,145949016;122,939568462;123,321817573;123,579794175;4,93734799;4,937525044;4,93197242;4,940809279;4,933745754;4,945779492;4,931635469;4,881705975;4,954826934;4,930067297;4,954947146;4,899290917;8585,2204941;3544,2362487;3757,8880766;3867,3813967;3840,4848743;3828,1779621;3813,9926431;3817,4686303;3653,3821962;3808,5301603;5103,14468;5540,9631855;58027,739371;56291,422623;65113,648859;93237,701619;98861,696469;104527,821581;121243,015739;125084,016364;125020,75744;125024,940296;125053,028854;125283,935568;56,044789983;53,283025451;52,198047498;51,334603055;53,954400738;58,115078468;60,670953465;63,377661512;66,743090093;64,407465886;63,468085738;62,082275666;52,368245448;53,029639514;53,561949756;57,496653021;62,230661341;66,563568351;69,093542963;71,969261479;73,513943417;73,503228285;77,414714479;81,988462269;52,017984285;49,326909595;49,074040927;51,552374435;55,815067167;60,585392627;63,551031403;66,468803313;70,84212407;68,369970486;68,666719224;68,473877304;62,063953103;61,269592983;61,45586635;61,273336006;61,369889289;61,752973927;61,072503395;60,474587351;62,921298233;61,662786894;61,693855594;61,087839523
"7/1962";0,407;0,462;0,258;0,0590000000000001;-0,203;0,2;0,37;0,436;0,227;-0,965;-0,767;-0,278;-2,673616924;-2,665205675;-3,250493229;-3,706371851;-3,553079026;-3,373718761;-2,415899629;-2,096789352;-0,866561662;0,428026582;1,449821742;1,801368788;0,146931784;0,329250748;0,812867112;1,196594794;1,594931978;1,894129007;1,951666935;2,233947891;2,187664066;1,972744631;2,041069165;2,113317364;1,617746371;1,656060436;1,928185229;2,024872756;2,376713405;2,551977256;2,389584251;2,733318387;2,585579178;2,343948678;1,94908055;1,938742116;0,303422087;0,366876277;0,217187243;0,149054349;0,270685323;0,181099864;0,208747419;0,03531151;-0,060334225;-0,032846195;0,10536493;0,185030698;-1,146315313;-1,307552801;-1,100469922;-0,861035126;-0,657729611;-0,521495408;-0,417892544;-0,0295601449999999;-0,140674689;-0,458700646;-0,536874635;-0,132122856;-0,502407827;-0,593695045;-0,451507543;-0,49267527;-0,230261288;0,137127451;0,593378528;1,03719131;1,365576895;1,749837083;2,071003192;2,393813505;-1,106135128;-1,342272384;-1,103602863;-0,942723462;-1,095159482;-0,966219548;-0,895848212;-0,865138792;-0,796296105;-0,596138891;-0,778721936;-0,82642573;-0,879954315;-1,027121825;-1,037830438;-0,949861765;-0,061480407;-0,349057205;-0,052860631;-0,065532741;-0,202850205;-0,295655534;-0,43160085;-0,530026552;7,212886761;7,266461872;7,32400555;7,387290026;7,464594415;7,535835858;7,594345674;7,657635717;7,738305468;7,789508371;7,803348357;7,804420683;8,772384416;8,824669569;8,87753873;8,933426373;8,998497246;9,061889762;9,114647062;9,170054759;9,23272218;9,271342533;9,279714413;9,274514162;10,175636406;10,215688877;10,254765953;10,294385379;10,337012527;10,380921721;10,421552801;10,459085781;10,493060712;10,514217855;10,520687706;10,517279942;11,00206534;10,77066961;10,529344258;10,285643295;10,103853626;10,017836017;10,003919702;10,032872746;10,06836731;10,117765961;10,186415639;10,283483175;11,471398532;11,292463973;11,106509007;10,92043103;10,779489674;10,709943704;10,694744707;10,713287056;10,739490774;10,778083628;10,830552684;10,903189368;11,830641928;11,774997944;11,716859403;11,659824189;11,614940939;11,589456701;11,579421901;11,580122525;11,585413295;11,595745166;11,610083493;11,629984053;-0,103815991;-0,107137404;-0,110656686;-0,112556203;-0,112980268;-0,112693558;-0,11381422;-0,114227952;-0,113300857;-0,111427158;-0,108129736;-0,10629419;-0,125204398;-0,12909745;-0,133616543;-0,136928941;-0,139456542;-0,14084401;-0,142034427;-0,141507709;-0,13923158;-0,136168648;-0,131928956;-0,128291926;-0,087094206;-0,088465669;-0,090398383;-0,092091755;-0,093779676;-0,095048438;-0,096129786;-0,096187153;-0,09555216;-0,094541979;-0,093519379;-0,092519758;-0,031612922;-0,032765277;-0,035103461;-0,037047726;-0,038485289;-0,039972358;-0,041247177;-0,042538262;-0,043604695;-0,04447363;-0,044180586;-0,043736908;-0,050728365;-0,05319646;-0,056663294;-0,060102944;-0,062558994;-0,064106383;-0,064800644;-0,065104374;-0,06536496;-0,065501207;-0,064733107;-0,063738959;-0,021342025;-0,024173958;-0,027369864;-0,030671465;-0,033242676;-0,034616455;-0,034945039;-0,034689586;-0,034274734;-0,03370314;-0,032879469;-0,031845331;-12,05;-11,53;-9,54;-13,35;-20,44;-7,31;2,09;5,09;-1,13;5,17;7,53;12,28;-15,71;-15,59;-12,55;-16,49;-24,79;-12,08;-1,2;4,72;-0,519999999999999;6,03;8,77;15,67;-8,36;-7,42;-6,45;-10,14;-16;-2,47;5,41;5,52;-1,78;4,24;6,28;8,92;0,42;1,05;0,99;1,19;1,54;3,59;4,01;2,5;1,39;1,18;0,7;-0,64;25;52;22;-46;-68;-40;-42;-48;-53;-46;-36;-33;-15;-28;-41;73;279;-105;-288;-200;75;-43;-26;-29;9,86;12,84;15,4;18,5;21,18;22,87;18,55;10,58;4,74;0,18;-3,74;-7,31;17,95;17,96;17,21;16,61;15,18;9,34;1,74;-6,23;-12,07;-16,63;-18,29;-18,06;14,64;16,21;17,28;18,7;18,8;15,83;9,49;1,52;-4,32;-8,88;-12,03;-15,26;6,42;8,49;7,81;9,86;13,34;16,32;14,99;6,75;1,52;-1,62;-3,76;-9,23;91,724497618;90,833489797;88,652418961;91,042654085;98,166354825;107,490193981;106,745225983;114,271173098;116,840455481;116,859560596;115,319216864;115,519636864;118,404091396;117,513663192;116,558316623;117,759710733;121,597969573;128,568981983;128,46771072;132,00811677;132,055749566;132,50338771;131,214902595;131,266162984;81,116055327;80,44814408;76,337510019;80,193414564;92,706950854;103,088465401;104,359044103;117,320685066;125,12443214;124,145949016;122,939568462;123,321817573;4,939763929;4,93734799;4,937525044;4,93197242;4,940809279;4,933745754;4,945779492;4,931635469;4,881705975;4,954826934;4,930067297;4,954947146;8695,8625745;8585,2204941;3544,2362487;3757,8880766;3867,3813967;3840,4848743;3828,1779621;3813,9926431;3817,4686303;3653,3821962;3808,5301603;5103,14468;58219,716072;58027,739371;56291,422623;65113,648859;93237,701619;98861,696469;104527,821581;121243,015739;125084,016364;125020,75744;125024,940296;125053,028854;56,805995058;56,044789983;53,283025451;52,198047498;51,334603055;53,954400738;58,115078468;60,670953465;63,377661512;66,743090093;64,407465886;63,468085738;52,040921523;52,368245448;53,029639514;53,561949756;57,496653021;62,230661341;66,563568351;69,093542963;71,969261479;73,513943417;73,503228285;77,414714479;52,460952483;52,017984285;49,326909595;49,074040927;51,552374435;55,815067167;60,585392627;63,551031403;66,468803313;70,84212407;68,369970486;68,666719224;62,375060335;62,063953103;61,269592983;61,45586635;61,273336006;61,369889289;61,752973927;61,072503395;60,474587351;62,921298233;61,662786894;61,693855594
