F1;F2;F3;F4 ;F5;F6;F7;F8
-0,113127021;0,102116548;0,071452943;-0,211618747;-0,016319802;-0,110599191;0,205513344;0,164826925
-0,122093499;0,124669115;-0,019889802;-0,198909413;0,006140646;-0,123016858;0,09277119;0,021617316
-0,215772622;0,070108378;0,083448262;-0,163611916;0,14009179;-0,010553175;0,17443359;-0,009347699
-0,210695015;0,091333011;0,021858691;0,064823191;-0,030320539;-0,0686612;-0,164498372;-0,004111707
-0,265799822;0,040406895;-0,009278584;-0,090281186;0,108882196;-0,025178423;-0,001735295;-0,064583155
-0,277359544;-0,042000036;0,08857603;-0,122328914;0,059981836;-0,127352573;-0,036294502;0,100064747
-0,307546243;-0,12839825;0,128204504;-0,081623048;0,017787302;-0,121352355;0,032102039;-0,008013731
-0,05422492;-0,12033536;0,036741002;-0,012759387;-0,004311386;0,018125913;-0,008814551;-0,194674653
-0,122657169;-0,076081806;0,022961125;-0,16578775;0,039743338;-0,135013336;0,030644886;-0,048160508
-0,081114726;-0,007812171;-0,044484337;-0,160503335;-0,037319319;2,96E-02;0,217987038;0,062252463
0,021082409;-0,090613125;-0,052791089;-0,075537557;-0,057219484;7,30E-02;0,106150721;-0,077941198
-0,163006061;0,057418891;-0,06721453;-0,123218062;-0,095855769;-0,05467369;0,147753622;-0,167303916
-0,122394891;0,02847737;-0,081534117;-0,034083474;0,060786672;0,075539497;-0,078682992;-0,057811393
0,253263483;-0,256067684;-0,030466582;-0,112757664;-0,05578373;0,110959714;0,058834092;-0,293856106
0,234488615;-0,002665702;-0,245820124;-0,139256699;-0,128702173;0,149589089;0,144668706;-0,122504174
-0,450910353;-0,040384992;0,229515497;-0,023778945;0,381766222;0,025446574;-0,503944009;0,140898919
0,185161494;-0,199635133;-0,094778567;-0,34788718;0,046751347;-0,144665683;-0,145567715;0,033009736
-0,00164416;0,116639669;-0,19038675;-0,368457812;0,087395143;-0,085324507;-0,269412989;0,165619735
-0,01798181;-0,062321075;0,084961867;-0,089609218;-0,014451212;0,291175097;0,4222838;-0,110975816
-0,066490054;0,047890767;-0,057950552;-0,274733365;0,00339455;0,100285368;0,03326029;-0,068336656
-0,080880785;0,117389406;-0,056853373;-0,177621676;-0,020631645;0,163538729;0,114295336;0,02992732
-0,189882186;-0,142875062;0,160889204;-0,008486974;0,112460945;0,259516177;0,084371849;-0,098458989
-0,016438078;0,065183539;-0,211094861;0,062135615;-0,17651533;0,148185705;0,02999103;-0,063862207
-0,026090588;0,269333205;-0,352995495;-0,153423095;-0,11696402;-0,014917542;-0,066948205;-0,116366226
-0,200546467;-0,267490884;0,386994302;0,011137855;0,066804919;0,248212783;0,10526463;0,092990647
-0,001960565;-0,08526418;-0,018076179;0,132328816;-0,163137641;0,252672127;0,036226872;-0,069015046
-0,164076948;0,125735666;-0,204074787;-0,151083889;-0,146565421;-0,070569543;0,020467689;-0,047672893
-0,203830543;-0,072682711;0,050754213;0,028272209;-0,089764019;0,083161311;-0,170311426;0,111758564
0,045970533;-0,012728418;-0,198849579;-0,033162829;-0,206643502;-0,035339554;0,047175093;0,14391148
-0,389005918;-0,15095013;0,283288117;0,031805845;0,059767748;0,080184762;-0,126180778;0,152558495
-0,217897117;-0,026696436;0,022028087;-0,117441761;-0,134871724;-0,028547393;0,224873057;-0,068497226
-0,349992562;0,053284548;0,017531395;-0,029621359;-0,077210362;0,072802355;-0,007722017;-0,015323819
-0,204616985;-0,052767467;-0,059428735;0,040847842;-0,198009739;0,081577533;0,242092357;0,042842678
-0,133412949;0,031598404;-0,171395243;0,091423278;-0,152145371;0,068134492;-0,071925387;-0,146678968
-0,215610719;0,042551737;-0,075550678;-0,105522249;-0,062025423;-0,053723851;-0,036490443;-0,040465583
-0,142453661;-0,49805605;0,516526483;-0,143771454;0,060878535;-0,012637075;0,058408503;0,071850274
0,05018672;-0,036642556;-0,264626014;0,377510708;-0,056414171;0,305212838;-0,178161798;-0,179818682
-0,056320359;0,235744299;-0,412592632;-0,211073146;-0,041144455;-0,256336506;0,010782262;0,25783544
0,157134764;-0,351666423;0,173123954;-0,023824416;0,022912122;0,024708454;0,095588941;0,053711958
0,26620696;-0,329642416;0,038089312;-0,066779158;0,003850867;0,074746905;0,078522789;-0,069637787
-0,14961828;0,366249002;-0,439832337;0,018176142;1,64E-02;0,02165819;-0,194419849;-0,080998824
0,231894557;-0,494708438;0,133776224;0,046728674;-0,013335114;0,073460781;-0,010314504;-0,014076269
0,139690615;-0,137997995;-0,185787204;-0,018680023;-0,011377558;0,066743249;-0,084710084;-0,102154637
0,27330291;-0,084321861;-0,159326303;-0,331448002;0,118798981;-0,073902036;-0,199821161;0,0009226
0,473164529;0,072077622;-0,420013321;-0,315019486;0,058871325;0,007266995;-0,163963234;0,025363932
0,415140327;-0,316302093;0,029651917;-0,161733281;0,151347757;0,251557528;-0,072155563;-0,120730134
0,454073823;-0,341893125;0,000831171;-0,115624491;0,117786669;0,137994406;-0,350837128;-0,113395278
0,519216308;0,069022984;-0,299895297;-0,088503315;-0,086509852;0,259356556;-0,25364437;-0,04729277
0,375247109;0,235306746;-0,225894028;-0,164247246;0,028845569;0,381115538;0,194403755;0,098568261
0,534918705;-0,199194878;0,146156074;-0,203444207;0,020733957;0,300801593;-0,080823819;-0,014391398
0,455709414;-0,211946382;0,248437074;-0,09807253;-0,029464036;0,398414644;-0,06327714;0,087034096
0,438414596;0,23209745;-0,27873235;-0,191986229;-0,056203131;0,287174866;-0,268207109;0,09289405
0,662389951;-0,139507345;-0,066811716;-0,242068779;-0,428979812;-0,100586087;-0,865137977;-0,027909238
0,513584146;-0,050987095;0,373763025;-0,327366461;0,425031852;0,652466832;0,190414973;-0,01536989
0,560398955;0,255757503;-0,01126234;-0,240432323;-0,226079869;0,371945034;-0,165329213;-0,016044928
0,372147611;0,133069914;0,176828191;-0,099344626;-0,157777271;0,428199522;-0,080482982;0,133779977
0,14940202;0,355044536;-0,002544081;-0,094161141;-0,071211287;0,366778025;-0,183672667;0,076633593
0,121456094;0,10365923;0,069273576;-0,092576822;-0,214102202;0,327644856;-0,122452913;-0,029336724
-0,021538069;0,409890518;-0,019750025;0,009992752;-0,214205991;0,380857819;-0,000600939;0,228005774
0,08666378;0,144140921;0,094695659;-0,05752576;-0,097972676;0,232005016;-0,236644855;0,212130943
0,038818937;-0,107531929;0,34853893;-0,184600979;-0,143781443;0,185900608;-0,078775572;0,330939407
-0,067902457;0,118763487;0,125505108;-0,166701618;-0,137507919;0,101307118;-0,363824496;0,195388392
0,14774511;-0,009491436;-0,033729318;-0,138753534;-0,268298133;-0,002727048;-0,465721977;0,231062699
0,135754332;0,105104565;0,03152524;-0,182308578;-0,093717835;0,14305751;-0,018039246;0,053622826
0,186317495;-0,103938275;0,007344509;-0,121481059;-0,152822614;0,140394683;-0,204340545;0,10404791
0,14760835;0,005831907;-0,056549074;-0,051976879;-0,188016731;0,213664215;-0,157716315;0,035488839
0,126075;0,099356954;0,221602643;-0,332651211;-0,030497175;0,237091454;-0,026122879;0,193388615
0,270009445;-0,040193762;-0,045491596;-0,120249418;-0,260614251;0,26416058;-0,013909878;0,135740605
-0,148130532;0,382307678;-0,192647741;-0,180016837;-0,160221433;0,14155788;-0,222372257;0,146995632
0,219595809;0,033409422;-0,122702748;-0,080190407;-0,171221653;0,137294302;-0,306658851;0,220136931
0,223514786;-0,125235615;0,18515921;-0,181261464;-0,022716432;0,270815374;0,047611739;0,159899654
0,397121155;-0,50955295;0,561188388;-0,241023741;-0,062329395;0,430711824;0,304042225;0,038340138
0,122485148;0,347971535;-0,153756789;-0,489135306;-0,179040816;0,040730672;0,096369329;0,328529748
0,065732664;0,436693055;-0,30042519;-0,297262178;-0,02929329;0,231337316;-0,028077738;0,102847404
-0,00607025;0,034745161;0,038147564;0,093075992;-0,128348449;0,484580824;-0,216820645;0,010289755
0,012735927;0,082192797;-0,043483367;0,045108316;-0,383906449;0,304149713;-0,039977066;-3,34E-02
-0,166743875;0,101966125;0,12039881;-0,210630351;0,016747498;0,237281567;0,029454836;0,296144356
-0,083129558;-0,169557512;0,208658528;-0,286677797;-0,262090002;0,06596757;0,195145259;0,397217474
-0,240220944;0,124261248;0,08225489;-0,136769656;-0,205621976;0,158524567;-0,11024564;0,267192166
-0,139256765;0,143427389;-0,119852161;-0,175826235;-0,384658536;0,046271329;-0,049163307;0,253059423
-0,152955715;0,169922469;-0,125730324;-0,232470046;-0,326079889;0,009968083;0,09123669;0,208730881
-0,209475534;-0,129748331;0,196637218;-0,114094622;-0,160093276;0,022954701;-0,119538519;0,238973563
-0,202523589;-0,155083406;0,018892769;-0,147936517;-0,225065337;0,022066406;-0,018796999;-0,066635385
-0,304140065;-0,196898213;0,060519428;0,066070034;-0,408353646;0,090118893;-0,057875101;0,048304739
-0,41931288;0,122720339;-0,111193764;0,10656295;-0,335874094;0,144801308;-0,257981916;-0,031709807
0,004539489;-0,167554308;0,048436391;-0,023450768;-0,434670649;0,136892323;0,230832321;0,295338819
-0,307835752;-0,154459678;0,239970037;-0,197051464;-0,266283792;-0,025477439;-0,037022443;0,239286724
-0,165893831;-0,041186713;-0,009960346;-0,114842131;-0,267969414;0,047904944;-0,151945324;0,11313856
-0,187787332;0,094175909;-0,059196505;-0,161446177;-0,24449524;0,104460239;0,0238042;0,083725825
-0,331701796;0,317689644;-0,303574486;-0,126123898;-0,175331655;0,121852841;-0,176243558;0,156361243
-0,079190404;-0,138389129;0,028955824;-0,131480986;-0,238025993;0,138046439;0,12722889;0,422529318
-0,364842617;-0,324944482;0,497584017;-0,25534127;-0,003828913;0,204084757;0,190463728;0,253823606
-0,083338987;-0,061513566;-0,131216393;0,02193952;-0,292584566;0,188482796;-0,204538861;0,105765256
-0,359946126;0,222349587;-0,271500613;-0,116682078;-0,149242742;0,13439249;-0,101451359;-0,005156569
-0,06652661;-0,142182416;-0,085383185;0,041682368;-0,365942395;0,154598363;0,046422663;0,120876387
-0,229507533;-0,163509577;0,010935871;-0,140256483;-0,10463857;0,131884672;-0,129789193;-0,083523197
-0,062799632;-0,357765532;0,189218661;-0,196853387;-0,016540468;0,181594124;0,011251995;0,030406376
-0,224005102;0,058553724;-0,108849546;-0,227092693;-0,176486827;0,158197046;0,083405745;-0,161103441
-0,145556054;0,207464096;-0,43749687;-0,026752882;-0,324718775;0,265871688;-0,015707582;-0,179145009
-0,214693385;-0,037157239;-0,171741951;-0,112268712;-0,073881407;0,215885313;-0,060569019;0,272789616
0,122346769;0,163882885;-0,817294273;-0,061921451;-0,50563119;-0,025942355;-0,101153825;0,106478472
-0,368316845;-0,873306029;0,768572473;0,02070996;0,132030991;0,288317498;0,101437138;0,296435468
-0,358294659;-0,610575558;0,51322078;-0,14167936;0,074039388;0,274119924;0,258544789;3,58E-02
-0,223223509;0,290101791;-0,461224887;-0,130081822;-0,263029437;0,019108831;-0,042430011;0,045595195
-0,387325869;0,22207665;-0,465927872;-0,186237491;-0,282325575;-0,016189729;-0,013059044;0,053060839
-0,100275329;-0,637525994;0,307578483;-0,076772356;0,014744908;0,251994324;0,184811689;0,103813494
-0,312094725;0,00689295;-0,288856553;-0,031527307;-0,195027664;0,041018918;0,037779276;-0,01581524
-0,160023631;0,064563584;-0,404096109;0,023486059;-0,266597948;0,000173777;-0,149600915;0,166104648
-9,93E-03;-0,332846961;-0,050307075;-0,071971037;-0,077109932;0,072559597;0,006995924;0,478624515
-0,130892897;-0,21879005;0,005550769;0,035078358;-0,071940894;0,038154867;-0,052859539;-0,008246136
0,088688813;-0,028453806;-0,316769494;0,003819514;-0,160845251;0,054174317;-0,043708484;-0,054656704
-0,136219379;-0,03119984;-0,056607248;-0,150378623;0,10934609;-0,011993889;0,035110124;0,182840921
0,060490353;-0,763518093;0,57801374;-0,246435214;0,15403347;0,039383975;0,349428441;0,061306072
0,149346527;-0,08695197;-0,100234697;-0,040126517;-0,131164011;0,008600654;0,162120661;-0,036938869
0,011172359;0,33381395;-0,550269938;-0,085031257;-0,03844357;-0,057035912;-0,081219264;-0,038246221
-0,285453091;0,250088881;-0,295263519;-0,078554422;0,121287572;0,002059974;-0,141706383;0,083717152
0,182490976;-0,438843043;0,167750225;0,060481831;0,031606364;0,159625574;0,206896008;-0,081034549
-0,105304395;0,233220806;-0,316301923;0,03333237;0,109202459;0,016661146;-0,095236577;0,079383803
-0,118011135;0,020920018;-0,150896616;-0,072658286;0,083122094;-0,096170698;-0,047734653;0,125183932
0,049258636;-0,209949027;0,068718614;-0,023881138;0,051493648;-0,013725759;-0,023963055;0,284078708
-0,021256103;-0,022106452;-0,178594235;0,019626001;4,00E-02;0,003693144;0,204163107;0,040351878
0,018835356;-0,189826744;0,012555484;0,123083177;0,049454343;0,054699549;0,068494804;0,15068922
0,166144592;-0,024599385;-0,129847806;-0,009921052;-0,003705198;-0,027875395;0,077830897;0,143591062
0,27686031;-0,31153321;0,180509313;-0,07071869;0,078761047;-0,150509276;-0,269966977;0,110072896
0,082269598;0,424667121;-0,463697544;-0,019808593;0,094714533;-0,1399811;0,048549115;0,106965288
0,223033816;-0,069467813;-0,079361893;-0,028502642;0,05776976;-0,101915713;0,214034842;0,21455002
0,048040901;0,285228603;-0,421493402;-0,058215324;0,167794105;-0,330162942;-0,317100934;0,169826987
0,289237731;-0,454512749;0,344472072;0,136335342;0,355209537;-0,04237555;0,148846133;0,005495188
0,281744952;0,040295975;-0,190218014;-0,020233911;0,176698855;-0,315739089;-0,192283548;0,077369054
0,516078417;-0,131087372;0,028505368;-0,035182904;0,019444329;-0,30738119;-0,175641662;0,117889769
0,463311397;0,06898025;-0,160403762;-0,020749865;0,045782871;-0,317176197;-0,115984371;0,161074964
0,499534579;-0,019660502;0,089151876;0,270399782;0,072035498;0,125327304;0,185466957;0,153141436
0,346940544;0,347680146;-0,241188966;0,253673245;-0,031743926;0,015536117;0,111445604;0,078173696
0,351328903;0,241390007;-0,291113116;0,390246275;-0,177763381;0,084058082;-0,219914354;0,116186205
0,609340942;-0,145410806;0,21144459;0,24410066;-0,088665339;-0,076276841;-0,032423002;0,128829757
0,814454522;-0,596837082;0,747046165;0,273155439;0,053873356;0,102366331;0,339879702;-0,093194589
1,305699377;0,129742974;-0,237789966;0,245130271;-0,530124685;-0,135738076;-0,055099829;-0,252945783
0,972090186;-0,976088915;1,390726502;0,680917905;0,061684246;0,313175611;-1,233752839;-0,238624589
1,502315187;-0,462808979;0,967197668;0,14408224;-0,080681503;-0,041133341;-0,212600946;-0,198238677
1,740283969;1,118459194;-0,451530999;-0,178134923;-0,251617246;-0,193941706;-0,176507775;-0,137213426
1,629466111;1,264544847;-0,846666802;0,502878371;-0,392083862;0,190469747;0,062085186;-0,169542332
1,080016002;0,590076783;0,201554067;0,588872853;0,277376787;0,456752262;-0,261595047;0,04604313
1,497800028;-0,039991373;0,628374181;0,460640718;-0,050769455;0,24388324;-0,210433723;0,052215886
1,078944683;0,96173262;0,129781068;0,209744741;0,183913298;0,286352536;0,400225538;0,208948998
0,940308667;0,711145878;0,163194986;0,114882604;0,084760763;0,184228443;0,460475121;0,30040047
0,685623376;1,176747859;-0,307985713;0,319228447;0,073170762;0,187490075;0,19863425;0,3348001
0,397741329;-0,077432923;1,268041023;0,133314648;0,499784015;0,094840574;0,050666851;0,440809696
0,229516509;1,029415381;0,038010664;0,162303545;0,151145526;-0,0649383;0,160118106;0,201694831
0,387429779;0,359783124;0,616272463;0,200527092;0,275609819;-0,061932432;0,111755909;0,440212504
0,444047918;0,563531848;0,17593343;0,319046239;0,108153722;-0,1646254;0,06109441;0,311425885
0,188062431;0,508198539;0,293234536;0,301219929;0,125686638;-0,199954373;0,108915604;0,116972504
0,374113794;0,243250913;0,515739178;0,421222064;0,167438057;-0,034122083;0,244482415;0,184302785
-0,002131868;0,495862595;0,210166755;0,435213773;0,168404799;-0,266871048;-0,03021636;0,116473664
0,390687662;-0,215366732;0,601087478;0,424367868;-0,021283835;-0,305842968;-0,202591997;-0,011944995
-0,121634487;0,664692669;0,099943141;0,343128556;0,208904231;-0,261250823;0,172132606;0,068705091
-0,032972675;0,275265913;0,378309567;0,337954084;0,075553416;-0,350187106;0,149422767;0,09232344
-0,079771343;0,116433325;0,564582152;0,407493613;0,245427444;-0,50636234;-0,412339309;-0,232189259
0,281408579;0,220212992;0,326480072;0,486492689;0,000661333;-0,427192895;-0,078442533;0,072073185
0,116497452;0,50090549;0,131406831;0,33175287;0,061703024;-0,555349978;-0,187022284;0,2464285
0,24353612;0,257265684;0,218034168;0,246538649;0,014437081;-0,529628721;0,029023917;0,140056719
0,173136572;0,244617863;0,235064215;0,391207535;0,097928064;-0,441553135;0,171989682;0,188410752
0,138825623;0,475384548;0,026653288;0,319534812;-0,00543373;-0,517106302;0,139137968;0,145215257
0,216337343;0,126581867;0,327748658;0,498615322;0,097719358;-0,344330598;0,172824307;-0,008276404
-0,040896208;0,422388274;0,220105463;0,545759539;0,009859316;-0,285366792;0,053847916;-0,036642011
0,049573947;0,297783775;0,314285555;0,330106768;0,144699147;-0,364471396;0,252242798;0,227301796
0,160077318;0,24828767;0,336185586;0,444882194;-0,09066025;-0,556690933;0,188632652;0,059307365
-0,056832438;0,410093904;0,161697394;0,377988317;0,128267006;-0,537427996;-0,075493558;0,144032152
0,21301701;0,239772391;0,159962319;0,382139526;-0,071782749;-0,526187773;0,255794884;0,038801876
0,233137139;0,127047627;0,428555476;0,25987512;0,124148235;-0,44267574;0,091931921;0,072885263
0,166477099;-0,030191429;0,505013271;0,342437402;0,0942817;-0,427353321;0,007056487;0,019604484
0,060884269;0,563079636;0,155403747;0,261628192;0,076831415;-0,419987152;-0,029121358;0,057661576
0,228879261;0,144872681;0,316450459;0,237679321;0,169917501;-0,553006834;-0,430176399;0,041120683
0,189295785;0,272200586;0,230105737;0,444513934;0,123880962;-0,263201855;0,15362199;-0,342888982
0,106746085;0,090332168;0,45512352;0,339207473;0,169148291;-0,296997584;0,131780632;-0,023886825
0,221042374;0,398510833;0,03178605;0,242603788;-0,011277913;-0,323403044;0,152179121;-0,083281951
0,020841349;0,077003132;0,476612468;0,31108478;0,176743893;-0,285565624;0,187884178;-0,014728
-0,082950097;0,501422782;0,074236966;0,212649605;0,057340255;-0,400557397;0,162336555;-0,127712844
0,077886227;0,197512066;0,220766065;0,236148927;0,100942866;-0,341772163;0,193010111;0,084993276
0,180171885;0,13907724;0,13789179;0,30956551;-0,093850648;-0,314213298;0,355013649;-0,130568996
0,082555169;0,113911537;0,346178188;0,272663288;0,11532556;-0,311836386;-0,044786357;0,066489983
0,220183618;-0,060058628;0,45666313;0,263743454;0,105058097;-0,265201918;0,044810576;-0,095854672
0,263750713;0,179084162;0,189060541;0,275170973;-0,010799553;-0,3034663;-0,142766991;-0,087050716
0,209025264;0,342596697;-0,00465904;0,200918217;-0,024817459;-0,306893182;0,06585769;-0,040159188
0,220893616;0,56723375;-0,278520755;0,26041068;-0,12020336;-0,273205972;0,102290771;-0,09796497
0,085536841;0,163052086;0,18771493;0,089376991;0,069247972;-0,215265927;0,29980465;0,15170399
0,153753789;-0,050019785;0,34137504;0,178097589;0,073609987;-0,152508205;0,072316418;-0,058107099
0,095142645;-0,150225044;0,554400592;0,19577182;0,200475386;-0,159761201;-0,0030236;-0,087589008
-0,00784637;0,225766473;0,081418293;0,086241206;0,059075764;-0,241121355;6,46E-03;0,032516369
0,088634698;0,279342143;-0,06952359;0,300638761;-0,133118554;-0,172443343;0,135651634;-0,206326919
-0,111862568;0,373118829;-0,013695892;0,282593222;0,013309123;-0,177285988;0,048570475;-0,058939773
0,209501359;-0,392707992;0,798710043;0,135821553;0,114165606;-0,090263415;0,208711579;-0,054362305
0,220943536;0,189132461;0,075685705;0,089418891;-0,009496168;-0,225610054;0,07253924;-0,03696121
0,011882339;0,397984603;-0,021866713;0,178638175;-0,007414152;-0,107912597;0,205474505;-0,170109408
0,042698468;0,200208587;0,049690245;0,324468716;-0,083817371;-0,202263728;-0,057564392;0,060677292
0,230615319;0,078379908;0,12262687;0,25713567;-0,198538099;-0,113117617;0,236773242;-0,138976845
-0,117471949;0,233823593;0,198760266;0,19199341;-0,037957126;-0,247271942;-0,047581724;0,132976869
-0,025419603;0,032469317;0,341135527;0,171445608;0,022867096;-0,246816515;0,08363841;0,069101381
0,107066044;0,172367712;0,098975779;0,066461007;-0,187115453;-0,351398149;-0,041203099;0,087883527
-0,134010518;0,24783531;0,149605805;0,199889877;-0,000584447;-0,103265229;0,239797056;-0,050586504
0,019746273;0,24160929;0,084636452;0,17856653;-0,164829746;-0,201339499;0,104578091;-0,018805617
0,288657485;0,016499786;0,151551865;0,18634054;-0,245807629;-0,324412147;0,149826512;-0,127253684
-0,055744943;0,12644822;0,344838352;0,114389931;0,120254759;-0,174161725;-0,106457028;0,130622052
-0,158861569;0,245385544;0,196410488;0,108464108;0,095805055;-0,154133459;0,045501753;-0,005104171
-0,063297515;0,137435643;0,089445796;0,085436872;-0,205650098;-0,318832284;0,155452709;-0,050148353
0,004430793;0,072451487;0,259373026;0,090177074;-0,043881067;-0,276055356;0,100357608;0,077336665
-0,083961807;0,163660938;0,154934535;0,144083549;-0,104749077;-0,258169802;0,175318546;-0,060510097
-0,17380104;0,091383476;0,17915726;0,050837838;0,04210571;-0,251664123;0,103176203;0,12224203
0,119385383;-0,062170355;0,23649735;0,201453622;-0,259661646;-0,256518282;0,121202918;-0,202309008
-0,026748661;0,114822023;0,162027952;0,195160829;-0,078678172;-0,169367555;0,087565147;-0,159874618
-0,025573978;0,003343676;0,247654314;0,120164346;-0,116502973;-0,290906769;0,032188119;-0,157737051
-0,131283792;0,134673463;0,326219807;0,139882605;0,101450133;-0,095556328;0,137096253;-0,123270344
0,102195426;-0,108706436;0,446926545;0,087629536;-0,189395118;-0,195838518;0,069196779;-0,180047884
0,247535478;-0,191966097;0,454619315;0,010840117;-0,062960375;-0,160974306;0,089120607;-0,216400874
0,131787279;0,835691411;-0,627350224;0,240512932;-0,374148261;-0,33192292;-0,018502089;-0,279934948
0,078632374;0,093750995;0,207285618;0,264497038;-0,006075505;-0,037719637;-0,101305603;-0,118666337
0,116609478;-0,003911922;0,200521919;-0,066135833;-0,096020039;-0,133751065;0,269079414;0,000903765
0,046325943;0,352221892;-0,252063236;0,147248974;-0,217494724;-0,065595533;-0,022935383;-0,035694935
0,032266265;-0,13702553;0,176571621;0,11884074;-0,220605179;-0,062525029;0,068681439;-0,052680231
-0,145743446;0,022312266;0,412964375;0,083893192;0,019999883;-0,095534103;-0,083031978;-0,12263565
0,25211257;-0,033521514;0,236190922;0,119201513;-9,15E-02;-0,038369536;-0,041175295;-0,062579223
0,224926155;-0,162071634;0,310593441;0,109763351;-0,19989571;-0,108313675;-0,105415937;-0,08123007
0,102980641;0,436071578;-0,099040428;-0,011421113;-0,134441087;-0,135484299;0,169068573;-0,025592159
0,204421861;0,137398801;0,084452158;0,135962495;-0,184361575;0,077674453;0,109651671;-0,292687615
0,193842868;-0,067870714;0,313664765;0,067914216;-0,075545683;-0,002959744;0,159591022;0,046501235
0,01040571;0,145608259;0,246656761;0,147871254;-0,031922495;-0,073718862;-0,37878856;-0,283383212
0,230260361;0,088820372;0,17138852;-0,070026508;-0,068052547;-0,008843196;-0,007273682;-0,011332896
0,146251077;0,544249906;-0,343253543;-0,000854185;-0,288480111;-0,143020257;0,204378514;0,007082407
0,100919741;0,193491515;0,045189802;-0,081650856;0,015320026;-0,133662473;0,025060416;0,103089987
0,140289223;-0,013730674;0,195116441;0,107876122;-0,161960224;-0,093384787;0,14362218;-0,010134989
-0,005016444;0,189583391;0,097545236;0,008352582;0,034272696;-0,080097166;-0,059701482;0,011764026
0,009172767;-0,113275355;0,395543416;-0,019928283;0,064582976;-0,067752564;0,174569064;-0,158763243
0,189432809;0,124274206;-0,058329425;0,046013306;-0,134816281;-0,071367619;-0,035823653;-0,02759906
0,040390743;0,210342295;-0,031069295;0,163970429;-0,104350072;-0,057358534;0,0002733;-0,100972057
0,02462707;0,049127006;0,070560776;0,153296655;-0,056809006;-0,023062031;0,025263611;-0,036605789
0,115708476;-0,185155725;0,294569204;0,24513167;-0,297163412;-0,068710495;0,160973747;-0,096279769
-0,189339253;0,404004373;-0,084873274;0,216912366;0,035355567;0,12128482;0,120925444;-0,094162537
0,050186108;0,058972462;0,007010904;-0,001733814;-0,242685483;-0,240490737;0,037120571;0,030499777
0,035498164;-0,19623079;0,341608284;0,026805576;-0,205349946;-0,200693007;0,252173851;0,133380292
-0,087635335;-0,019741767;0,229626232;0,15777638;-0,073990628;-0,069572119;0,04672744;0,004084222
-0,20899409;0,353536044;-0,043692256;0,06273869;0,020336196;-0,177588896;-0,093120567;0,115176239
0,116336292;-0,179010052;0,405422832;0,097586803;0,006199424;-0,048638949;0,091038049;0,169614099
-0,157979571;0,197730089;-0,074683465;0,013219958;-0,189875891;-0,243312049;0,153939884;0,111461907
0,082831428;-0,001404157;0,037440137;0,084530232;-0,143203635;-0,133931276;0,081543734;0,118783168
0,021883593;0,198107034;-0,202116288;0,091606431;-0,208301578;-0,268674101;0,014288366;0,047007197
-0,114903332;0,256824707;-0,147672165;0,097418788;-0,083774233;-0,210520795;0,167466041;0,181066047
-0,266524703;-0,201131056;0,55835471;0,115408804;0,074426314;-0,038636447;0,133510724;0,045463051
-0,080455802;0,185014196;-0,1190397;0,151162177;-0,166230091;-0,144909352;-0,028192899;-0,003945126
-0,105744675;-0,069362967;0,226925565;0,080366938;-0,099901876;-0,136155295;0,200607983;0,141950405
-0,046885948;0,2683905;-0,16895656;0,100580392;-0,256229786;-0,163601599;0,169061347;0,274265541
-0,256021962;-0,174409642;0,184545361;0,195013178;-0,202946774;-0,179167117;-0,003927874;2,78E-02
-0,189223195;-0,080950312;0,241998637;0,131615166;-0,132900245;-0,114873313;0,072868252;0,057909402
-0,219321371;0,241774189;-0,014930725;0,216764652;-0,021122263;-0,076437538;-0,205695762;0,10238399
0,034089331;-0,154309082;0,031821275;0,128585978;-0,429941;-0,196069918;0,35820661;-0,244393401
-0,140314177;-0,002752594;0,217595462;0,124513657;-0,004366271;-0,13206896;-0,052037454;0,11095727
-0,07727977;0,030288121;0,137445381;0,127432042;-0,058883572;-0,119085847;0,141529002;0,019756578
-0,16704994;0,020067972;0,088229394;0,100831148;-0,125202406;-0,258074624;0,041013188;0,113306417
-0,071860518;0,137012808;0,007584067;0,162404861;-0,183970393;-0,113103052;0,121364657;0,143012354
0,004443169;-0,012003093;-0,104373863;0,282511696;-0,209303437;-0,146147683;-0,0737084;-0,056652013
0,04909699;-0,34648374;0,413576828;0,166493799;-0,172467154;-0,13805794;0,055226512;-0,049991377
0,120347597;-0,131849699;0,178422485;0,093644025;-0,061591806;-0,279800836;-0,184862785;0,000769739
0,088772431;0,016770387;-0,136044118;0,034117726;-0,209141876;-0,270635387;0,12171287;0,017515536
0,183681911;0,25022808;-0,186225115;0,053367076;-0,132387845;-0,130682282;0,174915424;0,000134063
-0,010536016;0,225928003;-0,102255453;0,067869967;-0,020250939;-0,12011444;0,057842688;0,026139548
0,192998042;-0,017488549;-0,110670761;0,019274447;-0,175843327;-0,158001437;0,307975255;-0,012799478
0,139348693;-0,327802379;0,407649946;0,034340575;0,080382869;-0,05566713;-0,01846419;0,045803554
0,134366748;-0,008073304;0,054745287;-0,133056378;0,075608221;-0,184139562;-0,023586777;0,049208768
0,110921066;0,134425724;-0,267514533;-0,01558765;-0,06396883;-0,143812665;0,148079926;-0,129639879
0,079156759;-0,142590228;0,154123015;-0,131899707;0,193003562;-0,087503018;-0,217752399;0,020241781
0,174055529;0,093236858;-0,132774902;0,025798383;-0,058759803;-0,00700251;0,224097174;-0,068205241
0,246681252;0,000615433;-0,20426025;-0,070169885;-0,132012552;-0,091847464;0,002882615;-0,109349043
