F1;F2;F3;F4 ;F5;F6;F7;F8
-0,254932438;0,517965153;0,097891478;-0,329742305;0,295270515;0,154482708;-0,235144466;0,111211383
0,176107582;-0,015720005;0,109847452;0,081902862;-0,21044338;0,377947728;0,215383647;0,002025417
-0,214103165;0,280047917;0,131650334;-0,081260044;0,174001156;0,322963063;0,173497918;-0,17635556
-0,352033467;0,409074753;-0,136136061;-0,151985362;0,115024431;0,045057685;-0,042349594;0,040177157
-0,303441236;0,083896648;0,191139267;-0,25138736;0,114679233;0,082674155;0,136124676;0,080958007
-0,54765372;0,022133173;0,062536393;0,177278548;-0,016835885;0,334491549;0,165206441;-0,164477151
-0,721867294;0,088574627;0,057811303;0,140137887;-0,092775547;0,124402596;8,90E-03;0,042010099
-0,336872688;-0,125124153;0,043424968;0,216384295;-0,241365895;0,128119913;-0,162118065;0,072062811
-0,785598092;0,082532944;0,186601205;-0,317264933;0,149173357;-0,251587162;0,03304384;-0,109778176
-0,424778526;-0,046262877;0,111309633;-0,21843202;-0,119270266;-0,292259317;0,044006927;0,127274458
-0,483931512;-0,122101164;0,058183;0,057007758;-0,168440456;-0,083195882;0,050059262;-0,107910149
-0,497391732;-0,100192614;0,089985343;0,069364893;-0,269117186;-0,101217575;0,11048373;-0,093953463
-0,694147667;0,275909701;-0,082085726;-0,236133483;0,105754275;-0,098470426;-0,12683392;-0,052065519
-0,57851031;-0,233007103;-0,063686887;-0,088817733;-0,269842244;-0,173702384;-0,128567885;-0,016426052
-0,37482947;-0,238887163;0,083891744;0,172180212;-0,20735461;0,087617741;0,026120618;0,179813918
-0,415992649;-0,156199793;-0,039496491;0,100799476;-0,181189069;0,034825224;-0,012370584;-0,112948649
-0,402120043;-0,164342089;0,092474086;0,277019475;-0,243478189;0,248642143;0,123498611;-0,199410332
-0,398310808;-0,190446614;-0,000359348;0,055565914;-0,24657801;0,025753695;-0,051628389;-0,134588488
-0,184198369;-0,098027618;-0,113229026;0,060191057;-0,089569873;-0,013473241;-0,059339161;-0,203485199
-0,00210219;-0,027793623;-0,074197475;-0,340762037;0,047560438;-0,115730954;0,327908977;0,045767432
0,037181849;-0,161227812;-0,018935859;-0,231264879;-5,31E-02;-0,033941515;0,043624102;-0,320632003
0,057865307;0,055891335;0,049747945;-0,376132456;-0,035232524;-0,129875917;-0,27378127;-0,266030751
-0,04135331;0,017887548;0,139365163;-0,69843477;0,098188521;-0,214624938;-0,109661108;-0,148818356
0,08510024;0,007201602;0,177038443;-0,263962555;-0,122702218;0,017276203;-0,213226514;-0,222647466
0,053833077;0,092483689;-0,062705832;-0,273069333;-0,172463558;0,084485603;0,138462228;-0,256602669
-0,035858594;0,188312231;-0,054939499;0,044202185;-0,102121814;0,389020254;0,104970237;-0,223000326
-0,236569557;-0,050772344;0,117382479;0,064614522;-0,206509387;0,371975619;-0,063161839;-0,193896644
0,251704367;0,004876207;0,057381488;-0,562239738;-0,201209128;-0,033409256;-0,058168314;0,113758085
0,048139029;0,065010882;0,152808123;-0,549530711;5,49E-05;0,001138113;-0,040672913;-0,174907133
0,242133398;0,055261058;0,060284997;-0,611824808;-0,067860022;-0,114054437;-0,108577268;0,062315697
0,089854983;0,029883764;-0,118196334;-0,202954533;-0,127486016;0,222321784;0,095489532;0,152778026
-0,135614686;-0,015024494;0,023278007;-0,155526957;-0,040466154;0,210235987;-0,093792451;0,007431468
-0,088805532;-0,042108592;-0,003130598;-0,131841623;-0,068636729;0,24263781;-0,136999484;-0,24393315
0,071496782;0,04438111;-0,251238247;-0,290693018;-0,217648702;-0,020729622;-0,068431612;0,32420961
-0,10063649;0,169318165;-0,027577284;-0,393972563;0,018496458;0,043038706;0,101348245;0,123108017
-0,104228455;-0,033713218;0,002501325;-0,438990741;0,175609615;0,076907979;0,036910252;0,087106592
-0,209872913;-0,073891227;0,023527659;-0,226719224;0,129206811;0,191565449;0,009063461;-0,015405075
0,333657868;-0,400925267;0,1865675;-0,503085419;-0,020588709;0,111484523;0,202539608;0,257050135
0,248908567;-0,228836909;0,102527908;-0,743232611;-0,026338419;-0,106601092;0,144218728;0,02533346
0,003548303;0,124321755;-0,174160166;-0,576071051;0,0052201;0,036740697;-0,090629565;-0,144727065
-0,099631749;0,364805551;-0,538465078;-0,088894938;-0,192161729;0,230777579;-0,180976741;0,017053573
0,119735536;0,024891594;-0,124264609;-0,117030148;-0,085539196;0,365014374;0,077436074;-0,008262226
-0,066057127;-0,299575673;0,220044867;-0,502314749;0,127760427;-0,013932905;-0,156285971;0,027572036
0,023915409;0,133804033;-0,19887887;-0,352979522;-0,094470464;0,055021132;-0,067354804;0,00977114
-0,18191623;0,115918029;-0,12187774;-0,183578279;0,033999715;0,190894832;-0,200674714;-0,284431685
0,039703237;-0,226391787;0,085534575;-0,112379133;-0,133323715;0,064653974;-0,042914929;0,063454973
-0,077168191;0,025466452;-0,03478211;-0,130288963;0,023783327;0,170181541;0,030008922;0,029854047
-0,321925209;0,042504365;-0,106647603;-0,262480821;0,224291341;0,22962452;-0,094623274;-0,006873955
0,15675332;0,070110341;-0,480479111;-0,258085372;-0,24805353;-0,10031366;0,180656709;0,337800725
-0,500223749;0,101671849;0,138892699;-0,246648657;0,305795974;0,246235977;0,234756835;0,137792154
-0,145148319;-0,127042301;0,003153706;-0,207728803;-0,072614583;0,076881671;0,13691459;0,11305517
-0,320330229;-0,037471443;-0,171811412;0,107231492;-0,180720095;0,136272654;-0,036505973;-0,000172147
-0,356164613;-0,145008815;0,01103863;0,195255349;0,007032906;0,19661632;0,035727586;0,203664942
-0,157974464;0,046060947;-0,086244386;-0,0853246;-0,018067738;0,030128193;0,055659611;-0,079825369
-0,324294595;-0,061489178;0,097516964;-0,128084624;0,030495514;-0,011941038;0,121497897;-0,147260586
-0,325143825;0,116413213;-0,088217593;0,035993508;-0,091604626;0,106741614;0,139456659;0,15901898
-0,323714382;-0,211909453;0,015741799;0,27450188;-0,239904689;0,111875157;-0,052679863;0,241658286
-0,502849422;-0,204072557;0,054718512;0,164052533;-0,02375949;-0,134327983;-0,547313669;-0,018054922
-0,115977635;-0,131992505;0,020342671;-0,281795122;-0,102166193;-0,401504508;-0,561076246;0,262019889
-0,293720225;-0,1061819;0,11962729;0,005270889;-0,089024364;-0,100386229;-0,024449898;0,170696014
0,109437463;0,139364292;-0,117893903;-0,159824048;-0,057901888;-0,137181343;0,084603838;0,059705715
-0,2110705;-0,058834281;0,121838938;-0,318332038;0,119350727;-0,172419543;0,130185479;-0,267212494
-0,187661121;0,124468476;-0,126018679;-0,131551937;-0,089758457;0,031626105;0,067088449;0,093218819
-0,357930874;0,035752333;-0,171110828;0,142467614;-0,169684881;-0,031309526;-0,128264109;0,165252355
-0,049027978;-0,254556811;0,07519105;0,198582926;-0,110258938;0,125913289;0,068422053;-0,029636149
-0,303157051;-0,019128883;-0,116770207;-0,030320123;-0,06026741;-0,067305244;0,223667043;-0,139367459
-0,114495095;-0,109630569;-0,157972468;0,197487552;-0,089123181;0,059129823;0,041282514;-0,150429776
-0,131849034;-0,215025262;0,013232531;0,195645052;0,010274179;0,166811564;-0,026414697;-0,028495562
-0,065797567;-0,028291165;-0,131286392;-0,103692857;-0,033044517;-0,118961076;0,060233408;0,074648829
-0,222250534;-0,0249424;0,033582961;-0,254990905;0,121062414;-0,078163055;0,111948373;0,206965775
-0,191236039;-0,157399979;-0,107219315;0,022326955;-0,157072667;-0,058366324;-0,094147514;0,096380986
-0,307436691;-0,028908181;-0,149515032;0,102551211;0,019625264;0,106619848;0,110189705;0,109479636
-0,252950303;0,016980148;-0,215385706;0,024382148;0,063530451;0,049825998;0,116825828;-0,247826621
0,012772402;-0,333646734;-0,097582128;0,064827892;-0,134510283;-0,087361135;0,267886333;0,003408464
-0,079807524;-0,14607479;-0,211429891;0,228375426;0,052746567;0,038346434;-5,75E-05;-0,11422158
0,013230541;0,113259353;-0,341413831;-0,055556149;0,148757463;-0,047510616;0,019307093;-0,059470043
0,331181139;-0,374108081;-0,04679626;-0,112342036;0,124581311;-0,071809413;0,243134773;-0,233820496
0,25559828;-0,306110705;0,012631845;-0,329530899;0,300600641;-0,158076783;0,011455176;-0,156711663
0,454906264;-0,150647354;-0,277260228;-0,299385981;0,051347948;-0,141217106;0,168805857;0,151343425
-0,088728301;-0,097793243;0,093113124;-0,045703037;0,398645071;0,137534529;0,10750579;-0,073575418
0,24612091;0,08286681;-0,329644944;0,0753762;0,120585665;0,120110028;-0,001085877;-0,109618759
0,256664499;0,004630032;-0,292636702;-0,12180652;0,072064828;-0,04411971;-0,091142341;0,118889136
0,073242616;-0,195299825;0,011351631;-0,077595298;0,284248402;0,048688688;-0,109615395;-0,052385597
0,085284403;0,093143474;-0,113044128;-0,081945361;0,220172471;0,060316889;-0,047616751;0,176500349
-0,056657229;0,204647195;-0,666300725;-0,033765594;-0,143018897;0,10623473;0,012829414;-0,306133145
-0,13996566;-0,356622051;0,41689653;0,094506809;0,305187038;0,195963052;-0,149142599;0,254304893
-0,042263421;0,024239588;0,039906194;0,103877277;0,149852199;0,165951649;0,093056948;-0,077934478
0,320202857;-0,166836103;-0,003321509;0,070437783;-0,035201278;0,052024504;0,047250191;-0,072197956
0,117950959;1,12E-01;-0,014401549;-0,004831907;0,187030707;0,072154988;0,060375986;0,210745271
0,136079958;0,227612876;-0,102478589;-0,06671794;0,148328413;-0,064103608;-0,090678985;0,061848922
0,360447048;0,014718355;-0,089191188;-0,037146703;0,13638997;0,021198696;0,054352659;0,214446741
0,282919989;0,275051742;-0,441999766;0,206970328;0,064036884;-0,043525463;-0,510914027;0,257595158
0,371638004;-0,07486623;-0,046131476;0,228345618;0,190831052;0,055826533;-0,282874173;0,19425927
0,552747574;-0,095964409;-0,136416852;0,098180049;0,08172018;-0,099392261;-0,100298567;0,194017908
0,854087232;-0,365165409;0,203260612;-0,076983623;0,099667543;0,108665902;0,181912686;0,030868219
0,573689779;0,09222455;0,070576782;-0,018403006;0,175054281;-0,050924528;0,170016848;-0,048790399
0,694392352;0,263009506;-0,096008183;0,106943139;0,179385444;-0,062267548;-0,118857902;0,088382037
0,808542758;0,06001584;0,362689869;-0,250455372;0,207709854;0,126047856;0,321088018;0,079932162
0,582174445;0,205261712;0,151761957;0,227220595;0,090328933;0,362206617;0,121935907;-0,380353044
0,341458383;0,472947626;0,051876509;0,062342448;0,174459107;0,131636001;-0,093069487;-2,29E-03
0,229047191;0,407679927;0,115486482;0,106660982;0,242049471;0,165072423;-0,261684255;0,054649008
0,076512412;0,13257297;0,3630511;0,241537766;0,200195526;0,255851436;-0,09605097;-0,042225817
0,114695647;0,246826279;0,200246461;0,0785753;0,090000603;0,049683988;0,061364624;0,163828927
0,302231516;0,278120296;0,05122911;-0,104537448;0,002550116;-0,162835484;-0,019639022;0,046122287
0,042169372;0,262134797;0,197474387;-0,008253368;0,140327013;-0,115630182;-0,164390691;0,253143405
0,344149492;0,073693114;0,165820479;-0,015970923;-0,019903847;-0,066992405;-0,073824946;0,089826051
0,330651693;0,271299425;0,012687044;-0,067022742;0,027900741;-0,07836798;-0,180876817;0,121462892
0,50259215;0,007468554;0,191233325;-0,178640026;-0,022710108;-0,108977345;-0,03799936;0,060218853
0,376834186;0,199564257;0,238090187;-0,218780565;0,089778301;0,173938451;0,320703125;-0,108185436
0,004750949;0,308502226;0,088760555;0,176358409;-0,004633824;0,159415716;-0,188452402;0,027198294
-0,146584078;0,245587332;0,227963533;0,261477571;0,020578098;0,25128383;-0,061052987;-0,032549123
-0,00113034;0,296179122;0,240876969;-0,023385468;0,077216515;-0,030678215;-0,023121002;0,043393222
0,041744359;0,228732253;0,197458204;-0,042300168;0,012023647;0,001136938;-0,056378909;0,163492251
0,173150404;0,187033871;0,088161972;0,019508333;-0,08329063;-0,013511108;-0,088502416;0,155135868
0,077499315;0,268689112;0,284830364;-0,252371308;0,084830144;-0,176363743;-0,17223929;0,19580382
0,27102417;0,070092771;0,15989881;-0,085603793;-0,191547816;-0,076260249;0,036669858;0,05075344
0,201391726;0,154058201;0,149416214;-0,015854247;-0,006810862;0,019689328;-0,108016051;-0,067234583
-0,054826639;0,261412255;0,17634727;0,201555141;0,02122422;0,135057774;-0,231245228;-0,078846182
-0,025451707;0,098526634;0,333205752;0,278978064;-0,11062084;0,258468007;0,137873973;-0,301790015
-0,078058494;0,212351394;0,341717923;-0,103471367;-0,016755572;0,059370325;0,197139492;-0,029973466
-0,037843093;0,266698819;0,081328319;0,04178556;-0,13820605;-0,086731441;-0,133826068;-0,057820586
-0,050351754;0,179358354;0,215709747;-0,093832084;-0,079941068;-0,145178935;2,97E-03;-0,073869719
0,254282168;0,063343902;0,144091437;0,01792541;-0,13700235;-0,128272552;0,027136112;0,163884006
-0,017974328;0,210962668;0,076170465;-0,070948714;-0,05617452;-0,091084373;-0,147952724;0,039912725
0,083839288;0,056684851;0,141833428;-0,018581661;-0,146262218;-0,031939421;0,041971627;-5,69E-02
0,085823498;0,024597195;0,250273744;0,050177846;-0,030263461;0,145967225;0,038628668;-0,110967706
-0,017902604;0,155670372;0,093064282;-0,035599882;-0,039118693;-0,036789362;-0,069960144;-0,193259874
0,105257367;0,165536203;0,105801849;-0,10872247;-0,125130098;-0,024609321;0,024258666;0,006208181
-0,057099463;0,096165128;0,15257644;-0,129129036;0,019216167;-0,075378016;-0,076641995;0,053968128
-0,189866286;0,330134988;-0,058435622;0,029297613;-0,054146757;0,039684822;-0,089108456;-0,141453157
-0,139092811;-0,055207636;0,279380792;0,126454796;-0,124046195;0,128894898;0,021033711;-0,060523731
-0,29225624;0,00384347;0,286628561;-0,093601302;-0,0772319;0,012992416;0,095616532;-0,08207378
-0,04093804;0,18379441;0,034364851;0,019823652;-0,090282331;0,033458247;0,080173664;-0,007786487
-0,124273695;0,175084912;-0,011730365;0,135056137;-0,16396196;0,093558269;0,013514486;0,041748982
-0,435233038;0,099482006;0,19727732;0,1946679;-0,191972324;0,108047874;-0,177951898;-0,068636097
-0,313366436;-0,063156777;0,251985441;0,241107762;-0,275694112;0,055410286;-0,112232497;0,001971122
-0,351625801;0,120790719;0,094597565;0,160731386;-0,274335343;0,001422222;0,094285709;0,085963937
-0,235362928;0,149770545;0,025761094;1,21E-02;-0,184193659;-0,120706224;-0,068684427;0,057679196
-0,164907945;0,059820048;0,072522348;0,057248008;-0,328373459;-0,121862815;-0,048162602;0,158496928
-0,339684787;0,143407102;0,135393974;0,014388525;-0,045103655;-0,00606257;0,075097165;-0,078221332
-0,234969286;-0,110649176;0,212172818;0,075031065;-0,231193914;-0,054697734;0,119258867;0,082504175
-0,369836842;0,137831331;0,190767822;0,166497229;-0,155727296;0,058242851;-0,003770079;0,197516083
-0,380155769;0,061205134;0,010265876;0,210526269;-0,30544241;-0,1051252;-0,04681354;-0,085008876
-0,369103881;0,046217325;0,248267229;0,152692392;-0,15735992;0,01158334;-0,064958456;-0,114648648
-0,124411258;0,088606957;0,050958653;0,015284562;-0,252244153;-0,174507045;0,050329777;3,42E-02
0,036906291;0,018667982;0,020837232;-0,064158805;-0,109255939;-0,193595779;0,151311856;0,146972656
0,069007665;-0,013876705;0,058335742;-0,157503269;-0,046108042;-0,245265923;-0,040363895;0,195727922
0,206752203;0,090294966;-0,19101359;-0,113771195;-0,07282381;-0,134520597;0,023320102;0,114660678
0,183134183;-0,020900383;0,141761053;-0,142097703;0,166205485;-0,036106689;0,009170771;0,064118649
0,034596828;0,019577126;0,031745483;-0,243279794;0,124484593;-0,180805516;0,024325485;-0,080277713
0,216132653;-0,083331608;-0,051186522;0,006700093;-0,056686126;0,070248971;0,188245238;0,029090707
-0,201485414;0,133466318;0,053006807;0,116545535;0,226879303;0,183739585;-0,110017339;-0,192581591
-0,045652752;0,010572734;0,05399244;-0,129383575;0,15666247;-0,048678965;0,016193137;-0,048876596
0,188957475;0,010527519;-0,147333532;-0,074484533;-0,074580194;-0,057206682;0,071779725;0,040828569
0,12037714;-0,080401422;0,069391802;-0,099424897;0,134790999;0,09213735;0,004142888;-0,116431292
0,024337621;0,178675903;-0,066594025;-0,13692105;0,155419466;0,048188588;0,03539356;0,001256132
0,408352073;-0,070126141;-0,269558356;-0,021176473;-0,092894929;0,009941122;-0,060737312;-0,038336059
-0,231051629;-0,001031256;0,242076092;-0,161085223;0,325386015;0,112800714;0,069869095;-0,193671939
0,03014576;0,0879843;-0,176599527;0,142180125;-0,059808837;0,241391246;0,051615571;-0,044575483
-0,172439958;0,088764013;0,080352761;0,088265718;0,095538806;0,20328994;-0,155281342;0,138649687
-0,173971932;-0,041863962;0,151230799;-0,018389471;0,072467903;0,120929944;0,073381858;-0,145840336
-0,24434395;0,016956574;0,224348655;0,002786332;-0,060421362;0,053649992;0,059838392;0,01233117
0,025790678;-0,027496908;-0,077831629;-0,000760014;-0,097630874;0,005513301;-0,121521636;-0,065055402
-0,05429572;0,09042199;0,11388825;-0,175570416;-0,076073635;-0,052646816;0,071269671;0,028409378
-0,202516154;0,176927306;-0,036161323;0,05656808;-0,00333566;0,117215041;-0,02926675;-0,034398485
0,075889692;0,038875838;0,005455336;-0,199859276;-0,023607392;-0,068367468;0,152405293;-0,138479093
-0,179131461;0,110056546;0,103401467;-0,22577748;0,078095105;-0,071928386;0,025219182;0,103868342
-0,082659556;0,005890484;0,073737381;0,060186925;-0,049556486;4,61E-03;-0,063224338;-0,075115581
-0,061015716;-0,002359374;0,084042928;0,09602826;0,00918231;0,143435832;0,20845961;-0,059251718
-0,289823124;0,093807535;0,206326469;-0,072042628;0,165112478;0,07389397;0,088133432;-0,092230293
-0,218491923;-0,083724786;0,140838693;0,106447982;-0,051280606;0,064509156;-0,086317022;-0,091184159
-0,049076994;-0,096058463;0,000684808;0,14817306;-0,182508188;0,035020934;-0,051659218;-0,118979257
