Period;YA;YN;YM;YS;YW
2005M12;1,700582373;1,337393675;0,382053464;-0,886865788;1,511895996
2006M01;-0,650006542;1,699572046;-0,353454614;0,926861323;-4,119024727
2006M02;0,827615498;0,925236915;0,10948475;-1,00740242;6,049747976
2006M03;0,128177024;1,077368005;-0,230149367;-1,604153724;4,865902627
2006M04;-1,343427713;1,238125094;-1,11951305;-0,278130331;-3,753749916
2006M05;-0,786555297;0,72474686;-0,195469098;0,003894221;0,881124148
2006M06;-1,186702959;1,611826421;0,311714913;-0,511520464;5,516193882
2006M07;-1,877576566;3,688326405;-0,779395859;-0,228665889;-1,808165123
2006M08;-2,122940338;3,190464978;-0,827217404;-0,105268958;-4,955096216
2006M09;0,420377139;1,340905058;0,580585033;-1,004810519;4,577002508
2006M10;0,652075241;0,688262339;0,807642818;-1,584437514;6,81312669
2006M11;0,069391253;1,963542616;-0,538254711;-1,224116063;-0,978359352
2006M12;-1,121464852;3,218471637;-0,857696442;-0,442383516;-3,031455077
2007M01;-0,830899013;1,434598342;0,259078451;0,11772175;1,355594022
2007M02;-0,806400178;0,129183588;0,591988312;0,359554147;1,291359897
2007M03;-1,322949669;-0,178404106;-0,283138304;-0,286302609;-0,711735115
2007M04;-1,318982102;0,46755739;-1,178758183;-0,507900454;-0,466962138
2007M05;-1,954946848;2,066190897;-1,112180549;0,905819235;-2,595508125
2007M06;-2,05253336;2,039648077;-0,414005351;1,366312296;-3,400958095
2007M07;-1,868777875;1,386396114;0,159233433;0,692393352;0,051539847
2007M08;-1,507421281;1,130718684;-0,107618753;0,228585417;0,287774619
2007M09;-3,055058632;1,643725209;-1,218222905;0,234438291;-5,13893512
2007M10;-3,120262495;2,059128494;-1,354055702;0,614260208;-6,849311741
2007M11;-4,19601859;2,136524038;-0,202717595;1,213119654;-4,451629681
2007M12;-3,024924577;1,621447736;-0,019902244;0,748521093;-1,391131075
2008M01;-2,979149856;1,106288065;-1,578947799;0,834091675;-3,307690294
2008M02;-2,775529415;1,691142427;-1,714459293;1,64029668;-5,970171817
2008M03;-3,121356673;1,850216768;0,125350239;1,529064368;-4,357146374
2008M04;-2,743053589;1,620392037;0,514963614;0,961262172;-1,608187539
2008M05;-3,614520759;2,268182784;-1,035180103;1,472425532;-6,086634174
2008M06;-4,7049561;2,445306357;-1,671784331;2,389341516;-10,00410726
2008M07;-3,5345937;1,813350269;0,111524289;1,537560904;-2,70749089
2008M08;-1,458022182;1,620493178;0,471983745;0,487964196;-0,914966054
2008M09;-2,503874632;2,04104317;-1,631531695;1,816179394;-10,18983195
2008M10;0,00285451;0,326705441;-1,206500152;1,717782127;-3,751702867
2008M11;1,903157349;-0,810109888;0,656573125;0,314143307;6,9317682
2008M12;-0,679082383;0,871319809;-0,260811249;0,742222816;-1,383474924
2009M01;-2,431132648;2,683825976;-2,015599728;1,42567766;-10,58233545
2009M02;-2,89310477;2,69900944;-1,219653348;0,527860052;-6,370225919
2009M03;-1,641634333;1,426709273;0,200655935;0,199025847;-0,668835678
2009M04;-2,425107152;1,423378666;-0,018647035;1,099860633;-2,602316567
2009M05;-1,456773199;2,151840848;-0,22775844;1,137139693;-5,52602176
2009M06;-2,962897014;1,333233417;-0,286750911;0,615016595;-5,501007994
2009M07;-0,194809177;-0,21014571;0,019018055;-0,043640056;-0,444521409
2009M08;-1,414108925;-0,008418683;0,155974321;0,098522168;-1,374722397
2009M09;-0,644694208;0,607426461;-0,269569794;0,462338711;-2,934618239
2009M10;-1,752779369;0,717630837;-0,382916847;0,849300666;-2,83489887
2009M11;-1,413217609;0,695626772;0,486030738;0,324016504;-0,881805627
2009M12;-0,882536092;0,386894509;0,417850902;-0,08343423;-1,216514915
2010M01;-1,510883523;0,163110984;-1,285729134;0,749207923;-2,956387137
2010M02;-0,628122166;0,112932847;-0,963818473;1,189181348;-1,251093407
2010M03;-1,642290798;0,319195437;1,268964384;0,847981835;-1,961467491
2010M04;-1,664338956;0,162967516;2,192255993;0,563553069;-2,913115176
2010M05;-2,064013954;0,147190734;0,267843894;0,829002136;-2,442216795
2010M06;-2,317293574;0,537385782;-3,779196322;0,828824441;-3,403314111
2010M07;-2,851896439;1,232796575;-4,467743746;0,552866098;-5,410207657
2010M08;-2,62934939;0,960695707;-0,88243216;0,954164655;-3,93409562
2010M09;-1,909560568;0,676180422;0,589973122;2,071090218;-2,216464812
2010M10;-2,415568917;0,916171719;-1,480509625;1,688673842;-3,577651296
2010M11;-1,58546982;0,972302692;-1,953261219;-0,018760524;-3,036908274
2010M12;-1,865835878;0,958420221;-0,232577946;0,526292114;-2,906107101
2011M01;-2,427632231;1,020956956;-0,044349048;1,570119976;-3,199798391
2011M02;-2,628560733;1,321099059;-0,773369613;0,812455223;-2,473551248
2011M03;-3,160506493;1,613041756;-1,520656458;0,445082607;-4,690894433
2011M04;-3,005924353;1,977380364;-2,192702949;0,983599324;-7,706552369
2011M05;-2,457797495;1,648064859;-1,209283426;-0,033634742;-3,951344562
2011M06;-0,947353754;0,557858985;1,019450159;-0,823667809;2,003822528
2011M07;-1,591277175;1,46607442;1,733936486;0,647383993;-0,396337583
2011M08;-1,691542724;2,46185061;-0,250508253;1,026074805;-3,321703582
2011M09;-1,125551543;1,712032269;-2,000935623;-0,484236131;-1,160413713
2011M10;-0,466138865;1,554224228;-1,222499793;-0,82331065;-0,081807708
2011M11;-0,970739541;1,85954579;0,570422213;-0,106451987;-0,739949505
2011M12;-0,121523946;1,094658223;0,775339416;0,157125162;-0,406636924
2012M01;-1,484919863;1,284817327;-1,017202159;0,498217917;-2,284104271
2012M02;-0,924310046;2,261253724;-1,874985834;0,011346788;-1,057059189
2012M03;-0,273361318;2,512701128;-0,962458196;-1,133099316;1,402997276
2012M04;0,369441901;1,50680085;1,075459265;-0,981792529;2,511800958
2012M05;1,336906261;1,048489104;2,437893441;-0,001617265;3,803923096
2012M06;0,882262457;1,473745567;0,647982792;0,344333759;2,781854479
2012M07;0,531115308;1,758473627;-1,509086952;-0,66721128;0,920628819
2012M08;-0,576362398;1,613599144;-1,06442539;-0,989465321;0,23723654
2012M09;-0,398758653;1,578772268;0,247327717;0,083992166;0,097815289
2012M10;-0,303022995;0,936546652;0,582441054;0,468534748;0,190963892
2012M11;1,383640461;-0,292994357;0,385982734;-0,798219087;4,22571591
2012M12;1,211177257;0,05609294;-0,007185542;-1,411288287;4,524622592
2013M01;0,516715865;1,272474322;-0,420016034;-0,495964165;-1,502299874
2013M02;-0,190602485;1,328571949;0,150754581;-0,271183042;-1,846361426
2013M03;1,998598879;0,57492546;1,252907343;-1,563471895;6,560332944
2013M04;1,829991151;0,472883274;1,218891156;-1,805554384;6,003354457
2013M05;1,467075473;1,152986511;0,452885022;-0,830695928;-0,023906612
2013M06;1,019124709;0,585840242;0,38100894;-0,14952571;1,307931437
2013M07;1,153398723;-0,857690426;1,416594618;-0,736808517;3,739737849
2013M08;0,706324071;-0,082262029;1,749977084;-0,969122071;0,520208463
2013M09;0,812541902;1,00752777;0,109057374;-0,027784962;-0,548310218
2013M10;-0,102500879;0,273941513;-0,741289982;-0,030821076;0,65840209
2013M11;-0,24822126;0,743894806;0,554149633;-1,47143718;0,355845596
2013M12;-0,284322108;1,598158012;0,718641474;-1,039027648;-0,648337993
2014M01;0,107360214;0,443692402;-0,562528743;0,544575847;1,240757607
2014M02;0,560338788;-0,26876756;-0,15169574;0,21033933;2,835851546
2014M03;-0,092685248;0,741324156;1,222606939;-0,752626299;0,210510538
2014M04;-0,144648667;1,038014738;0,451373842;-0,438558798;-1,692485624
2014M05;-0,067726076;0,421694944;-0,938091803;-0,418925774;-0,627096514
2014M06;0,164865391;0,540992714;-0,341481708;-0,780082395;0,397216638
2014M07;-0,099038735;1,048026042;0,869407165;-0,632184017;-0,232936755
2014M08;0,785307736;1,002787817;0,601150268;-0,392794309;0,896213426
2014M09;0,522942663;1,450387649;-0,085582287;-1,028256268;2,354622234
2014M10;0,778689122;0,987704668;0,434523502;-1,227544044;1,565590971
2014M11;0,913082882;0,230694386;1,199549353;-0,403446434;-0,501995358
2014M12;1,0745892;-0,285480064;1,022105127;-1,167717293;3,203572637
2015M01;2,622614033;-0,127351756;-0,480523393;-2,140838381;6,220858276
2015M02;0,067025777;0,827600865;-1,461289059;-0,583727984;-1,941003744
2015M03;0,192127238;0,640877677;0,567824423;0,456817374;-2,479535535
2015M04;0,677762993;-0,23089571;1,778441102;0,20662298;3,312647448
2015M05;0,111249998;-0,070928879;0,308173485;-0,454528294;1,358268431
2015M06;0,265046317;0,105836022;-0,639384808;-1,30522331;-0,638077343
2015M07;0,396452204;0,072232056;-0,185439528;-1,289907231;1,213088318
2015M08;0,914134037;0,252366025;0,697898767;-0,537986468;2,454889732
2015M09;1,614342125;0,839772536;1,275218381;-0,772778545;2,351482663
2015M10;1,097571088;1,012355225;0,194766683;-1,0954695;0,943029688
2015M11;0,857033347;0,950443902;-0,872865947;-0,781252866;0,641008948
2015M12;1,235090546;0,94539425;1,025704598;-0,486095415;1,435396828
2016M01;0,260200671;0,125730538;3,079570078;-0,483242926;1,691789081
2016M02;0,474639244;-0,206737587;1,111057389;-0,861839739;1,674391251
2016M03;-0,559889123;0,654342993;-1,738882196;-0,322755591;-1,045962745
2016M04;-0,684706186;0,096213199;-1,047987658;-0,090898663;-0,426857247
2016M05;0,287671968;-0,013338532;0,918280297;-0,949434892;1,176060871
2016M06;0,211963605;0,777790372;0,975844402;-0,63361149;-0,056108873
2016M07;0,7526509;0,13011115;0,605200265;-0,061210659;1,530691991
2016M08;0,391485195;-0,476867155;0,489245592;-0,641182058;2,096127092
2016M09;0,26102839;-0,16603851;0,214234722;-0,778578761;-0,477770499
2016M10;0,122857158;0,354884602;0,615909737;-0,146574203;-0,168113791
2016M11;1,030879525;-0,165344841;1,017246791;-0,407124756;3,286911912
2016M12;0,487677851;-0,10545115;-0,132015294;-0,343050315;0,441410772
2017M01;-0,365984193;0,63494526;-1,001451034;-0,247837813;-3,088833906
2017M02;0,777866633;-0,276579124;0,276197499;-1,244733843;1,902638674
2017M03;1,522227003;-0,599743198;1,369429956;-1,001265775;3,94950342
2017M04;0,38757325;0,17273028;0,488295679;0,025204662;-0,012151889
2017M05;1,594495976;-0,198006378;-0,092934632;-0,031259169;0,196312868
2017M06;0,883958068;0,13948365;0,127843541;-0,444926575;2,054906968
2017M07;1,113929942;0,475506852;0,359755405;-1,034527414;3,543596155
2017M08;0,169560413;-0,200603582;0,031024742;-0,609058486;-0,274012342
2017M09;-0,889948811;-0,626698929;-0,219864753;0,361259334;-3,186274081
2017M10;0,337339586;-0,498045303;0,333834319;-0,026714413;1,029580482
2017M11;0,356714347;-0,326961367;0,505084579;-1,107596438;3,186159788
2017M12;0,920058701;-0,193273659;0,306484743;-0,568247953;0,834309246
2018M01;0,287791179;0,667743201;0,654044624;0,871392073;-1,037380595
2018M02;1,022440069;0,40099687;0,945613571;-0,130791638;2,334767507
2018M03;1,012298982;-0,031405679;0,145656311;-1,348766725;2,948736045
2018M04;0,282708783;0,836441679;-1,092276165;-0,718424449;-0,326193273
2018M05;0,154734987;0,421485375;-0,465393208;0,151075246;-0,496543243
2018M06;0,145766129;-0,750275373;0,852658715;0,204038898;1,069636909
2018M07;0,322638515;-0,62267841;0,85026225;-0,427775681;1,573330155
2018M08;0,58149109;0,891134056;0,355649432;-0,666339562;1,206076528
2018M09;0,104799372;1,210754508;0,106644047;0,009891015;-0,036720414
2018M10;0,293580363;0,03375424;-0,04551703;-0,094350051;-0,392856374
2018M11;0,821729322;0,233716589;0,183945646;-0,602722322;0,15371588
2018M12;1,052042058;0,842694341;0,460838452;-0,289523706;1,009759273
2019M01;1,062315027;0,540152241;0,53651019;-0,442474591;1,897823912
2019M02;0,490803675;0,527856659;0,148993661;-0,515401447;0,408791283
2019M03;-0,175565595;0,707041618;-0,377004601;0,666241977;-2,557889813
2019M04;-0,665705728;-0,113887028;-0,01916646;0,616400687;-0,946129996
2019M05;0,578746523;-1,241474706;0,758857703;-0,957217851;2,539710939
2019M06;0,416866798;0,155957565;-0,145607058;-0,779479278;0,303034631
2019M07;0,317435776;0,830038383;-1,084773545;0,734034388;-0,288295045
2019M08;0,658816857;0,247573025;0,262435493;0,0446065;2,835926418
2019M09;0,523346723;1,203610213;1,704172916;-1,132273762;0,802667175
2019M10;-0,020976349;0,9724933;0,791716962;-0,330536126;-2,138068394
2019M11;0,886047383;-0,370685903;-0,09154442;0,195415018;2,500771444
2019M12;0,611267722;-0,641321918;0,212147906;-0,246194671;4,160837144
2020M01;0,929538875;-0,532819213;-0,03732837;-0,560291567;-0,89257353
2020M02;1,548572499;-0,554270591;-0,046495358;-0,79109301;-1,460098798
2020M03;2,491873192;-1,255878014;1,883310902;-1,054653924;5,731015137
2020M04;3,381297769;-0,677467788;1,473252042;-0,030434202;5,715668903
2020M05;0,916050277;2,084323128;-1,870540507;1,189454214;-5,507826862
2020M06;0,877063158;3,139270917;-1,46859404;-0,890933219;-3,142904033
2020M07;3,353671001;-1,488713741;2,175373928;-2,170002912;7,534685765
2020M08;3,817478973;-4,813282666;2,649922279;-0,078104009;5,208030863
2020M09;4,72325507;-3,39193085;0,186528952;0,715320155;1,968801752
2020M10;4,710416459;-3,064358332;-1,453331237;-1,08491165;6,218125748
2020M11;4,536825824;-2,276327059;-0,59192595;-1,568916445;5,75004004
2020M12;1,835116817;-0,083268099;0,578629858;0,260574033;1,323507804
2021M01;2,689428422;-0,393515875;1,021055285;0,076579376;3,872145551
2021M02;2,34173131;-1,213413387;0,66908593;-0,790412419;4,694036806
2021M03;3,455893157;-2,05070096;0,607582957;-1,270271014;2,991950093
2021M04;0,847013151;-3,818139045;1,044780033;-3,328607138;12,78289618
2021M05;5,349356883;-0,306510386;0,198892464;-0,679010426;2,856673382
