CCV1;CCV2;CCV3;CCV4;CCV5;CCV6;CCV7;CCV8;CCV9;CCV10
6,099572118;8,715176882;4,850977674;0,44457659;387,3773149;2961,788156;1,230164392;1,726430215;1,822382216;5,36888551
6,649628095;8,987192308;5,788084074;0,381286677;207,343221;5908,564494;1,598782518;1,948904243;1,690907826;4,22823198
8,018928965;9,59649832;8,332138583;0,538198909;270,8185621;40213,17074;4,149255079;4,277168459;4,198727393;7,480555918
17,65331866;16,6333542;18,59615187;0,337903046;202,8209484;25142,9365;5,709705023;5,787285374;5,620660057;5,098446661
9,58665431;11,42396341;8,740019568;0,504118197;203,9227204;5283,02774;1,492710043;1,203405968;1,739355406;7,112917928
6,760433427;9,253622248;5,629802542;0,370609555;185,5574721;3785,918968;1,180033084;3,307616025;1,761073446;5,493436395
5,862431683;8,632090544;4,658036043;0,463316066;458,4479699;3356,421727;1,934214816;5,419934546;3,362150742;5,682087079
7,922036476;9,301101079;9,053971986;0,363110408;3764,847854;6368,825765;1,233723034;0,648649471;1,283375257;4,624489843
6,358355381;9,095490597;4,944893657;0,420745157;556,4531655;3189,203842;4,157635458;1,618715624;3,395174875;4,581383425
5,885266349;8,634557475;4,482508728;0,387586223;611,0074239;2873,012543;3,186733241;1,28340045;2,249728073;4,109176448
5,841760296;8,533477538;4,521753641;0,400072677;380,5195826;2846,778245;2,48957509;1,16177522;1,689369035;4,120129134
7,180651696;9,477891568;6,012713681;0,411624779;607,8595539;2932,390548;4,063506714;4,299069084;3,561661512;5,32075207
6,044058164;8,702813974;4,719769495;0,41988665;293,712295;2867,090265;1,15550048;0,749997211;1,243939277;4,975458114
12,88895017;15,53066145;9,155908451;0,395822319;267,6841053;11087,2787;1,651782747;1,649447036;2,914783397;4,811220342
12,23580648;11,2670316;19,43509593;0,396315851;192,1184049;4845,425076;1,601654937;1,499157373;1,643392567;4,111356408
10,53806585;11,1935327;11,88344875;0,401669845;202,8214477;5548,284838;1,335057905;1,220851798;1,484251668;4,150611443
6,401172738;9,263500429;5,848941667;0,427326609;185,4441531;3123,822762;2,105737835;2,09962398;3,869246424;5,079975251
6,232763318;8,888463511;4,975615165;0,429514227;202,1346791;3295,353398;2,621608813;0,961734481;1,770013144;6,176763311
5,788258199;8,542026804;4,565758675;0,501513712;438,2318472;4089,29704;6,365154342;6,855156985;6,833874881;7,465903472
5,894987939;8,503329354;6,462046133;0,49379952;5029,673289;4066,656756;11,58381515;12,00347282;11,93066688;7,424914969
6,400465483;8,754538333;5,75718516;0,369662003;4407,061334;3051,742643;2,182549592;5,87622835;2,361250728;4,962943114
7,526200241;10,16844391;5,653187863;0,475856418;2765,657136;2914,675337;1,149307156;0,506254471;1,295480345;6,528278711
8,345142847;10,22224718;7,675251132;0,362787595;5564,941378;3023,761249;1,854138819;1,902155924;2,319020224;6,149308166
6,103564449;8,763781085;4,814243684;0,415114448;740,1053275;2876,825067;1,622652725;1,497328198;1,883066862;4,092011441
5,78463926;8,524378339;4,41903034;0,399717903;403,2490308;4615,283624;1,257979805;1,136218775;1,332546003;4,265871267
5,80427006;8,454860341;5,22098357;0,439121537;242,6251927;3207,84213;2,280492652;2,300924134;2,43134512;5,698904116
9,515075864;11,04222714;9,002349055;0,374323752;190,3270128;6024,862349;3,722049331;3,780482053;3,743635114;5,282448877
8,625929003;10,89873415;7,006082919;0,499601862;250,7489413;3195,151749;7,687484274;8,020072593;7,599796626;7,458609384
23,35401287;18,67527875;30,62930114;0,345613801;200,7558202;20921,43302;7,307544064;7,194536912;7,04687198;4,224755034
10,25005099;12,21514363;8,812580129;0,429443489;195,6116172;6380,755962;16,63539748;9,136634886;12,64761354;5,040552743
8,019517222;10,41026749;6,50341856;0,434067132;276,6955292;3677,303245;22,02601265;23,54012634;21,56892773;7,086033245
6,063077372;8,913533056;4,64490544;0,408261264;373,243931;3137,239714;23,05430723;23,09141752;21,30324478;5,069901823
5,781386236;8,554100658;4,400276502;0,393288226;1536,8809;2887,13257;11,34045262;20,82302313;12,39021875;4,317291858
5,910626754;8,55642773;4,649069331;0,405989103;3630,042446;2845,503538;8,839519144;7,449489076;8,318571415;4,116499713
6,678112137;8,860880645;6,159075457;0,391957156;7906,363419;2960,902067;6,147159392;6,010375535;5,874622214;4,213324102
6,31631176;8,704029826;5,443136338;0,402446854;988,504894;2958,323914;6,604205204;6,618807936;6,703461758;4,413160734
6,406208209;9,151264032;4,768509944;0,412694458;267,0767036;2855,522629;8,218606206;8,340609005;11,28107628;4,982647402
5,994370131;8,696747568;7,303037527;0,484691718;192,8430297;2980,815753;3,647066348;3,126718304;3,191974363;5,448766024
