NMEU1;NMEU3;NMEU12;NFEU1;NFEU3;NFEU12
-0,009832394;-0,011214692;-0,01019263;-8,47909E-05;-0,000693095;0,001189399
-0,009581841;-0,011179709;-0,010484291;-0,001140343;-0,00189077;0,000495677
-0,008913;-0,011326994;-0,011165698;-0,002107314;-0,002707363;-2,77173E-05
-0,008548852;-0,011263702;-0,011296812;-0,001744205;-0,002943545;-0,000472541
-0,007853676;-0,01080321;-0,010949431;-0,001162019;-0,002942307;-0,000838287
-0,008838251;-0,01098532;-0,010727903;-0,001309347;-0,003238309;-0,00112624
-0,00817104;-0,010333113;-0,01060131;-0,002424707;-0,003954011;-0,001332283
-0,00641053;-0,008978434;-0,010263461;-0,004210977;-0,004698262;-0,001258681
-0,007857679;-0,0096768;-0,009964932;-0,003979027;-0,00467896;-0,001410807
-0,007669332;-0,009437149;-0,00974424;-0,003307423;-0,004748959;-0,001889714
-0,006496375;-0,008758107;-0,009636187;-0,003663839;-0,005151983;-0,00218729
-0,006607841;-0,009001825;-0,009877348;-0,004403416;-0,005766895;-0,002446981
-0,006788654;-0,00913966;-0,009997366;-0,004836224;-0,006067736;-0,002516268
-0,007595442;-0,009473562;-0,009820032;-0,005465238;-0,006364376;-0,00247796
-0,008727345;-0,009926907;-0,009688337;-0,00438949;-0,006066358;-0,002922361
-0,00772486;-0,008941325;-0,009312053;-0,003976829;-0,005968371;-0,003186677
-0,007252625;-0,00848385;-0,009259122;-0,003629533;-0,005815067;-0,00333506
-0,006410436;-0,008025932;-0,009195395;-0,003692772;-0,005957219;-0,003502786
-0,005431391;-0,007597686;-0,009179064;-0,004011464;-0,00620051;-0,003600079
-0,00580774;-0,007891251;-0,009213288;-0,004648659;-0,006417337;-0,003506242
-0,0055319;-0,007831787;-0,009303309;-0,004567926;-0,006539939;-0,003680028
-0,005407018;-0,00824844;-0,009567258;-0,004559016;-0,006537421;-0,003645054
-0,00652996;-0,00862893;-0,009388448;-0,004491267;-0,006306048;-0,003403799
-0,006682186;-0,008456522;-0,00910885;-0,004378848;-0,006459775;-0,003608999
-0,005248271;-0,007573577;-0,009071104;-0,004821605;-0,006768242;-0,0036663
-0,005038985;-0,007589568;-0,009344414;-0,004891218;-0,006709115;-0,003574282
-0,006781356;-0,009007122;-0,009660137;-0,005614355;-0,006751181;-0,003295753
-0,006864785;-0,009078568;-0,009570638;-0,005477429;-0,006977069;-0,00349803
-0,006926761;-0,00904121;-0,009602329;-0,005876832;-0,007267329;-0,003571484
-0,007803966;-0,009326952;-0,009564185;-0,005832569;-0,007341582;-0,00363742
-0,008273846;-0,009800036;-0,009892435;-0,005724989;-0,007203045;-0,003542183
-0,008139828;-0,009988966;-0,010072663;-0,005983456;-0,00721952;-0,003407749
-0,008145584;-0,010000091;-0,010248481;-0,006324355;-0,007596958;-0,003558835
-0,007848372;-0,010009301;-0,010612905;-0,005830515;-0,007491486;-0,003699569
-0,007772691;-0,010161343;-0,010704882;-0,00600784;-0,007659868;-0,003766398
-0,007878489;-0,010594417;-0,010845125;-0,005613309;-0,007503881;-0,003896733
-0,00620878;-0,009960312;-0,010910873;-0,005575774;-0,007587723;-0,004050237
-0,005467773;-0,009656814;-0,010880639;-0,00566375;-0,00758832;-0,004006378
-0,006070955;-0,009469752;-0,010785634;-0,005847581;-0,007725974;-0,004160782
-0,006239541;-0,009329495;-0,010410322;-0,005510078;-0,007557954;-0,004240988
-0,00640135;-0,009654588;-0,010647839;-0,005604338;-0,007395914;-0,004094576
-0,006461647;-0,009448353;-0,010776165;-0,005208996;-0,007225234;-0,00426234
-0,007134647;-0,009655765;-0,010542127;-0,004966729;-0,007192313;-0,00435468
-0,007467286;-0,009610062;-0,010368375;-0,004829173;-0,007083283;-0,00435753
-0,007498363;-0,009729301;-0,010327748;-0,005146948;-0,007129993;-0,004191165
-0,007303133;-0,009555453;-0,010391347;-0,005065383;-0,007285474;-0,004415575
-0,006814151;-0,009614195;-0,010603536;-0,005273904;-0,007509872;-0,004527398
-0,007072423;-0,009982962;-0,010828993;-0,005876173;-0,008351063;-0,004977029
-0,005766354;-0,009564494;-0,011213035;-0,006171498;-0,008791757;-0,005224701
-0,005488741;-0,009176229;-0,010999797;-0,006884216;-0,009357762;-0,005353144
-0,005017316;-0,008805521;-0,010870321;-0,007090409;-0,009651709;-0,005590289
-0,0041816;-0,008788566;-0,011050435;-0,006953386;-0,009602768;-0,005660418
-0,004134658;-0,008874591;-0,011179464;-0,007123105;-0,009701611;-0,005623196
-0,005932477;-0,009663234;-0,011201217;-0,007060721;-0,009544204;-0,005432018
-0,007217851;-0,01003507;-0,010778426;-0,006922655;-0,009351855;-0,005203636
-0,008874447;-0,011271912;-0,010872688;-0,006729142;-0,008923785;-0,004737991
-0,008784509;-0,011024273;-0,010864949;-0,006268355;-0,008220129;-0,004182411
-0,009149804;-0,011116943;-0,010999411;-0,005346488;-0,00722161;-0,00355778
-0,009230099;-0,011193239;-0,010913122;-0,004149143;-0,005899863;-0,002792915
-0,008741064;-0,011150459;-0,011192495;-0,003290522;-0,005246592;-0,002576756
-0,010094224;-0,012413268;-0,011603163;-0,00264002;-0,00465109;-0,002230459
-0,010091599;-0,012659807;-0,011790733;-0,002217413;-0,00398803;-0,001677034
-0,010137888;-0,012990831;-0,012236901;-0,001595168;-0,003004432;-0,000892604
-0,010883155;-0,013930029;-0,01275941;0,000133614;-0,001885826;-0,000482323
-0,011853263;-0,014581412;-0,012907618;0,000734458;-0,001160741;0,000112698
-0,010284151;-0,014095211;-0,013115147;0,001723352;-0,000501209;0,000369622
-0,010726001;-0,014381978;-0,013257591;0,001913828;-0,000239128;0,000651741
-0,011260625;-0,014868273;-0,013416006;0,001513572;-9,35453E-05;0,00111581
-0,011846764;-0,016177673;-0,01419975;0,002147777;0,000654795;0,00171703
-0,012774909;-0,017149408;-0,014600726;0,002350431;0,001506769;0,002672633
-0,012489909;-0,017544416;-0,015358174;0,004041167;0,002928303;0,003273701
-0,00939501;-0,016343084;-0,016059116;0,005489865;0,0045396;0,00423318
-0,006507791;-0,014399753;-0,016282167;0,00554135;0,005911567;0,005542496
-0,0052288;-0,014187844;-0,017122839;0,005456227;0,007248239;0,006632323
-0,003712218;-0,011885118;-0,016584126;0,009096883;0,008595686;0,006226574
-0,005003277;-0,01142576;-0,016280144;0,008772002;0,007699735;0,005461494
-0,003774143;-0,011070109;-0,016172648;0,006424854;0,00645386;0,005120117
-0,007154095;-0,013053475;-0,016203503;0,004404386;0,00495479;0,004595675
-0,011727663;-0,015769036;-0,016450426;0,00112075;0,002346666;0,003614498
-0,016167116;-0,019289305;-0,016861428;-0,000456572;0,000900171;0,002977604
-0,018566096;-0,021694298;-0,017458012;0,000774618;0,000536851;0,001999741
-0,016160416;-0,020217519;-0,016824726;-0,000213977;-0,000585554;0,001215887
-0,01308555;-0,017719608;-0,015680041;-0,002343111;-0,002003309;0,000768
-0,017680102;-0,019922427;-0,015478146;-0,0014497;-0,002029076;0,000245768
-0,018483257;-0,020098167;-0,015006643;-0,001430076;-0,002233536;-3,47267E-05
-0,018019481;-0,019064118;-0,01404297;-0,001869193;-0,002602111;-0,000245067
-0,017349712;-0,018521306;-0,013632948;-0,001723062;-0,002923218;-0,000552663
-0,015732473;-0,017663272;-0,01330562;-0,001869201;-0,003020874;-0,000624475
-0,013519779;-0,015873795;-0,012699283;-0,002166099;-0,003235824;-0,000620266
-0,011729101;-0,01453455;-0,012259708;-0,002892558;-0,00364138;-0,000656197
-0,012343938;-0,014428346;-0,012021604;-0,00252535;-0,003299292;-0,000443248
-0,012444196;-0,014131914;-0,011637312;-0,001567852;-0,002412789;-4,77889E-05
-0,012507611;-0,014152894;-0,011570463;-0,001994452;-0,002130925;0,000508348
-0,012227408;-0,013778945;-0,011097428;-0,00238921;-0,002183706;0,000580096
-0,011877625;-0,012962534;-0,010626229;-0,004006265;-0,003324098;0,000274879
-0,011884664;-0,012760414;-0,010416511;-0,003711972;-0,003184762;0,000234452
-0,011945809;-0,012590691;-0,010341403;-0,004782526;-0,004205266;-0,000178343
-0,01129842;-0,012307052;-0,010668065;-0,003974616;-0,004649728;-0,001069085
-0,011320094;-0,012368505;-0,010833664;-0,004164752;-0,005231822;-0,001663093
-0,010323792;-0,011788928;-0,010834748;-0,004935677;-0,005895948;-0,001995124
-0,009700757;-0,011801803;-0,011148416;-0,003904758;-0,005581459;-0,002332931
-0,008677273;-0,01097006;-0,011303977;-0,003195408;-0,005155754;-0,002372137
-0,010087077;-0,012301018;-0,011753814;-0,002432069;-0,004792839;-0,002429679
-0,011117525;-0,0129772;-0,011787156;-0,001663453;-0,004170566;-0,002144229
-0,011941506;-0,013468959;-0,012006396;-0,000734875;-0,003148918;-0,001544444
-0,011548387;-0,012762322;-0,011602949;0,000273584;-0,002088603;-0,000818739
-0,011037358;-0,012473058;-0,011572042;0,000323326;-0,00136107;6,19168E-05
-0,010482736;-0,012144666;-0,011555948;-0,000367464;-0,001030313;0,000918237
-0,008800285;-0,01064294;-0,010814915;-0,002727298;-0,001963413;0,00127301
-0,008510739;-0,009944932;-0,01017325;-0,006085344;-0,004307047;0,00071219
-0,008203005;-0,009564307;-0,00965866;-0,00396728;-0,004172273;-0,000263754
-0,007581219;-0,008924792;-0,009068063;-0,003856707;-0,004921026;-0,001175692
-0,007957901;-0,008795334;-0,008638482;-0,004642591;-0,005832769;-0,001828107
-0,00734662;-0,008247368;-0,008241051;-0,003993844;-0,005766913;-0,002279107
-0,006211469;-0,007624141;-0,008216057;-0,003622009;-0,005683247;-0,002513285
-0,006847062;-0,008024057;-0,008372838;-0,004008175;-0,005850389;-0,00252053
-0,008122685;-0,008929236;-0,00870388;-0,005098207;-0,006294694;-0,002403754
-0,00935574;-0,009755327;-0,008855385;-0,005500833;-0,007043492;-0,003094503
-0,008578191;-0,008974952;-0,008512002;-0,004960158;-0,007011599;-0,003532691
-0,007482177;-0,007943712;-0,007999335;-0,005491834;-0,007658959;-0,004048165
-0,007401076;-0,007872058;-0,008023083;-0,005300203;-0,007745547;-0,004356926
-0,0064554;-0,007225948;-0,007829691;-0,005297821;-0,007806035;-0,004487054
-0,005363363;-0,006669512;-0,00789868;-0,006013814;-0,008374586;-0,004682161
-0,005570584;-0,007020949;-0,008089608;-0,006695782;-0,008737147;-0,004710046
-0,005083917;-0,007041683;-0,008420689;-0,007573123;-0,009247796;-0,004636196
-0,004348663;-0,006937416;-0,008265589;-0,007158951;-0,009114911;-0,004754784
-0,005391138;-0,007469645;-0,008024557;-0,007120981;-0,009017102;-0,004734085
-0,005799679;-0,007486406;-0,007519307;-0,006932833;-0,008895114;-0,004745103
-0,006337634;-0,007824973;-0,007489884;-0,006765179;-0,008633982;-0,004578563
-0,007215994;-0,00850425;-0,007617682;-0,006696895;-0,008485186;-0,004430158
-0,007478205;-0,009004661;-0,007890165;-0,007378965;-0,008662043;-0,004227636
-0,007419259;-0,009045845;-0,008020112;-0,00702935;-0,008398372;-0,00409131
-0,00816505;-0,009619727;-0,008371938;-0,007220109;-0,008627472;-0,004188232
-0,007955575;-0,010015678;-0,00896875;-0,006848398;-0,008567398;-0,004348888
-0,008120985;-0,009951114;-0,008985954;-0,006395795;-0,008269893;-0,004368783
-0,008117997;-0,009732398;-0,008834673;-0,006352082;-0,008176913;-0,004294778
-0,007503499;-0,009692825;-0,009028681;-0,006429902;-0,008077407;-0,004049405
-0,006902527;-0,009083897;-0,008882732;-0,006482283;-0,008114725;-0,00410287
-0,007279099;-0,009080803;-0,008706509;-0,005204194;-0,007349104;-0,004099008
-0,007317008;-0,009106079;-0,0087683;-0,004765463;-0,006991072;-0,004028609
-0,008390437;-0,009550108;-0,008788546;-0,004607395;-0,006897867;-0,003938876
-0,009196052;-0,010238698;-0,008954924;-0,004614848;-0,006626689;-0,003603031
-0,009319465;-0,010680023;-0,009354198;-0,00472184;-0,006273606;-0,003103698
-0,008557212;-0,010584172;-0,009740375;-0,004563223;-0,006122129;-0,002960006
-0,008739534;-0,010614032;-0,009946092;-0,004252608;-0,005700782;-0,002728072
-0,008192631;-0,010363179;-0,010191624;-0,003769234;-0,005669173;-0,003006398
-0,007262965;-0,009974763;-0,010575733;-0,002893909;-0,005262741;-0,00310567
-0,006294901;-0,009786957;-0,011244501;-0,00286335;-0,005193706;-0,003053504
-0,004512831;-0,008422474;-0,010851166;-0,003236726;-0,005290084;-0,002829862
-0,003196273;-0,006969516;-0,010421664;-0,004046815;-0,005922504;-0,002914768
-0,001555219;-0,005132893;-0,009634021;-0,002656088;-0,005218205;-0,00300928
-0,003657191;-0,00630096;-0,009561502;-0,002197278;-0,004918468;-0,003010578
-0,005118847;-0,007481494;-0,009590089;-0,002062925;-0,004722604;-0,002886091
-0,00572509;-0,008080451;-0,009470823;-0,001854491;-0,004338327;-0,002556631
-0,006567604;-0,00897707;-0,009697477;-0,001544184;-0,0037807;-0,002118587
-0,007837969;-0,00980564;-0,009467782;-0,001916635;-0,003888821;-0,001741208
-0,007798366;-0,00934356;-0,008961605;-0,002239848;-0,003972331;-0,001637564
-0,008824593;-0,009760364;-0,008742008;-0,003841912;-0,005156816;-0,001904058
-0,007942709;-0,009354839;-0,008978392;-0,003231712;-0,004753009;-0,001857764
-0,006255394;-0,008095979;-0,00865353;-0,003435982;-0,004574465;-0,001558553
-0,004595687;-0,006807982;-0,008462069;-0,003822529;-0,004809977;-0,00149628
-0,0047015;-0,006561688;-0,00819372;-0,004756673;-0,005789537;-0,002084699
-0,004624547;-0,006307473;-0,007970541;-0,006016537;-0,006749058;-0,002466064
-0,005772937;-0,006845334;-0,007928583;-0,004965433;-0,006506828;-0,002958377
-0,004769101;-0,006186891;-0,007742917;-0,004732159;-0,006598879;-0,00333107
-0,004859502;-0,00620291;-0,007555058;-0,005034908;-0,006850204;-0,003537871
-0,004376742;-0,005736892;-0,007474555;-0,00571461;-0,007265064;-0,003699995
-0,00369886;-0,005260577;-0,007087126;-0,005338159;-0,007034861;-0,003790378
-0,004735399;-0,006090706;-0,007385197;-0,005285202;-0,006906359;-0,003738224
-0,005611163;-0,007134104;-0,007919741;-0,00542933;-0,00666146;-0,003464784
-0,005490673;-0,007668163;-0,008786748;-0,007312884;-0,00766422;-0,003554052
-0,005058548;-0,007947656;-0,009211246;-0,006534957;-0,007998976;-0,004359827
-0,005876727;-0,008267001;-0,009187672;-0,006330581;-0,008360912;-0,004988418
-0,007031373;-0,009024549;-0,009226241;-0,006485534;-0,00874775;-0,005424261
-0,007192034;-0,009431686;-0,009642476;-0,006613837;-0,008884969;-0,005677004
-0,007991564;-0,010049026;-0,009801214;-0,006545453;-0,008827927;-0,005797149
-0,008540446;-0,010481252;-0,009772377;-0,006067908;-0,008415011;-0,005679528
-0,009368676;-0,010866162;-0,009467827;-0,005927713;-0,008389961;-0,005657911
-0,009717165;-0,010869241;-0,00935949;-0,005909803;-0,008290925;-0,005528909
-0,00853911;-0,009963498;-0,009136129;-0,006320576;-0,008362135;-0,005256813
-0,007077953;-0,00946832;-0,009384832;-0,006787407;-0,008550763;-0,005077117
-0,005975353;-0,008835679;-0,009478812;-0,006564245;-0,00856435;-0,005085912
-0,00738999;-0,009216223;-0,009510871;-0,006624945;-0,008689999;-0,004993165
-0,008259491;-0,009536208;-0,00949105;-0,006644839;-0,008661819;-0,004812538
-0,007881468;-0,009100815;-0,0092586;-0,006769484;-0,008555066;-0,004485882
-0,007115661;-0,00856797;-0,009104479;-0,006741307;-0,00825596;-0,004056692
-0,006917514;-0,008178061;-0,008808529;-0,00571935;-0,007668357;-0,004058559
-0,008024716;-0,009313359;-0,009156994;-0,005198484;-0,007232242;-0,003930624
-0,007410571;-0,009298996;-0,009296225;-0,004822027;-0,006731797;-0,003607179
-0,008164471;-0,009341387;-0,009334089;-0,003965861;-0,005960629;-0,003216058
-0,008651555;-0,009465341;-0,009150288;-0,003291329;-0,005139013;-0,002617237
-0,00920375;-0,010113743;-0,00931679;-0,002204384;-0,003911882;-0,001775639
-0,01018099;-0,010606708;-0,009338953;-0,001426599;-0,002675512;-0,000669392
-0,009723145;-0,010304119;-0,00948245;-0,001467451;-0,001572547;0,000640892
-0,009345617;-0,010376037;-0,010183069;-0,000432911;-0,000445124;0,001352511
-0,0082538;-0,00981456;-0,010214882;-0,00110587;0,000113255;0,002289796
-0,007675666;-0,009466483;-0,010156976;-0,001012969;-0,000131544;0,002158635
-0,008118846;-0,009596058;-0,010022314;0,001726044;0,000792915;0,001769617
-0,008184662;-0,009945793;-0,010281239;0,003049021;0,001530167;0,001775107
-0,008650547;-0,010594805;-0,010794978;0,003568975;0,001956384;0,00198531
-0,009344472;-0,010803789;-0,010849282;0,00344582;0,002481792;0,002530272
-0,009322981;-0,010732479;-0,010865369;0,005082778;0,003476682;0,002711591
-0,00882823;-0,010594583;-0,010952652;0,008399725;0,005555844;0,003005918
-0,009103307;-0,010707392;-0,010968062;0,010576675;0,007407475;0,003641968
-0,008223667;-0,010508962;-0,011158254;0,014149232;0,009919414;0,004350518
-0,008392171;-0,010980218;-0,011455259;0,018254693;0,012952852;0,005331882
-0,008180593;-0,011425672;-0,011632532;0,023319709;0,016940929;0,006790394
-0,00737907;-0,011230754;-0,011483065;0,029786131;0,022186703;0,008750669
-0,004880508;-0,009825812;-0,010880418;0,037675691;0,028797802;0,011339998
0,000668883;-0,004397781;-0,008093645;0,048415875;0,037506394;0,014663601
0,018706779;0,016065225;0,001283074;0,066359304;0,051144991;0,019260966
0,080698207;0,059106062;0,028758431;0,146505608;0,104353849;0,031905131
0,115908455;0,073986454;0,03647855;0,137665521;0,100222991;0,031578118
0,110029579;0,071255906;0,037813562;0,130728933;0,096475185;0,030965338
0,04676754;0,037186101;0,031683146;0,128436338;0,095291948;0,030923913
0,001487755;0,013490305;0,028634087;0,131181262;0,09670354;0,030625775
-0,037578908;-0,007998614;0,02497913;0,129624289;0,095422273;0,029997143
-0,055877983;-0,018273804;0,024325836;0,141443735;0,102723151;0,030911193
-0,089647614;-0,029920277;0,02669968;0,170408527;0,121571518;0,034857715
-0,103473702;-0,03764809;0,026523513;0,130180878;0,093112353;0,027130208
-0,092156958;-0,029227396;0,029852068;0,085806825;0,061514824;0,018979941
-0,084461913;-0,017693221;0,037319394;0,037420151;0,026728852;0,00999986
-0,058240199;-0,005801528;0,038127113;0,027520226;0,019110231;0,007489418
-0,028165349;0,012724475;0,040759768;0,025449959;0,016495044;0,005667792
-0,034933207;0,010947983;0,040297635;0,012512981;0,006493371;0,001881558
