NMEU1;NMEU3;NMEU12;NFEU1;NFEU3;NFEU12
-0,005962987;-0,008671295;-0,009071086;0,000235625;-0,001175465;0,000408385
-0,005667671;-0,008320584;-0,009042974;-0,001861558;-0,002898037;-0,000245393
-0,007009576;-0,009260273;-0,009528469;-0,002022395;-0,003338331;-0,000749456
-0,006200786;-0,008783857;-0,009257165;-0,002485676;-0,003671136;-0,000955749
-0,006553874;-0,008657475;-0,009066674;-0,003365934;-0,004374735;-0,001294707
-0,00579113;-0,008116414;-0,008676188;-0,003163475;-0,004653785;-0,001846979
-0,005531656;-0,008134999;-0,008785063;-0,003657481;-0,005331282;-0,002270565
-0,006347897;-0,008712968;-0,008830749;-0,00463774;-0,006099268;-0,002472552
-0,008141517;-0,009684334;-0,009013864;-0,005303959;-0,006549588;-0,00253321
-0,009259461;-0,010530141;-0,009367716;-0,00551714;-0,006914193;-0,002857139
-0,008609554;-0,010037666;-0,009135071;-0,005095218;-0,006749741;-0,002999142
-0,00818943;-0,010028802;-0,009358321;-0,005116546;-0,006623655;-0,002922069
-0,007313325;-0,009438787;-0,0093333;-0,005166552;-0,006421374;-0,0026353
-0,006645374;-0,008970914;-0,009367275;-0,005420737;-0,006177098;-0,002190082
-0,005389861;-0,008450113;-0,009547383;-0,005735023;-0,006131656;-0,001992063
-0,00376936;-0,007444775;-0,009205422;-0,003393752;-0,004624864;-0,002184796
-0,004244437;-0,007648071;-0,009237684;-0,003594531;-0,005245409;-0,002747772
-0,005499599;-0,008117629;-0,009253026;-0,002903132;-0,00515438;-0,003074716
-0,007277874;-0,008933225;-0,009554376;-0,003500927;-0,005835548;-0,00352505
-0,007610435;-0,009000665;-0,009425729;-0,004377346;-0,006676667;-0,003925805
-0,007058395;-0,008517901;-0,009202776;-0,005535928;-0,007513228;-0,004138874
-0,0066454;-0,008548938;-0,009233105;-0,006527891;-0,008445025;-0,004538267
-0,005295018;-0,00779039;-0,008931295;-0,007041334;-0,008939975;-0,004836012
-0,005631235;-0,008131554;-0,008922904;-0,007175158;-0,009297057;-0,00521969
-0,005078819;-0,007905007;-0,008908169;-0,00729876;-0,009447933;-0,00542255
-0,00559974;-0,007663515;-0,008613485;-0,007539674;-0,009479137;-0,005405925
-0,004977619;-0,007021369;-0,008244505;-0,00707588;-0,009229526;-0,005469655
-0,003690462;-0,005827525;-0,007721436;-0,007131666;-0,009179281;-0,005404815
-0,004887324;-0,006248606;-0,007672088;-0,007354074;-0,009292786;-0,005386598
-0,004779425;-0,006262954;-0,007561643;-0,00749761;-0,009425081;-0,00543371
-0,004206212;-0,005751614;-0,007540839;-0,007607725;-0,009619168;-0,005485835
-0,003347267;-0,005084142;-0,00759097;-0,007687214;-0,00990205;-0,005708522
-0,004326817;-0,005546602;-0,007651871;-0,007434253;-0,009898438;-0,005817817
-0,005133695;-0,006157537;-0,007691041;-0,007685694;-0,010134161;-0,005868206
-0,005895508;-0,006686381;-0,007771178;-0,008054087;-0,010312111;-0,00574836
-0,005368571;-0,006429742;-0,007637743;-0,007581444;-0,009896414;-0,005611888
-0,006361364;-0,007345464;-0,007959154;-0,007331777;-0,009602185;-0,005414745
-0,0068852;-0,007700815;-0,008009938;-0,00678837;-0,009004472;-0,005086456
-0,006106297;-0,007618106;-0,00808764;-0,006504241;-0,008757601;-0,004954797
-0,004989461;-0,00683395;-0,008010258;-0,00580174;-0,008139986;-0,004699727
-0,005387421;-0,006825288;-0,007981619;-0,005241472;-0,007674663;-0,004417075
-0,004494943;-0,0065539;-0,008189663;-0,005002099;-0,007312829;-0,004175466
-0,005481218;-0,007047507;-0,008493514;-0,004885635;-0,007568763;-0,004517816
-0,006115939;-0,007429922;-0,008755404;-0,004805238;-0,007645959;-0,004621497
-0,005821582;-0,007123864;-0,008594643;-0,005097941;-0,007902399;-0,004648705
-0,006026325;-0,007130098;-0,008448545;-0,005817009;-0,008497843;-0,004846905
-0,005801635;-0,00715332;-0,008531309;-0,005986327;-0,00856933;-0,004855506
-0,00642657;-0,007470756;-0,008299172;-0,00595973;-0,008471744;-0,004810594
-0,006260115;-0,007466288;-0,008048856;-0,005699364;-0,00819822;-0,004753899
-0,006388186;-0,007567508;-0,007981234;-0,005784898;-0,008019495;-0,004564631
-0,006632863;-0,0077694;-0,00817474;-0,005813167;-0,008316146;-0,005040844
-0,006246291;-0,007470103;-0,008102589;-0,006120456;-0,00871678;-0,005325389
-0,006541659;-0,007552956;-0,007959656;-0,006682642;-0,009219515;-0,005538452
-0,006112559;-0,007371272;-0,00778714;-0,006677445;-0,009362935;-0,005804022
-0,005483964;-0,007203763;-0,007893953;-0,006735881;-0,009373405;-0,005860158
-0,004806522;-0,006868802;-0,007658442;-0,00710234;-0,009619025;-0,005905868
-0,0053227;-0,007114043;-0,007632082;-0,00727142;-0,009624116;-0,005881845
-0,005066425;-0,00704103;-0,007447393;-0,007524121;-0,009724886;-0,005848729
-0,004720769;-0,006867499;-0,007174725;-0,007505401;-0,009830043;-0,005926322
-0,005664398;-0,007251794;-0,007005135;-0,007788542;-0,010017763;-0,005864078
-0,006165625;-0,007865985;-0,007347832;-0,008038943;-0,010054723;-0,005659255
-0,006528025;-0,007812508;-0,007300791;-0,008467903;-0,010554675;-0,005797254
-0,00650078;-0,008213346;-0,00754644;-0,008204605;-0,010495745;-0,006004006
-0,005833327;-0,008313821;-0,007797441;-0,008018212;-0,010389198;-0,006043557
-0,005048967;-0,007962008;-0,007940081;-0,007971927;-0,010315001;-0,00605162
-0,005606824;-0,007891692;-0,00824767;-0,007775659;-0,010137964;-0,005904477
-0,006063217;-0,007729527;-0,008066539;-0,007618876;-0,009805425;-0,00558468
-0,007120813;-0,008237987;-0,00816874;-0,007272456;-0,009353344;-0,005217532
-0,006478024;-0,007634229;-0,007596305;-0,00696883;-0,008759806;-0,004618476
-0,00592641;-0,007159429;-0,007088417;-0,007879701;-0,008941454;-0,004103718
-0,00518168;-0,006406927;-0,006753817;-0,008562655;-0,009559824;-0,004300107
-0,004158723;-0,005775069;-0,006584773;-0,007851358;-0,009347645;-0,004448116
-0,003993325;-0,005734342;-0,006527323;-0,007382787;-0,009077142;-0,004444859
-0,004068023;-0,005600528;-0,006689989;-0,00741689;-0,009030424;-0,004300504
-0,003640471;-0,00510171;-0,006692494;-0,006728154;-0,008653884;-0,004291675
-0,002833966;-0,004427896;-0,006753688;-0,006476882;-0,008345761;-0,004142402
-0,002192173;-0,004070891;-0,006852884;-0,005651284;-0,007615749;-0,003844994
-0,002665214;-0,004191892;-0,0065761;-0,005396043;-0,007141283;-0,003469818
-0,002247019;-0,003842148;-0,006484007;-0,004916687;-0,006683226;-0,003236539
-0,002663648;-0,004155489;-0,006480776;-0,005312789;-0,006585936;-0,002871433
-0,004122531;-0,004904086;-0,006521526;-0,004509061;-0,006097238;-0,00270394
-0,004671078;-0,005234773;-0,006597294;-0,004782419;-0,006195777;-0,002548628
-0,003952258;-0,004575182;-0,00620011;-0,004324693;-0,005954423;-0,002531651
-0,004053237;-0,00471854;-0,005993179;-0,004930087;-0,006201356;-0,002425507
-0,004370855;-0,005200326;-0,006045075;-0,004460984;-0,00597309;-0,002362624
-0,004322686;-0,005317379;-0,006138651;-0,004000973;-0,00585835;-0,002513568
-0,004650481;-0,005532658;-0,006179854;-0,003979349;-0,005755497;-0,002459676
-0,005492877;-0,006083868;-0,006515646;-0,003832889;-0,005490701;-0,002208539
-0,006065245;-0,006337753;-0,006500064;-0,00403219;-0,0052917;-0,001802506
-0,00596791;-0,006613193;-0,006923238;-0,002779416;-0,004385641;-0,001561742
-0,005093616;-0,006674483;-0,00722935;-0,001674748;-0,00348673;-0,00121446
-0,00525124;-0,007171867;-0,007381977;-0,001251291;-0,002722847;-0,000591327
-0,004473686;-0,007256773;-0,007759323;-0,000713218;-0,001812913;0,000154667
-0,00357433;-0,006747034;-0,007583779;-0,001564082;-0,001270033;0,001176969
-0,002066746;-0,00678042;-0,007897307;-0,002884891;-0,000957126;0,002060989
-0,00392339;-0,007613696;-0,008560909;-0,002443735;-0,001889496;0,001097203
-0,00579058;-0,008007199;-0,00866555;-0,001144126;-0,001882431;0,000456205
-0,005588369;-0,007398309;-0,008443696;0,000104063;-0,001438603;0,000146424
-0,005213874;-0,006963097;-0,008473996;-0,000119822;-0,001687275;-8,95988E-05
-0,004539449;-0,006256534;-0,008304537;-0,000459419;-0,001903737;-0,000229068
-0,003987216;-0,005866153;-0,008286037;-0,001090087;-0,002123734;-0,000192759
-0,00411272;-0,005959782;-0,008433849;-0,001208261;-0,002403347;-0,000417668
-0,004532517;-0,006203827;-0,008336452;-0,002384297;-0,002996931;-0,000433537
-0,004827581;-0,006717123;-0,008402111;-0,001826521;-0,002968687;-0,000672913
-0,005463534;-0,007375065;-0,008535434;-0,002010704;-0,003232744;-0,000759303
-0,00643701;-0,008106837;-0,00869635;-0,001731938;-0,002998974;-0,000699419
-0,006511869;-0,008438986;-0,008922963;-0,00170368;-0,002770887;-0,000582074
-0,006240798;-0,008634675;-0,009073996;-0,001724149;-0,002635861;-0,000449946
-0,005994217;-0,008686554;-0,009318113;-0,002053362;-0,002624837;-0,000409902
-0,006460875;-0,008645698;-0,009319637;-0,002087652;-0,002472482;-0,000291818
-0,006893464;-0,008920728;-0,009536318;-0,00298718;-0,002718737;-7,92289E-05
-0,005309481;-0,008192623;-0,009658554;-0,004007267;-0,002903065;0,000224709
-0,005483291;-0,007916927;-0,009858934;-0,004373564;-0,002620989;0,000462485
-0,006016803;-0,008395748;-0,010298371;-0,004193683;-0,002379946;0,000599729
-0,006490949;-0,009036955;-0,010853479;-0,003662214;-0,002492858;0,000223657
-0,006060036;-0,00912496;-0,010839717;-0,00284609;-0,002370547;-5,44429E-05
-0,006984154;-0,009659361;-0,010626291;-0,002066148;-0,002094923;-0,000168719
-0,007038129;-0,009769752;-0,010599903;-0,001930525;-0,002379991;-0,000355414
-0,00546136;-0,008852566;-0,010312497;-0,002966266;-0,003193585;-0,000445749
-0,006054052;-0,009453381;-0,010480308;-0,002591014;-0,003110759;-0,000509071
-0,00799464;-0,010836257;-0,01089278;-0,00213787;-0,002815995;-0,000405303
-0,006996315;-0,01019344;-0,011004859;-0,002604201;-0,002870535;-0,000152632
-0,007191343;-0,010611007;-0,011497977;-0,003699708;-0,003240146;2,02742E-05
-0,007495617;-0,010791374;-0,011657499;-0,000994887;-0,001862006;-5,81752E-05
-0,008296289;-0,010814439;-0,011662519;0,000195868;-0,00152076;-0,00028745
-0,008951876;-0,011230157;-0,011894915;-0,000127978;-0,001919683;-0,000447179
-0,00982095;-0,012149187;-0,012531476;-0,000921439;-0,002376568;-0,000432835
-0,010790688;-0,013287545;-0,013374203;7,5099E-05;-0,001736741;-0,000409011
-0,012728643;-0,014608479;-0,01380053;0,000639612;-0,001263747;-0,000219402
-0,013334316;-0,015356386;-0,014416808;0,00106407;-0,000692245;0,000159691
-0,01229325;-0,015353334;-0,015077851;0,000479683;-0,000705828;0,000635496
-0,010397254;-0,014677596;-0,015574313;-0,001048716;-0,00089511;0,001263038
-0,00852782;-0,013557688;-0,015626617;-0,000679666;-0,001101598;0,000795106
-0,010450687;-0,014102283;-0,014958758;7,21812E-05;-0,001023114;0,000466914
-0,0109286;-0,013941658;-0,01414326;0,00112096;-0,00069754;0,000118203
-0,010612455;-0,013377943;-0,01348657;0,001355005;-0,000665181;-0,000102877
-0,011152545;-0,013514965;-0,013250971;0,001447808;-0,000575482;-0,000123389
-0,011501228;-0,01365864;-0,01332409;0,001218839;-0,000650519;-1,92922E-05
-0,011965663;-0,013424925;-0,012609437;0,001910048;-0,000220051;0,000146403
-0,011335538;-0,012377336;-0,011482731;0,001926393;1,63198E-05;0,000445664
-0,011557945;-0,012304246;-0,011037333;0,001628326;0,000231796;0,000977359
-0,010448474;-0,011641103;-0,010561942;0,001370404;0,000549643;0,001531312
-0,009968747;-0,011192422;-0,010237817;0,001496243;0,00017171;0,00120212
