MEU1;MEU3;MEU12;FEU1;FEU3;FEU12
0,633911527;0,768282576;0,896917552;0,682982295;0,771285953;0,925969534
0,617699277;0,756463656;0,895348165;0,711173126;0,79349192;0,932997724
0,619648085;0,759984942;0,90064735;0,739737654;0,816993241;0,940706984
0,631396137;0,772980436;0,909684707;0,776448336;0,84591002;0,94967634
0,654054909;0,794224083;0,92235059;0,782039618;0,851670786;0,953439147
0,666481086;0,806270274;0,929434761;0,80349991;0,869596841;0,960734028
0,67572051;0,816486828;0,936759761;0,839617161;0,898133645;0,970149038
0,697294048;0,838338825;0,950475988;0,894665704;0,940071501;0,982705557
0,705741616;0,848290342;0,959896001;0,906327722;0,951869378;0,988928736
0,707304402;0,852312347;0,965256629;0,945417474;0,983146127;0,999748581
0,720378235;0,865179559;0,973660229;0,951988643;0,990033217;1,003940947
0,730796584;0,873349033;0,977394837;0,970423499;1,005255459;1,009959314
0,758422555;0,895469845;0,984919977;1,016493277;1,04015431;1,020803143
0,797357244;0,925717201;0,996540785;1,073588891;1,083647398;1,033797773
0,830831747;0,961334499;1,012548457;1,165605036;1,150788118;1,05186876
0,875684343;1,006513558;1,034040238;1,207162712;1,18199277;1,061289956
0,942683211;1,073058218;1,06463634;1,282584694;1,235930319;1,075302837
1,022486578;1,144498153;1,092895908;1,418315223;1,328187665;1,096704481
1,100386627;1,215112518;1,120327398;1,549198218;1,412943861;1,114315663
1,098983633;1,217657762;1,121321114;1,485731649;1,372262879;1,105801398
1,073510524;1,195253357;1,112156055;1,439459301;1,34135377;1,098747712
1,056877289;1,173814682;1,099740565;1,454153522;1,348304379;1,098697145
1,005525958;1,127387011;1,078448585;1,431829948;1,332946137;1,094566117
0,957180194;1,086260052;1,061754592;1,385022882;1,301295976;1,086965354
0,924608487;1,051672188;1,042139124;1,343278452;1,271348341;1,078911731
0,896431647;1,022400408;1,025314171;1,236136046;1,197543811;1,061848197
0,881504889;1,006335538;1,013365008;1,171177443;1,150758245;1,049361817
0,863261344;0,986064821;1,001084735;1,146153745;1,131428926;1,042642531
0,821910043;0,948359235;0,984109567;1,088728539;1,090831137;1,032110513
0,790684947;0,918307266;0,968645104;1,065270568;1,072742794;1,026269117
0,76712088;0,895147676;0,956030337;1,055090326;1,064202463;1,022749742
0,753401703;0,879588895;0,947633827;1,027121814;1,044785298;1,018012976
0,743201867;0,871189183;0,943643495;1,018476365;1,037845577;1,015431981
0,744805958;0,870885197;0,942696186;1,015687787;1,035877469;1,014747542
0,737789332;0,867265101;0,9425525;1,021794216;1,039608695;1,015313599
0,729208045;0,856171406;0,936851208;1,039748141;1,052302742;1,018258727
0,704840803;0,832119339;0,927031017;1,05783715;1,064948427;1,021087308
0,695318385;0,821034378;0,922451;1,104048616;1,096306543;1,028005701
0,661689077;0,794944548;0,912445767;1,107529297;1,098733396;1,028524416
0,643972475;0,778752172;0,902670346;1,105389042;1,09707984;1,027792547
0,628067799;0,764189612;0,89416032;1,10418982;1,095752652;1,026665444
0,619876322;0,755326962;0,888664314;1,08329827;1,081108793;1,02291496
0,617454475;0,753229621;0,887975074;0,99987353;1,02233281;1,008476848
0,615537672;0,749842331;0,886009914;0,953587083;0,988198436;0,999152519
0,636518901;0,761107391;0,888085156;0,935973318;0,974199933;0,994495908
0,635527826;0,761042921;0,886662941;0,890311059;0,940111653;0,98502251
0,643339038;0,76768515;0,888966051;0,868641315;0,923316952;0,97986768
0,640963791;0,767112507;0,889539532;0,851015545;0,909979427;0,976006761
0,635737012;0,763517308;0,889101404;0,853887126;0,911903893;0,976079584
0,632746238;0,762584358;0,890220788;0,876135602;0,927892978;0,979603509
0,632060386;0,762125416;0,889480004;0,912881561;0,955098514;0,986523378
0,639626815;0,768820835;0,891142679;0,976150802;1,000662857;0,997828194
0,643689143;0,774754313;0,895121021;1,057727244;1,058141479;1,011462925
0,631925565;0,765659608;0,891129027;1,109805299;1,094702765;1,020274481
0,621107421;0,755224758;0,884780219;1,108274712;1,093812171;1,020115066
0,608997828;0,742815669;0,878237965;1,00847904;1,024225778;1,003441136
0,603976679;0,735927027;0,872951494;0,941845353;0,976531566;0,991473613
0,596357062;0,727951873;0,86769262;0,910116449;0,952649834;0,984663215
0,580950302;0,715074575;0,861935155;0,866408398;0,919632468;0,975339338
0,578500313;0,712537753;0,85944726;0,842314432;0,900640781;0,969229362
0,573533186;0,70884036;0,857750546;0,838552977;0,896809712;0,966973326
0,574688575;0,711439441;0,859360078;0,855576485;0,908092229;0,968597965
0,574564981;0,709895613;0,858291857;0,818842761;0,880111601;0,96039695
0,579836305;0,713423533;0,859224027;0,786222384;0,854676147;0,95265129
0,586644319;0,719719478;0,860808287;0,76424367;0,836907084;0,947038806
0,586773211;0,71779589;0,858597452;0,745393915;0,821733216;0,942290763
0,587723611;0,716844367;0,856803483;0,739123607;0,815881127;0,940109019
0,600535869;0,724255584;0,857828093;0,736219486;0,812022908;0,938264755
0,610157619;0,728386989;0,859484579;0,746192975;0,818134648;0,93930671
0,604835859;0,727206744;0,862230704;0,758091884;0,828958349;0,942193996
0,593032043;0,724209986;0,86494784;0,745011165;0,81918762;0,939243598
0,582880947;0,719868109;0,865608725;0,750875888;0,823177792;0,939937572
0,562300867;0,700638498;0,858420503;0,748645599;0,82187452;0,939362726
0,553020297;0,691583443;0,854287677;0,762146615;0,831984173;0,941874548
0,548364507;0,68586092;0,851295663;0,77212423;0,840011624;0,944254019
0,550759032;0,686748353;0,850347823;0,797223363;0,858862448;0,94918799
0,54923849;0,685274057;0,849323093;0,795676721;0,858185057;0,949245282
0,539862123;0,676568346;0,844268926;0,789161604;0,853628424;0,948128666
0,544715641;0,678745;0,84375323;0,768869803;0,838239983;0,944329295
0,546671998;0,681412804;0,844644412;0,763098244;0,83241354;0,942421724
0,553247626;0,685918381;0,845107348;0,764118871;0,832183792;0,942286227
0,561307488;0,691415153;0,84584897;0,77359602;0,840523536;0,944787544
0,560553778;0,689933204;0,844041312;0,772206758;0,839200525;0,944061104
0,550452713;0,68090847;0,839938296;0,757600827;0,828702429;0,941142354
0,53969429;0,672215649;0,836869809;0,755214364;0,827292871;0,940102813
0,536908431;0,669859414;0,836979614;0,757142991;0,828956743;0,940174787
0,540147283;0,674087708;0,840413567;0,777159956;0,843842749;0,943681534
0,55540739;0,687599609;0,847971618;0,807927026;0,866230234;0,949126183
0,56949443;0,703494083;0,857901314;0,812063273;0,870021165;0,951028369
0,579152819;0,714334543;0,864811797;0,820330837;0,875706907;0,952511215
0,5961146;0,73098554;0,873718599;0,803987085;0,864414441;0,950655564
0,618411638;0,752901295;0,885590576;0,787330579;0,853167427;0,949310652
0,644253542;0,779357726;0,899930462;0,78550449;0,85256827;0,950256436
0,667008939;0,802519007;0,912756854;0,801673193;0,865555953;0,954811656
0,685090101;0,8200477;0,921634443;0,80718572;0,870940604;0,957701313
0,681561728;0,814113729;0,918471021;0,782754353;0,853524062;0,954335923
0,665706409;0,799960994;0,914178399;0,778475726;0,850659727;0,954318315
0,655435015;0,791704465;0,911708918;0,783740196;0,855148195;0,956424819
0,641071286;0,778396585;0,906021614;0,803197909;0,870501349;0,961554731
0,632488219;0,772468343;0,904231685;0,837041108;0,896307324;0,969134275
0,627521281;0,769064873;0,902774939;0,870534562;0,922628954;0,977383502
0,627280594;0,768258048;0,900461104;0,884207327;0,932475517;0,979576176
0,624244827;0,764663517;0,897040711;0,891185552;0,937781397;0,981031163
0,634366833;0,771037845;0,897958242;0,880699248;0,929517051;0,978039079
0,652052118;0,780725587;0,898312774;0,897485638;0,940792633;0,979694932
0,645592702;0,776337997;0,897413381;0,908663842;0,948893269;0,981563144
0,638794966;0,77046198;0,896482257;0,870752636;0,920587657;0,973719523
0,632522739;0,766393534;0,895818422;0,857296828;0,909738943;0,970146505
0,611020558;0,747078871;0,887684546;0,813163826;0,876468007;0,960882597
0,593820293;0,732922291;0,88288784;0,787272403;0,856191741;0,954581666
0,586893291;0,72718429;0,881196645;0,77842072;0,84863055;0,951578421
0,586128964;0,727763135;0,883098383;0,781987447;0,850246655;0,95077439
0,584102985;0,725011412;0,881124158;0,776381725;0,845232602;0,948459042
0,584442175;0,722950086;0,879544198;0,78557161;0,851464934;0,94925924
0,588460635;0,727389478;0,882721622;0,812731099;0,870402254;0,952908693
0,598430327;0,73733639;0,888100556;0,831496971;0,882622512;0,954769117
0,602130272;0,740134214;0,889472007;0,769422038;0,837250454;0,943117795
0,599064189;0,734690248;0,884051001;0,730594783;0,807751411;0,935104017
0,59478;0,730720122;0,8803513;0,703083175;0,786102115;0,928696915
0,59182944;0,729040612;0,880211654;0,685980768;0,771546884;0,923216737
0,592895618;0,730832825;0,880116626;0,67735365;0,764042036;0,920070522
0,591954984;0,732267557;0,881001209;0,680415301;0,765558424;0,919422137
0,58523378;0,726231983;0,877950461;0,680679401;0,766039382;0,919404085
0,582581842;0,722491825;0,874818048;0,684483908;0,768798128;0,919892716
0,588194973;0,727254349;0,874559562;0,699159363;0,780173213;0,922882125
0,596917247;0,734493182;0,876249482;0,717917853;0,794783459;0,927259703
0,598156011;0,734752887;0,876167113;0,710969072;0,791413311;0,928589309
0,591315311;0,728329278;0,874566258;0,714680207;0,796000949;0,93200594
0,587807948;0,724679164;0,873114643;0,722786959;0,803641193;0,935832776
0,592220715;0,726470641;0,873948341;0,745354242;0,822354671;0,942788113
0,592104267;0,724427621;0,87380661;0,768705351;0,840834127;0,948695175
0,581627516;0,714717026;0,868711737;0,761615741;0,836156905;0,948307836
0,584199893;0,713344231;0,866186813;0,769868032;0,843000138;0,950855813
0,585818181;0,713663639;0,86587357;0,793036606;0,86084531;0,956097304
0,569531412;0,702612819;0,862302702;0,806207577;0,871781826;0,960347809
0,561256657;0,696818563;0,859588421;0,838203125;0,896713939;0,968297203
0,560503811;0,697751192;0,860426192;0,886759808;0,933715771;0,979149462
0,566194719;0,704769061;0,864148508;0,9523865;0,983038756;0,992628783
0,579164151;0,718836574;0,871237581;1,050278111;1,053722708;1,010885816
0,600988112;0,739354577;0,88179249;1,082401822;1,078316211;1,018704487
0,620807803;0,756020098;0,887723938;1,156826371;1,130296031;1,031657971
0,622599549;0,757868097;0,888924824;1,134547852;1,116686023;1,029756987
0,617461569;0,754458842;0,888715713;1,065638213;1,069966392;1,019873801
0,612982578;0,751551187;0,888481919;1,039279832;1,051007975;1,015469172
0,62126316;0,757239841;0,890436139;1,038752903;1,050896387;1,015837218
0,614981117;0,754949643;0,892683579;1,06804871;1,07091525;1,020532959
0,615097223;0,755261252;0,895543172;1,049420298;1,058181427;1,01793751
0,619420691;0,759045576;0,899219933;1,014871642;1,033944084;1,012500918
0,631602893;0,770263403;0,906971892;1,014662627;1,033003515;1,012212805
0,647307417;0,785038059;0,915796528;0,995373757;1,020889648;1,010654176
0,676902121;0,811750195;0,929440205;0,99190155;1,020078463;1,012094798
0,711897166;0,844537541;0,947027819;1,019593682;1,041222358;1,018635098
0,758258831;0,889567006;0,970723021;1,072581605;1,079825674;1,029085848
0,831565344;0,959849794;1,007559185;1,16453722;1,144514932;1,045404599
0,938872425;1,0659949;1,065270785;1,290833151;1,230615272;1,06613662
1,135020423;1,249749439;1,16350534;1,427312545;1,31902975;1,087012032
1,140157827;1,291355389;1,243558586;1,263104974;1,21909503;1,075323597
1,131547532;1,296093384;1,257838414;1,127242912;1,12886915;1,057392636
1,092895551;1,260698121;1,245711841;1,044489371;1,07114039;1,044209252
1,043846041;1,222489503;1,231970751;1,00230806;1,040557174;1,036479358
1,004946572;1,193780023;1,224746011;0,981405005;1,02566475;1,033485998
0,978136449;1,172673217;1,220734;0,984681165;1,02760633;1,034244756
0,956327916;1,163978489;1,229725349;0,989298564;1,033085393;1,03836006
0,953776517;1,175070618;1,253637475;1,013370077;1,05220337;1,046165055
0,953197976;1,187543242;1,269289972;0,979116528;1,030897001;1,043882597
0,955624804;1,196655159;1,280537628;0,980772739;1,033326564;1,046052415
0,984617181;1,231573964;1,312210521;0,996499244;1,046665855;1,051393219
0,975421894;1,224192922;1,299891825;0,94738123;1,010579521;1,040772731
0,907607354;1,167686043;1,275863803;0,90755434;0,981126604;1,032712592
0,86630288;1,136017448;1,27016453;0,895773028;0,973197563;1,031778774
