MEU1;MEU3;MEU12;FEU1;FEU3;FEU12
0,584741565;0,719773758;0,865074358;1,006958705;1,031886701;1,017329244
0,601054107;0,736770464;0,874618375;1,06897592;1,077643169;1,029903006
0,613217727;0,750952956;0,883682649;1,171307764;1,149495372;1,047565113
0,63345099;0,772041243;0,896466447;1,283453758;1,226230328;1,06626538
0,623273626;0,765656711;0,902392073;1,186100378;1,162395578;1,053544291
0,610509156;0,751908928;0,898147141;1,110712977;1,110832725;1,04241384
0,599713897;0,741422426;0,893780737;1,060948955;1,075122907;1,033707954
0,598135341;0,738441757;0,891287465;1,032795862;1,054006901;1,028137861
0,599327206;0,738881489;0,890503997;1,020854704;1,044074732;1,024743525
0,603100903;0,742640865;0,890767553;1,026311299;1,046370408;1,024161591
0,603929566;0,744490658;0,892419206;1,01341209;1,03714313;1,022205938
0,605127296;0,747252087;0,893622293;1,02295145;1,043041545;1,023406378
0,598228301;0,742966149;0,89345099;0,998876096;1,025840026;1,020039854
0,593111266;0,737142225;0,891293091;0,992040053;1,022995101;1,020608393
0,588207497;0,732932653;0,890595257;0,988370851;1,021474258;1,021383921
0,586153215;0,731849858;0,891024834;0,999724447;1,030007911;1,024079628
0,591719117;0,73689891;0,894178633;1,017292622;1,044072851;1,028967096
0,603385043;0,747346799;0,900040348;1,044548112;1,064512231;1,035307354
0,608621287;0,750012113;0,899699534;1,082609047;1,091945422;1,042517813
0,624480365;0,761916981;0,902473859;1,132806729;1,127382776;1,0515095
0,644632537;0,778001602;0,906646286;1,181760389;1,161091811;1,059088133
0,652076847;0,788197664;0,913153501;1,240359356;1,199285585;1,067151611
0,662733319;0,798550285;0,919813658;1,242440188;1,201967376;1,068462076
0,67983317;0,816091235;0,930719436;1,209932666;1,180217619;1,063996728
0,693426222;0,826748261;0,937900572;1,182924091;1,161453602;1,060111772
0,694777594;0,827823644;0,938250392;1,167819097;1,151660991;1,058456208
0,681297089;0,819024546;0,935013062;1,133532859;1,130001243;1,054676492
0,67392997;0,814400062;0,933296195;1,126718806;1,12617987;1,054404804
0,677708716;0,819659851;0,936572655;1,1178622;1,120643511;1,053554914
0,677166698;0,8192422;0,936723319;1,121581437;1,124061492;1,054613654
0,676470587;0,819120834;0,937610533;1,144553555;1,140585323;1,058632132
0,691077565;0,832330018;0,94562578;1,158159366;1,149118928;1,059459592
0,697665399;0,838993862;0,947959655;1,143143963;1,139010494;1,057569989
0,693759676;0,833614119;0,942015365;1,117640252;1,121549201;1,053990956
0,689820673;0,831053947;0,940231649;1,092221045;1,102745695;1,048548666
0,695226627;0,833166861;0,938182986;1,07642868;1,09083834;1,04451053
0,695838702;0,831823262;0,935210311;1,056573853;1,075633703;1,039434976
0,70165376;0,835196963;0,934079363;1,057672226;1,075559779;1,038318954
0,715199797;0,844960001;0,936306926;1,081277178;1,091654772;1,041202142
0,737538045;0,86400492;0,942208494;1,121397935;1,119669349;1,047055851
0,778387235;0,897773764;0,952954896;1,190859195;1,165338661;1,055654538
0,782382641;0,898726117;0,950018749;1,136891911;1,128042734;1,046904517
0,753897528;0,872175714;0,936969492;1,09296653;1,096615141;1,03891262
0,720333222;0,843098315;0,924966011;1,050050913;1,06592855;1,03098206
0,699013776;0,822485094;0,91502126;1,02972984;1,051024202;1,027090579
0,668162805;0,795878243;0,904895618;1,03027233;1,051107904;1,02672661
0,650127319;0,781516395;0,900772;1,04758937;1,063237986;1,029331299
0,631928286;0,763882042;0,891089606;1,05635391;1,07051535;1,031993099
0,612097264;0,747123222;0,883729789;1,083743891;1,08996959;1,036390684
0,60885832;0,743614388;0,881495734;1,139869802;1,129621193;1,045798195
0,60798482;0,744249437;0,882225068;1,198312985;1,169513861;1,054002275
0,607392194;0,7432668;0,882267045;1,15705654;1,142407108;1,048448913
0,607173634;0,743827674;0,883053462;1,162974576;1,146610921;1,049309853
0,609720446;0,74663819;0,88642686;1,109331688;1,108745449;1,039891751
0,620193981;0,757046783;0,893162958;1,075739689;1,082855527;1,031888337
0,634652724;0,770838075;0,89998292;1,034883565;1,052881547;1,023242305
0,648781352;0,785003542;0,907143939;0,987052339;1,017149971;1,0127466
0,657076014;0,793554185;0,911490566;0,960474128;0,996391957;1,005900736
0,656240984;0,796370842;0,91572714;0,949956836;0,987175107;1,001870273
0,666789136;0,808443526;0,922926233;0,970651732;0,999767929;1,002811204
0,651567633;0,793757179;0,91811424;0,951234825;0,984524497;0,997423011
0,639165604;0,780684734;0,912338176;0,899867165;0,9462243;0,986250725
0,639370436;0,778084549;0,908816405;0,87794252;0,928594684;0,97995881
0,638151526;0,772662501;0,902152946;0,857005711;0,911960246;0,974288492
0,639717347;0,770098293;0,897666185;0,847664516;0,903790021;0,970805426
0,6306752;0,76095868;0,892313314;0,851486419;0,905300888;0,970091978
0,618127161;0,747091376;0,884322795;0,80656125;0,871601807;0,960821731
0,60419351;0,735128576;0,879008351;0,783797171;0,853874335;0,955596558
0,601925231;0,732848275;0,877281687;0,76450202;0,838185014;0,949863558
0,600158249;0,731722814;0,87728657;0,749304815;0,825938809;0,94557229
0,604385023;0,735751877;0,880660325;0,747516282;0,823730362;0,943913509
0,606071967;0,740475969;0,886576112;0,759127209;0,831715715;0,94497519
0,614462602;0,750195455;0,892765538;0,754148569;0,827723942;0,943410744
0,622290128;0,757689768;0,896309576;0,765926421;0,836690447;0,945382745
0,611164743;0,749162802;0,891806074;0,788706019;0,853529207;0,949445573
0,60109466;0,740986898;0,88707964;0,768354259;0,837950049;0,944869649
0,603976989;0,744092419;0,88783059;0,768018635;0,836799406;0,94372259
0,617263079;0,756036683;0,893158485;0,775424387;0,840488056;0,944000189
0,629627711;0,765253152;0,89698495;0,80733547;0,858627662;0,947321534
0,6511344;0,777295601;0,899911439;0,782295959;0,844969048;0,944635298
0,657179936;0,781581681;0,900778133;0,778512537;0,843127143;0,944004839
0,643936997;0,7757991;0,899368391;0,771645452;0,83803646;0,942274894
0,638295081;0,771741233;0,898978114;0,771414267;0,838642533;0,942200892
0,630259763;0,768663984;0,899403644;0,780823364;0,845423052;0,943357481
0,635880261;0,77518964;0,903097325;0,771538438;0,838593872;0,941503367
0,648418991;0,787315415;0,908794019;0,751371367;0,823460894;0,937455203
0,669443675;0,80573221;0,914991141;0,74639134;0,819187501;0,935924555
0,692795808;0,82750194;0,923252924;0,732540016;0,808059188;0,932690815
0,736186484;0,864435993;0,936378596;0,724730158;0,801694417;0,930848798
0,736794343;0,870774063;0,941853637;0,733100073;0,806955956;0,931917529
0,72002435;0,857194353;0,936238307;0,739867377;0,808356015;0,931166363
0,694343579;0,83484638;0,927766713;0,726771432;0,799943927;0,928338345
0,690955459;0,829235316;0,92362754;0,735938062;0,806358882;0,929126332
0,683014245;0,821385627;0,920554548;0,718709496;0,792803077;0,925234911
0,66475697;0,804789444;0,914333534;0,707632539;0,785973846;0,923884309
0,664737808;0,80242988;0,911999805;0,701553957;0,781946096;0,923432342
0,662002416;0,799416974;0,910220386;0,710823627;0,789118807;0,925742216
0,658202802;0,795218919;0,907800754;0,690903698;0,774403805;0,922125549
0,655057787;0,792093885;0,906017019;0,686728831;0,771472359;0,921801347
0,659771886;0,795549299;0,906824216;0,66890512;0,758196111;0,918699636
0,675280141;0,809118203;0,911851678;0,655440033;0,747744609;0,915894417
0,661961133;0,798817802;0,908187647;0,655087578;0,747195347;0,915611593
0,649910963;0,789533615;0,906182035;0,645150131;0,738779094;0,913127056
0,65165954;0,79038737;0,907076206;0,638325387;0,733487077;0,912034395
0,653821381;0,790510135;0,907315317;0,640520454;0,735698236;0,913207941
0,650285332;0,785645482;0,904520029;0,64764628;0,741937688;0,915645557
0,645341427;0,777314616;0,899411787;0,659385452;0,751955452;0,919325504
